"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31"
"SZAXPI015249.37","SZAXPI015253.44","SZAXPI015263.84","SZAXPI015227.13","SZAXPI015244.32","SZAXPI015234.20","SZAXPI015245.33","SZAXPI017591.140","0.00855851483766924","0.0124617096878272","0.0129981550612041","0.0145002547453229","0.0168116314540567","0.0375576184769425","0.0450038884882885","SZAXPI015225.18","SZAXPI003435.11","SZAXPI015216.169","SZAXPI003411.6","SZAXPI003413.4","SZAXPI017460.27","SZAXPI015220.136","SZAXPI017593.158","0.020418928022334","0.0251355177393136","0.0276866872300901","0.0283706199669922","0.0309657085359698","0.0312329787585683","0.0457936722160716","0.0552959559046457"
"SZAXPI015250.39","SZAXPI015248.36","SZAXPI015257.56","SZAXPI015252.43","SZAXPI015231.17","SZAXPI015262.79","SZAXPI015251.41","SZAXPI015259.62","0.00674010048125312","0.00925475624066247","0.0118397310573178","0.012589330675502","0.012849532468857","0.0136098109324842","0.024891357717491","SZAXPI003412.1","SZAXPI017452.17","SZAXPI015224.13","SZAXPI017465.43","SZAXPI003422.11","SZAXPI017456.23","SZAXPI017467.87","SZAXPI003409.8","0.00248131665507703","0.00483022656138148","0.00491252672828764","0.0076917456949362","0.00859030832740981","0.00874390642068771","0.00897075157752463","0.00970379042160828"
"SZAXPI015251.41","SZAXPI015262.79","SZAXPI015231.17","SZAXPI015252.43","SZAXPI015257.56","SZAXPI015248.36","SZAXPI015250.39","SZAXPI015259.62","0.00382289704621427","0.00445834073043015","0.00731847277687679","0.00792653363370559","0.0114608429564665","0.0136098109324842","0.0189859689084766","SZAXPI003409.8","SZAXPI003422.11","SZAXPI017586.111","SZAXPI015224.13","SZAXPI003410.3","SZAXPI003412.1","SZAXPI003424.12","SZAXPI015221.142","0.00642459596169743","0.00655233004492156","0.00738628850324881","0.00898196520560439","0.00923508043765855","0.0112815406341306","0.0113374676088775","0.0116643586911075"
"SZAXPI015252.43","SZAXPI015231.17","SZAXPI015248.36","SZAXPI015251.41","SZAXPI015262.79","SZAXPI015257.56","SZAXPI015250.39","SZAXPI015259.62","0.00305444999524455","0.00645950459593737","0.00731847277687679","0.0101665667905273","0.0117487811439924","0.0118397310573178","0.0139888234335487","SZAXPI003409.8","SZAXPI003424.12","SZAXPI017586.111","SZAXPI015224.13","SZAXPI017594.166","SZAXPI003422.11","SZAXPI003412.1","SZAXPI015221.142","0.00302423894790124","0.00491470664636647","0.00642386205228102","0.00809329698503502","0.00869216862268674","0.0097903389646986","0.0103583591231712","0.0104679597041383"
"SZAXPI015253.44","SZAXPI015244.32","SZAXPI015227.13","SZAXPI015249.37","SZAXPI015234.20","SZAXPI015263.84","SZAXPI015245.33","SZAXPI015235.21","0.00666625646164001","0.00751849211587152","0.00855851483766924","0.010315979912204","0.0151131582041701","0.0314278265906138","0.0402055251546099","SZAXPI015225.18","SZAXPI003435.11","SZAXPI015216.169","SZAXPI017460.27","SZAXPI003413.4","SZAXPI003411.6","SZAXPI015220.136","SZAXPI017593.158","0.0133892520707254","0.0193572821357253","0.0207408594925168","0.0233554520079015","0.0236372403639256","0.0247717428268988","0.040215362321005","0.0487359848949436"
"SZAXPI015254.45","SZAXPI015228.14","SZAXPI003419.6","SZAXPI015274.111","SZAXPI015240.26","SZAXPI015246.34","SZAXPI015233.19","SZAXPI003433.7","0.00355798407066468","0.0102217006484595","0.0121245741082612","0.0146347952354017","0.0225758119901703","0.0264762787647147","0.0285740835481974","SZAXPI017454.20","SZAXPI015222.123","SZAXPI017588.123","SZAXPI017587.113","SZAXPI017455.21","SZAXPI003428.6","SZAXPI003415.12","SZAXPI017459.26","0.00291046637153483","0.00418427733383069","0.0111396721206957","0.0145952299619185","0.0156113326987403","0.015926946090799","0.0198981042192309","0.0227307668011255"
"SZAXPI015255.46","SZAXPI015247.35","SZAXPI015265.88","SZAXPI015261.75","SZAXPI015242.30","SZAXPI015233.19","SZAXPI003433.7","SZAXPI015270.90","0.00241563465245242","0.00609389388860277","0.00610501552444476","0.00763931245167385","0.0105520155961309","0.0112931056086356","0.0128009741910139","SZAXPI003421.5","SZAXPI017462.33","SZAXPI017461.32","SZAXPI003425.1","SZAXPI015211.166","SZAXPI015210.17","SZAXPI017457.24","SZAXPI003423.8","0.000812237572245228","0.00206214072214121","0.00318900970321033","0.00464024662206882","0.00492946650340184","0.00682320621334151","0.00804581164891686","0.00905239574911654"
"SZAXPI015256.47","SZAXPI003429.3","SZAXPI015243.31","SZAXPI015266.89","SZAXPI015272.108","SZAXPI015238.24","SZAXPI015246.34","SZAXPI015232.18","0.0113518891074201","0.0121439577169062","0.0180351200828212","0.0206107510463924","0.0280329315714684","0.0355078493377825","0.0433624343172938","SZAXPI003418.8","SZAXPI015214.19","SZAXPI017583.102","SZAXPI017582.94","SZAXPI017464.37","SZAXPI003416.4","SZAXPI015219.129","SZAXPI003431.1","0.00292209697976213","0.00698817778305237","0.00810934943128422","0.00953364816907534","0.0111634701293303","0.0123752604094961","0.0245058798534596","0.0247388285874968"
"SZAXPI015257.56","SZAXPI015262.79","SZAXPI015251.41","SZAXPI015250.39","SZAXPI015231.17","SZAXPI015248.36","SZAXPI015252.43","SZAXPI015259.62","0.00501093425097247","0.00792653363370559","0.00925475624066247","0.0101945606891846","0.0115049992064284","0.0117487811439924","0.0254869693223769","SZAXPI003422.11","SZAXPI003410.3","SZAXPI015224.13","SZAXPI015217.140","SZAXPI003412.1","SZAXPI017452.17","SZAXPI017467.87","SZAXPI003409.8","0.00231594750641538","0.00233633491574558","0.00624009398626052","0.00690577726973029","0.00700992715013263","0.0083348664337799","0.00846762179030703","0.00941082663832779"
"SZAXPI015258.57","SZAXPI015241.27","SZAXPI017592.142","SZAXPI015230.16","SZAXPI015264.87","SZAXPI015268.109","SZAXPI015235.21","SZAXPI015245.33","0.00842623113774523","0.018660278314008","0.0231974024342518","0.0261982583779536","0.0287294342662082","0.0310507405957075","0.0395932285926994","SZAXPI015213.15","SZAXPI017589.133","SZAXPI003436.7","SZAXPI015226.14","SZAXPI015223.158","SZAXPI017466.84","SZAXPI017580.90","SZAXPI017581.93","0.00474616615371586","0.00498678912678684","0.00500798377896818","0.00534158305923763","0.00590621488050259","0.014994773137752","0.016152530998925","0.0200938464071336"
"SZAXPI015259.62","SZAXPI015212.113","SZAXPI015273.95","SZAXPI015252.43","SZAXPI015231.17","SZAXPI015270.90","SZAXPI015248.36","SZAXPI015251.41","0.00353898088356281","0.0105812961072952","0.0139888234335487","0.0154124478286785","0.0168141007992121","0.0183279865582863","0.0189859689084766","SZAXPI017468.88","SZAXPI017594.166","SZAXPI017463.36","SZAXPI003424.12","SZAXPI015221.142","SZAXPI017584.108","SZAXPI017586.111","SZAXPI003409.8","0.00493223471932092","0.00545915679758017","0.00830181278210909","0.00944759252878262","0.0096843380904862","0.0108108920969914","0.0119827022564282","0.0166402226155162"
"SZAXPI015260.74","SZAXPI015232.18","SZAXPI015238.24","SZAXPI003417.4","SZAXPI015267.102","SZAXPI015239.25","SZAXPI015256.47","SZAXPI003429.3","0.00898189115527937","0.0205092243543134","0.0276530400423489","0.0382370481257698","0.0445564797829164","0.0483175107901571","0.0596081565922836","SZAXPI015209.133","SZAXPI003427.1","SZAXPI015237.23","SZAXPI017595.169","SZAXPI003426.11","SZAXPI017590.136","SZAXPI017582.94","SZAXPI003418.8","0.00850505968835977","0.011293098910235","0.0249917291143452","0.0265895517814378","0.0320381060394695","0.0401037058936547","0.0432289533790987","0.048000179189956"
"SZAXPI015261.75","SZAXPI015247.35","SZAXPI015255.46","SZAXPI015270.90","SZAXPI015265.88","SZAXPI003433.7","SZAXPI015242.30","SZAXPI015233.19","0.00595222124421819","0.00610501552444476","0.00826243112126392","0.00881266546670052","0.013583078804757","0.0135949912723524","0.0165449877322896","SZAXPI017457.24","SZAXPI003423.8","SZAXPI017461.32","SZAXPI015211.166","SZAXPI003425.1","SZAXPI003421.5","SZAXPI017462.33","SZAXPI015210.17","0.00353944908955168","0.00358014917001886","0.004074816151386","0.00419692066571401","0.00508411950667283","0.00650082218236271","0.00776990622993168","0.00800009575197351"
"SZAXPI015262.79","SZAXPI015251.41","SZAXPI015257.56","SZAXPI015231.17","SZAXPI015252.43","SZAXPI015248.36","SZAXPI015250.39","SZAXPI015259.62","0.00382289704621427","0.00501093425097247","0.00764747986510994","0.0101665667905273","0.0126459933817656","0.012849532468857","0.0226875878884118","SZAXPI003422.11","SZAXPI003410.3","SZAXPI003409.8","SZAXPI015224.13","SZAXPI003412.1","SZAXPI017586.111","SZAXPI015217.140","SZAXPI017452.17","0.00460264786383241","0.00583069014927679","0.00855472145726233","0.00861639289854481","0.0104237661959135","0.0111233195682608","0.0116426795799596","0.0130576587156519"
"SZAXPI015264.87","SZAXPI015235.21","SZAXPI015245.33","SZAXPI015258.57","SZAXPI015241.27","SZAXPI015234.20","SZAXPI015244.32","SZAXPI015227.13","0.00550920110448817","0.0148754752710359","0.0261982583779536","0.0345749826926286","0.0354993095398509","0.0389170482743416","0.0391960215429748","SZAXPI017593.158","SZAXPI017581.93","SZAXPI015220.136","SZAXPI015223.158","SZAXPI003413.4","SZAXPI017460.27","SZAXPI003436.7","SZAXPI015216.169","0.00332489899893465","0.00943255290337598","0.0101647847032961","0.0204870382161404","0.0221815673883829","0.0238794847030569","0.0247313745192738","0.024786520126571"
"SZAXPI015265.88","SZAXPI003433.7","SZAXPI015255.46","SZAXPI015247.35","SZAXPI015242.30","SZAXPI015261.75","SZAXPI015233.19","SZAXPI015270.90","0.00531114009689035","0.00609389388860277","0.00840942995069203","0.00841636564665059","0.00881266546670052","0.0110430701494663","0.0169689362924478","SZAXPI003425.1","SZAXPI017461.32","SZAXPI017462.33","SZAXPI003421.5","SZAXPI003423.8","SZAXPI015211.166","SZAXPI017458.25","SZAXPI017457.24","0.00399960953285452","0.00510377893937379","0.0052377908363647","0.00591611008286103","0.0098711044768848","0.0101495252813952","0.0113226892009535","0.0120494391791827"
"SZAXPI015266.89","SZAXPI015272.108","SZAXPI015243.31","SZAXPI003429.3","SZAXPI015246.34","SZAXPI015256.47","SZAXPI015240.26","SZAXPI015274.111","0.00391223277068624","0.00656844530654986","0.00702153770684085","0.0178072976138407","0.0180351200828212","0.0261452395495403","0.0277203773579862","SZAXPI003416.4","SZAXPI003431.1","SZAXPI015219.129","SZAXPI017464.37","SZAXPI017585.109","SZAXPI015214.19","SZAXPI003434.7","SZAXPI003414.3","0.00655801850625851","0.00691191799791816","0.00703446221055389","0.00713923868024821","0.00984329902933177","0.0113929030712597","0.0150711302110226","0.0159367325633142"
"SZAXPI015267.102","SZAXPI003417.4","SZAXPI015239.25","SZAXPI015260.74","SZAXPI015232.18","SZAXPI015238.24","SZAXPI015256.47","SZAXPI015229.15","0.0108163298804779","0.0111147977385893","0.0382370481257698","0.043421782061134","0.058706850957259","0.0863248966646988","0.0884746229890112","SZAXPI017590.136","SZAXPI017595.169","SZAXPI003426.11","SZAXPI015209.133","SZAXPI003427.1","SZAXPI017451.16","SZAXPI015237.23","SZAXPI003432.12","0.00327000019518841","0.0124060390355311","0.0137403721250556","0.0380957092843547","0.0484157030375196","0.058297180425154","0.0607383372639065","0.0637167301716048"
"SZAXPI015268.109","SZAXPI015230.16","SZAXPI017592.142","SZAXPI015241.27","SZAXPI015258.57","SZAXPI015257.56","SZAXPI015250.39","SZAXPI015262.79","0.00596537375134955","0.017161604044039","0.0218345202656685","0.0287294342662082","0.0291544651717161","0.0307713645777228","0.0332107198397672","SZAXPI003420.4","SZAXPI015215.20","SZAXPI017466.84","SZAXPI017580.90","SZAXPI017453.19","SZAXPI017456.23","SZAXPI017467.87","SZAXPI015217.140","0.00538857886439974","0.00543040411752548","0.0137615832279111","0.0144904575573265","0.016521409781792","0.022202363294534","0.0223674328325251","0.0227333599047137"
"SZAXPI015270.90","SZAXPI015261.75","SZAXPI015247.35","SZAXPI015255.46","SZAXPI015273.95","SZAXPI015212.113","SZAXPI015259.62","SZAXPI015265.88","0.00826243112126392","0.0112180402008374","0.0128009741910139","0.0141016626811867","0.016258664013512","0.0168141007992121","0.0169689362924478","SZAXPI017457.24","SZAXPI017584.108","SZAXPI015211.166","SZAXPI003423.8","SZAXPI015210.17","SZAXPI017461.32","SZAXPI003437.3","SZAXPI003421.5","0.00499264395866236","0.00636613321954864","0.00808805751507447","0.00924130746437964","0.00932963083390695","0.0120055655845661","0.0123998455901571","0.01321814380429"
"SZAXPI015272.108","SZAXPI015266.89","SZAXPI003429.3","SZAXPI015243.31","SZAXPI015246.34","SZAXPI015256.47","SZAXPI015240.26","SZAXPI015274.111","0.00391223277068624","0.00931315558237916","0.00931572508581722","0.0167264256426785","0.0206107510463924","0.023160436358752","0.0249553240052167","SZAXPI015219.129","SZAXPI003431.1","SZAXPI017585.109","SZAXPI003416.4","SZAXPI017464.37","SZAXPI003434.7","SZAXPI003414.3","SZAXPI015214.19","0.00406082730509476","0.00472288167419003","0.0061659404362098","0.00837471622994184","0.00948716027663437","0.0121132574379006","0.0123520726448319","0.0137295745417834"
"SZAXPI015273.95","SZAXPI015212.113","SZAXPI015259.62","SZAXPI015270.90","SZAXPI015247.35","SZAXPI015261.75","SZAXPI015255.46","SZAXPI015252.43","0.0074218697343518","0.0105812961072952","0.0141016626811867","0.0189849139891697","0.0202055378703782","0.0213378183119452","0.0242462568696628","SZAXPI017584.108","SZAXPI003437.3","SZAXPI017468.88","SZAXPI015210.17","SZAXPI017594.166","SZAXPI017463.36","SZAXPI017457.24","SZAXPI015211.166","0.011412335696701","0.0121575941648655","0.0134328838123106","0.0146191448196975","0.0156879126847286","0.0162219222947862","0.0169387786366354","0.0172069584945238"
"SZAXPI015274.111","SZAXPI003419.6","SZAXPI015240.26","SZAXPI015254.45","SZAXPI015228.14","SZAXPI015246.34","SZAXPI015272.108","SZAXPI015266.89","0.00266502568686066","0.00294819454947138","0.0121245741082612","0.012848201011554","0.0141713380766282","0.0249553240052167","0.0277203773579862","SZAXPI017588.123","SZAXPI017455.21","SZAXPI003434.7","SZAXPI003414.3","SZAXPI017454.20","SZAXPI015222.123","SZAXPI017585.109","SZAXPI003431.1","0.00200561565555831","0.0109517400443671","0.0128946250545349","0.0143727713915022","0.0145531080267716","0.0158271358888351","0.0197376866926997","0.0208853012238511"
"SZAXPI017592.142","SZAXPI015241.27","SZAXPI015230.16","SZAXPI015268.109","SZAXPI015258.57","SZAXPI015250.39","SZAXPI015257.56","SZAXPI015264.87","0.0103548388009154","0.0117647200684129","0.017161604044039","0.018660278314008","0.0396348042367156","0.0415546929275206","0.0446662353958895","SZAXPI017466.84","SZAXPI003420.4","SZAXPI015215.20","SZAXPI015226.14","SZAXPI017580.90","SZAXPI015213.15","SZAXPI017589.133","SZAXPI003436.7","0.0111096862695475","0.0129650555259487","0.0144224604266114","0.0155838091004813","0.0159591872354068","0.017885262909966","0.0186159866617815","0.0217113917551844"
"SZAXPI003409.8","SZAXPI015252.43","SZAXPI015231.17","SZAXPI015248.36","SZAXPI015251.41","SZAXPI015262.79","SZAXPI015257.56","SZAXPI015250.39","0.00302423894790124","0.00346888759806105","0.00556850726990378","0.00642459596169743","0.00855472145726233","0.00941082663832779","0.00970379042160828","SZAXPI015224.13","SZAXPI003422.11","SZAXPI003424.12","SZAXPI003412.1","SZAXPI017586.111","SZAXPI003410.3","SZAXPI017594.166","SZAXPI015221.142","0.00585661349582229","0.00731190528559791","0.00754754986992534","0.00800178119846538","0.00828175945728322","0.0114183432784073","0.0114369367464318","0.0126498708005749"
"SZAXPI003410.3","SZAXPI015257.56","SZAXPI015262.79","SZAXPI015251.41","SZAXPI015250.39","SZAXPI015231.17","SZAXPI015248.36","SZAXPI015252.43","0.00233633491574558","0.00583069014927679","0.00923508043765855","0.0108420582532617","0.0120438077109856","0.0136371990085424","0.0138072240357856","SZAXPI003422.11","SZAXPI015217.140","SZAXPI017467.87","SZAXPI015224.13","SZAXPI003412.1","SZAXPI017452.17","SZAXPI017456.23","SZAXPI017453.19","0.00417316092008239","0.0060438481790996","0.0081208040404554","0.00835773834212814","0.00874898286423408","0.00903966867647145","0.0107506639265618","0.0110736470070796"
"SZAXPI003411.6","SZAXPI015245.33","SZAXPI015234.20","SZAXPI015227.13","SZAXPI015244.32","SZAXPI015235.21","SZAXPI015253.44","SZAXPI015264.87","0.0136052890732817","0.0154749601177357","0.0172928725051544","0.019998707844631","0.022441451834512","0.0247717428268988","0.0276860990757476","SZAXPI003435.11","SZAXPI015216.169","SZAXPI015225.18","SZAXPI003413.4","SZAXPI015220.136","SZAXPI017460.27","SZAXPI017581.93","SZAXPI017593.158","0.00868062516578534","0.0130805754560177","0.0147708868357379","0.015783324533828","0.0190206590838276","0.0193535580774027","0.0298994478447883","0.0302743258860201"
"SZAXPI003412.1","SZAXPI015250.39","SZAXPI015248.36","SZAXPI015257.56","SZAXPI015252.43","SZAXPI015262.79","SZAXPI015231.17","SZAXPI015251.41","0.00248131665507703","0.00641449610759328","0.00700992715013263","0.0103583591231712","0.0104237661959135","0.0106630408413087","0.0112815406341306","SZAXPI015224.13","SZAXPI017452.17","SZAXPI003422.11","SZAXPI003409.8","SZAXPI017467.87","SZAXPI003410.3","SZAXPI015217.140","SZAXPI017456.23","0.00285276216944438","0.00509969359774548","0.00618958958547055","0.00800178119846538","0.00863053914928354","0.00874898286423408","0.00893213538037177","0.00917140719618708"
