"Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy","RepeatTimes","Fold","FatureCount"
0.675324675324675,0.353810003356831,0.559012920801622,0.777683486782701,0.506493506493506,0.00201499391981235,0.00511026066085587,0.868421052631579,0.487179487179487,0.622641509433962,0.791666666666667,0.622641509433962,0.868421052631579,0.725274725274725,0.493506493506494,0.428571428571429,0.688311688311688,0.677800269905533,19,6,50
0.753246753246753,0.504571622079242,0.641788268016816,0.844432556602683,0.506493506493506,8.15190851373484e-06,0.0217814627911195,0.897435897435897,0.605263157894737,0.7,0.851851851851852,0.7,0.897435897435897,0.786516853932584,0.506493506493506,0.454545454545455,0.649350649350649,0.751349527665317,19,5,50
0.769230769230769,0.538461538461539,0.660027339224548,0.857127187242014,0.5,9.86510455569514e-07,0.238592829316436,0.846153846153846,0.692307692307692,0.733333333333333,0.818181818181818,0.733333333333333,0.846153846153846,0.785714285714286,0.5,0.423076923076923,0.576923076923077,0.769230769230769,19,4,50
0.789473684210526,0.578947368421053,0.68075554222749,0.874609910062883,0.5,1.92548891176486e-07,0.00595952647010911,0.947368421052632,0.631578947368421,0.72,0.923076923076923,0.72,0.947368421052632,0.818181818181818,0.5,0.473684210526316,0.657894736842105,0.789473684210526,19,3,50
0.743589743589744,0.487179487179487,0.632141756539307,0.835810280385982,0.5,9.75954537182052e-06,0.0139062968953461,0.897435897435897,0.58974358974359,0.686274509803922,0.851851851851852,0.686274509803922,0.897435897435897,0.777777777777778,0.5,0.448717948717949,0.653846153846154,0.743589743589744,19,2,50
0.74025974025974,0.479377958079784,0.627743514898471,0.833566609981371,0.506493506493506,2.38055911771522e-05,0.263552477282973,0.82051282051282,0.657894736842105,0.711111111111111,0.78125,0.711111111111111,0.82051282051282,0.761904761904762,0.506493506493506,0.415584415584416,0.584415584415584,0.739203778677463,19,1,50
0.653846153846154,0.307692307692308,0.53758824129486,0.758032849858312,0.5,0.00438585722853008,1,0.641025641025641,0.666666666666667,0.657894736842105,0.65,0.657894736842105,0.641025641025641,0.649350649350649,0.5,0.320512820512821,0.487179487179487,0.653846153846154,18,10,50
0.756410256410256,0.512820512820513,0.646030496803932,0.846525443171317,0.5,3.20753195335459e-06,0.0217814627911195,0.897435897435897,0.615384615384615,0.7,0.857142857142857,0.7,0.897435897435897,0.786516853932584,0.5,0.448717948717949,0.641025641025641,0.756410256410256,18,9,50
0.675324675324675,0.353810003356831,0.559012920801622,0.777683486782701,0.506493506493506,0.00201499391981235,0.00511026066085587,0.868421052631579,0.487179487179487,0.622641509433962,0.791666666666667,0.622641509433962,0.868421052631579,0.725274725274725,0.493506493506494,0.428571428571429,0.688311688311688,0.677800269905533,18,8,50
0.792207792207792,0.584625758597438,0.684608176895155,0.876309174573313,0.506493506493506,2.17317929505301e-07,0.802587348634152,0.815789473684211,0.769230769230769,0.775,0.810810810810811,0.775,0.815789473684211,0.794871794871795,0.493506493506494,0.402597402597403,0.519480519480519,0.79251012145749,18,7,50
0.769230769230769,0.538461538461539,0.660027339224548,0.857127187242014,0.5,9.86510455569514e-07,0.0338948535246893,0.897435897435897,0.641025641025641,0.714285714285714,0.862068965517241,0.714285714285714,0.897435897435897,0.795454545454546,0.5,0.448717948717949,0.628205128205128,0.769230769230769,18,6,50
0.802631578947368,0.605263157894737,0.695448749307404,0.88511469565119,0.5,4.92142370736737e-08,0.121335250358483,0.894736842105263,0.710526315789474,0.755555555555556,0.870967741935484,0.755555555555556,0.894736842105263,0.819277108433735,0.5,0.447368421052632,0.592105263157895,0.802631578947368,18,5,50
0.644736842105263,0.289473684210526,0.526591400935549,0.751227133470895,0.5,0.00772013101045317,0.000118600138662247,0.921052631578947,0.368421052631579,0.593220338983051,0.823529411764706,0.593220338983051,0.921052631578947,0.721649484536082,0.5,0.460526315789474,0.776315789473684,0.644736842105263,18,4,50
0.792207792207792,0.58629952988583,0.684608176895155,0.876309174573313,0.506493506493506,2.17317929505301e-07,0.00115405008478153,0.973684210526316,0.615384615384615,0.711538461538462,0.96,0.711538461538462,0.973684210526316,0.822222222222222,0.493506493506494,0.480519480519481,0.675324675324675,0.794534412955466,18,3,50
0.792207792207792,0.584625758597438,0.684608176895155,0.876309174573313,0.506493506493506,2.17317929505301e-07,0.802587348634152,0.815789473684211,0.769230769230769,0.775,0.810810810810811,0.775,0.815789473684211,0.794871794871795,0.493506493506494,0.402597402597403,0.519480519480519,0.79251012145749,18,2,50
0.727272727272727,0.456470588235294,0.613803805479202,0.822590916902575,0.506493506493506,6.52047079646514e-05,0.0290963317412522,0.868421052631579,0.58974358974359,0.673469387755102,0.821428571428572,0.673469387755102,0.868421052631579,0.758620689655172,0.493506493506494,0.428571428571429,0.636363636363636,0.729082321187584,18,1,50
0.756410256410256,0.512820512820513,0.646030496803932,0.846525443171317,0.5,3.20753195335459e-06,0.00590539153259324,0.923076923076923,0.58974358974359,0.692307692307692,0.884615384615385,0.692307692307692,0.923076923076923,0.791208791208791,0.5,0.461538461538462,0.666666666666667,0.756410256410256,17,10,50
0.766233766233766,0.533647375504711,0.655943214119122,0.855182936995653,0.506493506493506,2.61203896860532e-06,0.0989601540194065,0.868421052631579,0.666666666666667,0.717391304347826,0.838709677419355,0.717391304347826,0.868421052631579,0.785714285714286,0.493506493506494,0.428571428571429,0.597402597402597,0.767543859649123,17,9,50
0.684210526315789,0.368421052631579,0.567452098193474,0.786105407745419,0.5,0.000880936001470316,0.00219964706111306,0.894736842105263,0.473684210526316,0.62962962962963,0.818181818181818,0.62962962962963,0.894736842105263,0.739130434782609,0.5,0.447368421052632,0.710526315789474,0.684210526315789,17,8,50
0.756410256410256,0.512820512820513,0.646030496803932,0.846525443171317,0.5,3.20753195335459e-06,0.0664574200169311,0.871794871794872,0.641025641025641,0.708333333333333,0.833333333333333,0.708333333333333,0.871794871794872,0.781609195402299,0.5,0.435897435897436,0.615384615384615,0.756410256410256,17,7,50
0.818181818181818,0.636302294197031,0.713797456397652,0.896877759678039,0.506493506493506,1.33670992954827e-08,1,0.815789473684211,0.82051282051282,0.815789473684211,0.82051282051282,0.815789473684211,0.815789473684211,0.81578947368421,0.493506493506494,0.402597402597403,0.493506493506494,0.818151147098515,17,6,50
0.805194805194805,0.611242006058566,0.699132853052207,0.886668270806465,0.506493506493506,5.60735818629075e-08,0.121335250358483,0.894736842105263,0.717948717948718,0.755555555555556,0.875,0.755555555555556,0.894736842105263,0.819277108433735,0.493506493506494,0.441558441558442,0.584415584415584,0.806342780026991,17,5,50
0.805194805194805,0.611764705882353,0.699132853052207,0.886668270806465,0.506493506493506,5.60735818629075e-08,0.00982327450751926,0.947368421052632,0.666666666666667,0.73469387755102,0.928571428571429,0.73469387755102,0.947368421052632,0.827586206896552,0.493506493506494,0.467532467532468,0.636363636363636,0.807017543859649,17,4,50
0.701298701298701,0.403904409289801,0.586222014820442,0.800330001204751,0.506493506493506,0.000407119737348516,0.21090292605661,0.789473684210526,0.615384615384615,0.666666666666667,0.75,0.666666666666667,0.789473684210526,0.72289156626506,0.493506493506494,0.38961038961039,0.584415584415584,0.702429149797571,17,3,50
0.688311688311688,0.374830852503383,0.572572473306617,0.789053157744092,0.506493506493506,0.000931601948088643,0.153041884158821,0.794871794871795,0.578947368421053,0.659574468085106,0.733333333333333,0.659574468085106,0.794871794871795,0.72093023255814,0.506493506493506,0.402597402597403,0.61038961038961,0.686909581646424,17,2,50
0.792207792207792,0.585185185185185,0.684608176895155,0.876309174573313,0.506493506493506,2.17317929505301e-07,0.211299547333711,0.868421052631579,0.717948717948718,0.75,0.848484848484849,0.75,0.868421052631579,0.804878048780488,0.493506493506494,0.428571428571429,0.571428571428571,0.793184885290148,17,1,50
0.756410256410256,0.512820512820513,0.646030496803932,0.846525443171317,0.5,3.20753195335459e-06,0.168668618887815,0.846153846153846,0.666666666666667,0.717391304347826,0.8125,0.717391304347826,0.846153846153846,0.776470588235294,0.5,0.423076923076923,0.58974358974359,0.756410256410256,16,10,50
0.723684210526316,0.447368421052632,0.609142949216601,0.820127572442849,0.5,6.03145579989516e-05,0.0808555983700521,0.842105263157895,0.605263157894737,0.680851063829787,0.793103448275862,0.680851063829787,0.842105263157895,0.752941176470588,0.5,0.421052631578947,0.618421052631579,0.723684210526316,16,9,50
0.666666666666667,0.333333333333333,0.550833311204022,0.769414760370696,0.5,0.00216744044175372,0.326799567668966,0.58974358974359,0.743589743589744,0.696969696969697,0.644444444444444,0.696969696969697,0.58974358974359,0.638888888888889,0.5,0.294871794871795,0.423076923076923,0.666666666666667,16,8,50
0.766233766233766,0.530169491525424,0.655943214119122,0.855182936995653,0.506493506493506,2.61203896860532e-06,0.00218304473736225,0.948717948717949,0.578947368421053,0.69811320754717,0.916666666666667,0.69811320754717,0.948717948717949,0.804347826086957,0.506493506493506,0.480519480519481,0.688311688311688,0.763832658569501,16,7,50
0.818181818181818,0.637281292059219,0.713797456397652,0.896877759678039,0.506493506493506,1.33670992954827e-08,0.061368829139402,0.921052631578947,0.717948717948718,0.760869565217391,0.903225806451613,0.760869565217391,0.921052631578947,0.833333333333333,0.493506493506494,0.454545454545455,0.597402597402597,0.819500674763833,16,6,50
0.730769230769231,0.461538461538461,0.618356020622642,0.824987457190221,0.5,2.78555824323455e-05,0.0808555983700521,0.846153846153846,0.615384615384615,0.6875,0.8,0.6875,0.846153846153846,0.758620689655172,0.5,0.423076923076923,0.615384615384615,0.730769230769231,16,5,50
0.792207792207792,0.585464333781965,0.684608176895155,0.876309174573313,0.506493506493506,2.17317929505301e-07,0.0801183137276343,0.894736842105263,0.692307692307692,0.739130434782609,0.870967741935484,0.739130434782609,0.894736842105263,0.80952380952381,0.493506493506494,0.441558441558442,0.597402597402597,0.793522267206478,16,4,50
0.763157894736842,0.526315789473684,0.651760636334102,0.853184892384586,0.5,2.35662111978758e-06,0.0989601540194065,0.868421052631579,0.657894736842105,0.717391304347826,0.833333333333333,0.717391304347826,0.868421052631579,0.785714285714286,0.5,0.434210526315789,0.605263157894737,0.763157894736842,16,3,50
0.714285714285714,0.43039677202421,0.599964627529238,0.811510561264649,0.506493506493506,0.000167882237712668,0.0550088336292657,0.842105263157895,0.58974358974359,0.666666666666667,0.793103448275862,0.666666666666667,0.842105263157895,0.744186046511628,0.493506493506494,0.415584415584416,0.623376623376623,0.715924426450742,16,2,50
0.717948717948718,0.435897435897436,0.604668818641265,0.814062006904779,0.5,7.47407693618876e-05,0.0013837912401648,0.923076923076923,0.512820512820513,0.654545454545455,0.869565217391304,0.654545454545455,0.923076923076923,0.765957446808511,0.5,0.461538461538462,0.705128205128205,0.717948717948718,16,1,50
0.727272727272727,0.456470588235294,0.613803805479202,0.822590916902575,0.506493506493506,6.52047079646514e-05,0.0290963317412522,0.868421052631579,0.58974358974359,0.673469387755102,0.821428571428572,0.673469387755102,0.868421052631579,0.758620689655172,0.493506493506494,0.428571428571429,0.636363636363636,0.729082321187584,15,10,50
0.74025974025974,0.481481481481482,0.627743514898471,0.833566609981371,0.506493506493506,2.38055911771522e-05,0.263552477282973,0.815789473684211,0.666666666666667,0.704545454545454,0.787878787878788,0.704545454545455,0.815789473684211,0.75609756097561,0.493506493506494,0.402597402597403,0.571428571428571,0.741228070175439,15,9,50
0.779220779220779,0.559704002690885,0.670214252879695,0.865811057364162,0.506493506493506,7.81065135893031e-07,0.0523450632731632,0.894736842105263,0.666666666666667,0.723404255319149,0.866666666666667,0.723404255319149,0.894736842105263,0.8,0.493506493506494,0.441558441558442,0.61038961038961,0.780701754385965,15,8,50
0.714285714285714,0.431543624161074,0.599964627529238,0.811510561264649,0.506493506493506,0.000167882237712668,0.0013837912401648,0.921052631578947,0.512820512820513,0.648148148148148,0.869565217391304,0.648148148148148,0.921052631578947,0.760869565217391,0.493506493506494,0.454545454545455,0.701298701298701,0.71693657219973,15,7,50
0.766233766233766,0.530805687203792,0.655943214119122,0.855182936995653,0.506493506493506,2.61203896860532e-06,0.0338948535246893,0.897435897435897,0.631578947368421,0.714285714285714,0.857142857142857,0.714285714285714,0.897435897435897,0.795454545454546,0.506493506493506,0.454545454545455,0.636363636363636,0.764507422402159,15,6,50
0.792207792207792,0.582938388625592,0.684608176895155,0.876309174573313,0.506493506493506,2.17317929505301e-07,0.0244489453100894,0.923076923076923,0.657894736842105,0.73469387755102,0.892857142857143,0.73469387755102,0.923076923076923,0.818181818181818,0.506493506493506,0.467532467532468,0.636363636363636,0.790485829959514,15,5,50
0.766233766233766,0.531123139377537,0.655943214119122,0.855182936995653,0.506493506493506,2.61203896860532e-06,0.0989601540194065,0.871794871794872,0.657894736842105,0.723404255319149,0.833333333333333,0.723404255319149,0.871794871794872,0.790697674418605,0.506493506493506,0.441558441558442,0.61038961038961,0.764844804318489,15,4,50
0.782051282051282,0.564102564102564,0.674138120929892,0.867608892898134,0.5,2.83186981270912e-07,0.0152933710301989,0.923076923076923,0.641025641025641,0.72,0.892857142857143,0.72,0.923076923076923,0.808988764044944,0.5,0.461538461538462,0.641025641025641,0.782051282051282,15,3,50
0.753246753246753,0.506243671954101,0.641788268016816,0.844432556602683,0.506493506493506,8.15190851373484e-06,1,0.769230769230769,0.736842105263158,0.75,0.756756756756757,0.75,0.769230769230769,0.759493670886076,0.506493506493506,0.38961038961039,0.519480519480519,0.753036437246964,15,2,50
0.701298701298701,0.405105811219348,0.586222014820442,0.800330001204751,0.506493506493506,0.000407119737348516,0.012343360353455,0.868421052631579,0.538461538461538,0.647058823529412,0.807692307692308,0.647058823529412,0.868421052631579,0.741573033707865,0.493506493506494,0.428571428571429,0.662337662337662,0.703441295546559,15,1,50
0.807692307692308,0.615384615384615,0.702729430052344,0.888180315320899,0.5,1.87433058471635e-08,0.00194577369373915,0.974358974358974,0.641025641025641,0.730769230769231,0.961538461538462,0.730769230769231,0.974358974358974,0.835164835164835,0.5,0.487179487179487,0.666666666666667,0.807692307692308,14,10,50
0.727272727272727,0.456104944500505,0.613803805479202,0.822590916902575,0.506493506493506,6.52047079646514e-05,0.0808555983700521,0.842105263157895,0.615384615384615,0.680851063829787,0.8,0.680851063829787,0.842105263157895,0.752941176470588,0.493506493506494,0.415584415584416,0.61038961038961,0.728744939271255,14,9,50
0.779220779220779,0.559704002690885,0.670214252879695,0.865811057364162,0.506493506493506,7.81065135893031e-07,0.0523450632731632,0.894736842105263,0.666666666666667,0.723404255319149,0.866666666666667,0.723404255319149,0.894736842105263,0.8,0.493506493506494,0.441558441558442,0.61038961038961,0.780701754385965,14,8,50
0.818181818181818,0.637037037037037,0.713797456397652,0.896877759678039,0.506493506493506,1.33670992954827e-08,0.18144920772142,0.894736842105263,0.743589743589744,0.772727272727273,0.878787878787879,0.772727272727273,0.894736842105263,0.829268292682927,0.493506493506494,0.441558441558442,0.571428571428571,0.819163292847503,14,7,50
0.802631578947368,0.605263157894737,0.695448749307404,0.88511469565119,0.5,4.92142370736737e-08,0.0388671038124172,0.921052631578947,0.684210526315789,0.74468085106383,0.896551724137931,0.74468085106383,0.921052631578947,0.823529411764706,0.5,0.460526315789474,0.618421052631579,0.802631578947368,14,6,50
0.717948717948718,0.435897435897436,0.604668818641265,0.814062006904779,0.5,7.47407693618876e-05,0.522431284961564,0.769230769230769,0.666666666666667,0.697674418604651,0.742857142857143,0.697674418604651,0.769230769230769,0.731707317073171,0.5,0.384615384615385,0.551282051282051,0.717948717948718,14,5,50
0.818181818181818,0.637281292059219,0.713797456397652,0.896877759678039,0.506493506493506,1.33670992954827e-08,0.061368829139402,0.921052631578947,0.717948717948718,0.760869565217391,0.903225806451613,0.760869565217391,0.921052631578947,0.833333333333333,0.493506493506494,0.454545454545455,0.597402597402597,0.819500674763833,14,4,50
0.714285714285714,0.43039677202421,0.599964627529238,0.811510561264649,0.506493506493506,0.000167882237712668,0.0550088336292657,0.842105263157895,0.58974358974359,0.666666666666667,0.793103448275862,0.666666666666667,0.842105263157895,0.744186046511628,0.493506493506494,0.415584415584416,0.623376623376623,0.715924426450742,14,3,50
0.789473684210526,0.578947368421053,0.68075554222749,0.874609910062883,0.5,1.92548891176486e-07,0.000176834570401608,1,0.578947368421053,0.703703703703704,1,0.703703703703704,1,0.826086956521739,0.5,0.5,0.710526315789474,0.789473684210526,14,2,50
0.717948717948718,0.435897435897436,0.604668818641265,0.814062006904779,0.5,7.47407693618876e-05,0.135593001266303,0.82051282051282,0.615384615384615,0.680851063829787,0.774193548387097,0.680851063829787,0.82051282051282,0.744186046511628,0.5,0.41025641025641,0.602564102564103,0.717948717948718,14,1,50
0.723684210526316,0.447368421052632,0.609142949216601,0.820127572442849,0.5,6.03145579989516e-05,0.190430263825524,0.631578947368421,0.815789473684211,0.774193548387097,0.688888888888889,0.774193548387097,0.631578947368421,0.695652173913043,0.5,0.315789473684211,0.407894736842105,0.723684210526316,13,10,50
0.782051282051282,0.564102564102564,0.674138120929892,0.867608892898134,0.5,2.83186981270912e-07,0.0152933710301989,0.923076923076923,0.641025641025641,0.72,0.892857142857143,0.72,0.923076923076923,0.808988764044944,0.5,0.461538461538462,0.641025641025641,0.782051282051282,13,9,50
0.769230769230769,0.538461538461539,0.660027339224548,0.857127187242014,0.5,9.86510455569514e-07,0.0338948535246893,0.897435897435897,0.641025641025641,0.714285714285714,0.862068965517241,0.714285714285714,0.897435897435897,0.795454545454546,0.5,0.448717948717949,0.628205128205128,0.769230769230769,13,8,50
0.805194805194805,0.610455311973019,0.699132853052207,0.886668270806465,0.506493506493506,5.60735818629075e-08,1,0.794871794871795,0.815789473684211,0.81578947368421,0.794871794871795,0.815789473684211,0.794871794871795,0.805194805194805,0.506493506493506,0.402597402597403,0.493506493506494,0.805330634278003,13,7,50
0.727272727272727,0.45316198850186,0.613803805479202,0.822590916902575,0.506493506493506,6.52047079646514e-05,0.190430263825524,0.82051282051282,0.631578947368421,0.695652173913043,0.774193548387097,0.695652173913043,0.82051282051282,0.752941176470588,0.506493506493506,0.415584415584416,0.597402597402597,0.726045883940621,13,6,50
0.743589743589744,0.487179487179487,0.632141756539307,0.835810280385982,0.5,9.75954537182052e-06,0.0441713449084427,0.871794871794872,0.615384615384615,0.693877551020408,0.827586206896552,0.693877551020408,0.871794871794872,0.772727272727273,0.5,0.435897435897436,0.628205128205128,0.743589743589744,13,5,50
0.802631578947368,0.605263157894737,0.695448749307404,0.88511469565119,0.5,4.92142370736737e-08,0.0388671038124172,0.921052631578947,0.684210526315789,0.74468085106383,0.896551724137931,0.74468085106383,0.921052631578947,0.823529411764706,0.5,0.460526315789474,0.618421052631579,0.802631578947368,13,4,50
0.705128205128205,0.41025641025641,0.591076217634254,0.803038346610969,0.5,0.000188896007103381,0.0952928380234563,0.82051282051282,0.58974358974359,0.666666666666667,0.766666666666667,0.666666666666667,0.82051282051282,0.735632183908046,0.5,0.41025641025641,0.615384615384615,0.705128205128205,13,3,50
0.805194805194805,0.609665427509294,0.699132853052207,0.886668270806465,0.506493506493506,5.60735818629075e-08,0.301699582478348,0.871794871794872,0.736842105263158,0.772727272727273,0.848484848484848,0.772727272727273,0.871794871794872,0.819277108433735,0.506493506493506,0.441558441558442,0.571428571428571,0.804318488529015,13,2,50
0.75,0.5,0.637444109450491,0.842281620434961,0.5,7.41844966818616e-06,0.00131896861257936,0.947368421052632,0.552631578947368,0.679245283018868,0.91304347826087,0.679245283018868,0.947368421052632,0.791208791208791,0.5,0.473684210526316,0.697368421052632,0.75,13,1,50
0.779220779220779,0.557321609739601,0.670214252879695,0.865811057364162,0.506493506493506,7.81065135893031e-07,0.145610095396868,0.871794871794872,0.684210526315789,0.739130434782609,0.838709677419355,0.739130434782609,0.871794871794872,0.8,0.506493506493506,0.441558441558442,0.597402597402597,0.778002699055331,12,10,50
0.782051282051282,0.564102564102564,0.674138120929892,0.867608892898134,0.5,2.83186981270912e-07,1,0.794871794871795,0.769230769230769,0.775,0.789473684210526,0.775,0.794871794871795,0.784810126582279,0.5,0.397435897435897,0.512820512820513,0.782051282051282,12,9,50
0.828947368421053,0.657894736842105,0.725273411416697,0.905654839005572,0.5,2.52246186091182e-09,0.0265002806024918,0.947368421052632,0.710526315789474,0.765957446808511,0.931034482758621,0.765957446808511,0.947368421052632,0.847058823529412,0.5,0.473684210526316,0.618421052631579,0.828947368421053,12,8,50
0.802631578947368,0.605263157894737,0.695448749307404,0.88511469565119,0.5,4.92142370736737e-08,0.605576616335346,0.842105263157895,0.763157894736842,0.780487804878049,0.828571428571429,0.780487804878049,0.842105263157895,0.810126582278481,0.5,0.421052631578947,0.539473684210526,0.802631578947368,12,7,50
0.756410256410256,0.512820512820513,0.646030496803932,0.846525443171317,0.5,3.20753195335459e-06,0.0217814627911195,0.897435897435897,0.615384615384615,0.7,0.857142857142857,0.7,0.897435897435897,0.786516853932584,0.5,0.448717948717949,0.641025641025641,0.756410256410256,12,6,50
0.692307692307692,0.384615384615385,0.577574749148106,0.791920364717414,0.5,0.000450501760260971,0.153041884158821,0.794871794871795,0.58974358974359,0.659574468085106,0.741935483870968,0.659574468085106,0.794871794871795,0.72093023255814,0.5,0.397435897435897,0.602564102564103,0.692307692307692,12,5,50
0.692307692307692,0.384615384615385,0.577574749148106,0.791920364717414,0.5,0.000450501760260971,0.024744672046399,0.846153846153846,0.538461538461538,0.647058823529412,0.777777777777778,0.647058823529412,0.846153846153846,0.733333333333333,0.5,0.423076923076923,0.653846153846154,0.692307692307692,12,4,50
0.662337662337662,0.325016857720836,0.545540637353491,0.766224038020354,0.506493506493506,0.00412621930060726,0.84451926747294,0.684210526315789,0.641025641025641,0.65,0.675675675675676,0.65,0.684210526315789,0.666666666666667,0.493506493506494,0.337662337662338,0.519480519480519,0.662618083670715,12,3,50
0.730769230769231,0.461538461538461,0.618356020622642,0.824987457190221,0.5,2.78555824323455e-05,0.00225022656808579,0.923076923076923,0.538461538461538,0.666666666666667,0.875,0.666666666666667,0.923076923076923,0.774193548387097,0.5,0.461538461538462,0.692307692307692,0.730769230769231,12,2,50
0.782051282051282,0.564102564102564,0.674138120929892,0.867608892898134,0.5,2.83186981270912e-07,0.331975467082737,0.846153846153846,0.717948717948718,0.75,0.823529411764706,0.75,0.846153846153846,0.795180722891566,0.5,0.423076923076923,0.564102564102564,0.782051282051282,12,1,50
0.756410256410256,0.512820512820513,0.646030496803932,0.846525443171317,0.5,3.20753195335459e-06,0.00590539153259324,0.923076923076923,0.58974358974359,0.692307692307692,0.884615384615385,0.692307692307692,0.923076923076923,0.791208791208791,0.5,0.461538461538462,0.666666666666667,0.756410256410256,11,10,50
0.727272727272727,0.456835740678536,0.613803805479202,0.822590916902575,0.506493506493506,6.52047079646514e-05,0.00882876095281862,0.894736842105263,0.564102564102564,0.666666666666667,0.846153846153846,0.666666666666667,0.894736842105263,0.764044943820225,0.493506493506494,0.441558441558442,0.662337662337662,0.729419703103914,11,9,50
0.805194805194805,0.609929078014185,0.699132853052207,0.886668270806465,0.506493506493506,5.60735818629075e-08,0.605576616335346,0.846153846153846,0.763157894736842,0.785714285714286,0.828571428571429,0.785714285714286,0.846153846153846,0.814814814814815,0.506493506493506,0.428571428571429,0.545454545454545,0.804655870445344,11,8,50
