"FPR","TPR","RepeatTimes","Fold","FatureCount"
0.210526315789474,0.871794871794872,20,9,50
0.210526315789474,0.897435897435897,20,9,50
0.236842105263158,0.897435897435897,20,9,50
0.263157894736842,0.897435897435897,20,9,50
0.289473684210526,0.897435897435897,20,9,50
0.315789473684211,0.897435897435897,20,9,50
0.342105263157895,0.897435897435897,20,9,50
0.368421052631579,0.897435897435897,20,9,50
0.394736842105263,0.897435897435897,20,9,50
0.421052631578947,0.897435897435897,20,9,50
0.447368421052632,0.897435897435897,20,9,50
0.473684210526316,0.897435897435897,20,9,50
0.473684210526316,0.923076923076923,20,9,50
0.473684210526316,0.948717948717949,20,9,50
0.5,0.948717948717949,20,9,50
0.526315789473684,0.948717948717949,20,9,50
0.578947368421053,0.948717948717949,20,9,50
0.605263157894737,0.948717948717949,20,9,50
0.631578947368421,0.974358974358974,20,9,50
0.657894736842105,0.974358974358974,20,9,50
0.657894736842105,1,20,9,50
0.684210526315789,1,20,9,50
0.710526315789474,1,20,9,50
0.736842105263158,1,20,9,50
0.763157894736842,1,20,9,50
0.789473684210526,1,20,9,50
0.815789473684211,1,20,9,50
0.842105263157895,1,20,9,50
0.868421052631579,1,20,9,50
0.894736842105263,1,20,9,50
0.921052631578947,1,20,9,50
0.947368421052632,1,20,9,50
0.973684210526316,1,20,9,50
1,1,20,9,50
0,0,20,8,50
0,0.0256410256410256,20,8,50
0,0.0512820512820513,20,8,50
0,0.0769230769230769,20,8,50
0,0.102564102564103,20,8,50
0,0.128205128205128,20,8,50
0,0.153846153846154,20,8,50
0.0256410256410256,0.153846153846154,20,8,50
0.0256410256410256,0.179487179487179,20,8,50
0.0256410256410256,0.205128205128205,20,8,50
0.0256410256410256,0.230769230769231,20,8,50
0.0256410256410256,0.256410256410256,20,8,50
0.0256410256410256,0.282051282051282,20,8,50
0.0256410256410256,0.307692307692308,20,8,50
0.0256410256410256,0.333333333333333,20,8,50
0.0256410256410256,0.358974358974359,20,8,50
0.0256410256410256,0.384615384615385,20,8,50
0.0256410256410256,0.41025641025641,20,8,50
0.0256410256410256,0.435897435897436,20,8,50
0.0256410256410256,0.461538461538462,20,8,50
0.0256410256410256,0.487179487179487,20,8,50
0.0256410256410256,0.512820512820513,20,8,50
0.0512820512820513,0.512820512820513,20,8,50
0.0512820512820513,0.538461538461538,20,8,50
0.0769230769230769,0.564102564102564,20,8,50
0.0769230769230769,0.58974358974359,20,8,50
0.0769230769230769,0.615384615384615,20,8,50
0.0769230769230769,0.641025641025641,20,8,50
0.102564102564103,0.641025641025641,20,8,50
0.128205128205128,0.641025641025641,20,8,50
0.128205128205128,0.666666666666667,20,8,50
0.128205128205128,0.692307692307692,20,8,50
0.153846153846154,0.692307692307692,20,8,50
0.153846153846154,0.717948717948718,20,8,50
0.153846153846154,0.743589743589744,20,8,50
0.179487179487179,0.769230769230769,20,8,50
0.179487179487179,0.794871794871795,20,8,50
0.205128205128205,0.794871794871795,20,8,50
0.205128205128205,0.82051282051282,20,8,50
0.205128205128205,0.846153846153846,20,8,50
0.230769230769231,0.846153846153846,20,8,50
0.230769230769231,0.871794871794872,20,8,50
0.230769230769231,0.897435897435897,20,8,50
0.256410256410256,0.897435897435897,20,8,50
0.282051282051282,0.897435897435897,20,8,50
0.307692307692308,0.897435897435897,20,8,50
0.333333333333333,0.897435897435897,20,8,50
0.384615384615385,0.897435897435897,20,8,50
0.41025641025641,0.897435897435897,20,8,50
0.435897435897436,0.923076923076923,20,8,50
0.461538461538462,0.923076923076923,20,8,50
0.487179487179487,0.923076923076923,20,8,50
0.512820512820513,0.923076923076923,20,8,50
0.512820512820513,0.948717948717949,20,8,50
0.538461538461538,0.948717948717949,20,8,50
0.564102564102564,0.948717948717949,20,8,50
0.564102564102564,0.974358974358974,20,8,50
0.564102564102564,1,20,8,50
0.58974358974359,1,20,8,50
0.615384615384615,1,20,8,50
0.641025641025641,1,20,8,50
0.666666666666667,1,20,8,50
0.692307692307692,1,20,8,50
0.717948717948718,1,20,8,50
0.743589743589744,1,20,8,50
0.769230769230769,1,20,8,50
0.794871794871795,1,20,8,50
0.871794871794872,1,20,8,50
0.897435897435897,1,20,8,50
0.923076923076923,1,20,8,50
0.948717948717949,1,20,8,50
0.974358974358974,1,20,8,50
1,1,20,8,50
0,0,20,7,50
0,0.0263157894736842,20,7,50
0,0.0526315789473684,20,7,50
0,0.0789473684210526,20,7,50
0,0.105263157894737,20,7,50
0,0.131578947368421,20,7,50
0,0.157894736842105,20,7,50
0,0.184210526315789,20,7,50
0,0.210526315789474,20,7,50
0,0.236842105263158,20,7,50
0,0.263157894736842,20,7,50
0,0.289473684210526,20,7,50
0.0263157894736842,0.289473684210526,20,7,50
0.0263157894736842,0.315789473684211,20,7,50
0.0263157894736842,0.342105263157895,20,7,50
0.0263157894736842,0.368421052631579,20,7,50
0.0263157894736842,0.394736842105263,20,7,50
0.0263157894736842,0.421052631578947,20,7,50
0.0263157894736842,0.447368421052632,20,7,50
0.0263157894736842,0.473684210526316,20,7,50
0.0263157894736842,0.5,20,7,50
0.0263157894736842,0.526315789473684,20,7,50
0.0263157894736842,0.552631578947368,20,7,50
0.0526315789473684,0.552631578947368,20,7,50
0.0526315789473684,0.605263157894737,20,7,50
0.0789473684210526,0.605263157894737,20,7,50
0.105263157894737,0.605263157894737,20,7,50
0.131578947368421,0.605263157894737,20,7,50
0.131578947368421,0.631578947368421,20,7,50
0.131578947368421,0.657894736842105,20,7,50
0.131578947368421,0.684210526315789,20,7,50
0.131578947368421,0.710526315789474,20,7,50
0.157894736842105,0.710526315789474,20,7,50
0.184210526315789,0.710526315789474,20,7,50
0.210526315789474,0.710526315789474,20,7,50
0.210526315789474,0.736842105263158,20,7,50
0.210526315789474,0.763157894736842,20,7,50
0.236842105263158,0.763157894736842,20,7,50
0.263157894736842,0.763157894736842,20,7,50
0.289473684210526,0.763157894736842,20,7,50
0.315789473684211,0.763157894736842,20,7,50
0.342105263157895,0.763157894736842,20,7,50
0.342105263157895,0.789473684210526,20,7,50
0.342105263157895,0.815789473684211,20,7,50
0.342105263157895,0.842105263157895,20,7,50
0.368421052631579,0.842105263157895,20,7,50
0.368421052631579,0.868421052631579,20,7,50
0.394736842105263,0.868421052631579,20,7,50
0.394736842105263,0.894736842105263,20,7,50
0.421052631578947,0.894736842105263,20,7,50
0.447368421052632,0.921052631578947,20,7,50
0.473684210526316,0.921052631578947,20,7,50
0.5,0.921052631578947,20,7,50
0.5,0.947368421052632,20,7,50
0.526315789473684,0.947368421052632,20,7,50
0.526315789473684,0.973684210526316,20,7,50
0.552631578947368,0.973684210526316,20,7,50
0.552631578947368,1,20,7,50
0.578947368421053,1,20,7,50
0.605263157894737,1,20,7,50
0.631578947368421,1,20,7,50
0.657894736842105,1,20,7,50
0.684210526315789,1,20,7,50
0.710526315789474,1,20,7,50
0.736842105263158,1,20,7,50
0.763157894736842,1,20,7,50
0.789473684210526,1,20,7,50
0.815789473684211,1,20,7,50
0.842105263157895,1,20,7,50
0.894736842105263,1,20,7,50
0.921052631578947,1,20,7,50
0.947368421052632,1,20,7,50
0.973684210526316,1,20,7,50
1,1,20,7,50
0,0,20,6,50
0,0.0263157894736842,20,6,50
0,0.0526315789473684,20,6,50
0,0.0789473684210526,20,6,50
0,0.105263157894737,20,6,50
0,0.131578947368421,20,6,50
0,0.157894736842105,20,6,50
0,0.184210526315789,20,6,50
0,0.210526315789474,20,6,50
0,0.236842105263158,20,6,50
0,0.263157894736842,20,6,50
0,0.289473684210526,20,6,50
0,0.315789473684211,20,6,50
0.0256410256410256,0.315789473684211,20,6,50
0.0512820512820513,0.315789473684211,20,6,50
0.0512820512820513,0.342105263157895,20,6,50
0.0512820512820513,0.368421052631579,20,6,50
0.0512820512820513,0.394736842105263,20,6,50
0.0512820512820513,0.447368421052632,20,6,50
0.0512820512820513,0.473684210526316,20,6,50
0.0512820512820513,0.5,20,6,50
0.0512820512820513,0.526315789473684,20,6,50
0.0512820512820513,0.552631578947368,20,6,50
0.0769230769230769,0.552631578947368,20,6,50
0.0769230769230769,0.578947368421053,20,6,50
0.102564102564103,0.578947368421053,20,6,50
0.128205128205128,0.578947368421053,20,6,50
0.153846153846154,0.578947368421053,20,6,50
0.153846153846154,0.605263157894737,20,6,50
0.179487179487179,0.605263157894737,20,6,50
0.179487179487179,0.631578947368421,20,6,50
0.205128205128205,0.631578947368421,20,6,50
0.205128205128205,0.657894736842105,20,6,50
0.205128205128205,0.684210526315789,20,6,50
0.230769230769231,0.684210526315789,20,6,50
0.230769230769231,0.710526315789474,20,6,50
0.230769230769231,0.736842105263158,20,6,50
0.230769230769231,0.763157894736842,20,6,50
0.256410256410256,0.763157894736842,20,6,50
0.282051282051282,0.763157894736842,20,6,50
0.282051282051282,0.789473684210526,20,6,50
0.307692307692308,0.789473684210526,20,6,50
0.333333333333333,0.789473684210526,20,6,50
0.333333333333333,0.815789473684211,20,6,50
0.358974358974359,0.815789473684211,20,6,50
0.358974358974359,0.842105263157895,20,6,50
0.358974358974359,0.868421052631579,20,6,50
0.358974358974359,0.894736842105263,20,6,50
0.358974358974359,0.921052631578947,20,6,50
0.384615384615385,0.921052631578947,20,6,50
0.41025641025641,0.921052631578947,20,6,50
0.41025641025641,0.947368421052632,20,6,50
0.435897435897436,0.947368421052632,20,6,50
0.461538461538462,0.947368421052632,20,6,50
0.487179487179487,0.947368421052632,20,6,50
0.512820512820513,0.947368421052632,20,6,50
0.538461538461538,0.947368421052632,20,6,50
0.564102564102564,0.947368421052632,20,6,50
0.58974358974359,0.947368421052632,20,6,50
0.615384615384615,0.947368421052632,20,6,50
0.641025641025641,0.973684210526316,20,6,50
0.666666666666667,1,20,6,50
0.692307692307692,1,20,6,50
0.717948717948718,1,20,6,50
0.743589743589744,1,20,6,50
0.769230769230769,1,20,6,50
0.794871794871795,1,20,6,50
0.82051282051282,1,20,6,50
0.846153846153846,1,20,6,50
0.871794871794872,1,20,6,50
0.923076923076923,1,20,6,50
0.948717948717949,1,20,6,50
0.974358974358974,1,20,6,50
1,1,20,6,50
0,0,20,5,50
0,0.0263157894736842,20,5,50
0,0.0526315789473684,20,5,50
0,0.0789473684210526,20,5,50
0,0.105263157894737,20,5,50
0,0.131578947368421,20,5,50
0,0.157894736842105,20,5,50
0,0.184210526315789,20,5,50
0,0.210526315789474,20,5,50
0,0.236842105263158,20,5,50
0,0.263157894736842,20,5,50
0,0.289473684210526,20,5,50
0,0.315789473684211,20,5,50
0,0.342105263157895,20,5,50
0,0.368421052631579,20,5,50
0,0.394736842105263,20,5,50
0,0.421052631578947,20,5,50
0,0.447368421052632,20,5,50
0,0.473684210526316,20,5,50
0,0.5,20,5,50
0,0.526315789473684,20,5,50
0,0.552631578947368,20,5,50
0,0.578947368421053,20,5,50
0,0.605263157894737,20,5,50
0,0.631578947368421,20,5,50
0,0.657894736842105,20,5,50
0,0.684210526315789,20,5,50
0.0263157894736842,0.684210526315789,20,5,50
0.0263157894736842,0.710526315789474,20,5,50
0.0263157894736842,0.736842105263158,20,5,50
0.0526315789473684,0.736842105263158,20,5,50
0.0789473684210526,0.736842105263158,20,5,50
0.0789473684210526,0.763157894736842,20,5,50
0.105263157894737,0.763157894736842,20,5,50
0.131578947368421,0.763157894736842,20,5,50
0.157894736842105,0.763157894736842,20,5,50
0.184210526315789,0.763157894736842,20,5,50
0.210526315789474,0.763157894736842,20,5,50
0.236842105263158,0.763157894736842,20,5,50
0.263157894736842,0.763157894736842,20,5,50
0.263157894736842,0.789473684210526,20,5,50
0.289473684210526,0.789473684210526,20,5,50
0.289473684210526,0.815789473684211,20,5,50
0.289473684210526,0.842105263157895,20,5,50
0.342105263157895,0.842105263157895,20,5,50
0.394736842105263,0.842105263157895,20,5,50
0.421052631578947,0.842105263157895,20,5,50
0.447368421052632,0.842105263157895,20,5,50
0.473684210526316,0.842105263157895,20,5,50
0.5,0.842105263157895,20,5,50
0.526315789473684,0.842105263157895,20,5,50
0.552631578947368,0.842105263157895,20,5,50
0.578947368421053,0.842105263157895,20,5,50
0.578947368421053,0.868421052631579,20,5,50
0.578947368421053,0.894736842105263,20,5,50
0.605263157894737,0.894736842105263,20,5,50
0.605263157894737,0.921052631578947,20,5,50
0.631578947368421,0.921052631578947,20,5,50
0.657894736842105,0.921052631578947,20,5,50
0.684210526315789,0.921052631578947,20,5,50
0.684210526315789,0.947368421052632,20,5,50
0.710526315789474,0.947368421052632,20,5,50
0.763157894736842,0.947368421052632,20,5,50
0.789473684210526,0.947368421052632,20,5,50
0.815789473684211,0.947368421052632,20,5,50
0.815789473684211,0.973684210526316,20,5,50
0.842105263157895,0.973684210526316,20,5,50
0.894736842105263,0.973684210526316,20,5,50
0.921052631578947,0.973684210526316,20,5,50
0.921052631578947,1,20,5,50
0.947368421052632,1,20,5,50
0.973684210526316,1,20,5,50
1,1,20,5,50
0,0,20,4,50
0,0.0256410256410256,20,4,50
0,0.0512820512820513,20,4,50
0,0.0769230769230769,20,4,50
0,0.102564102564103,20,4,50
0,0.128205128205128,20,4,50
0,0.153846153846154,20,4,50
0,0.179487179487179,20,4,50
0,0.205128205128205,20,4,50
0,0.230769230769231,20,4,50
0,0.256410256410256,20,4,50
0.0263157894736842,0.256410256410256,20,4,50
0.0263157894736842,0.282051282051282,20,4,50
0.0263157894736842,0.307692307692308,20,4,50
0.0263157894736842,0.333333333333333,20,4,50
0.0263157894736842,0.358974358974359,20,4,50
0.0263157894736842,0.384615384615385,20,4,50
0.0263157894736842,0.41025641025641,20,4,50
0.0263157894736842,0.435897435897436,20,4,50
0.0263157894736842,0.461538461538462,20,4,50
0.0526315789473684,0.461538461538462,20,4,50
0.0789473684210526,0.461538461538462,20,4,50
0.0789473684210526,0.487179487179487,20,4,50
0.0789473684210526,0.512820512820513,20,4,50
0.105263157894737,0.512820512820513,20,4,50
0.131578947368421,0.512820512820513,20,4,50
0.184210526315789,0.538461538461538,20,4,50
0.184210526315789,0.58974358974359,20,4,50
0.184210526315789,0.615384615384615,20,4,50
0.210526315789474,0.615384615384615,20,4,50
0.210526315789474,0.666666666666667,20,4,50
0.236842105263158,0.666666666666667,20,4,50
0.263157894736842,0.666666666666667,20,4,50
0.263157894736842,0.692307692307692,20,4,50
0.263157894736842,0.717948717948718,20,4,50
0.263157894736842,0.743589743589744,20,4,50
0.289473684210526,0.743589743589744,20,4,50
0.315789473684211,0.743589743589744,20,4,50
0.315789473684211,0.769230769230769,20,4,50
0.315789473684211,0.794871794871795,20,4,50
0.342105263157895,0.794871794871795,20,4,50
0.368421052631579,0.794871794871795,20,4,50
0.394736842105263,0.794871794871795,20,4,50
0.394736842105263,0.82051282051282,20,4,50
0.421052631578947,0.82051282051282,20,4,50
0.447368421052632,0.82051282051282,20,4,50
0.473684210526316,0.82051282051282,20,4,50
0.473684210526316,0.846153846153846,20,4,50
0.5,0.846153846153846,20,4,50
0.526315789473684,0.846153846153846,20,4,50
0.552631578947368,0.846153846153846,20,4,50
0.578947368421053,0.846153846153846,20,4,50
0.605263157894737,0.846153846153846,20,4,50
0.631578947368421,0.846153846153846,20,4,50
0.657894736842105,0.846153846153846,20,4,50
0.684210526315789,0.846153846153846,20,4,50
0.684210526315789,0.871794871794872,20,4,50
0.684210526315789,0.897435897435897,20,4,50
0.684210526315789,0.923076923076923,20,4,50
0.710526315789474,0.923076923076923,20,4,50
0.736842105263158,0.948717948717949,20,4,50
0.763157894736842,0.948717948717949,20,4,50
0.789473684210526,0.948717948717949,20,4,50
0.789473684210526,0.974358974358974,20,4,50
0.815789473684211,0.974358974358974,20,4,50
0.842105263157895,0.974358974358974,20,4,50
0.868421052631579,0.974358974358974,20,4,50
0.894736842105263,0.974358974358974,20,4,50
0.921052631578947,0.974358974358974,20,4,50
0.947368421052632,0.974358974358974,20,4,50
0.947368421052632,1,20,4,50
0.973684210526316,1,20,4,50
1,1,20,4,50
0,0,20,3,50
0,0.0256410256410256,20,3,50
0,0.0512820512820513,20,3,50
0,0.0769230769230769,20,3,50
0,0.102564102564103,20,3,50
0,0.153846153846154,20,3,50
0,0.179487179487179,20,3,50
0,0.205128205128205,20,3,50
0,0.230769230769231,20,3,50
0,0.256410256410256,20,3,50
0,0.307692307692308,20,3,50
0,0.333333333333333,20,3,50
0,0.358974358974359,20,3,50
0,0.384615384615385,20,3,50
0.0256410256410256,0.41025641025641,20,3,50
0.0256410256410256,0.435897435897436,20,3,50
0.0512820512820513,0.435897435897436,20,3,50
0.0512820512820513,0.461538461538462,20,3,50
0.0512820512820513,0.487179487179487,20,3,50
0.0512820512820513,0.512820512820513,20,3,50
0.0512820512820513,0.538461538461538,20,3,50
0.0512820512820513,0.564102564102564,20,3,50
0.0512820512820513,0.58974358974359,20,3,50
0.0512820512820513,0.615384615384615,20,3,50
0.0512820512820513,0.641025641025641,20,3,50
0.0769230769230769,0.641025641025641,20,3,50
0.0769230769230769,0.666666666666667,20,3,50
0.102564102564103,0.666666666666667,20,3,50
0.102564102564103,0.692307692307692,20,3,50
0.128205128205128,0.692307692307692,20,3,50
0.128205128205128,0.717948717948718,20,3,50
0.128205128205128,0.743589743589744,20,3,50
0.128205128205128,0.769230769230769,20,3,50
0.128205128205128,0.794871794871795,20,3,50
0.128205128205128,0.82051282051282,20,3,50
0.128205128205128,0.846153846153846,20,3,50
0.153846153846154,0.846153846153846,20,3,50
0.179487179487179,0.846153846153846,20,3,50
0.230769230769231,0.846153846153846,20,3,50
0.256410256410256,0.846153846153846,20,3,50
0.282051282051282,0.846153846153846,20,3,50
0.307692307692308,0.846153846153846,20,3,50
0.333333333333333,0.846153846153846,20,3,50
0.333333333333333,0.871794871794872,20,3,50
0.384615384615385,0.871794871794872,20,3,50
0.41025641025641,0.871794871794872,20,3,50
0.435897435897436,0.871794871794872,20,3,50
0.435897435897436,0.897435897435897,20,3,50
0.461538461538462,0.897435897435897,20,3,50
0.487179487179487,0.897435897435897,20,3,50
0.564102564102564,0.897435897435897,20,3,50
0.58974358974359,0.897435897435897,20,3,50
0.615384615384615,0.897435897435897,20,3,50
0.615384615384615,0.923076923076923,20,3,50
0.641025641025641,0.923076923076923,20,3,50
0.641025641025641,0.948717948717949,20,3,50
0.666666666666667,0.948717948717949,20,3,50
0.666666666666667,0.974358974358974,20,3,50
0.692307692307692,0.974358974358974,20,3,50
0.717948717948718,0.974358974358974,20,3,50
0.743589743589744,1,20,3,50
0.769230769230769,1,20,3,50
0.794871794871795,1,20,3,50
0.82051282051282,1,20,3,50
0.846153846153846,1,20,3,50
0.871794871794872,1,20,3,50
0.897435897435897,1,20,3,50
0.923076923076923,1,20,3,50
0.948717948717949,1,20,3,50
0.974358974358974,1,20,3,50
1,1,20,3,50
0,0,20,2,50
0,0.0263157894736842,20,2,50
0,0.0526315789473684,20,2,50
0,0.0789473684210526,20,2,50
0,0.105263157894737,20,2,50
0,0.131578947368421,20,2,50
0,0.157894736842105,20,2,50
0,0.184210526315789,20,2,50
0,0.210526315789474,20,2,50
0,0.236842105263158,20,2,50
0,0.263157894736842,20,2,50
0,0.315789473684211,20,2,50
0,0.342105263157895,20,2,50
0.0256410256410256,0.342105263157895,20,2,50
0.0512820512820513,0.368421052631579,20,2,50
0.0512820512820513,0.394736842105263,20,2,50
0.0512820512820513,0.421052631578947,20,2,50
0.0769230769230769,0.421052631578947,20,2,50
0.0769230769230769,0.447368421052632,20,2,50
0.0769230769230769,0.473684210526316,20,2,50
0.0769230769230769,0.5,20,2,50
0.0769230769230769,0.526315789473684,20,2,50
0.102564102564103,0.526315789473684,20,2,50
0.128205128205128,0.526315789473684,20,2,50
0.128205128205128,0.552631578947368,20,2,50
0.128205128205128,0.578947368421053,20,2,50
0.153846153846154,0.578947368421053,20,2,50
0.153846153846154,0.631578947368421,20,2,50
0.179487179487179,0.631578947368421,20,2,50
0.179487179487179,0.657894736842105,20,2,50
0.179487179487179,0.684210526315789,20,2,50
0.179487179487179,0.710526315789474,20,2,50
0.205128205128205,0.710526315789474,20,2,50
0.230769230769231,0.710526315789474,20,2,50
0.230769230769231,0.736842105263158,20,2,50
0.256410256410256,0.736842105263158,20,2,50
0.256410256410256,0.763157894736842,20,2,50
0.282051282051282,0.763157894736842,20,2,50
0.282051282051282,0.789473684210526,20,2,50
0.307692307692308,0.842105263157895,20,2,50
0.333333333333333,0.842105263157895,20,2,50
0.358974358974359,0.842105263157895,20,2,50
0.358974358974359,0.868421052631579,20,2,50
0.384615384615385,0.868421052631579,20,2,50
0.41025641025641,0.868421052631579,20,2,50
0.435897435897436,0.868421052631579,20,2,50
0.435897435897436,0.894736842105263,20,2,50
0.461538461538462,0.894736842105263,20,2,50
0.461538461538462,0.921052631578947,20,2,50
0.487179487179487,0.921052631578947,20,2,50
0.512820512820513,0.921052631578947,20,2,50
0.538461538461538,0.921052631578947,20,2,50
0.564102564102564,0.947368421052632,20,2,50
0.58974358974359,0.947368421052632,20,2,50
0.615384615384615,0.947368421052632,20,2,50
0.641025641025641,0.947368421052632,20,2,50
0.666666666666667,0.947368421052632,20,2,50
0.692307692307692,0.947368421052632,20,2,50
0.717948717948718,0.947368421052632,20,2,50
0.743589743589744,0.947368421052632,20,2,50
0.769230769230769,0.947368421052632,20,2,50
0.794871794871795,0.973684210526316,20,2,50
0.82051282051282,1,20,2,50
0.846153846153846,1,20,2,50
0.871794871794872,1,20,2,50
0.897435897435897,1,20,2,50
0.923076923076923,1,20,2,50
0.948717948717949,1,20,2,50
1,1,20,2,50
0,0,20,1,50
0,0.0256410256410256,20,1,50
0,0.0512820512820513,20,1,50
0,0.0769230769230769,20,1,50
0,0.102564102564103,20,1,50
0,0.128205128205128,20,1,50
0,0.153846153846154,20,1,50
0,0.179487179487179,20,1,50
0,0.205128205128205,20,1,50
0,0.230769230769231,20,1,50
0,0.256410256410256,20,1,50
0,0.307692307692308,20,1,50
0,0.358974358974359,20,1,50
0.0256410256410256,0.358974358974359,20,1,50
0.0256410256410256,0.384615384615385,20,1,50
0.0256410256410256,0.41025641025641,20,1,50
0.0256410256410256,0.435897435897436,20,1,50
0.0256410256410256,0.461538461538462,20,1,50
0.0256410256410256,0.487179487179487,20,1,50
0.0256410256410256,0.538461538461538,20,1,50
0.0256410256410256,0.564102564102564,20,1,50
0.0512820512820513,0.564102564102564,20,1,50
0.0512820512820513,0.58974358974359,20,1,50
0.0512820512820513,0.615384615384615,20,1,50
0.0769230769230769,0.615384615384615,20,1,50
0.0769230769230769,0.641025641025641,20,1,50
0.102564102564103,0.641025641025641,20,1,50
0.102564102564103,0.666666666666667,20,1,50
0.102564102564103,0.692307692307692,20,1,50
0.128205128205128,0.717948717948718,20,1,50
0.153846153846154,0.717948717948718,20,1,50
0.179487179487179,0.717948717948718,20,1,50
0.179487179487179,0.743589743589744,20,1,50
0.179487179487179,0.794871794871795,20,1,50
0.205128205128205,0.794871794871795,20,1,50
0.205128205128205,0.82051282051282,20,1,50
0.230769230769231,0.82051282051282,20,1,50
0.282051282051282,0.82051282051282,20,1,50
0.307692307692308,0.82051282051282,20,1,50
0.333333333333333,0.82051282051282,20,1,50
0.358974358974359,0.82051282051282,20,1,50
0.384615384615385,0.846153846153846,20,1,50
0.384615384615385,0.871794871794872,20,1,50
0.384615384615385,0.897435897435897,20,1,50
0.41025641025641,0.897435897435897,20,1,50
0.41025641025641,0.923076923076923,20,1,50
0.435897435897436,0.923076923076923,20,1,50
0.435897435897436,0.948717948717949,20,1,50
0.461538461538462,0.948717948717949,20,1,50
0.487179487179487,0.948717948717949,20,1,50
0.512820512820513,0.948717948717949,20,1,50
0.538461538461538,0.948717948717949,20,1,50
