"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29"
"36","CCIS33816588ST.4.0","CCIS94417875ST.3.0","CCIS03473770ST.4.0","CCIS07539127ST.4.0","CCIS00146684ST.4.0","CCIS79210440ST.3.0","CCIS32452666ST.4.0","CCIS50471204ST.4.0","16.3806820128254","19.5576119044197","19.7031304153376","21.8142926198719","22.0337884393969","22.7708888002664","22.8054891351775","CCIS55230578ST.4.0","CCIS41548810ST.4.0","CCIS87116798ST.4.0","CCIS38765456ST.20.0","CCIS06260551ST.3.0","CCIS11015875ST.4.0","CCIS53043478ST.4.0","15.940872587277","19.8530654279711","20.7873321924147","20.9843173815161","21.4226144341605","21.4249975636125","21.9571458539287"
"37","CCIS35100175ST.4.0","CCIS15794887ST.4.0","CCIS90164298ST.4.0","CCIS07539127ST.4.0","CCIS45793747ST.4.0","CCIS05314658ST.4.0","CCIS02124300ST.4.0","CCIS07648107ST.4.0","25.9158359716333","27.9303069737391","28.5339938178097","28.6228703444728","28.6240020152232","28.6862600534088","28.8944985502604","CCIS53043478ST.4.0","CCIS77252613ST.4.0","CCIS91228662ST.4.0","CCIS52370277ST.4.0","CCIS48725289ST.4.0","CCIS11015875ST.4.0","CCIS98512455ST.4.0","26.0201862262033","26.161185488112","26.9158485266971","27.7321992935126","28.177005107346","29.207130997467","29.4623653756211"
"38","CCIS38765456ST.20.0","CCIS95409808ST.4.0","CCIS51595129ST.4.0","CCIS82507866ST.3.0","CCIS32452666ST.4.0","CCIS07539127ST.4.0","CCIS94417875ST.3.0","CCIS03473770ST.4.0","16.431452078943","16.5139897122924","17.5263443817357","17.549827521406","20.9881887476361","21.182504619636","21.8607267663658","CCIS55230578ST.4.0","CCIS33816588ST.4.0","CCIS21278152ST.4.0","CCIS41548810ST.4.0","CCIS53043478ST.4.0","CCIS62794166ST.4.0","CCIS62605362ST.3.0","20.0411818230064","20.9843173815161","21.6173070922282","22.0081710926942","22.8559853267519","23.1074943084057","23.3937383386602"
"39","CCIS40244499ST.3.0","CCIS16383318ST.4.0","CCIS16326685ST.4.0","CCIS02124300ST.4.0","CCIS15794887ST.4.0","CCIS07539127ST.4.0","CCIS90164298ST.4.0","CCIS79210440ST.3.0","30.3189711935415","30.3487372176537","31.4922539711165","31.9517076841583","32.083686656544","32.5312734645971","33.1213851671152","CCIS84543192ST.4.0","CCIS77252613ST.4.0","CCIS98832363ST.4.0","CCIS91228662ST.4.0","CCIS53043478ST.4.0","CCIS98512455ST.4.0","CCIS62794166ST.4.0","22.4701873823028","23.1699248060303","28.1148990216148","29.5198111716014","30.9438092758568","31.5919970277838","32.5032331278613"
"40","CCIS41222843ST.4.0","CCIS11354283ST.4.0","CCIS02856720ST.4.0","CCIS50471204ST.4.0","CCIS82944710ST.20.0","CCIS63910149ST.4.0","CCIS45793747ST.4.0","CCIS32452666ST.4.0","19.1985110120212","19.9127001918298","20.0434308078607","20.6061316797768","21.6705248583808","22.2821506543354","22.6514889460296","CCIS55230578ST.4.0","CCIS82146115ST.4.0","CCIS76845094ST.20.0","CCIS53355328ST.4.0","CCIS06260551ST.3.0","CCIS11015875ST.4.0","CCIS81887263ST.4.0","23.6563068021913","23.9815598896027","24.2503528356971","24.2966210460282","24.4347900378722","24.6089509150756","25.1575031404867"
"41","CCIS41288781ST.4.0","CCIS88007743ST.4.0","CCIS07539127ST.4.0","CCIS94417875ST.3.0","CCIS00146684ST.4.0","CCIS03473770ST.4.0","CCIS15794887ST.4.0","CCIS79210440ST.3.0","25.7794567444176","26.351677383402","26.4199604443913","26.8499194750543","28.4608392969357","28.9577078321558","29.1725938857209","CCIS11015875ST.4.0","CCIS41548810ST.4.0","CCIS53043478ST.4.0","CCIS65479369ST.4.0","CCIS55230578ST.4.0","CCIS06260551ST.3.0","CCIS33816588ST.4.0","25.3311102886095","27.4679305450811","27.8124314528666","27.9998510749432","28.1410287580412","28.2485867874094","28.5566392312699"
"42","CCIS41548810ST.4.0","CCIS94417875ST.3.0","CCIS07539127ST.4.0","CCIS03473770ST.4.0","CCIS16561622ST.4.0","CCIS00146684ST.4.0","CCIS79210440ST.3.0","CCIS50471204ST.4.0","14.9701580539686","16.3182022579296","17.2457216024497","19.1124752394451","19.2051050383615","20.1767914904427","23.3770175394296","CCIS55230578ST.4.0","CCIS53043478ST.4.0","CCIS11015875ST.4.0","CCIS33816588ST.4.0","CCIS87116798ST.4.0","CCIS62794166ST.4.0","CCIS62605362ST.3.0","17.668084780731","19.3915181787605","19.6746612595058","19.8530654279711","20.3305578932478","21.3878025274945","21.7094481841985"
"43","CCIS46047672ST.4.0","CCIS63910149ST.4.0","CCIS50471204ST.4.0","CCIS02856720ST.4.0","CCIS78100604ST.4.0","CCIS27304052ST.3.0","CCIS45793747ST.4.0","CCIS11354283ST.4.0","23.0196514307168","23.2550970635751","24.0796407449177","25.0037679276244","25.0805727431771","25.2193128983186","25.7469301618407","CCIS06260551ST.3.0","CCIS53355328ST.4.0","CCIS55230578ST.4.0","CCIS17669415ST.4.0","CCIS47284573ST.4.0","CCIS11015875ST.4.0","CCIS81887263ST.4.0","19.9095814828514","21.0366154345013","23.1643093924814","24.1622197299296","26.0464188313077","27.4542151055316","27.5353349989137"
"44","CCIS47284573ST.4.0","CCIS05314658ST.4.0","CCIS45793747ST.4.0","CCIS88007743ST.4.0","CCIS41692898ST.4.0","CCIS50471204ST.4.0","CCIS02124300ST.4.0","CCIS88317640ST.4.0","17.9052886311056","18.2402746962977","18.6104992710808","19.1664366090674","19.6008489936686","19.9081998342768","19.9890283316924","CCIS53043478ST.4.0","CCIS11015875ST.4.0","CCIS06260551ST.3.0","CCIS76845094ST.20.0","CCIS53355328ST.4.0","CCIS55230578ST.4.0","CCIS62605362ST.3.0","18.3753130234236","18.8668414569026","19.9946953361835","20.8964217145879","21.171942248646","21.8100412168914","21.9081022436632"
"45","CCIS48725289ST.4.0","CCIS21126322ST.4.0","CCIS02124300ST.4.0","CCIS71578391ST.4.0","CCIS50471204ST.4.0","CCIS03473770ST.4.0","CCIS45793747ST.4.0","CCIS07277498ST.4.0","15.1695802462857","16.1228066874598","17.1442922464125","18.2985818800064","18.6912720203709","18.8918744309637","18.9489087452602","CCIS82146115ST.4.0","CCIS52370277ST.4.0","CCIS11015875ST.4.0","CCIS76845094ST.20.0","CCIS53043478ST.4.0","CCIS47284573ST.4.0","CCIS02379307ST.4.0","18.3748162029774","19.745465649979","19.9844818258418","20.0637268367619","21.8189744651278","22.2161070079638","22.2983634381943"
"46","CCIS52370277ST.4.0","CCIS07539127ST.4.0","CCIS03473770ST.4.0","CCIS05314658ST.4.0","CCIS50471204ST.4.0","CCIS45793747ST.4.0","CCIS02124300ST.4.0","CCIS79210440ST.3.0","18.3166585803716","19.9725010817624","20.2204438991779","21.946627578177","22.2469234350011","22.645544554488","22.7363164405539","CCIS62794166ST.4.0","CCIS48725289ST.4.0","CCIS53043478ST.4.0","CCIS91228662ST.4.0","CCIS50148151ST.4.0","CCIS71301801ST.4.0","CCIS11015875ST.4.0","18.5395096842311","19.745465649979","19.9814773279705","20.7252600114208","21.197828830293","21.861006557071","21.8683846896404"
"47","CCIS53043478ST.4.0","CCIS07539127ST.4.0","CCIS16561622ST.4.0","CCIS45793747ST.4.0","CCIS50471204ST.4.0","CCIS94417875ST.3.0","CCIS15794887ST.4.0","CCIS05314658ST.4.0","17.1135700453675","18.9387994639523","19.6458821385042","19.9737043398564","19.9764063573457","20.0890180556318","20.1947273426358","CCIS91228662ST.4.0","CCIS11015875ST.4.0","CCIS47284573ST.4.0","CCIS98512455ST.4.0","CCIS41548810ST.4.0","CCIS62794166ST.4.0","CCIS62605362ST.3.0","16.4888765901622","17.578319860803","18.3753130234236","18.671175452341","19.3915181787605","19.6023868266673","19.8937057195486"
"48","CCIS53355328ST.4.0","CCIS11354283ST.4.0","CCIS63910149ST.4.0","CCIS50471204ST.4.0","CCIS64785924ST.20.0","CCIS02856720ST.4.0","CCIS45793747ST.4.0","CCIS41692898ST.4.0","19.4196792951532","19.7000797944374","21.1125987064028","21.1644273448185","21.1778393844226","21.720520445574","22.151993024868","CCIS06260551ST.3.0","CCIS46047672ST.4.0","CCIS55230578ST.4.0","CCIS47284573ST.4.0","CCIS17669415ST.4.0","CCIS11015875ST.4.0","CCIS76845094ST.20.0","19.2131032770607","21.0366154345013","21.079716481407","21.171942248646","21.9328373497161","22.6102593375817","23.4431582111391"
"49","CCIS55230578ST.4.0","CCIS03473770ST.4.0","CCIS94417875ST.3.0","CCIS50471204ST.4.0","CCIS32452666ST.4.0","CCIS63910149ST.4.0","CCIS00146684ST.4.0","CCIS07539127ST.4.0","15.2102016740509","15.866661278678","17.2370772638838","17.9209545394686","18.524220222425","18.6026099749041","18.6206012297616","CCIS33816588ST.4.0","CCIS06260551ST.3.0","CCIS11015875ST.4.0","CCIS41548810ST.4.0","CCIS62605362ST.3.0","CCIS38765456ST.20.0","CCIS71301801ST.4.0","15.940872587277","17.2883766535872","17.6386503663404","17.668084780731","19.5662607014958","20.0411818230064","20.9439592721625"
"50","CCIS59132091ST.4.0","CCIS48174381ST.4.0","CCIS88317640ST.4.0","CCIS05314658ST.4.0","CCIS11362406ST.4.0","CCIS02124300ST.4.0","CCIS07648107ST.4.0","CCIS50471204ST.4.0","28.926311245807","29.4450094060641","29.9726651841574","30.9219957569656","31.2614447419357","31.4291250579888","32.0138102596333","CCIS81887263ST.4.0","CCIS53043478ST.4.0","CCIS62605362ST.3.0","CCIS98512455ST.4.0","CCIS47284573ST.4.0","CCIS48725289ST.4.0","CCIS06260551ST.3.0","28.0632354630413","30.8690856651278","30.8835117690654","31.4290367943992","31.5019195448531","31.9738059944965","32.2058234547978"
"51","CCIS61287323ST.4.0","CCIS09568613ST.4.0","CCIS79210440ST.3.0","CCIS11362406ST.4.0","CCIS88007743ST.4.0","CCIS63468405ST.4.0","CCIS36699628ST.4.0","CCIS16383318ST.4.0","20.2535643919657","24.5967071464068","25.0135929123287","26.9627698700709","27.2825305413483","27.3959124440089","29.7096334789997","CCIS06260551ST.3.0","CCIS34055159ST.4.0","CCIS77252613ST.4.0","CCIS98512455ST.4.0","CCIS62794166ST.4.0","CCIS11015875ST.4.0","CCIS55230578ST.4.0","25.3550688587056","26.9622918057757","28.2669471162947","28.5736373424771","29.5018084448293","29.8982276625355","30.3609987491057"
"52","CCIS62605362ST.3.0","CCIS03473770ST.4.0","CCIS45793747ST.4.0","CCIS07539127ST.4.0","CCIS94417875ST.3.0","CCIS45571137ST.3.0","CCIS50471204ST.4.0","CCIS79210440ST.3.0","18.2152698790987","20.1407452471998","20.1589680244079","20.1592304602334","21.4116048081175","21.5859710582498","21.9072093265025","CCIS55230578ST.4.0","CCIS53043478ST.4.0","CCIS11015875ST.4.0","CCIS06260551ST.3.0","CCIS91228662ST.4.0","CCIS41548810ST.4.0","CCIS47284573ST.4.0","19.5662607014958","19.8937057195486","20.7126226996366","21.0906140795236","21.5509520926895","21.7094481841985","21.9081022436632"
"53","CCIS65479369ST.4.0","CCIS15794887ST.4.0","CCIS07539127ST.4.0","CCIS50471204ST.4.0","CCIS02124300ST.4.0","CCIS07648107ST.4.0","CCIS48174381ST.4.0","CCIS11362406ST.4.0","24.9551137942567","28.1698791521387","28.176966797017","28.8831235976772","29.3883698133513","29.454210545596","29.5270895326343","CCIS53043478ST.4.0","CCIS52370277ST.4.0","CCIS41288781ST.4.0","CCIS50148151ST.4.0","CCIS98512455ST.4.0","CCIS91228662ST.4.0","CCIS02379307ST.4.0","25.9763012518064","27.4209491454873","27.9998510749432","28.503781024422","28.5165358865782","28.9773750047274","29.0677416000091"
"54","CCIS71301801ST.4.0","CCIS03473770ST.4.0","CCIS07539127ST.4.0","CCIS94417875ST.3.0","CCIS50471204ST.4.0","CCIS00146684ST.4.0","CCIS16561622ST.4.0","CCIS79210440ST.3.0","18.9829593664081","21.3480032242971","21.9455482369136","22.3199888020648","22.6477635850298","22.8012069536922","22.8815120558913","CCIS11015875ST.4.0","CCIS55230578ST.4.0","CCIS52370277ST.4.0","CCIS41548810ST.4.0","CCIS33816588ST.4.0","CCIS14449628ST.4.0","CCIS50148151ST.4.0","20.6636673279551","20.9439592721625","21.861006557071","21.9254812788659","22.4119205352509","22.6079713380126","23.110886076278"
"55","CCIS72607085ST.4.0","CCIS36797902ST.4.0","CCIS16326685ST.4.0","CCIS88007743ST.4.0","CCIS07539127ST.4.0","CCIS94417875ST.3.0","CCIS48174381ST.4.0","CCIS45793747ST.4.0","24.4025134413281","27.8126921079064","29.546673942928","30.2154387084831","30.832727417405","30.840982635482","30.9602724421798","CCIS12656533ST.4.0","CCIS06260551ST.3.0","CCIS62794166ST.4.0","CCIS53043478ST.4.0","CCIS53355328ST.4.0","CCIS87605453ST.4.0","CCIS98512455ST.4.0","27.6936216094555","27.8340340904728","28.8914604872841","28.9633829104613","29.1853502898081","29.4579492186829","29.8491334658797"
"56","CCIS76845094ST.20.0","CCIS11354283ST.4.0","CCIS02124300ST.4.0","CCIS50471204ST.4.0","CCIS71578391ST.4.0","CCIS21126322ST.4.0","CCIS45793747ST.4.0","CCIS02856720ST.4.0","16.0821605932692","17.943114217415","18.1406114650058","18.9228250958413","19.5699026296683","19.5848840941656","20.0518146402738","CCIS48725289ST.4.0","CCIS82146115ST.4.0","CCIS47284573ST.4.0","CCIS55230578ST.4.0","CCIS06260551ST.3.0","CCIS11015875ST.4.0","CCIS98512455ST.4.0","20.0637268367619","20.4992403728724","20.8964217145879","21.5879685911991","22.59136066878","23.0391740019993","23.2876265066065"
"57","CCIS77252613ST.4.0","CCIS15794887ST.4.0","CCIS90164298ST.4.0","CCIS02124300ST.4.0","CCIS16383318ST.4.0","CCIS07539127ST.4.0","CCIS16326685ST.4.0","CCIS11362406ST.4.0","20.2814630784813","21.9057633905943","22.5481842179986","23.2934983049069","24.5879039383067","24.735077618162","25.2909576251889","CCIS53043478ST.4.0","CCIS98832363ST.4.0","CCIS91228662ST.4.0","CCIS40244499ST.3.0","CCIS98512455ST.4.0","CCIS84543192ST.4.0","CCIS48725289ST.4.0","20.2424262257443","21.7414008546115","22.844215818826","23.1699248060303","23.4176783325803","23.8588479493939","24.868681165675"
"58","CCIS78318719ST.4.0","CCIS94417875ST.3.0","CCIS03473770ST.4.0","CCIS00146684ST.4.0","CCIS07539127ST.4.0","CCIS79210440ST.3.0","CCIS51595129ST.4.0","CCIS16561622ST.4.0","24.8618250153825","25.4615096876815","25.7108627037251","27.5439787254311","30.8151990202254","31.9817275983912","31.9932812301724","CCIS87116798ST.4.0","CCIS41548810ST.4.0","CCIS55230578ST.4.0","CCIS33816588ST.4.0","CCIS71301801ST.4.0","CCIS38765456ST.20.0","CCIS14449628ST.4.0","16.9707218393974","21.9948619428243","25.7251111333926","27.171794317045","30.0324211304117","30.4760818301402","31.9180950778739"
"59","CCIS81887263ST.4.0","CCIS50471204ST.4.0","CCIS45793747ST.4.0","CCIS81139242ST.4.0","CCIS82944710ST.20.0","CCIS74239020ST.4.0","CCIS05314658ST.4.0","CCIS63910149ST.4.0","22.1151837355402","22.952703732578","23.2644072220957","23.5144028323217","23.6146078845235","23.7082295006966","23.8639859900877","CCIS55230578ST.4.0","CCIS06260551ST.3.0","CCIS53043478ST.4.0","CCIS11015875ST.4.0","CCIS47284573ST.4.0","CCIS62605362ST.3.0","CCIS53355328ST.4.0","22.4159254961422","22.5393811573721","23.6245708901453","23.6292249882302","24.0524811282641","24.3304884048821","24.5343062931704"
"60","CCIS82146115ST.4.0","CCIS50471204ST.4.0","CCIS41692898ST.4.0","CCIS11354283ST.4.0","CCIS21126322ST.4.0","CCIS02124300ST.4.0","CCIS71578391ST.4.0","CCIS02856720ST.4.0","17.4956805314026","17.6227392324945","18.3445029570468","18.3809944731045","18.7952226628311","18.8702927521329","19.5215951249149","CCIS48725289ST.4.0","CCIS76845094ST.20.0","CCIS41222843ST.4.0","CCIS47284573ST.4.0","CCIS11015875ST.4.0","CCIS55230578ST.4.0","CCIS53355328ST.4.0","18.3748162029774","20.4992403728724","23.9815598896027","25.1888283209978","25.277960662953","26.2597878627494","26.7330303250099"
"61","CCIS83870198ST.4.0","CCIS71578391ST.4.0","CCIS15794887ST.4.0","CCIS90164298ST.4.0","CCIS07539127ST.4.0","CCIS03473770ST.4.0","CCIS02124300ST.4.0","CCIS50003399ST.4.0","28.7561978758128","28.775756832252","29.9574529124657","30.1361979754066","30.2122393209805","30.756304431812","30.7575037892008","CCIS53043478ST.4.0","CCIS11015875ST.4.0","CCIS48725289ST.4.0","CCIS52370277ST.4.0","CCIS41548810ST.4.0","CCIS91228662ST.4.0","CCIS35100175ST.4.0","28.7942132586532","28.8046010327083","29.3094703502554","29.5452223466028","29.5759394896561","29.7508628425698","30.9260349979932"
"62","CCIS84543192ST.4.0","CCIS00281083ST.3.0","CCIS16326685ST.4.0","CCIS02124300ST.4.0","CCIS16383318ST.4.0","CCIS90164298ST.4.0","CCIS15794887ST.4.0","CCIS79210440ST.3.0","29.1926766761238","30.4456401522747","32.6942277431369","33.3754802211773","33.8007832465433","34.4002435115029","37.0665891177891","CCIS40244499ST.3.0","CCIS77252613ST.4.0","CCIS98832363ST.4.0","CCIS91228662ST.4.0","CCIS61287323ST.4.0","CCIS53043478ST.4.0","CCIS98512455ST.4.0","22.4701873823028","23.8588479493939","26.3171345293442","34.8022444555549","34.9133234297352","35.4842193306236","36.7440937856399"
"63","CCIS85214191ST.3.0","CCIS64773582ST.4.0","CCIS88007743ST.4.0","CCIS45793747ST.4.0","CCIS36797902ST.4.0","CCIS44093303ST.4.0","CCIS50471204ST.4.0","CCIS93040568ST.20.0","26.9772608886781","28.8274878891346","29.624503062811","30.8373251006682","31.253236923826","31.5895265628927","32.2727406797719","CCIS06260551ST.3.0","CCIS87605453ST.4.0","CCIS11015875ST.4.0","CCIS47284573ST.4.0","CCIS02379307ST.4.0","CCIS98512455ST.4.0","CCIS53043478ST.4.0","27.8396900017242","29.7070714719105","30.5087692811165","31.3961501554394","31.5591273060552","31.5965630039724","31.8348916883394"
"64","CCIS87116798ST.4.0","CCIS94417875ST.3.0","CCIS03473770ST.4.0","CCIS00146684ST.4.0","CCIS07539127ST.4.0","CCIS79210440ST.3.0","CCIS16561622ST.4.0","CCIS51595129ST.4.0","19.3038321300901","23.2517892980841","24.0923230905656","24.1865693645172","26.1813423034133","27.5261077065665","28.6815441600953","CCIS78318719ST.4.0","CCIS41548810ST.4.0","CCIS33816588ST.4.0","CCIS55230578ST.4.0","CCIS71301801ST.4.0","CCIS38765456ST.20.0","CCIS50148151ST.4.0","16.9707218393974","20.3305578932478","20.7873321924147","21.675408553995","25.2506348559279","26.1402810825936","28.7297947967002"
"65","CCIS87252800ST.4.0","CCIS07648107ST.4.0","CCIS07539127ST.4.0","CCIS36797902ST.4.0","CCIS50471204ST.4.0","CCIS05314658ST.4.0","CCIS48174381ST.4.0","CCIS45793747ST.4.0","23.4232172314501","27.371941721396","28.1980639108858","30.333988315848","30.5755143751957","31.0014053307991","31.1183992581174","CCIS62794166ST.4.0","CCIS91228662ST.4.0","CCIS53043478ST.4.0","CCIS98512455ST.4.0","CCIS02379307ST.4.0","CCIS62605362ST.3.0","CCIS47284573ST.4.0","23.8409669344911","25.3810719876683","26.1890428772989","27.9016328080795","28.0240228476766","28.7163739698556","29.3262802295313"
"66","CCIS87605453ST.4.0","CCIS88007743ST.4.0","CCIS07539127ST.4.0","CCIS50471204ST.4.0","CCIS45793747ST.4.0","CCIS44093303ST.4.0","CCIS07648107ST.4.0","CCIS05314658ST.4.0","26.841503772587","27.5747841739369","27.6455572793876","27.6459421959336","27.8852141963479","28.8197650980087","29.0815497788804","CCIS76845094ST.20.0","CCIS06260551ST.3.0","CCIS98512455ST.4.0","CCIS53043478ST.4.0","CCIS47284573ST.4.0","CCIS55230578ST.4.0","CCIS62605362ST.3.0","25.1923083067987","26.8266818416796","27.7026607080692","28.3346184835353","28.5081592569338","28.5553237579895","28.706989191824"
"67","CCIS91228662ST.4.0","CCIS07539127ST.4.0","CCIS07648107ST.4.0","CCIS45793747ST.4.0","CCIS03473770ST.4.0","CCIS05314658ST.4.0","CCIS15794887ST.4.0","CCIS94417875ST.3.0","16.7901701939587","21.6247327281033","22.8059452383452","23.3011227741497","23.4581186097138","23.5300914171514","23.7306951932681","CCIS53043478ST.4.0","CCIS62794166ST.4.0","CCIS52370277ST.4.0","CCIS50148151ST.4.0","CCIS62605362ST.3.0","CCIS98512455ST.4.0","CCIS41548810ST.4.0","16.4888765901622","19.6018268861119","20.7252600114208","21.4705137439419","21.5509520926895","21.6794479201178","21.8807195577294"
"68","CCIS98512455ST.4.0","CCIS07539127ST.4.0","CCIS79210440ST.3.0","CCIS45571137ST.3.0","CCIS94417875ST.3.0","CCIS48174381ST.4.0","CCIS11362406ST.4.0","CCIS03473770ST.4.0","20.1802431424649","20.5351143299106","20.7016382981517","21.6822018268971","21.8110245765347","22.2941444232179","22.4129986802949","CCIS53043478ST.4.0","CCIS62794166ST.4.0","CCIS50148151ST.4.0","CCIS14449628ST.4.0","CCIS91228662ST.4.0","CCIS55230578ST.4.0","CCIS47284573ST.4.0","18.671175452341","20.8487204673284","20.8696552274612","21.0046402261834","21.6794479201178","22.589672726713","22.6517605256567"
"69","CCIS98832363ST.4.0","CCIS16326685ST.4.0","CCIS90164298ST.4.0","CCIS15794887ST.4.0","CCIS02124300ST.4.0","CCIS36797902ST.4.0","CCIS05314658ST.4.0","CCIS81139242ST.4.0","22.1032139187585","24.72194832369","25.5870721284148","25.6068127969941","26.4512460126324","27.2271437824903","27.4394446065331","CCIS77252613ST.4.0","CCIS53043478ST.4.0","CCIS84543192ST.4.0","CCIS91228662ST.4.0","CCIS53355328ST.4.0","CCIS47284573ST.4.0","CCIS11015875ST.4.0","21.7414008546115","26.0743599557458","26.3171345293442","26.6150723814796","26.8558532147165","27.1742263375832","27.8889891717914"
