"Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy","Predict","BaseModel"
0.6875,0.375,0.574110926143551,0.786525368891233,0.5,0.000526367428676672,0.689156516779352,0.65,0.725,0.702702702702703,0.674418604651163,0.702702702702703,0.65,0.675324675324675,0.5,0.325,0.4625,0.6875,"PRJDB4176","PRJEB27928"
0.491228070175439,0.0324846356453028,0.396383242193858,0.58653969370657,0.535087719298246,0.849127191661249,3.4463078360155e-09,0.147540983606557,0.886792452830189,0.6,0.474747474747475,0.6,0.147540983606557,0.236842105263158,0.535087719298246,0.0789473684210526,0.131578947368421,0.517166718218373,"ZellerG_2014","PRJEB27928"
0.703125,0.34851326011251,0.615994020089332,0.780598204362719,0.5859375,0.00410012541017146,0.000657654395317844,0.433962264150943,0.893333333333333,0.741935483870968,0.690721649484536,0.741935483870968,0.433962264150943,0.547619047619048,0.4140625,0.1796875,0.2421875,0.663647798742138,"YuJ_2015","PRJEB27928"
0.586538461538462,0.173076923076923,0.485763412995113,0.682254246249398,0.5,0.0475218373997041,4.76317555474693e-06,0.288461538461538,0.884615384615385,0.714285714285714,0.554216867469879,0.714285714285714,0.288461538461538,0.410958904109589,0.5,0.144230769230769,0.201923076923077,0.586538461538461,"VogtmannE_2016","PRJEB27928"
0.683333333333333,0.359550561797753,0.550440312235947,0.797424492881028,0.533333333333333,0.013094472975348,0.64635519553949,0.607142857142857,0.75,0.68,0.685714285714286,0.68,0.607142857142857,0.641509433962264,0.466666666666667,0.283333333333333,0.416666666666667,0.678571428571429,"ThomasAM_2018b","PRJEB27928"
0.509433962264151,0.0825565912117176,0.368395393968202,0.64938156028936,0.547169811320755,0.755404187564497,3.8144777827131e-05,0.916666666666667,0.172413793103448,0.478260869565217,0.714285714285714,0.478260869565217,0.916666666666667,0.628571428571429,0.452830188679245,0.415094339622642,0.867924528301887,0.544540229885057,"ThomasAM_2018a","PRJEB27928"
0.607476635514019,0.258660508083141,0.508363053744566,0.700482689197723,0.570093457943925,0.24802303190082,7.64838907702738e-06,0.409836065573771,0.869565217391304,0.806451612903226,0.526315789473684,0.806451612903226,0.409836065573771,0.543478260869565,0.570093457943925,0.233644859813084,0.289719626168224,0.639700641482537,"FengQ_2015","PRJEB27928"
0.936,0.87146529562982,0.877787470098197,0.971966830370569,0.52,2.1162621765625e-24,0.288844366346485,0.969230769230769,0.9,0.91304347826087,0.964285714285714,0.91304347826087,0.969230769230769,0.940298507462687,0.52,0.504,0.552,0.934615384615385,"PRJEB27928","PRJEB27928"
0.776,0.547218628719276,0.692785029543097,0.84569806629495,0.52,3.10249473716074e-09,0.01401927711396,0.892307692307692,0.65,0.734177215189873,0.847826086956522,0.734177215189873,0.892307692307692,0.805555555555556,0.52,0.464,0.632,0.771153846153846,"PRJEB27928","PRJDB4176"
0.614035087719298,0.241149773071104,0.518270494446285,0.703722299721891,0.535087719298246,0.0546414906869815,0.0103817957897017,0.491803278688525,0.754716981132076,0.697674418604651,0.563380281690141,0.697674418604651,0.491803278688525,0.576923076923077,0.535087719298246,0.263157894736842,0.37719298245614,0.6232601299103,"ZellerG_2014","PRJDB4176"
0.765625,0.522269221199303,0.682624479936915,0.835939811103972,0.5859375,1.52554450251797e-05,0.583882420770365,0.754716981132076,0.773333333333333,0.701754385964912,0.816901408450704,0.701754385964912,0.754716981132076,0.727272727272727,0.4140625,0.3125,0.4453125,0.764025157232704,"YuJ_2015","PRJDB4176"
0.625,0.25,0.524659689171353,0.718025155722134,0.5,0.00691809753337397,0.0249746792930543,0.480769230769231,0.769230769230769,0.675675675675676,0.597014925373134,0.675675675675676,0.480769230769231,0.561797752808989,0.5,0.240384615384615,0.355769230769231,0.625,"VogtmannE_2016","PRJDB4176"
0.716666666666667,0.43956043956044,0.58556393105017,0.825494716485625,0.533333333333333,0.0028682439430274,0.145610095396868,0.821428571428571,0.625,0.657142857142857,0.8,0.657142857142857,0.821428571428571,0.73015873015873,0.466666666666667,0.383333333333333,0.583333333333333,0.723214285714286,"ThomasAM_2018b","PRJDB4176"
0.660377358490566,0.34297520661157,0.51733069354063,0.784800362052537,0.547169811320755,0.0634080254397511,0.00952189118409885,0.875,0.482758620689655,0.583333333333333,0.823529411764706,0.583333333333333,0.875,0.7,0.452830188679245,0.39622641509434,0.679245283018868,0.678879310344828,"ThomasAM_2018a","PRJDB4176"
