"Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy","Predict","BaseModel"
0.65,0.3,0.535203114520664,0.753328063527465,0.5,0.00484142496152881,0.850106739138526,0.625,0.675,0.657894736842105,0.642857142857143,0.657894736842105,0.625,0.641025641025641,0.5,0.3125,0.475,0.65,"PRJDB4176","PRJEB27928"
0.508771929824561,0.057016248153619,0.41346030629343,0.603616757806142,0.535087719298246,0.744797802082783,7.64050152901189e-07,0.229508196721311,0.830188679245283,0.608695652173913,0.483516483516484,0.608695652173913,0.229508196721311,0.333333333333333,0.535087719298246,0.12280701754386,0.201754385964912,0.529848437983297,"ZellerG_2014","PRJEB27928"
0.734375,0.427217688865491,0.64907200507021,0.808512569113056,0.5859375,0.000338266697298912,0.0100973146475072,0.528301886792453,0.88,0.756756756756757,0.725274725274725,0.756756756756757,0.528301886792453,0.622222222222222,0.4140625,0.21875,0.2890625,0.704150943396226,"YuJ_2015","PRJEB27928"
0.596153846153846,0.192307692307692,0.495432310829084,0.691252783311745,0.5,0.0309631899393138,0.000114513448021607,0.346153846153846,0.846153846153846,0.692307692307692,0.564102564102564,0.692307692307692,0.346153846153846,0.461538461538462,0.5,0.173076923076923,0.25,0.596153846153846,"VogtmannE_2016","PRJEB27928"
0.733333333333333,0.461883408071749,0.603389659974504,0.839253548409585,0.533333333333333,0.00120091902415135,0.802587348634152,0.678571428571429,0.78125,0.730769230769231,0.735294117647059,0.730769230769231,0.678571428571429,0.703703703703704,0.466666666666667,0.316666666666667,0.433333333333333,0.729910714285714,"ThomasAM_2018b","PRJEB27928"
0.547169811320755,0.1417004048583,0.404498291726719,0.684384716135901,0.547169811320755,0.556478972882308,0.000520244347590231,0.875,0.275862068965517,0.5,0.727272727272727,0.5,0.875,0.636363636363636,0.452830188679245,0.39622641509434,0.792452830188679,0.575431034482759,"ThomasAM_2018a","PRJEB27928"
0.644859813084112,0.315718613261528,0.546484346021596,0.734993660842889,0.570093457943925,0.0706064546477534,0.000657654395317844,0.508196721311475,0.826086956521739,0.794871794871795,0.558823529411765,0.794871794871795,0.508196721311475,0.62,0.570093457943925,0.289719626168224,0.364485981308411,0.667141838916607,"FengQ_2015","PRJEB27928"
0.928,0.855305466237942,0.867720552809501,0.966549964956581,0.52,2.56653479876668e-23,0.182422439451736,0.969230769230769,0.883333333333333,0.9,0.963636363636364,0.9,0.969230769230769,0.933333333333333,0.52,0.504,0.56,0.926282051282051,"PRJEB27928","PRJEB27928"
0.784,0.562540505508749,0.701510515327251,0.852569440053471,0.52,9.41908376359339e-10,0.00207556292574271,0.923076923076923,0.633333333333333,0.731707317073171,0.883720930232558,0.731707317073171,0.923076923076923,0.816326530612245,0.52,0.48,0.656,0.778205128205128,"PRJEB27928","PRJDB4176"
0.649122807017544,0.303391384051329,0.554138000656654,0.736151236191794,0.535087719298246,0.00900415274955632,0.154728923485379,0.590163934426229,0.716981132075472,0.705882352941176,0.603174603174603,0.705882352941177,0.590163934426229,0.642857142857143,0.535087719298246,0.315789473684211,0.447368421052632,0.653572533250851,"ZellerG_2014","PRJDB4176"
0.7578125,0.513009327442317,0.674188875552579,0.829131904839679,0.5859375,3.51445084203172e-05,0.150762775026645,0.792452830188679,0.733333333333333,0.67741935483871,0.833333333333333,0.67741935483871,0.792452830188679,0.730434782608696,0.4140625,0.328125,0.484375,0.762893081761006,"YuJ_2015","PRJDB4176"
0.625,0.25,0.524659689171353,0.718025155722134,0.5,0.00691809753337397,0.336668367610039,0.557692307692308,0.692307692307692,0.644444444444444,0.610169491525424,0.644444444444444,0.557692307692308,0.597938144329897,0.5,0.278846153846154,0.432692307692308,0.625,"VogtmannE_2016","PRJDB4176"
