"FPR","TPR","Predict","BaseModel"
0.169811320754717,0.613333333333333,"YuJ_2015","ZellerG_2014"
0.188679245283019,0.613333333333333,"YuJ_2015","ZellerG_2014"
0.188679245283019,0.626666666666667,"YuJ_2015","ZellerG_2014"
0.188679245283019,0.64,"YuJ_2015","ZellerG_2014"
0.207547169811321,0.653333333333333,"YuJ_2015","ZellerG_2014"
0.207547169811321,0.68,"YuJ_2015","ZellerG_2014"
0.226415094339623,0.68,"YuJ_2015","ZellerG_2014"
0.226415094339623,0.693333333333333,"YuJ_2015","ZellerG_2014"
0.226415094339623,0.706666666666667,"YuJ_2015","ZellerG_2014"
0.226415094339623,0.72,"YuJ_2015","ZellerG_2014"
0.245283018867925,0.733333333333333,"YuJ_2015","ZellerG_2014"
0.245283018867925,0.746666666666667,"YuJ_2015","ZellerG_2014"
0.264150943396226,0.746666666666667,"YuJ_2015","ZellerG_2014"
0.283018867924528,0.746666666666667,"YuJ_2015","ZellerG_2014"
0.283018867924528,0.773333333333333,"YuJ_2015","ZellerG_2014"
0.283018867924528,0.786666666666667,"YuJ_2015","ZellerG_2014"
0.30188679245283,0.786666666666667,"YuJ_2015","ZellerG_2014"
0.320754716981132,0.786666666666667,"YuJ_2015","ZellerG_2014"
0.339622641509434,0.813333333333333,"YuJ_2015","ZellerG_2014"
0.339622641509434,0.826666666666667,"YuJ_2015","ZellerG_2014"
0.358490566037736,0.826666666666667,"YuJ_2015","ZellerG_2014"
0.377358490566038,0.826666666666667,"YuJ_2015","ZellerG_2014"
0.377358490566038,0.84,"YuJ_2015","ZellerG_2014"
0.415094339622642,0.84,"YuJ_2015","ZellerG_2014"
0.433962264150943,0.84,"YuJ_2015","ZellerG_2014"
0.433962264150943,0.853333333333333,"YuJ_2015","ZellerG_2014"
0.471698113207547,0.853333333333333,"YuJ_2015","ZellerG_2014"
0.490566037735849,0.853333333333333,"YuJ_2015","ZellerG_2014"
0.509433962264151,0.853333333333333,"YuJ_2015","ZellerG_2014"
0.509433962264151,0.866666666666667,"YuJ_2015","ZellerG_2014"
0.509433962264151,0.893333333333333,"YuJ_2015","ZellerG_2014"
0.528301886792453,0.893333333333333,"YuJ_2015","ZellerG_2014"
0.547169811320755,0.893333333333333,"YuJ_2015","ZellerG_2014"
0.566037735849057,0.893333333333333,"YuJ_2015","ZellerG_2014"
0.584905660377358,0.893333333333333,"YuJ_2015","ZellerG_2014"
0.584905660377358,0.906666666666667,"YuJ_2015","ZellerG_2014"
0.584905660377358,0.92,"YuJ_2015","ZellerG_2014"
0.60377358490566,0.92,"YuJ_2015","ZellerG_2014"
0.622641509433962,0.92,"YuJ_2015","ZellerG_2014"
0.641509433962264,0.92,"YuJ_2015","ZellerG_2014"
0.641509433962264,0.933333333333333,"YuJ_2015","ZellerG_2014"
0.660377358490566,0.933333333333333,"YuJ_2015","ZellerG_2014"
0.660377358490566,0.946666666666667,"YuJ_2015","ZellerG_2014"
0.660377358490566,0.96,"YuJ_2015","ZellerG_2014"
0.679245283018868,0.96,"YuJ_2015","ZellerG_2014"
0.69811320754717,0.96,"YuJ_2015","ZellerG_2014"
0.716981132075472,0.96,"YuJ_2015","ZellerG_2014"
0.735849056603774,0.96,"YuJ_2015","ZellerG_2014"
0.754716981132076,0.96,"YuJ_2015","ZellerG_2014"
0.792452830188679,0.96,"YuJ_2015","ZellerG_2014"
0.811320754716981,0.96,"YuJ_2015","ZellerG_2014"
0.830188679245283,0.96,"YuJ_2015","ZellerG_2014"
0.830188679245283,0.973333333333333,"YuJ_2015","ZellerG_2014"
0.849056603773585,0.973333333333333,"YuJ_2015","ZellerG_2014"
0.867924528301887,0.973333333333333,"YuJ_2015","ZellerG_2014"
0.886792452830189,0.973333333333333,"YuJ_2015","ZellerG_2014"
0.905660377358491,0.973333333333333,"YuJ_2015","ZellerG_2014"
0.924528301886792,0.973333333333333,"YuJ_2015","ZellerG_2014"
0.943396226415094,0.973333333333333,"YuJ_2015","ZellerG_2014"
0.943396226415094,0.986666666666667,"YuJ_2015","ZellerG_2014"
0.962264150943396,0.986666666666667,"YuJ_2015","ZellerG_2014"
0.981132075471698,0.986666666666667,"YuJ_2015","ZellerG_2014"
1,0.986666666666667,"YuJ_2015","ZellerG_2014"
1,1,"YuJ_2015","ZellerG_2014"
0,0,"VogtmannE_2016","ZellerG_2014"
0,0.0192307692307692,"VogtmannE_2016","ZellerG_2014"
0,0.0384615384615385,"VogtmannE_2016","ZellerG_2014"
0,0.0576923076923077,"VogtmannE_2016","ZellerG_2014"
0,0.0769230769230769,"VogtmannE_2016","ZellerG_2014"
0.0192307692307692,0.0769230769230769,"VogtmannE_2016","ZellerG_2014"
0.0192307692307692,0.0961538461538462,"VogtmannE_2016","ZellerG_2014"
0.0384615384615385,0.0961538461538462,"VogtmannE_2016","ZellerG_2014"
0.0576923076923077,0.0961538461538462,"VogtmannE_2016","ZellerG_2014"
0.0769230769230769,0.0961538461538462,"VogtmannE_2016","ZellerG_2014"
0.0769230769230769,0.115384615384615,"VogtmannE_2016","ZellerG_2014"
0.0769230769230769,0.134615384615385,"VogtmannE_2016","ZellerG_2014"
0.0769230769230769,0.153846153846154,"VogtmannE_2016","ZellerG_2014"
0.0769230769230769,0.173076923076923,"VogtmannE_2016","ZellerG_2014"
0.0769230769230769,0.192307692307692,"VogtmannE_2016","ZellerG_2014"
0.0769230769230769,0.211538461538462,"VogtmannE_2016","ZellerG_2014"
0.0961538461538462,0.211538461538462,"VogtmannE_2016","ZellerG_2014"
0.0961538461538462,0.230769230769231,"VogtmannE_2016","ZellerG_2014"
0.0961538461538462,0.25,"VogtmannE_2016","ZellerG_2014"
0.115384615384615,0.25,"VogtmannE_2016","ZellerG_2014"
0.115384615384615,0.269230769230769,"VogtmannE_2016","ZellerG_2014"
0.115384615384615,0.307692307692308,"VogtmannE_2016","ZellerG_2014"
0.115384615384615,0.326923076923077,"VogtmannE_2016","ZellerG_2014"
0.115384615384615,0.346153846153846,"VogtmannE_2016","ZellerG_2014"
0.115384615384615,0.365384615384615,"VogtmannE_2016","ZellerG_2014"
0.115384615384615,0.384615384615385,"VogtmannE_2016","ZellerG_2014"
0.134615384615385,0.384615384615385,"VogtmannE_2016","ZellerG_2014"
0.153846153846154,0.384615384615385,"VogtmannE_2016","ZellerG_2014"
0.153846153846154,0.403846153846154,"VogtmannE_2016","ZellerG_2014"
0.173076923076923,0.403846153846154,"VogtmannE_2016","ZellerG_2014"
0.173076923076923,0.423076923076923,"VogtmannE_2016","ZellerG_2014"
0.173076923076923,0.442307692307692,"VogtmannE_2016","ZellerG_2014"
0.192307692307692,0.461538461538462,"VogtmannE_2016","ZellerG_2014"
0.192307692307692,0.480769230769231,"VogtmannE_2016","ZellerG_2014"
0.211538461538462,0.480769230769231,"VogtmannE_2016","ZellerG_2014"
0.230769230769231,0.480769230769231,"VogtmannE_2016","ZellerG_2014"
0.25,0.480769230769231,"VogtmannE_2016","ZellerG_2014"
0.288461538461538,0.480769230769231,"VogtmannE_2016","ZellerG_2014"
0.288461538461538,0.5,"VogtmannE_2016","ZellerG_2014"
0.307692307692308,0.5,"VogtmannE_2016","ZellerG_2014"
0.307692307692308,0.519230769230769,"VogtmannE_2016","ZellerG_2014"
0.326923076923077,0.538461538461538,"VogtmannE_2016","ZellerG_2014"
0.326923076923077,0.557692307692308,"VogtmannE_2016","ZellerG_2014"
0.326923076923077,0.576923076923077,"VogtmannE_2016","ZellerG_2014"
0.326923076923077,0.596153846153846,"VogtmannE_2016","ZellerG_2014"
0.346153846153846,0.596153846153846,"VogtmannE_2016","ZellerG_2014"
0.346153846153846,0.615384615384615,"VogtmannE_2016","ZellerG_2014"
0.346153846153846,0.634615384615385,"VogtmannE_2016","ZellerG_2014"
0.365384615384615,0.634615384615385,"VogtmannE_2016","ZellerG_2014"
0.365384615384615,0.653846153846154,"VogtmannE_2016","ZellerG_2014"
0.365384615384615,0.673076923076923,"VogtmannE_2016","ZellerG_2014"
0.384615384615385,0.673076923076923,"VogtmannE_2016","ZellerG_2014"
0.403846153846154,0.673076923076923,"VogtmannE_2016","ZellerG_2014"
0.423076923076923,0.673076923076923,"VogtmannE_2016","ZellerG_2014"
0.442307692307692,0.673076923076923,"VogtmannE_2016","ZellerG_2014"
0.442307692307692,0.692307692307692,"VogtmannE_2016","ZellerG_2014"
0.480769230769231,0.692307692307692,"VogtmannE_2016","ZellerG_2014"
0.5,0.692307692307692,"VogtmannE_2016","ZellerG_2014"
0.5,0.711538461538462,"VogtmannE_2016","ZellerG_2014"
0.5,0.730769230769231,"VogtmannE_2016","ZellerG_2014"
0.519230769230769,0.730769230769231,"VogtmannE_2016","ZellerG_2014"
0.538461538461538,0.730769230769231,"VogtmannE_2016","ZellerG_2014"
0.538461538461538,0.75,"VogtmannE_2016","ZellerG_2014"
0.538461538461538,0.769230769230769,"VogtmannE_2016","ZellerG_2014"
0.557692307692308,0.769230769230769,"VogtmannE_2016","ZellerG_2014"
0.576923076923077,0.788461538461538,"VogtmannE_2016","ZellerG_2014"
0.596153846153846,0.788461538461538,"VogtmannE_2016","ZellerG_2014"
0.596153846153846,0.807692307692308,"VogtmannE_2016","ZellerG_2014"
0.615384615384615,0.807692307692308,"VogtmannE_2016","ZellerG_2014"
0.634615384615385,0.807692307692308,"VogtmannE_2016","ZellerG_2014"
0.653846153846154,0.807692307692308,"VogtmannE_2016","ZellerG_2014"
0.673076923076923,0.807692307692308,"VogtmannE_2016","ZellerG_2014"
0.692307692307692,0.826923076923077,"VogtmannE_2016","ZellerG_2014"
0.692307692307692,0.846153846153846,"VogtmannE_2016","ZellerG_2014"
0.692307692307692,0.865384615384615,"VogtmannE_2016","ZellerG_2014"
0.730769230769231,0.865384615384615,"VogtmannE_2016","ZellerG_2014"
0.730769230769231,0.884615384615385,"VogtmannE_2016","ZellerG_2014"
0.75,0.884615384615385,"VogtmannE_2016","ZellerG_2014"
0.769230769230769,0.884615384615385,"VogtmannE_2016","ZellerG_2014"
0.788461538461538,0.884615384615385,"VogtmannE_2016","ZellerG_2014"
0.807692307692308,0.884615384615385,"VogtmannE_2016","ZellerG_2014"
0.807692307692308,0.903846153846154,"VogtmannE_2016","ZellerG_2014"
0.826923076923077,0.903846153846154,"VogtmannE_2016","ZellerG_2014"
0.846153846153846,0.903846153846154,"VogtmannE_2016","ZellerG_2014"
0.865384615384615,0.903846153846154,"VogtmannE_2016","ZellerG_2014"
0.865384615384615,0.923076923076923,"VogtmannE_2016","ZellerG_2014"
0.884615384615385,0.923076923076923,"VogtmannE_2016","ZellerG_2014"
0.903846153846154,0.923076923076923,"VogtmannE_2016","ZellerG_2014"
0.923076923076923,0.942307692307692,"VogtmannE_2016","ZellerG_2014"
0.942307692307692,0.942307692307692,"VogtmannE_2016","ZellerG_2014"
0.942307692307692,0.961538461538462,"VogtmannE_2016","ZellerG_2014"
0.961538461538462,0.961538461538462,"VogtmannE_2016","ZellerG_2014"
0.961538461538462,0.980769230769231,"VogtmannE_2016","ZellerG_2014"
0.980769230769231,0.980769230769231,"VogtmannE_2016","ZellerG_2014"
0.980769230769231,1,"VogtmannE_2016","ZellerG_2014"
1,1,"VogtmannE_2016","ZellerG_2014"
0,0,"ThomasAM_2018b","ZellerG_2014"
0,0.03125,"ThomasAM_2018b","ZellerG_2014"
0,0.0625,"ThomasAM_2018b","ZellerG_2014"
0,0.09375,"ThomasAM_2018b","ZellerG_2014"
0,0.125,"ThomasAM_2018b","ZellerG_2014"
0,0.15625,"ThomasAM_2018b","ZellerG_2014"
0,0.1875,"ThomasAM_2018b","ZellerG_2014"
0,0.21875,"ThomasAM_2018b","ZellerG_2014"
0,0.25,"ThomasAM_2018b","ZellerG_2014"
0,0.28125,"ThomasAM_2018b","ZellerG_2014"
0.0357142857142857,0.28125,"ThomasAM_2018b","ZellerG_2014"
0.0357142857142857,0.3125,"ThomasAM_2018b","ZellerG_2014"
0.0714285714285714,0.3125,"ThomasAM_2018b","ZellerG_2014"
0.0714285714285714,0.34375,"ThomasAM_2018b","ZellerG_2014"
0.0714285714285714,0.40625,"ThomasAM_2018b","ZellerG_2014"
0.0714285714285714,0.4375,"ThomasAM_2018b","ZellerG_2014"
0.107142857142857,0.4375,"ThomasAM_2018b","ZellerG_2014"
0.107142857142857,0.46875,"ThomasAM_2018b","ZellerG_2014"
0.107142857142857,0.5,"ThomasAM_2018b","ZellerG_2014"
0.142857142857143,0.5,"ThomasAM_2018b","ZellerG_2014"
0.178571428571429,0.5,"ThomasAM_2018b","ZellerG_2014"
0.178571428571429,0.53125,"ThomasAM_2018b","ZellerG_2014"
0.178571428571429,0.5625,"ThomasAM_2018b","ZellerG_2014"
0.25,0.5625,"ThomasAM_2018b","ZellerG_2014"
0.285714285714286,0.5625,"ThomasAM_2018b","ZellerG_2014"
0.321428571428571,0.5625,"ThomasAM_2018b","ZellerG_2014"
0.321428571428571,0.59375,"ThomasAM_2018b","ZellerG_2014"
0.357142857142857,0.59375,"ThomasAM_2018b","ZellerG_2014"
0.357142857142857,0.625,"ThomasAM_2018b","ZellerG_2014"
0.392857142857143,0.625,"ThomasAM_2018b","ZellerG_2014"
0.392857142857143,0.65625,"ThomasAM_2018b","ZellerG_2014"
0.392857142857143,0.6875,"ThomasAM_2018b","ZellerG_2014"
0.392857142857143,0.71875,"ThomasAM_2018b","ZellerG_2014"
0.428571428571429,0.71875,"ThomasAM_2018b","ZellerG_2014"
0.5,0.71875,"ThomasAM_2018b","ZellerG_2014"
0.5,0.75,"ThomasAM_2018b","ZellerG_2014"
0.535714285714286,0.75,"ThomasAM_2018b","ZellerG_2014"
0.571428571428571,0.75,"ThomasAM_2018b","ZellerG_2014"
0.571428571428571,0.78125,"ThomasAM_2018b","ZellerG_2014"
0.678571428571429,0.78125,"ThomasAM_2018b","ZellerG_2014"
0.714285714285714,0.78125,"ThomasAM_2018b","ZellerG_2014"
0.714285714285714,0.8125,"ThomasAM_2018b","ZellerG_2014"
0.714285714285714,0.84375,"ThomasAM_2018b","ZellerG_2014"
0.75,0.84375,"ThomasAM_2018b","ZellerG_2014"
0.785714285714286,0.84375,"ThomasAM_2018b","ZellerG_2014"
0.785714285714286,0.875,"ThomasAM_2018b","ZellerG_2014"
0.785714285714286,0.90625,"ThomasAM_2018b","ZellerG_2014"
0.821428571428571,0.90625,"ThomasAM_2018b","ZellerG_2014"
0.857142857142857,0.90625,"ThomasAM_2018b","ZellerG_2014"
0.857142857142857,0.9375,"ThomasAM_2018b","ZellerG_2014"
0.892857142857143,0.9375,"ThomasAM_2018b","ZellerG_2014"
0.928571428571429,0.9375,"ThomasAM_2018b","ZellerG_2014"
0.964285714285714,0.9375,"ThomasAM_2018b","ZellerG_2014"
1,0.9375,"ThomasAM_2018b","ZellerG_2014"
1,0.96875,"ThomasAM_2018b","ZellerG_2014"
1,1,"ThomasAM_2018b","ZellerG_2014"
0,0,"ThomasAM_2018a","ZellerG_2014"
0,0.0344827586206897,"ThomasAM_2018a","ZellerG_2014"
0,0.103448275862069,"ThomasAM_2018a","ZellerG_2014"
0,0.137931034482759,"ThomasAM_2018a","ZellerG_2014"
0.0416666666666667,0.172413793103448,"ThomasAM_2018a","ZellerG_2014"
0.0416666666666667,0.206896551724138,"ThomasAM_2018a","ZellerG_2014"
0.0833333333333333,0.206896551724138,"ThomasAM_2018a","ZellerG_2014"
0.0833333333333333,0.241379310344828,"ThomasAM_2018a","ZellerG_2014"
0.125,0.241379310344828,"ThomasAM_2018a","ZellerG_2014"
0.125,0.275862068965517,"ThomasAM_2018a","ZellerG_2014"
0.125,0.310344827586207,"ThomasAM_2018a","ZellerG_2014"
0.166666666666667,0.310344827586207,"ThomasAM_2018a","ZellerG_2014"
0.208333333333333,0.310344827586207,"ThomasAM_2018a","ZellerG_2014"
0.208333333333333,0.344827586206897,"ThomasAM_2018a","ZellerG_2014"
0.25,0.344827586206897,"ThomasAM_2018a","ZellerG_2014"
0.25,0.379310344827586,"ThomasAM_2018a","ZellerG_2014"
0.291666666666667,0.379310344827586,"ThomasAM_2018a","ZellerG_2014"
0.333333333333333,0.379310344827586,"ThomasAM_2018a","ZellerG_2014"
0.333333333333333,0.413793103448276,"ThomasAM_2018a","ZellerG_2014"
0.333333333333333,0.448275862068966,"ThomasAM_2018a","ZellerG_2014"
0.333333333333333,0.517241379310345,"ThomasAM_2018a","ZellerG_2014"
0.333333333333333,0.551724137931034,"ThomasAM_2018a","ZellerG_2014"
0.333333333333333,0.586206896551724,"ThomasAM_2018a","ZellerG_2014"
0.333333333333333,0.620689655172414,"ThomasAM_2018a","ZellerG_2014"
0.375,0.620689655172414,"ThomasAM_2018a","ZellerG_2014"
0.375,0.689655172413793,"ThomasAM_2018a","ZellerG_2014"
0.375,0.724137931034483,"ThomasAM_2018a","ZellerG_2014"
0.375,0.758620689655172,"ThomasAM_2018a","ZellerG_2014"
0.416666666666667,0.758620689655172,"ThomasAM_2018a","ZellerG_2014"
0.458333333333333,0.758620689655172,"ThomasAM_2018a","ZellerG_2014"
0.5,0.758620689655172,"ThomasAM_2018a","ZellerG_2014"
0.541666666666667,0.758620689655172,"ThomasAM_2018a","ZellerG_2014"
0.583333333333333,0.758620689655172,"ThomasAM_2018a","ZellerG_2014"
0.583333333333333,0.793103448275862,"ThomasAM_2018a","ZellerG_2014"
0.625,0.793103448275862,"ThomasAM_2018a","ZellerG_2014"
0.625,0.827586206896552,"ThomasAM_2018a","ZellerG_2014"
0.625,0.862068965517241,"ThomasAM_2018a","ZellerG_2014"
0.666666666666667,0.862068965517241,"ThomasAM_2018a","ZellerG_2014"
0.708333333333333,0.862068965517241,"ThomasAM_2018a","ZellerG_2014"
0.708333333333333,0.896551724137931,"ThomasAM_2018a","ZellerG_2014"
0.75,0.896551724137931,"ThomasAM_2018a","ZellerG_2014"
0.75,0.931034482758621,"ThomasAM_2018a","ZellerG_2014"
0.791666666666667,0.931034482758621,"ThomasAM_2018a","ZellerG_2014"
0.833333333333333,0.931034482758621,"ThomasAM_2018a","ZellerG_2014"
0.833333333333333,0.96551724137931,"ThomasAM_2018a","ZellerG_2014"
0.875,0.96551724137931,"ThomasAM_2018a","ZellerG_2014"
0.916666666666667,0.96551724137931,"ThomasAM_2018a","ZellerG_2014"
0.958333333333333,0.96551724137931,"ThomasAM_2018a","ZellerG_2014"
0.958333333333333,1,"ThomasAM_2018a","ZellerG_2014"
1,1,"ThomasAM_2018a","ZellerG_2014"
0,0,"FengQ_2015","ZellerG_2014"
0,0.0217391304347826,"FengQ_2015","ZellerG_2014"
0,0.0434782608695652,"FengQ_2015","ZellerG_2014"
0,0.0652173913043478,"FengQ_2015","ZellerG_2014"
0,0.0869565217391304,"FengQ_2015","ZellerG_2014"
0,0.108695652173913,"FengQ_2015","ZellerG_2014"
0,0.130434782608696,"FengQ_2015","ZellerG_2014"
0,0.152173913043478,"FengQ_2015","ZellerG_2014"
0,0.173913043478261,"FengQ_2015","ZellerG_2014"
0,0.217391304347826,"FengQ_2015","ZellerG_2014"
0,0.239130434782609,"FengQ_2015","ZellerG_2014"
0,0.260869565217391,"FengQ_2015","ZellerG_2014"
0,0.282608695652174,"FengQ_2015","ZellerG_2014"
0,0.304347826086957,"FengQ_2015","ZellerG_2014"
0,0.326086956521739,"FengQ_2015","ZellerG_2014"
0.0163934426229508,0.347826086956522,"FengQ_2015","ZellerG_2014"
0.0163934426229508,0.369565217391304,"FengQ_2015","ZellerG_2014"
0.0163934426229508,0.391304347826087,"FengQ_2015","ZellerG_2014"
0.0163934426229508,0.41304347826087,"FengQ_2015","ZellerG_2014"
0.0327868852459016,0.41304347826087,"FengQ_2015","ZellerG_2014"
0.0491803278688525,0.434782608695652,"FengQ_2015","ZellerG_2014"
0.0491803278688525,0.456521739130435,"FengQ_2015","ZellerG_2014"
0.0491803278688525,0.478260869565217,"FengQ_2015","ZellerG_2014"
0.0655737704918033,0.478260869565217,"FengQ_2015","ZellerG_2014"
0.0655737704918033,0.5,"FengQ_2015","ZellerG_2014"
0.0819672131147541,0.5,"FengQ_2015","ZellerG_2014"
0.0983606557377049,0.543478260869565,"FengQ_2015","ZellerG_2014"
0.114754098360656,0.543478260869565,"FengQ_2015","ZellerG_2014"
0.131147540983607,0.543478260869565,"FengQ_2015","ZellerG_2014"
0.131147540983607,0.565217391304348,"FengQ_2015","ZellerG_2014"
0.147540983606557,0.565217391304348,"FengQ_2015","ZellerG_2014"
0.163934426229508,0.565217391304348,"FengQ_2015","ZellerG_2014"
0.19672131147541,0.565217391304348,"FengQ_2015","ZellerG_2014"
0.213114754098361,0.565217391304348,"FengQ_2015","ZellerG_2014"
0.229508196721311,0.565217391304348,"FengQ_2015","ZellerG_2014"
0.229508196721311,0.58695652173913,"FengQ_2015","ZellerG_2014"
0.245901639344262,0.58695652173913,"FengQ_2015","ZellerG_2014"
0.262295081967213,0.58695652173913,"FengQ_2015","ZellerG_2014"
0.278688524590164,0.58695652173913,"FengQ_2015","ZellerG_2014"
0.295081967213115,0.58695652173913,"FengQ_2015","ZellerG_2014"
0.295081967213115,0.608695652173913,"FengQ_2015","ZellerG_2014"
0.311475409836066,0.608695652173913,"FengQ_2015","ZellerG_2014"
0.311475409836066,0.652173913043478,"FengQ_2015","ZellerG_2014"
0.327868852459016,0.652173913043478,"FengQ_2015","ZellerG_2014"
0.344262295081967,0.652173913043478,"FengQ_2015","ZellerG_2014"
0.360655737704918,0.652173913043478,"FengQ_2015","ZellerG_2014"
0.360655737704918,0.673913043478261,"FengQ_2015","ZellerG_2014"
0.360655737704918,0.695652173913043,"FengQ_2015","ZellerG_2014"
0.377049180327869,0.695652173913043,"FengQ_2015","ZellerG_2014"
0.39344262295082,0.695652173913043,"FengQ_2015","ZellerG_2014"
0.39344262295082,0.717391304347826,"FengQ_2015","ZellerG_2014"
0.409836065573771,0.717391304347826,"FengQ_2015","ZellerG_2014"
0.426229508196721,0.717391304347826,"FengQ_2015","ZellerG_2014"
0.426229508196721,0.739130434782609,"FengQ_2015","ZellerG_2014"
0.426229508196721,0.760869565217391,"FengQ_2015","ZellerG_2014"
0.442622950819672,0.760869565217391,"FengQ_2015","ZellerG_2014"
0.459016393442623,0.760869565217391,"FengQ_2015","ZellerG_2014"
0.459016393442623,0.782608695652174,"FengQ_2015","ZellerG_2014"
0.475409836065574,0.804347826086957,"FengQ_2015","ZellerG_2014"
0.475409836065574,0.826086956521739,"FengQ_2015","ZellerG_2014"
0.491803278688525,0.826086956521739,"FengQ_2015","ZellerG_2014"
0.491803278688525,0.847826086956522,"FengQ_2015","ZellerG_2014"
0.508196721311475,0.847826086956522,"FengQ_2015","ZellerG_2014"
0.508196721311475,0.869565217391304,"FengQ_2015","ZellerG_2014"
0.524590163934426,0.869565217391304,"FengQ_2015","ZellerG_2014"
0.540983606557377,0.891304347826087,"FengQ_2015","ZellerG_2014"
0.557377049180328,0.891304347826087,"FengQ_2015","ZellerG_2014"
0.590163934426229,0.891304347826087,"FengQ_2015","ZellerG_2014"
0.590163934426229,0.934782608695652,"FengQ_2015","ZellerG_2014"
0.60655737704918,0.934782608695652,"FengQ_2015","ZellerG_2014"
0.622950819672131,0.934782608695652,"FengQ_2015","ZellerG_2014"
0.639344262295082,0.934782608695652,"FengQ_2015","ZellerG_2014"
0.655737704918033,0.934782608695652,"FengQ_2015","ZellerG_2014"
0.655737704918033,0.978260869565217,"FengQ_2015","ZellerG_2014"
0.672131147540984,0.978260869565217,"FengQ_2015","ZellerG_2014"
0.688524590163934,0.978260869565217,"FengQ_2015","ZellerG_2014"
0.704918032786885,0.978260869565217,"FengQ_2015","ZellerG_2014"
0.721311475409836,0.978260869565217,"FengQ_2015","ZellerG_2014"
0.737704918032787,0.978260869565217,"FengQ_2015","ZellerG_2014"
0.754098360655738,0.978260869565217,"FengQ_2015","ZellerG_2014"
0.770491803278688,0.978260869565217,"FengQ_2015","ZellerG_2014"
0.80327868852459,0.978260869565217,"FengQ_2015","ZellerG_2014"
0.819672131147541,0.978260869565217,"FengQ_2015","ZellerG_2014"
0.836065573770492,0.978260869565217,"FengQ_2015","ZellerG_2014"
0.852459016393443,0.978260869565217,"FengQ_2015","ZellerG_2014"
0.868852459016393,0.978260869565217,"FengQ_2015","ZellerG_2014"
0.885245901639344,0.978260869565217,"FengQ_2015","ZellerG_2014"
0.885245901639344,1,"FengQ_2015","ZellerG_2014"
0.901639344262295,1,"FengQ_2015","ZellerG_2014"
0.918032786885246,1,"FengQ_2015","ZellerG_2014"
0.967213114754098,1,"FengQ_2015","ZellerG_2014"
0.983606557377049,1,"FengQ_2015","ZellerG_2014"
1,1,"FengQ_2015","ZellerG_2014"
0,0,"ZellerG_2014","ZellerG_2014"
0,0.0188679245283019,"ZellerG_2014","ZellerG_2014"
0,0.0377358490566038,"ZellerG_2014","ZellerG_2014"
0,0.0566037735849057,"ZellerG_2014","ZellerG_2014"
0,0.0943396226415094,"ZellerG_2014","ZellerG_2014"
0,0.113207547169811,"ZellerG_2014","ZellerG_2014"
0,0.132075471698113,"ZellerG_2014","ZellerG_2014"
0,0.150943396226415,"ZellerG_2014","ZellerG_2014"
0,0.169811320754717,"ZellerG_2014","ZellerG_2014"
0,0.188679245283019,"ZellerG_2014","ZellerG_2014"
0,0.207547169811321,"ZellerG_2014","ZellerG_2014"
0,0.245283018867925,"ZellerG_2014","ZellerG_2014"
0,0.264150943396226,"ZellerG_2014","ZellerG_2014"
0,0.30188679245283,"ZellerG_2014","ZellerG_2014"
0,0.320754716981132,"ZellerG_2014","ZellerG_2014"
0,0.339622641509434,"ZellerG_2014","ZellerG_2014"
0,0.358490566037736,"ZellerG_2014","ZellerG_2014"
0,0.377358490566038,"ZellerG_2014","ZellerG_2014"
0,0.39622641509434,"ZellerG_2014","ZellerG_2014"
0,0.415094339622642,"ZellerG_2014","ZellerG_2014"
0,0.433962264150943,"ZellerG_2014","ZellerG_2014"
0,0.452830188679245,"ZellerG_2014","ZellerG_2014"
0,0.471698113207547,"ZellerG_2014","ZellerG_2014"
0,0.490566037735849,"ZellerG_2014","ZellerG_2014"
0,0.509433962264151,"ZellerG_2014","ZellerG_2014"
0,0.528301886792453,"ZellerG_2014","ZellerG_2014"
0,0.547169811320755,"ZellerG_2014","ZellerG_2014"
0,0.566037735849057,"ZellerG_2014","ZellerG_2014"
0,0.584905660377358,"ZellerG_2014","ZellerG_2014"
0,0.60377358490566,"ZellerG_2014","ZellerG_2014"
0,0.622641509433962,"ZellerG_2014","ZellerG_2014"
0,0.641509433962264,"ZellerG_2014","ZellerG_2014"
0,0.660377358490566,"ZellerG_2014","ZellerG_2014"
0,0.69811320754717,"ZellerG_2014","ZellerG_2014"
0,0.716981132075472,"ZellerG_2014","ZellerG_2014"
0,0.735849056603774,"ZellerG_2014","ZellerG_2014"
0,0.754716981132076,"ZellerG_2014","ZellerG_2014"
0,0.773584905660377,"ZellerG_2014","ZellerG_2014"
0,0.792452830188679,"ZellerG_2014","ZellerG_2014"
0.0163934426229508,0.792452830188679,"ZellerG_2014","ZellerG_2014"
0.0327868852459016,0.792452830188679,"ZellerG_2014","ZellerG_2014"
0.0327868852459016,0.811320754716981,"ZellerG_2014","ZellerG_2014"
0.0491803278688525,0.811320754716981,"ZellerG_2014","ZellerG_2014"
0.0491803278688525,0.830188679245283,"ZellerG_2014","ZellerG_2014"
0.0655737704918033,0.830188679245283,"ZellerG_2014","ZellerG_2014"
0.0655737704918033,0.849056603773585,"ZellerG_2014","ZellerG_2014"
0.0819672131147541,0.849056603773585,"ZellerG_2014","ZellerG_2014"
0.0983606557377049,0.867924528301887,"ZellerG_2014","ZellerG_2014"
0.0983606557377049,0.886792452830189,"ZellerG_2014","ZellerG_2014"
0.114754098360656,0.886792452830189,"ZellerG_2014","ZellerG_2014"
