"Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy","Predict","BaseModel"
0.7125,0.425,0.60045488668798,0.808239528028035,0.5,9.15582820648753e-05,1,0.7,0.725,0.717948717948718,0.707317073170732,0.717948717948718,0.7,0.708860759493671,0.5,0.35,0.4875,0.7125,"PRJDB4176","PRJEB27928"
0.491228070175439,0.0256410256410256,0.396383242193858,0.58653969370657,0.535087719298246,0.849127191661249,3.0399882945818e-07,0.19672131147541,0.830188679245283,0.571428571428572,0.473118279569892,0.571428571428571,0.19672131147541,0.292682926829268,0.535087719298246,0.105263157894737,0.184210526315789,0.513454995360346,"ZellerG_2014","PRJEB27928"
0.71875,0.389992057188245,0.632476806135195,0.794612934868406,0.5859375,0.00126565188331223,0.00460653226339178,0.490566037735849,0.88,0.742857142857143,0.709677419354839,0.742857142857143,0.490566037735849,0.590909090909091,0.4140625,0.203125,0.2734375,0.685283018867925,"YuJ_2015","PRJEB27928"
0.576923076923077,0.153846153846154,0.476130637950174,0.673219238613872,0.5,0.0704781441061543,1.23161761365282e-05,0.288461538461538,0.865384615384615,0.681818181818182,0.548780487804878,0.681818181818182,0.288461538461538,0.405405405405405,0.5,0.144230769230769,0.211538461538462,0.576923076923077,"VogtmannE_2016","PRJEB27928"
0.716666666666667,0.429530201342282,0.58556393105017,0.825494716485625,0.533333333333333,0.0028682439430274,1,0.678571428571429,0.75,0.703703703703704,0.727272727272727,0.703703703703704,0.678571428571429,0.690909090909091,0.466666666666667,0.316666666666667,0.45,0.714285714285714,"ThomasAM_2018b","PRJEB27928"
0.490566037735849,0.031144211238998,0.35061843971064,0.631604606031798,0.547169811320755,0.832984732672452,0.00207556292574271,0.791666666666667,0.241379310344828,0.463414634146341,0.583333333333333,0.463414634146341,0.791666666666667,0.584615384615385,0.452830188679245,0.358490566037736,0.773584905660377,0.516522988505747,"ThomasAM_2018a","PRJEB27928"
0.607476635514019,0.258660508083141,0.508363053744566,0.700482689197723,0.570093457943925,0.24802303190082,7.64838907702738e-06,0.409836065573771,0.869565217391304,0.806451612903226,0.526315789473684,0.806451612903226,0.409836065573771,0.543478260869565,0.570093457943925,0.233644859813084,0.289719626168224,0.639700641482537,"FengQ_2015","PRJEB27928"
0.928,0.855305466237942,0.867720552809501,0.966549964956581,0.52,2.56653479876668e-23,0.182422439451736,0.969230769230769,0.883333333333333,0.9,0.963636363636364,0.9,0.969230769230769,0.933333333333333,0.52,0.504,0.56,0.926282051282051,"PRJEB27928","PRJEB27928"
0.784,0.564234990316333,0.701510515327251,0.852569440053471,0.52,9.41908376359339e-10,0.0542918283668546,0.876923076923077,0.683333333333333,0.75,0.836734693877551,0.75,0.876923076923077,0.808510638297872,0.52,0.456,0.608,0.780128205128205,"PRJEB27928","PRJDB4176"
0.596491228070175,0.210478771454381,0.500516820828427,0.687325481844003,0.535087719298246,0.110835402944417,0.00195964505416562,0.442622950819672,0.773584905660377,0.692307692307692,0.546666666666667,0.692307692307692,0.442622950819672,0.54,0.535087719298246,0.236842105263158,0.342105263157895,0.608103928240025,"ZellerG_2014","PRJDB4176"
0.734375,0.446451284660392,0.64907200507021,0.808512569113056,0.5859375,0.000338266697298912,0.606905427217951,0.641509433962264,0.8,0.693877551020408,0.759493670886076,0.693877551020408,0.641509433962264,0.666666666666667,0.4140625,0.265625,0.3828125,0.720754716981132,"YuJ_2015","PRJDB4176"
0.663461538461538,0.326923076923077,0.564163613066224,0.75317961631629,0.5,0.000554310443905666,0.0909689479753577,0.557692307692308,0.769230769230769,0.707317073170732,0.634920634920635,0.707317073170732,0.557692307692308,0.623655913978495,0.5,0.278846153846154,0.394230769230769,0.663461538461539,"VogtmannE_2016","PRJDB4176"
0.733333333333333,0.47136563876652,0.603389659974504,0.839253548409585,0.533333333333333,0.00120091902415135,0.211299547333711,0.821428571428571,0.65625,0.676470588235294,0.807692307692308,0.676470588235294,0.821428571428571,0.741935483870968,0.466666666666667,0.383333333333333,0.566666666666667,0.738839285714286,"ThomasAM_2018b","PRJDB4176"
0.679245283018868,0.385821404226312,0.536838771228439,0.800813353168366,0.547169811320755,0.03512917300779,0.000685036865379226,0.958333333333333,0.448275862068966,0.58974358974359,0.928571428571429,0.58974358974359,0.958333333333333,0.73015873015873,0.452830188679245,0.433962264150943,0.735849056603774,0.703304597701149,"ThomasAM_2018a","PRJDB4176"
0.682242990654206,0.344740634005764,0.585191140565317,0.768909345376049,0.570093457943925,0.0115316145759985,0.606905427217951,0.754098360655738,0.58695652173913,0.707692307692308,0.642857142857143,0.707692307692308,0.754098360655738,0.73015873015873,0.570093457943925,0.429906542056075,0.607476635514019,0.670527441197434,"FengQ_2015","PRJDB4176"
0.825,0.65,0.723845960478986,0.900889490160571,0.5,1.56827134507338e-09,0.789268026134281,0.8,0.85,0.842105263157895,0.80952380952381,0.842105263157895,0.8,0.82051282051282,0.5,0.4,0.475,0.825,"PRJDB4176","PRJDB4176"
0.744,0.480519480519481,0.658240978498803,0.817842546012123,0.52,2.36361182498461e-07,0.000782938217891119,0.907692307692308,0.566666666666667,0.694117647058824,0.85,0.694117647058824,0.907692307692308,0.786666666666667,0.52,0.472,0.68,0.737179487179487,"PRJEB27928","ZellerG_2014"
0.6625,0.325,0.548094385625832,0.764473862016349,0.5,0.00243407707477971,1,0.65,0.675,0.666666666666667,0.658536585365854,0.666666666666667,0.65,0.658227848101266,0.5,0.325,0.4875,0.6625,"PRJDB4176","ZellerG_2014"
0.7734375,0.541954590325765,0.691093452263126,0.842713264710505,0.5859375,6.3524661276643e-06,0.265205392591508,0.792452830188679,0.76,0.7,0.838235294117647,0.7,0.792452830188679,0.743362831858407,0.4140625,0.328125,0.46875,0.77622641509434,"YuJ_2015","ZellerG_2014"
0.653846153846154,0.307692307692308,0.554228565527871,0.744451098551687,0.5,0.00110471644599388,0.00154196956893995,0.846153846153846,0.461538461538462,0.611111111111111,0.75,0.611111111111111,0.846153846153846,0.709677419354839,0.5,0.423076923076923,0.692307692307692,0.653846153846154,"VogtmannE_2016","ZellerG_2014"
0.683333333333333,0.37636761487965,0.550440312235947,0.797424492881028,0.533333333333333,0.013094472975348,0.0664574200169311,0.821428571428571,0.5625,0.621621621621621,0.782608695652174,0.621621621621622,0.821428571428571,0.707692307692308,0.466666666666667,0.383333333333333,0.616666666666667,0.691964285714286,"ThomasAM_2018b","ZellerG_2014"
0.660377358490566,0.299559471365639,0.51733069354063,0.784800362052537,0.547169811320755,0.0634080254397511,0.238592829316436,0.5,0.793103448275862,0.666666666666667,0.657142857142857,0.666666666666667,0.5,0.571428571428572,0.452830188679245,0.226415094339623,0.339622641509434,0.646551724137931,"ThomasAM_2018a","ZellerG_2014"
0.803738317757009,0.582884722480045,0.715776300413849,0.874212669674597,0.570093457943925,2.95556144915878e-07,0.00225022656808579,0.950819672131147,0.608695652173913,0.763157894736842,0.903225806451613,0.763157894736842,0.950819672131147,0.846715328467153,0.570093457943925,0.542056074766355,0.710280373831776,0.77975766215253,"FengQ_2015","ZellerG_2014"
0.929824561403509,0.858253030774013,0.866404367914231,0.969218014221471,0.535087719298246,2.14401265340176e-20,0.288844366346485,0.967213114754098,0.886792452830189,0.907692307692308,0.959183673469388,0.907692307692308,0.967213114754098,0.936507936507937,0.535087719298246,0.517543859649123,0.570175438596491,0.927002783792144,"ZellerG_2014","ZellerG_2014"
0.816,0.626380766731644,0.736813392502149,0.87963800691459,0.52,4.99238498039074e-12,3.04214565473388e-05,0.984615384615385,0.633333333333333,0.744186046511628,0.974358974358975,0.744186046511628,0.984615384615385,0.847682119205298,0.52,0.512,0.688,0.808974358974359,"PRJEB27928","YuJ_2015"
0.6875,0.375,0.574110926143551,0.786525368891233,0.5,0.000526367428676672,0.230139340443417,0.6,0.775,0.727272727272727,0.659574468085106,0.727272727272727,0.6,0.657534246575343,0.5,0.3,0.4125,0.6875,"PRJDB4176","YuJ_2015"
0.701754385964912,0.403508771929824,0.608897251528756,0.783820269040134,0.535087719298246,0.000208147404299284,0.606905427217951,0.688524590163934,0.716981132075472,0.736842105263158,0.666666666666667,0.736842105263158,0.688524590163934,0.711864406779661,0.535087719298246,0.368421052631579,0.5,0.702752861119703,"ZellerG_2014","YuJ_2015"
0.663461538461538,0.326923076923077,0.564163613066224,0.75317961631629,0.5,0.000554310443905666,0.0425224779980516,0.788461538461538,0.538461538461538,0.630769230769231,0.717948717948718,0.630769230769231,0.788461538461538,0.700854700854701,0.5,0.394230769230769,0.625,0.663461538461538,"VogtmannE_2016","YuJ_2015"
0.783333333333333,0.571428571428571,0.658043821265347,0.879283975537303,0.533333333333333,5.40453439489604e-05,0.0960923294556731,0.892857142857143,0.6875,0.714285714285714,0.88,0.714285714285714,0.892857142857143,0.793650793650794,0.466666666666667,0.416666666666667,0.583333333333333,0.790178571428571,"ThomasAM_2018b","YuJ_2015"
0.60377358490566,0.241308793456033,0.460043053465471,0.735483559205441,0.547169811320755,0.246050730273784,0.00225022656808579,0.875,0.379310344827586,0.538461538461538,0.785714285714286,0.538461538461538,0.875,0.666666666666667,0.452830188679245,0.39622641509434,0.735849056603774,0.627155172413793,"ThomasAM_2018a","YuJ_2015"
0.738317757009346,0.457442955450924,0.644460119775827,0.818545878898115,0.570093457943925,0.000231632842919911,0.344704222006958,0.819672131147541,0.630434782608696,0.746268656716418,0.725,0.746268656716418,0.819672131147541,0.78125,0.570093457943925,0.467289719626168,0.626168224299065,0.725053456878118,"FengQ_2015","YuJ_2015"
0.8828125,0.759157049673859,0.814091098308072,0.932905918118122,0.5859375,1.70672506018966e-13,1,0.867924528301887,0.893333333333333,0.851851851851852,0.905405405405405,0.851851851851852,0.867924528301887,0.85981308411215,0.4140625,0.359375,0.421875,0.88062893081761,"YuJ_2015","YuJ_2015"
0.808,0.61038961038961,0.727924087884229,0.872937176447589,0.52,1.99159493543326e-11,0.000105163554033631,0.969230769230769,0.633333333333333,0.741176470588235,0.95,0.741176470588235,0.969230769230769,0.84,0.52,0.504,0.68,0.801282051282051,"PRJEB27928","VogtmannE_2016"
0.7375,0.475,0.627149169787568,0.829590748899592,0.5,1.26455512823353e-05,1,0.75,0.725,0.731707317073171,0.743589743589744,0.731707317073171,0.75,0.740740740740741,0.5,0.375,0.5125,0.7375,"PRJDB4176","VogtmannE_2016"
0.719298245614035,0.435818125579957,0.627426675126694,0.799427506042143,0.535087719298246,4.35826252697889e-05,1,0.737704918032787,0.69811320754717,0.737704918032787,0.69811320754717,0.737704918032787,0.737704918032787,0.737704918032787,0.535087719298246,0.394736842105263,0.535087719298246,0.717909062789978,"ZellerG_2014","VogtmannE_2016"
0.765625,0.529987760097919,0.682624479936915,0.835939811103972,0.5859375,1.52554450251797e-05,0.10034824646229,0.811320754716981,0.733333333333333,0.682539682539683,0.846153846153846,0.682539682539683,0.811320754716981,0.741379310344828,0.4140625,0.3359375,0.4921875,0.772327044025157,"YuJ_2015","VogtmannE_2016"
0.75,0.511930585683297,0.621403644520456,0.852813926200996,0.533333333333333,0.000464697631400898,0.00194577369373915,0.964285714285714,0.5625,0.658536585365854,0.947368421052632,0.658536585365854,0.964285714285714,0.782608695652174,0.466666666666667,0.45,0.683333333333333,0.763392857142857,"ThomasAM_2018b","VogtmannE_2016"
0.566037735849057,0.185704742818971,0.42282583237903,0.701607879512448,0.547169811320755,0.446914331205142,3.04214565473388e-05,0.958333333333333,0.241379310344828,0.511111111111111,0.875,0.511111111111111,0.958333333333333,0.666666666666667,0.452830188679245,0.433962264150943,0.849056603773585,0.59985632183908,"ThomasAM_2018a","VogtmannE_2016"
0.775700934579439,0.529842548517027,0.684890462416253,0.850690371188657,0.570093457943925,6.97483198309072e-06,0.0661925797221934,0.885245901639344,0.630434782608696,0.76056338028169,0.805555555555556,0.76056338028169,0.885245901639344,0.818181818181818,0.570093457943925,0.504672897196262,0.663551401869159,0.75784034212402,"FengQ_2015","VogtmannE_2016"
0.855769230769231,0.711538461538461,0.773293258248942,0.916968959843722,0.5,2.81437073089626e-14,1,0.846153846153846,0.865384615384615,0.862745098039216,0.849056603773585,0.862745098039216,0.846153846153846,0.854368932038835,0.5,0.423076923076923,0.490384615384615,0.855769230769231,"VogtmannE_2016","VogtmannE_2016"
0.768,0.527071102413568,0.684096576887418,0.838788339469725,0.52,9.77337676361392e-09,1.37856551700234e-06,0.984615384615385,0.533333333333333,0.695652173913043,0.96969696969697,0.695652173913043,0.984615384615385,0.815286624203822,0.52,0.512,0.736,0.758974358974359,"PRJEB27928","ThomasAM_2018b"
0.6875,0.375,0.574110926143551,0.786525368891233,0.5,0.000526367428676672,0.230139340443417,0.775,0.6,0.659574468085106,0.727272727272727,0.659574468085106,0.775,0.71264367816092,0.5,0.3875,0.5875,0.6875,"PRJDB4176","ThomasAM_2018b"
0.710526315789474,0.416019869605713,0.618143739114299,0.791642571528597,0.535087719298246,9.71883032511253e-05,0.72772354666955,0.754098360655738,0.660377358490566,0.71875,0.7,0.71875,0.754098360655738,0.736,0.535087719298246,0.403508771929825,0.56140350877193,0.707237859573152,"ZellerG_2014","ThomasAM_2018b"
0.71875,0.46205930422601,0.632476806135195,0.794612934868406,0.5859375,0.00126565188331223,6.79534624946012e-06,0.924528301886792,0.573333333333333,0.604938271604938,0.914893617021277,0.604938271604938,0.924528301886792,0.73134328358209,0.4140625,0.3828125,0.6328125,0.748930817610063,"YuJ_2015","ThomasAM_2018b"
0.615384615384615,0.230769230769231,0.514880004561846,0.709138731654447,0.5,0.0118228178748841,1.81101728677517e-07,0.942307692307692,0.288461538461538,0.569767441860465,0.833333333333333,0.569767441860465,0.942307692307692,0.710144927536232,0.5,0.471153846153846,0.826923076923077,0.615384615384615,"VogtmannE_2016","ThomasAM_2018b"
0.566037735849057,0.185704742818971,0.42282583237903,0.701607879512448,0.547169811320755,0.446914331205142,3.04214565473388e-05,0.958333333333333,0.241379310344828,0.511111111111111,0.875,0.511111111111111,0.958333333333333,0.666666666666667,0.452830188679245,0.433962264150943,0.849056603773585,0.59985632183908,"ThomasAM_2018a","ThomasAM_2018b"
0.719626168224299,0.41551347414421,0.624531626285341,0.802177263281293,0.570093457943925,0.00100994388174951,0.201242620957724,0.819672131147541,0.58695652173913,0.72463768115942,0.710526315789474,0.72463768115942,0.819672131147541,0.769230769230769,0.570093457943925,0.467289719626168,0.644859813084112,0.703314326443336,"FengQ_2015","ThomasAM_2018b"
0.883333333333333,0.768211920529801,0.774283846854352,0.951785158128658,0.533333333333333,7.38736693016504e-09,0.130570018115737,0.964285714285714,0.8125,0.818181818181818,0.962962962962963,0.818181818181818,0.964285714285714,0.885245901639344,0.466666666666667,0.45,0.55,0.888392857142857,"ThomasAM_2018b","ThomasAM_2018b"
0.6,0.198717948717949,0.508592431785762,0.686555830409965,0.52,0.0440756592689432,1,0.615384615384615,0.583333333333333,0.615384615384615,0.583333333333333,0.615384615384615,0.615384615384615,0.615384615384615,0.52,0.32,0.52,0.599358974358974,"PRJEB27928","ThomasAM_2018a"
0.4875,-0.025,0.374057481444439,0.601895331296815,0.5,0.631222845507838,0.0287839658757383,0.3,0.675,0.48,0.490909090909091,0.48,0.3,0.369230769230769,0.5,0.15,0.3125,0.4875,"PRJDB4176","ThomasAM_2018a"
0.535087719298246,0.0870353581142339,0.439283328009661,0.629024688635441,0.535087719298246,0.538242221798016,0.0134175410709152,0.409836065573771,0.679245283018868,0.595238095238095,0.5,0.595238095238095,0.409836065573771,0.485436893203884,0.535087719298246,0.219298245614035,0.368421052631579,0.544540674296319,"ZellerG_2014","ThomasAM_2018a"
0.5625,0.056593840484338,0.472063184846529,0.649978621437253,0.5859375,0.735961462926943,0.0450208810025388,0.320754716981132,0.733333333333333,0.459459459459459,0.604395604395604,0.459459459459459,0.320754716981132,0.377777777777778,0.4140625,0.1328125,0.2890625,0.527044025157233,"YuJ_2015","ThomasAM_2018a"
0.576923076923077,0.153846153846154,0.476130637950174,0.673219238613872,0.5,0.0704781441061543,2.43355769097131e-08,0.211538461538462,0.942307692307692,0.785714285714286,0.544444444444444,0.785714285714286,0.211538461538462,0.333333333333333,0.5,0.105769230769231,0.134615384615385,0.576923076923077,"VogtmannE_2016","ThomasAM_2018a"
