"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17"
"CCIS16326685ST.4.0","CRC_MR_SBJ46H_17","SID31328","SID530167","SID31700","27.7888115038553","28.5714817151264","28.7272488420837","28.9690922440452","CCMD86114146ST.21.0","SID531128","DRR127559","SZAXPI003435.11","26.7027294118766","28.8680820663583","29.1466367222498","29.308314707673"
"CCIS23164343ST.4.0","CCIS32452666ST.4.0","SID31328","SID530167","CRC_MR_SBJ46H_17","29.3205572278547","31.2195997889675","36.8665483218337","37.0664682870934","SZAXPI003412.1","CRC_MR_SBJ25C_17","SZAXPI003435.11","MMRS97052561ST.27.0.0","21.350921118467","21.6957288943515","31.8924299451437","36.4690672225436"
"CCIS32452666ST.4.0","SID31328","CCMD45004878ST.11.0","SID31700","SZAXPI015270.90","19.5338051385438","24.9431843611356","25.9518640035701","26.8219794908616","CRC_MR_SBJ01C_17","CRC_MR_SBJ25C_17","DRR127559","MMRS97052561ST.27.0.0","23.4618399412109","24.1191613155702","24.5570622271028","24.570451086199"
"CCMD45004878ST.11.0","SID31700","SID530167","CCIS32452666ST.4.0","SID31328","19.7389027647334","23.6647755021805","24.9431843611356","25.8817091121433","SID531128","CCMD86114146ST.21.0","CRC_MR_SBJ01C_17","SID31881","17.1066045640682","21.7227585702346","21.8578682428594","22.8292209773483"
"CCMD76409700ST.11.0","SZAXPI015270.90","CCIS32452666ST.4.0","SID31328","CCMD45004878ST.11.0","22.9428353558644","28.2068699143081","28.6866336455308","33.2606497536518","CCMD79349503ST.11.0","CRC_MR_SBJ01C_17","DRR127559","MMRS97052561ST.27.0.0","23.8864813453175","31.4391201229026","31.6756301305041","34.5454477897624"
"CRC_MR_SBJ03H_17","CRC_MR_SBJ46H_17","CCIS16326685ST.4.0","SID31700","SID31328","24.8423148475077","30.2359975345399","34.5416837440172","35.550392852098","DRR127594","CCIS40244499ST.3.0","SZAXPI003430.5","SID531128","26.924953778159","28.2766961927326","33.8405845177665","35.1863526747019"
"CRC_MR_SBJ46H_17","CRC_MR_SBJ03H_17","SID31328","CCIS16326685ST.4.0","CCIS32452666ST.4.0","24.8423148475077","26.6861406732821","27.7888115038553","28.5311097285367","DRR127594","CCIS40244499ST.3.0","SID531128","SZAXPI003430.5","22.3854855168366","23.0974615917291","31.2904800441955","31.8431563206979"
"LILT_VF255_T016","SID31700","SID31328","CCMD45004878ST.11.0","CCIS32452666ST.4.0","27.3365941304124","30.1762048216223","33.1109910316242","37.2737368386254","CRC_MR_SBJ01C_17","SID531128","CCMD60079086ST.21.0","CCMD86114146ST.21.0","26.7742232603431","29.3800379507022","32.4590846386709","32.9531038320945"
"MMRS36405092ST.27.0.0","SID31328","CCIS32452666ST.4.0","SID31700","CCIS16326685ST.4.0","30.5347856495473","33.7159068153891","34.787668654884","36.5943979690253","CCMD79349503ST.11.0","DRR127478","CCMD60079086ST.21.0","CRC_MR_SBJ01C_17","30.8579243290779","31.8492749668607","33.6767721874514","33.719543867947"
"SID31328","CCIS32452666ST.4.0","SID31700","CCMD45004878ST.11.0","CRC_MR_SBJ46H_17","19.5338051385438","23.3531590314287","25.8817091121433","26.6861406732821","CRC_MR_SBJ01C_17","CCMD60079086ST.21.0","DRR127559","SID531128","16.9677672880376","23.4520724069473","25.4171422883061","25.5302201297051"
