"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33"
"CCIS02856720ST.4.0","CCIS71578391ST.4.0","CCIS27304052ST.3.0","CCMD25475945ST.11.0","CCIS94603952ST.4.0","CCIS21126322ST.4.0","SID31267","CCIS78100604ST.4.0","SZAXPI015262.79","18.976562852511","19.6170330595098","21.5083262386221","21.7271350119154","22.0005094295155","22.0945446572542","22.1287006257304","22.2917456323501","CRC_MR_SBJ55C_17","SID31685","CCMD98531134ST.11.0","CCIS53355328ST.4.0","MMRS96422329ST.27.0.0","CCIS11015875ST.4.0","SID31276","CCMD95433940ST.21.0","18.0347373479987","20.9253887835639","21.0742862122374","21.1778393844226","22.1301372917115","22.3482274382936","22.8822892476037","25.4250347198819"
"CCIS07539127ST.4.0","CRC_MR_SBJ18H_17","SZAXPI015251.41","SZAXPI015268.109","SZAXPI015271.93","SID31749","MMRS61683006ST.27.0.0","SID31700","LILT_VF262_T016","18.2981592960877","18.3727763904615","19.6948656628193","19.8471426172031","20.1392900589221","20.5923329752969","20.5998230545143","21.2268215919953","CCIS50148151ST.4.0","CCIS52370277ST.4.0","SZAXPI017466.84","SID531128","MMRS96422329ST.27.0.0","SID31874","MMRS12272136ST.27.0.0","CCIS11015875ST.4.0","16.2374049373507","18.3166585803716","18.7773973042938","18.9910285836155","19.3343705995851","19.9250926091348","20.0298655845565","20.2615464973629"
"CCIS20795251ST.4.0","SZAXPI015249.37","SID31333","CCIS05314658ST.4.0","DRR127537","CCIS88317640ST.4.0","MMRS67096717ST.27.0.0","CCIS94603952ST.4.0","CCMD37575804ST.11.0","21.1123565274604","25.0175873734319","27.7706761713358","28.2052944180858","30.370909295841","30.506644195742","32.1352332146695","32.4919784676018","CCIS53355328ST.4.0","CCIS11015875ST.4.0","SID31685","CCMD98531134ST.11.0","SZAXPI003424.12","SID31870","MMRS96422329ST.27.0.0","CCIS41288781ST.4.0","29.5211636500359","29.7546308722407","29.9514991072417","30.9020282357437","32.1455224997106","32.6103072225424","34.1174563298966","34.1599608891521"
"CCIS27304052ST.3.0","CCIS02856720ST.4.0","SZAXPI015262.79","CCIS78100604ST.4.0","SID31267","CCMD37575804ST.11.0","CCIS71578391ST.4.0","CCIS94603952ST.4.0","SZAXPI015249.37","19.6170330595098","19.6945517975073","20.2613160048626","22.8903168902333","24.0898055290905","25.9482347133249","26.4291527992007","26.5439065010428","CRC_MR_SBJ55C_17","SID31685","MMRS96422329ST.27.0.0","CCMD98531134ST.11.0","SID31276","CCIS53355328ST.4.0","CCIS11015875ST.4.0","SZAXPI003424.12","19.1353497192343","20.3646771564737","21.5554358885479","22.0170987685435","22.4027094897358","22.883422827027","26.0032030377567","26.5127267514773"
"CCIS44093303ST.4.0","CCIS07539127ST.4.0","MMRS61683006ST.27.0.0","CRC_MR_SBJ18H_17","SZAXPI015268.109","SZAXPI015244.32","SZAXPI015251.41","CCIS48174381ST.4.0","CCIS05314658ST.4.0","27.9066223063631","28.104901712824","29.4618318498019","29.9690593513527","30.0162569058036","30.5113323451353","30.6204579650011","31.2719266685169","CCIS50148151ST.4.0","CCIS87605453ST.4.0","CCIS52370277ST.4.0","SZAXPI003422.11","CCMD60079086ST.21.0","SZAXPI015237.23","MMRS47685461ST.27.0.0","CCIS14449628ST.4.0","27.1638039989965","27.8852141963479","27.9685731757181","28.5864152318702","29.7933608471015","30.4427938318562","30.4567534048066","30.7784583989549"
"CCIS45571137ST.3.0","CCIS21126322ST.4.0","CCIS94603952ST.4.0","CCIS95409808ST.4.0","CCIS71578391ST.4.0","MMRS65862658ST.27.0.0","CCIS07539127ST.4.0","SZAXPI015244.32","SZAXPI015271.93","16.5067855532142","17.6741686812025","18.6818736564377","19.5964179750867","22.2837329288946","23.3753598980743","23.3763617319141","23.6269660848679","LILT_VF29_16","CRC_MR_SBJ33C_17","MMRS12272136ST.27.0.0","CCIS11015875ST.4.0","MMRS96422329ST.27.0.0","SID31685","SID31874","MMRS54316675ST.27.0.0","17.9873487668083","20.2085650383297","21.2935307268874","22.7538763304563","23.8185179952532","24.3534989452543","24.6955417372063","24.8145941125601"
"CCIS78100604ST.4.0","SZAXPI015262.79","CCIS27304052ST.3.0","SID31267","CCIS02856720ST.4.0","CCIS94603952ST.4.0","CCIS71578391ST.4.0","SID31333","CCMD37575804ST.11.0","17.1709498844706","20.2613160048626","21.1996850441652","22.1287006257304","27.5377010481957","28.2130516898811","28.4950789732175","28.6062813928078","SID31276","CRC_MR_SBJ55C_17","SID31685","CCMD98531134ST.11.0","SZAXPI003424.12","CCIS53355328ST.4.0","MMRS96422329ST.27.0.0","SZAXPI017581.93","17.8705386938615","19.8309082250183","20.1614990203035","21.2385674575264","22.7645789832538","23.4028006777437","26.5609550030755","29.6528534287006"
"CCIS95409808ST.4.0","CCIS45571137ST.3.0","CCIS21126322ST.4.0","CCIS94603952ST.4.0","CCIS71578391ST.4.0","CCIS88317640ST.4.0","CCIS07539127ST.4.0","CCIS02856720ST.4.0","CRC_MR_SBJ18H_17","18.6818736564377","24.4325534271656","24.5728952827968","25.5075220343255","27.089867674699","27.7225934850764","27.8121234567607","28.4187344302029","SID31685","SID31188","CCMD87156761ST.21.0","CCIS11015875ST.4.0","MMRS96422329ST.27.0.0","LILT_VF29_16","CCIS53355328ST.4.0","SID531128","23.0565117738222","23.8926526144231","24.9714431167103","26.8349399787889","27.0113754978065","27.2868157240324","27.8102900081876","28.1648986328781"
"CCMD25475945ST.11.0","CCIS02856720ST.4.0","SZAXPI015244.32","MMRS65862658ST.27.0.0","CCIS71578391ST.4.0","CCIS21126322ST.4.0","SZAXPI015272.108","CCMD45812507ST.11.0","SZAXPI015251.41","21.5083262386221","22.9285403884831","27.745755803281","28.1288638243833","28.4656073963546","29.044788255682","29.4833456321633","29.644054872743","CCIS11015875ST.4.0","MMRS14379078ST.27.0.0","MMRS43939546ST.27.0.0","CCMD95433940ST.21.0","DRR127559","SID31874","CCIS52370277ST.4.0","MMRS96422329ST.27.0.0","26.7622951711452","27.5825031624797","28.2836338565114","29.0041165241729","30.3220783463832","30.3659796383305","30.3744955896127","30.7949555811597"
"CRC_MR_SBJ18H_17","CCIS07539127ST.4.0","SZAXPI015251.41","CCIS05314658ST.4.0","CCIS21126322ST.4.0","CCIS71578391ST.4.0","MMRS65862658ST.27.0.0","SZAXPI015244.32","SZAXPI015268.109","18.2981592960877","18.8800524499351","20.6971958669115","21.3761577021246","21.7403680766127","21.8286839362661","21.8362401570279","21.9502312599458","SZAXPI003422.11","CCIS11015875ST.4.0","SID31874","MMRS96422329ST.27.0.0","CCMD95433940ST.21.0","CCIS52370277ST.4.0","MMRS12272136ST.27.0.0","SZAXPI017466.84","17.469544707247","19.2820118405834","19.4860993778283","20.1110198742853","20.2757650897691","20.9660901409896","21.1282791403701","21.438280636364"
