"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"CCIS07648107ST.4.0","CCMD54057834ST.11.0","CCIS05314658ST.4.0","MMRS61683006ST.27.0.0","CRC_MR_SBJ34H_17","CCIS71578391ST.4.0","21.2257652102957","22.1339319516642","24.3298454618499","25.1996493596974","26.1106680788102","MMRS81194191ST.27.0.0","LILT_VF270_T017","DRR127774","DRR127515","MMRS90191266ST.27.0.0","24.1461056202486","24.204453064428","24.9757652799068","25.4400819468354","25.509550212734"
"CCIS16383318ST.4.0","CCMD54057834ST.11.0","CCIS02124300ST.4.0","MMRS57569834ST.27.0.0","CRC_MR_SBJ34H_17","MMRS61683006ST.27.0.0","21.3929766068796","26.3875496390343","27.3365056461264","27.4443584265729","27.6690559627827","CRC_MR_SBJ53C_17","MMRS15137911ST.27.0.0","LILT_VF270_T017","DRR127515","CCIS71301801ST.4.0","22.7560888222779","26.1084771170821","26.8361421730285","26.9097575713829","27.7331607787338"
"CCIS36699628ST.4.0","CCIS05314658ST.4.0","CCMD54057834ST.11.0","CRC_MR_SBJ68H_17","CCIS07648107ST.4.0","CCIS16383318ST.4.0","25.3230336169998","26.1245718434083","29.8187938130032","29.9219521645296","30.0512028493786","SID531416","DRR127515","MMRS15137911ST.27.0.0","LILT_VF270_T017","MMRS90191266ST.27.0.0","26.9087068221161","28.3879661921967","28.849180147025","29.3590140037178","29.7834065692761"
"CCMD54057834ST.11.0","MMRS61683006ST.27.0.0","CCIS07648107ST.4.0","CCIS16383318ST.4.0","CCIS05314658ST.4.0","CCIS02124300ST.4.0","20.871584510887","21.2257652102957","21.3929766068796","21.792085189644","23.3488316358785","MMRS15137911ST.27.0.0","MMRS81194191ST.27.0.0","LILT_VF270_T017","MMRS90191266ST.27.0.0","DRR127515","19.7584604133394","20.7339493169439","21.9350578442935","23.311160566853","24.2113627061035"
"CRC_MR_SBJ37H_17","CCIS02124300ST.4.0","CCIS05314658ST.4.0","CCIS71578391ST.4.0","CCIS07648107ST.4.0","CCMD54057834ST.11.0","25.5355838133848","27.7061198185509","28.2498983516897","29.0331108870889","29.4912296893975","CRC_MR_SBJ53C_17","CCIS83870198ST.4.0","MMRS90191266ST.27.0.0","MMRS81194191ST.27.0.0","DRR127774","26.415792472858","26.9196893468387","27.8452977442907","28.1069961499944","30.4158705426953"
"CRC_MR_SBJ68H_17","CRC_MR_SBJ34H_17","SID530167","SID31160","CCIS11354283ST.4.0","SZAXPI015255.46","23.7537024795609","24.0030367536297","25.9980236426329","26.7681174011229","27.99115360194","SID31873","SID531416","DRR127767","MMRS15137911ST.27.0.0","SZAXPI003412.1","24.6069992851018","25.2688744786229","27.0627345901056","28.1675265451637","28.4374805668259"
"MMRS57569834ST.27.0.0","CCMD54057834ST.11.0","CCIS16383318ST.4.0","MMRS35808664ST.27.0.0","CCIS02124300ST.4.0","CCIS05314658ST.4.0","27.184647442827","27.3365056461264","28.6782051526678","28.9477750659736","30.70886056901","SZAXPI015222.123","SZAXPI017461.32","CRC_MR_SBJ53C_17","MMRS15137911ST.27.0.0","CCIS71301801ST.4.0","24.2036629056802","28.6729631563464","29.4497487061486","31.1168499243947","31.4380428996145"
"MMRS61683006ST.27.0.0","CCMD54057834ST.11.0","CCIS05314658ST.4.0","CCIS07648107ST.4.0","SZAXPI015255.46","CCIS71578391ST.4.0","20.871584510887","22.92746337808","24.3298454618499","25.6566118044511","26.054411356327","MMRS81194191ST.27.0.0","SZAXPI017583.102","LILT_VF270_T017","MMRS90191266ST.27.0.0","DRR127774","19.8888259535072","21.3736933341292","22.4707148980757","23.1127961203767","25.8115008960754"
"SID530167","CRC_MR_SBJ34H_17","CRC_MR_SBJ68H_17","SID31160","SZAXPI015255.46","CCIS71578391ST.4.0","23.6496144956192","24.0030367536297","26.8680455769377","27.697945920557","29.3926571789674","SID31873","MMRS15137911ST.27.0.0","DRR127515","CCIS71301801ST.4.0","DRR127774","17.5669956027119","23.4124370025976","24.5664844116166","27.1240660196015","28.6560168342968"
"SZAXPI017592.142","SID31267","CCIS11354283ST.4.0","CRC_MR_SBJ34H_17","SID31160","CRC_MR_SBJ68H_17","16.8366115521562","24.820563567659","29.5750366587905","31.3307029782416","32.3169348053323","SZAXPI003412.1","SID531416","MMRS15137911ST.27.0.0","DRR127774","DRR127767","16.1175818641538","33.8464172036731","33.9798943927023","39.4358240078016","39.7901555681276"
"CCIS71301801ST.4.0","SID530394","SZAXPI015255.46","CCIS07277498ST.4.0","CCIS71578391ST.4.0","CCMD54057834ST.11.0","20.3121113732669","23.6887339519443","23.7940564477981","25.1211685966955","25.2017263659695","DRR127515","LILT_VF270_T017","SID531416","MMRS15137911ST.27.0.0","MMRS90191266ST.27.0.0","20.3154280656771","23.6867136422658","25.1866248747545","25.6214075820611","26.3486365101726"
"CCIS83870198ST.4.0","CRC_MR_SBJ37H_17","CCIS71578391ST.4.0","SZAXPI015255.46","CCIS02124300ST.4.0","SID31160","26.9196893468387","28.7561978758128","30.0026410076297","30.756304431812","30.8742225202806","MMRS90191266ST.27.0.0","MMRS81194191ST.27.0.0","DRR127774","LILT_VF234_T017","LILT_VF270_T017","29.3436911829221","31.334068441677","32.1476200362189","32.3506286723798","33.1552257333893"
"CCMD40701343ST.21.0","CCMD54057834ST.11.0","CCIS07648107ST.4.0","MMRS61683006ST.27.0.0","CCIS05314658ST.4.0","CCIS71578391ST.4.0","28.8191576387114","29.7703290135111","30.1544596550328","33.2831317335824","33.654633192054","MMRS81194191ST.27.0.0","LILT_VF270_T017","MMRS90191266ST.27.0.0","MMRS15137911ST.27.0.0","SZAXPI017461.32","32.2726408013057","32.3899318972578","32.641277736858","33.3123355439213","33.9361841523896"
"CCMD87156761ST.21.0","CCMD39882286ST.11.0","CCIS02124300ST.4.0","CCMD54057834ST.11.0","CCIS07277498ST.4.0","CRC_MR_SBJ34H_17","27.1683451142115","33.4846252449404","35.5117825419212","36.6310545542836","37.2922425398178","CRC_MR_SBJ53C_17","MMRS90191266ST.27.0.0","DRR127515","LILT_VF270_T017","MMRS81194191ST.27.0.0","35.0297066368704","36.4436321902647","36.7292527003777","37.2966775253748","37.6808872409037"
