"Species";"Pvalue";"Ctlmean";"Ctlmedian";"CRCmean";"CRCmedian";"SamplingCountForEachGroup";"pvalue";"adj.fdr.p";"Enrichment"
"Peptostreptococcus_stomatis";9,41083125771267e-09;0,03876225;"0";0,151264375;"0";"531";9,41083125771267e-09;2,92235153128132e-06;"CRC"
"Parvimonas_unclassified";1,09042967585124e-08;0,029156375;"0";0,0951625;"0.001905";"518";1,09042967585124e-08;2,92235153128132e-06;"CRC"
"Fusobacterium_nucleatum";4,20123553244217e-07;0,0024375;"0";0,04735775;"0";"348";4,20123553244217e-07;7,50620748463001e-05;"CRC"
"Clostridium_hathewayi";6,71394738338043e-07;0,038943875;"0.000225";0,192853;"0.01616";"208";6,71394738338043e-07;8,99668949372978e-05;"CRC"
"Solobacterium_moorei";1,14855945877006e-06;0,011840125;"0";0,052181125;"0.00432";"638";1,14855945877006e-06;0,00012312557398015;"CRC"
"Porphyromonas_asaccharolytica";2,57405526113817e-06;0,01581525;"0";0,5271645;"0";"534";2,57405526113817e-06;0,000229948936661676;"CRC"
"Gemella_morbillorum";1,36926543869067e-05;0,0080405;"0";0,0336855;"0";"356";1,36926543869067e-05;0,00104846610734028;"CRC"
"Parvimonas_micra";4,64971134129794e-05;0,003837125;"0";0,02118225;"0";"515";4,64971134129794e-05;0,00311530659866962;"CRC"
"Clostridium_symbiosum";7,96087558596753e-05;0,08273225;"0";0,242824375;"0.011725";"228";7,96087558596753e-05;0,00474114368230955;"CRC"
"Bacteroides_fragilis";0,000125734203374346;0,234961375;"0.000465";1,062134;"0.094395";"96";0,000125734203374346;0,00673935330086495;"CRC"
"Bacteroides_sp_2_1_22";0,00062770238105477;0,094635625;"0";0;"0";"112";0,00062770238105477;0,0305862251132142;"Ctl"
"Porphyromonas_uenonis";0,000895868521474954;0,000183625;"0";0,020404875;"0";"539";0,000895868521474954;0,0400154606258813;"CRC"
"Ruminococcaceae_bacterium_D16";0,00196819741573669;0,03005075;"0";0,13578325;"0.00475";"603";0,00196819741573669;0,0811502934488358;"Nodiff"
"Peptostreptococcus_unclassified";0,00304841727391912;0,000222625;"0";0,022054;"0";"532";0,00304841727391912;0,116710832772903;"Nodiff"
"Eubacterium_eligens";0,00361902592079031;1,660919;"0.451";0,78152875;"0.02114";"326";0,00361902592079031;0,122606811939807;"Nodiff"
"Eikenella_corrodens";0,0038886488861506;0;"0";0,006238;"0";"286";0,0038886488861506;0,122606811939807;"Nodiff"
"Pseudomonas_aeruginosa";0,0038886488861506;0;"0";0,159861;"0";"579";0,0038886488861506;0,122606811939807;"Nodiff"
"Pseudoflavonifractor_capillosus";0,00440735582318024;0,010272625;"0";0,014228;"0.001975";"578";0,00440735582318024;0,131241262290256;"Nodiff"
"Clostridium_sp_ATCC_BAA_442";0,00491572030392939;0,005595125;"0";0,122796;"0";"221";0,00491572030392939;0,132074100586749;"Nodiff"
"Bacteroides_ovatus";0,00492813808159512;1,34754425;"0.35148";0,518778;"0.08106";"102";0,00492813808159512;0,132074100586749;"Nodiff"
"Bacteroides_vulgatus";0,00584649586066874;1,577358625;"0.492295";3,014052375;"1.08811";"124";0,00584649586066874;0,14922484672945;"Nodiff"
"Streptococcus_dysgalactiae";0,00711455300391404;0;"0";0,011352625;"0";"659";0,00711455300391404;0,173336382277178;"Nodiff"
"Clostridium_clostridioforme";0,00780841717527992;0,040038375;"0";0,205334625;"0";"205";0,00780841717527992;0,181970069823915;"Nodiff"
"Streptococcus_pasteurianus";0,00840486464777323;9,125e-06;"0";0,007842125;"0";"673";0,00840486464777323;0,187708643800269;"Nodiff"
"Butyricimonas_synergistica";0,0110988368636449;0,0003585;"0";0,00073675;"0";"162";0,0110988368636449;0,232662077230869;"Nodiff"
"Desulfovibrio_desulfuricans";0,0119146485962984;0,01053775;"0";0,026912875;"0";"265";0,0119146485962984;0,232662077230869;"Nodiff"
"Anaerococcus_obesiensis";0,0130221311882949;0;"0";0,0006315;"0";"62";0,0130221311882949;0,232662077230869;"Nodiff"
"Marvinbryantia_formatexigens";0,0130221311882949;0;"0";0,001264875;"0";"465";0,0130221311882949;0,232662077230869;"Nodiff"
"Prevotella_nigrescens";0,0130221311882949;0;"0";0,006904875;"0";"556";0,0130221311882949;0,232662077230869;"Nodiff"
"Synergistes_sp_3_1_syn1";0,0130221311882949;0;"0";0,069770125;"0";"691";0,0130221311882949;0,232662077230869;"Nodiff"
"Porphyromonas_somerae";0,0153955398376587;5,1375e-05;"0";0,192446375;"0";"538";0,0153955398376587;0,266193850096292;"Nodiff"
"Anaerococcus_vaginalis";0,0165164500752821;1,6e-05;"0";0,0015075;"0";"65";0,0165164500752821;0,276650538760975;"Nodiff"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1";0,0221365996498891;0,0509085;"0";0,122672875;"0.00476";"394";0,0221365996498891;0,342727069880221;"Nodiff"
"Alistipes_sp_HGB5";0,0239013948048292;0;"0";0,054784125;"0";"55";0,0239013948048292;0,342727069880221;"Nodiff"
"Campylobacter_gracilis";0,0239013948048292;0;"0";0,001800625;"0";"168";0,0239013948048292;0,342727069880221;"Nodiff"
"Campylobacter_showae";0,0239013948048292;0;"0";0,000422;"0";"172";0,0239013948048292;0,342727069880221;"Nodiff"
"Fretibacterium_fastidiosum";0,0239013948048292;0;"0";0,002614125;"0";"344";0,0239013948048292;0,342727069880221;"Nodiff"
"Pseudomonas_unclassified";0,0242978146556873;0,004592;"0";0,0009585;"0";"583";0,0242978146556873;0,342727069880221;"Nodiff"
"Lachnospiraceae_bacterium_5_1_57FAA";0,0275450817172063;0,004707;"0";0,028026375;"0";"396";0,0275450817172063;0,344943413625449;"Nodiff"
"Eubacterium_cylindroides";0,0278385496249954;0,028999125;"0";0,073870625;"0";"324";0,0278385496249954;0,344943413625449;"Nodiff"
"Clostridium_sp_KLE_1755";0,0279578268110831;0,00910725;"0";0,05270025;"0";"224";0,0279578268110831;0,344943413625449;"Nodiff"
"Lactococcus_raffinolactis";0,0294271267907749;0,00073675;"0";3,3375e-05;"0";"445";0,0294271267907749;0,344943413625449;"Nodiff"
"Streptococcus_thermophilus";0,0294600683950896;0,728099625;"0.006665";0,179647875;"0";"681";0,0294600683950896;0,344943413625449;"Nodiff"
"Adlercreutzia_equolifaciens";0,0298038891192435;0,177460125;"0.032835";0,05980925;"0.003105";"37";0,0298038891192435;0,344943413625449;"Nodiff"
"Clostridium_citroniae";0,0299245583382479;0,015561;"0.000395";0,0266915;"0.00552";"204";0,0299245583382479;0,344943413625449;"Nodiff"
"Prevotella_intermedia";0,0301069383114649;0,0015635;"0";0,085517;"0";"551";0,0301069383114649;0,344943413625449;"Nodiff"
"Peptostreptococcus_anaerobius";0,0308002030999783;0,000232375;"0";0,0286005;"0";"530";0,0308002030999783;0,344943413625449;"Nodiff"
"Ruminococcus_torques";0,0308904549515327;1,434666625;"0.975935";2,654029;"1.42964";"615";0,0308904549515327;0,344943413625449;"Nodiff"
"Flavonifractor_plautii";0,0318245216752202;0,041764375;"0.00387";0,077668;"0.010055";"343";0,0318245216752202;0,348121298324858;"Nodiff"
"Granulicatella_adiacens";0,0355391228919763;0,003592375;"0";0,012196875;"6.5e-05";"360";0,0355391228919763;0,380979397401986;"Nodiff"
"Roseburia_intestinalis";0,0370787887214789;0,883855625;"0.20052";0,425374;"0.052015";"596";0,0370787887214789;0,389690799112014;"Nodiff"
"Anaerotruncus_unclassified";0,0400813973045015;0,017267875;"0.003735";0,09163975;"0.01439";"73";0,0400813973045015;0,40153633548258;"Nodiff"
"Bacteroides_eggerthii";0,0404528519791927;0,399343875;"0";1,257573;"0.002215";"92";0,0404528519791927;0,40153633548258;"Nodiff"
"Fusobacterium_necrophorum";0,0441537993743064;0;"0";0,032962625;"0";"347";0,0441537993743064;0,40153633548258;"Nodiff"
"Rothia_aeria";0,0441537993743064;0;"0";5,825e-05;"0";"599";0,0441537993743064;0,40153633548258;"Nodiff"
"Selenomonas_sputigena";0,0441537993743064;0;"0";0,002287125;"0";"627";0,0441537993743064;0,40153633548258;"Nodiff"
"Slackia_exigua";0,0441537993743064;0;"0";0,000808125;"0";"634";0,0441537993743064;0,40153633548258;"Nodiff"
"Streptococcus_gallolyticus";0,0441537993743064;0;"0";0,000173125;"0";"660";0,0441537993743064;0,40153633548258;"Nodiff"
"Odoribacter_splanchnicus";0,0441989623012541;0,32815275;"0.08816";0,64230025;"0.16279";"490";0,0441989623012541;0,40153633548258;"Nodiff"
"Alistipes_indistinctus";0,045496122955178;0,04362925;"0.0032";0,1370615;"0.010865";"49";0,045496122955178;0,406432031732923;"Nodiff"
"Clostridium_innocuum";0,0467885688420533;0,000972125;"0";0,00246875;"0";"211";0,0467885688420533;0,411125785235091;"Nodiff"
"Lactobacillus_salivarius";0,0493325458744594;0,003634125;"0";0,027627875;"0";"436";0,0493325458744594;0,426487815946939;"Nodiff"
"Escherichia_unclassified";0,0505948031436047;0,443723875;"0.00665";0,795166875;"0.03167";"318";0,0505948031436047;0,430457372777335;"Nodiff"
"Enterobacter_aerogenes";0,0523388339828501;0,00963425;"0";4,6625e-05;"0";"288";0,0523388339828501;0,431433493971962;"Nodiff"
"Streptococcus_macedonicus";0,0523388339828501;1,325e-05;"0";0,000471125;"0";"666";0,0523388339828501;0,431433493971962;"Nodiff"
"Actinomyces_naeslundii";0,0531242735114729;0,000428125;"0";0,000359625;"0";"25";0,0531242735114729;0,431433493971962;"Nodiff"
"Morganella_morganii";0,05472195445876;0,00125425;"0";0,0137235;"0";"482";0,05472195445876;0,43777563567008;"Nodiff"
"Eubacterium_rectale";0,059281451832474;5,673256625;"3.128925";4,19422825;"1.01091";"331";0,059281451832474;0,467277326208913;"Nodiff"
"Bacteroides_stercoris";0,0626098788121548;2,167183;"0.00585";2,162395375;"0.04719";"121";0,0626098788121548;0,486360797729202;"Nodiff"
"Clostridium_asparagiforme";0,0638464935750666;0,023853125;"0";0,05761925;"0.0046";"198";0,0638464935750666;0,488733362368381;"Nodiff"
"Oscillibacter_unclassified";0,0652996230289407;0,436510875;"0.172025";0,529648;"0.24966";"499";0,0652996230289407;0,488733362368381;"Nodiff"
"Ruminococcus_callidus";0,0672025225337751;0,184101125;"0.000125";0,052126125;"0";"606";0,0672025225337751;0,488733362368381;"Nodiff"
"Alistipes_sp_AP11";0,070392052835791;0,071718375;"0";0,136514125;"0";"54";0,070392052835791;0,488733362368381;"Nodiff"
"Fusobacterium_periodonticum";0,0728994211357228;0,000305125;"0";0,001288375;"0";"349";0,0728994211357228;0,488733362368381;"Nodiff"
"Bacteroides_salyersiae";0,0765504591613332;0,09559175;"0";0,1934335;"0";"107";0,0765504591613332;0,488733362368381;"Nodiff"
"Eubacterium_siraeum";0,0771317481660437;1,631946625;"0.00585";1,42750025;"0.081685";"333";0,0771317481660437;0,488733362368381;"Nodiff"
"Lachnospiraceae_bacterium_7_1_58FAA";0,0797500749914582;0,0355045;"0.014335";0,047557625;"0.020745";"399";0,0797500749914582;0,488733362368381;"Nodiff"
"Atopobium_parvulum";0,0812581484485333;0,001634375;"0";0,005289375;"0";"78";0,0812581484485333;0,488733362368381;"Nodiff"
"Aeromonas_veronii";0,0826180894038269;0;"0";0,0173795;"0";"40";0,0826180894038269;0,488733362368381;"Nodiff"
"Aggregatibacter_aphrophilus";0,0826180894038269;0;"0";0,00061325;"0";"41";0,0826180894038269;0,488733362368381;"Nodiff"
"Coprobacillus_sp_29_1";0,0826180894038269;0;"0";0,01834175;"0";"236";0,0826180894038269;0,488733362368381;"Nodiff"
"Eggerthia_catenaformis";0,0826180894038269;0;"0";0,001584875;"0";"285";0,0826180894038269;0,488733362368381;"Nodiff"
"Lachnospiraceae_bacterium_oral_taxon_082";0,0826180894038269;0;"0";5,7375e-05;"0";"403";0,0826180894038269;0,488733362368381;"Nodiff"
"Lactobacillus_amylovorus";0,0826180894038269;0,023487125;"0";0;"0";"406";0,0826180894038269;0,488733362368381;"Nodiff"
"Prevotella_denticola";0,0826180894038269;0;"0";0,01300125;"0";"548";0,0826180894038269;0,488733362368381;"Nodiff"
