"AUC","FeatureCount","Sampling","RepeatTimes"
0.64893857271906,20,30,3
0.797429116764286,20,30,2
0.739498644986449,20,30,1
0.834268193443385,10,400,10
0.825534759358289,10,400,9
0.823543943269007,10,400,8
0.787912694722158,10,400,7
0.770591141594978,10,400,6
0.801296210183678,10,400,5
0.82642118112067,10,400,4
0.823253313182981,10,400,3
0.78378063350526,10,400,2
0.792901477401871,10,400,1
0.803976296805222,10,200,10
0.821097315600923,10,200,9
0.792222849290867,10,200,8
0.817705010551111,10,200,7
0.781328213181528,10,200,6
0.802031702409579,10,200,5
0.791112528831526,10,200,4
0.819312214751926,10,200,3
0.802157094151587,10,200,2
0.80247399248186,10,200,1
0.808796582606106,10,180,10
0.767304564923613,10,180,9
0.787895966467395,10,180,8
0.82943951991571,10,180,7
0.80295013628347,10,180,6
0.789081289081289,10,180,5
0.798844453606358,10,180,4
0.816378066378067,10,180,3
0.782298132121106,10,180,2
0.79898811084885,10,180,1
0.774654980284587,10,160,10
0.802604791702383,10,160,9
0.749641050917195,10,160,8
0.786821746956969,10,160,7
0.791348791359506,10,160,6
0.776953325904337,10,160,5
0.852450497171267,10,160,4
0.788820075432882,10,160,3
0.80016464143136,10,160,2
0.794449543957805,10,160,1
0.805898249914606,10,140,10
0.791295786533786,10,140,9
0.802979766521329,10,140,8
0.809595330426571,10,140,7
0.784268319636721,10,140,6
0.788543068978681,10,140,5
0.821138660612028,10,140,4
0.782449918624043,10,140,3
0.763014686598479,10,140,2
0.793331293527989,10,140,1
0.817042322648846,10,120,10
0.800741873371843,10,120,9
0.828014686449957,10,120,8
0.752694718163627,10,120,7
0.810307886887907,10,120,6
0.779420092875751,10,120,5
0.770373201948125,10,120,4
0.740443425076453,10,120,3
0.753318326194015,10,120,2
0.799600052452137,10,120,1
0.790534657687592,10,100,10
0.802986016098367,10,100,9
0.803101512109313,10,100,8
0.785599424296807,10,100,7
0.748223138293147,10,100,6
0.754588745357949,10,100,5
0.78651006592157,10,100,4
0.792049432292685,10,100,3
0.774674359646823,10,100,2
0.785124719526765,10,100,1
0.773808725956706,10,80,10
0.758021412773943,10,80,9
0.751390657462636,10,80,8
0.730392567522284,10,80,7
0.776280075061993,10,80,6
0.767856544467529,10,80,5
0.792000368608002,10,80,4
0.753719589839823,10,80,3
0.776393624151295,10,80,2
0.760483142465833,10,80,1
0.779530456250297,10,60,10
0.713261010618937,10,60,9
0.702824067480099,10,60,8
0.689320926110557,10,60,7
0.739388975929355,10,60,6
0.643074744021902,10,60,5
0.78415151371283,10,60,4
0.758965167988099,10,60,3
0.755223358685199,10,60,2
0.779719235364397,10,60,1
0.681977423121837,10,40,10
0.695833458095038,10,40,9
0.750333113752732,10,40,8
0.730394945653801,10,40,7
0.744337066203552,10,40,6
0.712927059316705,10,40,5
0.746058777734527,10,40,4
0.688598526813786,10,40,3
0.726210770172219,10,40,2
0.735113063496226,10,40,1
0.705583238628085,10,30,10
0.589922633097299,10,30,9
0.549345076784101,10,30,8
0.54955998484716,10,30,7
0.563576361570067,10,30,6
0.689476061427281,10,30,5
0.75289215257744,10,30,4
0.58358830900137,10,30,3
0.738762858058688,10,30,2
0.648180930734038,10,30,1
