"Species";"Pvalue";"Ctlmean";"Ctlmedian";"CRCmean";"CRCmedian";"SamplingCountForEachGroup";"pvalue";"adj.fdr.p";"Enrichment"
"Parvimonas_unclassified";6,1111374944715e-19;0,00227395;"0";0,22727215;"0.00252";"518";6,1111374944715e-19;3,8805723089894e-16;"CRC"
"Fusobacterium_nucleatum";2,58475412438594e-18;0,00070385;"0";0,03640405;"0";"348";2,58475412438594e-18;8,20659434492536e-16;"CRC"
"Peptostreptococcus_stomatis";1,46680485305721e-16;0,00109085;"0";0,1954031;"0";"531";1,46680485305721e-16;3,10473693897109e-14;"CRC"
"Parvimonas_micra";1,23153133490004e-13;0,0004544;"0";0,04211315;"0";"515";1,23153133490004e-13;1,95505599415381e-11;"CRC"
"Gemella_morbillorum";2,71031047411611e-13;0,00065815;"0";0,04576195;"0";"356";2,71031047411611e-13;3,44209430212746e-11;"CRC"
"Solobacterium_moorei";2,93238960788453e-12;0,0025216;"0";0,05369685;"0.003355";"638";2,93238960788453e-12;3,10344566834446e-10;"CRC"
"Porphyromonas_asaccharolytica";5,51647459354856e-11;0,0002534;"0";0,0854869;"0";"534";5,51647459354856e-11;4,81335075731607e-09;"CRC"
"Clostridium_symbiosum";6,51595523962672e-11;0,04928845;"0";0,1600509;"0.009185";"228";6,51595523962672e-11;4,81335075731607e-09;"CRC"
"Clostridium_hathewayi";6,82207193950309e-11;0,02544075;"0.000525";0,17809105;"0.01999";"208";6,82207193950309e-11;4,81335075731607e-09;"CRC"
"Porphyromonas_uenonis";3,33019036230223e-08;1,485e-05;"0";0,0246543;"0";"539";3,33019036230223e-08;2,11467088006192e-06;"CRC"
"Anaerotruncus_colihominis";1,0137722841277e-07;0,02726185;"0";0,05020515;"0.006405";"72";1,0137722841277e-07;5,852230912919e-06;"CRC"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1";1,21563443507913e-07;0,03872085;"0";0,1804931;"0.003825";"394";1,21563443507913e-07;6,4327322189604e-06;"CRC"
"Clostridium_citroniae";8,28792499361859e-07;0,0117796;"0";0,02342955;"0.00646";"204";8,28792499361859e-07;4,04833259303677e-05;"CRC"
"Peptostreptococcus_anaerobius";1,36548036046098e-06;5,4e-05;"0";0,02606045;"0";"530";1,36548036046098e-06;6,19342877780516e-05;"CRC"
"Clostridiales_bacterium_1_7_47FAA";3,167540918924e-06;0,0088636;"0";0,0190991;"0.001945";"196";3,167540918924e-06;0,000134092565567783;"CRC"
"Subdoligranulum_sp_4_3_54A2FAA";9,55086373764377e-06;0,12247395;"0";0,34708805;"0";"685";9,55086373764377e-06;0,000379049904587737;"CRC"
"Bacteroides_fragilis";1,35254713769386e-05;0,4684521;"0.003855";1,50573505;"0.09161";"96";1,35254713769386e-05;0,000505216136726824;"CRC"
"Clostridium_bolteae";1,63933606235406e-05;0,31515005;"0.00663";0,46566885;"0.041965";"201";1,63933606235406e-05;0,000578321333108238;"CRC"
"Bilophila_unclassified";3,67215366010289e-05;0,31452995;"0.112615";0,47065355;"0.259715";"143";3,67215366010289e-05;0,00122727240745544;"CRC"
"Eikenella_corrodens";4,05729300278294e-05;9,265e-05;"0";0,00138675;"0";"286";4,05729300278294e-05;0,00128819052838358;"CRC"
"Flavonifractor_plautii";5,24627506883206e-05;0,0475818;"0.00363";0,0670062;"0.01391";"343";5,24627506883206e-05;0,00157385331642543;"CRC"
"Bilophila_wadsworthia";5,4527201513952e-05;0,02753305;"0.003745";0,04619525;"0.018505";"144";5,4527201513952e-05;0,00157385331642543;"CRC"
"Clostridium_asparagiforme";6,4155009300988e-05;0,0246388;"0";0,03407835;"0.008855";"198";6,4155009300988e-05;0,00177123612635336;"CRC"
"Desulfovibrio_desulfuricans";7,64196243338782e-05;0,00681515;"0";0,0233149;"0";"265";7,64196243338782e-05;0,00202193589383386;"CRC"
"Prevotella_intermedia";8,13109239693612e-05;0;"0";0,07372015;"0";"551";8,13109239693612e-05;0,00206529746882177;"CRC"
"Morganella_morganii";0,000122613875970505;0,0005017;"0";0,0083271;"0";"482";0,000122613875970505;0,00299460812466426;"CRC"
"Bacteroides_caccae";0,000130901526286046;0,5138906;"0.09415";1,1470252;"0.418465";"86";0,000130901526286046;0,00307860997006071;"CRC"
"Ruminococcaceae_bacterium_D16";0,000171443700612626;0,0384247;"0.00023";0,0920599;"0.00246";"603";0,000171443700612626;0,00388809821032205;"CRC"
"Lachnospiraceae_bacterium_7_1_58FAA";0,00018117237630976;0,03542;"0.013675";0,06082215;"0.02852";"399";0,00018117237630976;0,00396705030885164;"CRC"
"Megamonas_unclassified";0,000196872738712118;0,5256441;"0";0,6401524;"0";"469";0,000196872738712118;0,00416713963607316;"CRC"
"Synergistes_sp_3_1_syn1";0,000253246095961032;0;"0";0,0512719;"0";"691";0,000253246095961032;0,00518746035275017;"CRC"
"Ruminococcus_torques";0,000292382811132659;1,5471031;"0.960775";2,460665;"1.47236";"615";0,000292382811132659;0,0058019714084137;"CRC"
"Roseburia_intestinalis";0,000336649326731077;1,22206105;"0.18334";0,77511395;"0.027355";"596";0,000336649326731077;0,00647794916588588;"Ctl"
"Actinomyces_cardiffensis";0,000372163511467797;0,00015445;"0";0,0030829;"0";"20";0,000372163511467797;0,00695070087594268;"CRC"
"Porphyromonas_somerae";0,000385910182258568;4,775e-05;"0";0,02077685;"0";"538";0,000385910182258568;0,00700151330669116;"CRC"
"Granulicatella_adiacens";0,000609537432673269;0,0028363;"0";0,01516965;"0";"360";0,000609537432673269;0,0107515630485424;"CRC"
"Bifidobacterium_catenulatum";0,000710471091728934;0,24329465;"0";0,0441448;"0";"136";0,000710471091728934;0,012024819991345;"Ctl"
"Leptotrichia_unclassified";0,000719595527041117;0,0002678;"0";0,00191855;"0";"450";0,000719595527041117;0,012024819991345;"CRC"
"Streptococcus_gallolyticus";0,00105173889132377;4,5e-07;"0";0,00291885;"0";"660";0,00105173889132377;0,0166162531630524;"CRC"
"Bacteroides_thetaiotaomicron";0,00105567623260653;0,57440745;"0.11077";1,10185195;"0.291435";"122";0,00105567623260653;0,0166162531630524;"CRC"
"Bacteroides_nordii";0,00107286044044905;0,0096966;"0";0,07206915;"0";"100";0,00107286044044905;0,0166162531630524;"CRC"
"Alloprevotella_tannerae";0,001157540782908;0,00192515;"0";0,04829265;"0";"58";0,001157540782908;0,0175009142177757;"CRC"
"Slackia_unclassified";0,00154479815462984;0,0001314;"0";0,00396755;"0";"636";0,00154479815462984;0,02281271693465;"CRC"
"Clostridium_sp_ATCC_BAA_442";0,00171487237969073;0,0265247;"0";0,0859341;"0";"221";0,00171487237969073;0,0247487263887185;"CRC"
"Ruminococcus_gnavus";0,00185098361601425;0,6585799;"0.011665";1,1390677;"0.059635";"609";0,00185098361601425;0,0250553577331215;"CRC"
"Campylobacter_ureolyticus";0,00185374317982307;2,6e-06;"0";0,0010347;"0";"173";0,00185374317982307;0,0250553577331215;"CRC"
"Streptococcus_dysgalactiae";0,00188942282970442;2,875e-05;"0";0,00500375;"0";"659";0,00188942282970442;0,0250553577331215;"CRC"
"Pseudoflavonifractor_capillosus";0,00189394830108635;0,01144395;"0";0,0130448;"0.00201";"578";0,00189394830108635;0,0250553577331215;"CRC"
