"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17"
"CCIS07539127ST.4.0","SZAXPI015253.44","CCIS07648107ST.4.0","CCIS45571137ST.3.0","CRC_MR_SBJ82H_17","20.0231022266781","20.0771867486458","23.3753598980743","25.6669652190924","DRR127485","MMRS93508324ST.27.0.0","MMRS25641480ST.27.0.0","CCMD90311071ST.21.0","19.6264414748217","20.7109944806762","22.280981555322","22.5954842514517"
"CCIS07648107ST.4.0","CCIS07539127ST.4.0","SZAXPI015253.44","CCIS45571137ST.3.0","CRC_MR_SBJ82H_17","20.0771867486458","24.582481388497","26.2988226651632","26.6902051289476","CCMD74930188ST.21.0","MMRS93508324ST.27.0.0","CCMD90311071ST.21.0","DRR127485","22.5658477784594","22.8341087926593","24.633573936654","25.2990260592814"
"CCIS45571137ST.3.0","SZAXPI015241.27","CCIS07539127ST.4.0","SZAXPI015253.44","SID532802","22.5209112447587","23.3753598980743","24.449257659927","25.6606445264592","SZAXPI017594.166","DRR127485","MMRS93508324ST.27.0.0","SID31285","16.6820411547808","20.1302705313739","21.4147404694967","24.9400490691117"
"CRC_MR_SBJ82H_17","SZAXPI015253.44","CCIS07539127ST.4.0","CCIS07648107ST.4.0","SZAXPI015265.88","24.277254847682","25.6669652190924","26.6902051289476","28.1325811363319","MMRS25641480ST.27.0.0","DRR127485","CCMD90311071ST.21.0","SID531416","22.1726370273835","25.9439980072328","27.3861678179241","27.7488541157198"
"MMRS34569532ST.27.0.0","CCIS45571137ST.3.0","CCIS07539127ST.4.0","SZAXPI015253.44","SID532802","28.9397818535472","29.0373888252715","29.5405114890822","32.7707782298529","MMRS77487595ST.27.0.0","CCIS21278152ST.4.0","DRR127485","MMRS25641480ST.27.0.0","15.626953404202","17.8619433856314","29.2058573791355","29.3965947072242"
"MMRS57276462ST.27.0.0","SZAXPI015253.44","CCIS07648107ST.4.0","CCIS45571137ST.3.0","SID532802","25.756220980536","27.1512804253096","27.2378351348432","27.4801577658972","MMRS93508324ST.27.0.0","CCMD90311071ST.21.0","MMRS25641480ST.27.0.0","DRR127485","22.7176674476981","26.558252840765","26.7318014805774","26.8400027752458"
"SID31512","SID532802","SZAXPI015253.44","SZAXPI015241.27","SZAXPI015250.39","21.5863416102196","25.195268765042","26.7687549199342","27.3676951498002","SID531416","DRR127485","SID31285","SZAXPI017594.166","17.4405866910348","22.6708782650982","25.4420336329488","28.7215147394283"
"SID532802","SZAXPI015253.44","SID31512","SZAXPI015241.27","CCIS45571137ST.3.0","18.8420561074953","21.5863416102196","23.8963275451941","25.6606445264592","DRR127485","SID531416","MMRS25641480ST.27.0.0","SZAXPI017594.166","19.9270247042452","21.4348098393851","22.8760187895796","23.2230108659515"
"SZAXPI015233.19","SZAXPI015253.44","CCIS07539127ST.4.0","SID532802","CRC_MR_SBJ82H_17","30.8466872877656","31.7251199013306","32.9041748078325","36.0653428859993","DRR127485","MMRS25641480ST.27.0.0","CCMD65222621ST.11.0","SZAXPI017594.166","32.8121934768159","33.2127395095466","33.3620102652793","34.9494977088584"
"SZAXPI015240.26","CCIS07648107ST.4.0","SZAXPI015256.47","CCIS07539127ST.4.0","SZAXPI015253.44","30.3131931254924","31.2137882624714","33.7325462367281","35.1208009955838","SZAXPI017463.36","CCMD74930188ST.21.0","MMRS93508324ST.27.0.0","DRR127485","21.3722772958288","29.5107505092805","34.5579756652932","35.1893051414375"
"SZAXPI015241.27","CCIS45571137ST.3.0","SID532802","SZAXPI015250.39","SID31512","22.5209112447587","23.8963275451941","25.7320223493627","26.7687549199342","SZAXPI017594.166","SID31285","DRR127485","SID531416","19.9512304888922","23.09686881666","24.3401579609788","26.622429120101"
"SZAXPI015250.39","SZAXPI015241.27","SID31512","SZAXPI015265.88","SID532802","25.7320223493627","27.3676951498002","30.7541251007389","32.1690409779885","SID531416","SID31285","MMRS93508324ST.27.0.0","DRR127485","27.2012174828426","28.8764131855759","32.3018355838039","32.8684304659943"
"SZAXPI015253.44","SID532802","CCIS07539127ST.4.0","CRC_MR_SBJ82H_17","CCIS45571137ST.3.0","18.8420561074953","20.0231022266781","24.277254847682","24.449257659927","DRR127485","MMRS25641480ST.27.0.0","CCMD90311071ST.21.0","SZAXPI017594.166","18.7784574348054","19.2655987820675","20.9556652358783","22.8640443679"
"SZAXPI015256.47","SZAXPI015240.26","CCIS07648107ST.4.0","CCIS07539127ST.4.0","CCIS45571137ST.3.0","31.2137882624714","34.500469153326","39.3066200482667","40.3809656923222","SZAXPI017463.36","CCMD74930188ST.21.0","MMRS93508324ST.27.0.0","DRR127476","28.3004409955923","34.9199429682724","39.3770533560296","39.7592996877297"
"SZAXPI015265.88","SZAXPI015241.27","CRC_MR_SBJ82H_17","CCIS45571137ST.3.0","CCIS07539127ST.4.0","26.8039229359137","28.1325811363319","28.4153975267618","28.7516306839143","MMRS25641480ST.27.0.0","LILT_VF264_T017","DRR127485","MMRS93508324ST.27.0.0","25.888836209911","25.9619823035492","26.48067185855","26.7717488532669"
"SZAXPI015269.94","MMRS54246132ST.27.0.0","CCIS07539127ST.4.0","SZAXPI015253.44","CCIS07648107ST.4.0","26.2547117330947","28.7587614705258","30.8383401803988","30.9979967962835","MMRS44587603ST.27.0.0","DRR127485","MMRS93508324ST.27.0.0","SZAXPI017594.166","25.168790249267","27.8201604038043","28.8679262626327","30.0998726777158"
"CCIS21278152ST.4.0","MMRS34569532ST.27.0.0","CCIS45571137ST.3.0","CCIS07539127ST.4.0","CCIS07648107ST.4.0","17.8619433856314","34.2651296192091","35.2129742123425","35.7967038733275","MMRS77487595ST.27.0.0","MMRS93508324ST.27.0.0","DRR127485","MMRS25641480ST.27.0.0","18.6277699019663","34.4494357391395","36.1400958208207","36.9990459058812"
"CCIS22416007ST.4.0","CCIS07539127ST.4.0","CCIS07648107ST.4.0","CRC_MR_SBJ82H_17","SZAXPI015253.44","28.1774827341674","29.1385248138766","30.0621958485304","30.3844688902587","MMRS93508324ST.27.0.0","MMRS25641480ST.27.0.0","DRR127485","CCMD90311071ST.21.0","28.5783354020506","29.6517815574259","31.1442739895362","31.322813588257"
"CCMD65222621ST.11.0","CCIS07539127ST.4.0","SZAXPI015253.44","SZAXPI015233.19","CCIS45571137ST.3.0","28.7158982240849","32.2632935665471","33.3620102652793","35.730362813852","DRR127485","SID31285","MMRS25641480ST.27.0.0","SZAXPI017594.166","30.9861255555482","33.3736258527149","35.118426803318","36.0674808988499"
"CCMD74930188ST.21.0","CCIS07648107ST.4.0","SZAXPI015253.44","CCIS07539127ST.4.0","SID532802","22.5658477784594","23.2994372588095","23.5515532908129","27.2346783500779","CCMD90311071ST.21.0","MMRS93508324ST.27.0.0","DRR127476","MMRS25641480ST.27.0.0","24.0886824425372","24.388857743076","25.0157219953393","26.1783486502759"
"CCMD90311071ST.21.0","SZAXPI015253.44","CCIS07539127ST.4.0","SID532802","CCIS07648107ST.4.0","20.9556652358783","22.5954842514517","24.4458703392168","24.633573936654","MMRS25641480ST.27.0.0","DRR127485","CCMD74930188ST.21.0","MMRS93508324ST.27.0.0","20.2859798767425","22.3156316340497","24.0886824425372","24.2337352174402"
"CRC_MR_SBJ35C_17","SID532802","SZAXPI015253.44","SID31512","SZAXPI015265.88","27.8187576334243","28.2972148261344","29.6023237905861","32.3994288584815","SID531416","MMRS93508324ST.27.0.0","MMRS25641480ST.27.0.0","CCMD90311071ST.21.0","20.4747538680005","27.7502021230909","29.9479289412273","30.1941877534932"
"DRR127476","SZAXPI015253.44","CCIS07539127ST.4.0","CCIS07648107ST.4.0","CCIS45571137ST.3.0","25.4493896304155","26.4730801217331","28.2609710524833","28.274013342375","CCMD74930188ST.21.0","MMRS93508324ST.27.0.0","DRR127485","CCMD90311071ST.21.0","25.0157219953393","26.421424488269","26.9150219462348","28.785420568008"
"DRR127485","SZAXPI015253.44","CCIS07539127ST.4.0","SID532802","CCIS45571137ST.3.0","18.7784574348054","19.6264414748217","19.9270247042452","20.1302705313739","SZAXPI017594.166","SID531416","MMRS25641480ST.27.0.0","CCMD90311071ST.21.0","19.8628785829471","21.0794929296603","21.8087307936432","22.3156316340497"
"LILT_VF264_T017","SZAXPI015265.88","CRC_MR_SBJ82H_17","CCIS07539127ST.4.0","SZAXPI015253.44","25.9619823035492","28.8965173786029","29.6255113964299","31.9969888921223","MMRS25641480ST.27.0.0","MMRS93508324ST.27.0.0","CCMD90311071ST.21.0","DRR127485","24.3077114025241","31.3435582348973","31.7576856566659","31.9923697374015"
