"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33"
"CCIS07539127ST.4.0","MMRS11932626ST.27.0.0","SZAXPI015271.93","CCMD18579000ST.11.0","SID31700","CCMD49025643ST.11.0","CCMD27867141ST.11.0","CCMD56948710ST.11.0","SID530295","19.3387570696206","19.8471426172031","20.5892231712175","20.5998230545143","21.1063962886088","21.863083516979","22.5433688099627","22.8413293107604","CCIS91228662ST.4.0","CCIS52370277ST.4.0","MMRS96422329ST.27.0.0","CCMD72895164ST.21.0","MMRS85382779ST.27.0.0","CCIS38765456ST.20.0","LILT_VF300_T016","MMRS78791111ST.27.0.0","16.7901701939587","18.3166585803716","19.3343705995851","19.8535868625193","20.6168514021807","20.9881887476361","21.5869085496719","22.088808112757"
"CCIS16326685ST.4.0","LILT_VF28_T016","MMRS11932626ST.27.0.0","CCIS07539127ST.4.0","CCMD56948710ST.11.0","CCMD29706695ST.11.0","CCMD18579000ST.11.0","CCIS88007743ST.4.0","MMRS62666492ST.27.0.0","22.6596633403831","25.239167116989","25.4257142625001","25.4766245832979","25.501261447301","26.6925648960099","27.0549661825828","27.0722853194868","SZAXPI003413.4","CRC_MR_SBJ07C_17","DRR127720","LILT_VF29_16","CCIS91228662ST.4.0","MMRS96422329ST.27.0.0","SZAXPI003427.1","MMRS78791111ST.27.0.0","20.2874635456752","22.5908691251156","23.5249478485288","24.3300011895068","25.6882266329928","26.5960398423938","27.0631359567438","27.5593577207253"
"CCIS32452666ST.4.0","SZAXPI015255.46","CCIS21126322ST.4.0","CCMD18579000ST.11.0","CCIS63910149ST.4.0","CCMD53508245ST.11.0","CCMD56948710ST.11.0","SID530394","MMRS11932626ST.27.0.0","16.7131862770658","17.7703161322245","19.012541785035","19.3606460412611","20.9518396391486","21.4376531633875","22.0916237964234","22.222830584804","MMRS85382779ST.27.0.0","CCIS38765456ST.20.0","MMRS96422329ST.27.0.0","CRC_MR_SBJ04C_17","CCMD72895164ST.21.0","SZAXPI017458.25","SID531352","CCMD90311071ST.21.0","15.4180108760923","17.549827521406","19.6132996086278","20.5737954005939","22.6848503858875","22.9536265808543","23.1894268003696","24.0472615059241"
"CCIS44093303ST.4.0","CCIS07539127ST.4.0","CCIS88007743ST.4.0","MMRS11932626ST.27.0.0","SZAXPI015271.93","CCIS32452666ST.4.0","CCMD56948710ST.11.0","CCMD49025643ST.11.0","CCIS21126322ST.4.0","27.9066223063631","30.0785389223712","30.0909320754243","31.9976379997118","33.0232968658052","33.081909229656","33.3552258652883","33.6726442242913","SID31446","MMRS41266697ST.27.0.0","CCIS52370277ST.4.0","SID531775","CCIS91228662ST.4.0","CCMD60079086ST.21.0","LILT_VF234_T017","CRC_MR_SBJ07C_17","27.6853944057476","27.894044535395","27.9685731757181","29.5073995722124","29.5297195223473","29.7933608471015","30.2980886499479","30.304754892"
"CCIS63910149ST.4.0","CCIS21126322ST.4.0","CCIS32452666ST.4.0","SZAXPI015255.46","CCMD53508245ST.11.0","CCMD18579000ST.11.0","CCIS95097901ST.4.0","CRC_MR_SBJ21H_17","CRC_MR_SBJ68H_17","18.6454295383989","19.3606460412611","19.4685386736113","21.1845791124016","21.8707536345207","22.329197946337","23.0343921522622","23.9067189494021","CRC_MR_SBJ04C_17","CCMD98531134ST.11.0","MMRS96422329ST.27.0.0","SID531352","CCIS81887263ST.4.0","LILT_VF29_16","SZAXPI017458.25","SZAXPI003424.12","20.7244366647757","21.0132198951636","21.5825245233962","22.977685893908","23.8639859900877","23.9857323841529","24.7056670295076","25.1487940657758"
"CCIS88007743ST.4.0","CCMD53508245ST.11.0","CCMD56948710ST.11.0","CCIS32452666ST.4.0","SID31360","CCIS21126322ST.4.0","CCIS63910149ST.4.0","SZAXPI015271.93","SZAXPI015255.46","22.1828635185699","22.2456776713815","23.1066956308058","24.4560953336505","24.4841232959831","24.5779913007654","24.6023529309048","24.9381672238318","MMRS96422329ST.27.0.0","SID31876","CRC_MR_SBJ04C_17","SZAXPI017458.25","DRR127559","CRC_MR_SBJ07C_17","CCIS52370277ST.4.0","MMRS85382779ST.27.0.0","22.0468825666828","22.3460231892858","24.0411014573958","24.0809562566689","24.1055557510318","24.3548520213981","24.6602851310665","25.1235966823503"
"CCIS95097901ST.4.0","CCIS63910149ST.4.0","SZAXPI017592.142","CCIS88007743ST.4.0","CCIS32452666ST.4.0","CRC_MR_SBJ68H_17","CCIS21126322ST.4.0","CCMD53508245ST.11.0","SZAXPI015255.46","22.329197946337","24.2148899551268","27.0348114070544","27.0372883565882","28.713211131662","28.9436909714518","29.016704087999","29.8482113960552","SID531352","CCMD98531134ST.11.0","SZAXPI003424.12","MMRS96422329ST.27.0.0","CCMD19497912ST.21.0","CCIS81887263ST.4.0","CRC_MR_SBJ04C_17","SZAXPI017458.25","24.5771870832323","24.7169299426972","25.2214387357601","26.9025135093675","27.0982251618755","28.3525895662213","28.5184609040811","28.543885432495"
"CCMD10191450ST.11.0","MMRS86168210ST.27.0.0","CCMD51154251ST.11.0","SID531414","SZAXPI015258.57","CRC_MR_SBJ21H_17","SZAXPI015271.93","SID31700","DRR127616","22.0699820700108","23.4260013324831","28.2877328628895","35.535312894276","35.5834892459241","35.6936453454407","35.9360153298053","36.1525209945959","SZAXPI015224.13","SZAXPI017452.17","SZAXPI017458.25","MMRS44587603ST.27.0.0","MMRS86178473ST.27.0.0","MMRS77321055ST.27.0.0","CCMD93344354ST.21.0","CCMD71242853ST.11.0","19.6960951933905","23.3869500213239","28.4436613668793","36.1934856359055","36.2859140178844","36.7847680755323","36.8587087525309","36.9047448021376"
"CCMD26625622ST.11.0","MMRS81135225ST.27.0.0","CCIS21126322ST.4.0","SID530394","CCMD18579000ST.11.0","SZAXPI015255.46","SZAXPI003429.3","MMRS11932626ST.27.0.0","CCMD56948710ST.11.0","21.1504351660102","30.6557395458387","30.7175288530702","32.1356811758986","32.1866902059034","32.596157264739","32.7751980349227","32.8121825905836","CCMD93344354ST.21.0","SZAXPI017463.36","DRR127559","CCMD72895164ST.21.0","CCMD90311071ST.21.0","MMRS85382779ST.27.0.0","CRC_MR_SBJ04C_17","CCMD51864103ST.21.0","23.9024736008891","29.4359267973951","32.6753164630352","33.315921541068","34.1183885523393","34.8511531782465","34.9193680599291","35.0080980030878"
"CCMD27867141ST.11.0","SID532915","SID530295","CCMD49025643ST.11.0","SID31700","CCIS07539127ST.4.0","CCMD18579000ST.11.0","LILT_VF40_16","SZAXPI015255.46","15.724761284735","18.9121183025593","20.611902188784","21.0640218561912","21.863083516979","22.3515448956263","26.0856466934098","26.4017840902087","SID31223","CCMD45988061ST.21.0","SID531469","MMRS78791111ST.27.0.0","SID531352","MMRS96422329ST.27.0.0","CCMD72895164ST.21.0","CCIS38765456ST.20.0","16.3760202422872","17.4916521982487","18.6706867692969","22.4536549213619","22.6727765080945","23.9618795620147","24.0018003876001","25.7780906462174"
