"Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Species","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR"
9991,1,10001,11,9996,6,0.0010998900109989,0.0005999400059994,9.99900009999e-05,"Fusobacterium_nucleatum",0.000213331782548748,0.26360697263607,0.197705229477052
9992,9,9993,10,9992.5,9.5,0.000999900009999,0.00094990500949905,0.0008999100089991,"Peptostreptococcus_stomatis",0.00191430561085903,0.26360697263607,0.197705229477052
9991,10,9992,11,9991.5,10.5,0.0010998900109989,0.00104989501049895,0.000999900009999,"Streptococcus_anginosus",0.0021207318796144,0.26360697263607,0.197705229477052
9981,1,10001,21,9991,11,0.0020997900209979,0.0010998900109989,9.99900009999e-05,"Lactobacillus_gasseri",0.000213331782548748,0.301949805019498,0.197705229477052
9986,16,9986,16,9986,16,0.0015998400159984,0.0015998400159984,0.0015998400159984,"Solobacterium_moorei",0.00338319109265544,0.287571242875712,0.23005699430057
9938,63,9939,64,9938.5,63.5,0.0063993600639936,0.00634936506349365,0.0062993700629937,"Lachnospiraceae_bacterium_3_1_46FAA",0.0132822494876612,0.718928107189281,0.637730021324109
9925,71,9931,77,9928,74,0.0076992300769923,0.0073992600739926,0.0070992900709929,"Parvimonas_unclassified",0.0149251156755669,0.718928107189281,0.637730021324109
9912,84,9918,90,9915,87,0.008999100089991,0.0086991300869913,0.0083991600839916,"Parvimonas_micra",0.0176064026250436,0.718928107189281,0.637730021324109
9913,86,9916,89,9914.5,87.5,0.0088991100889911,0.00874912508749125,0.0085991400859914,"Parabacteroides_distasonis",0.0179211064400806,0.718928107189281,0.637730021324109
9811,1,10001,191,9906,96,0.0190980901909809,0.0095990400959904,9.99900009999e-05,"Peptostreptococcus_anaerobius",0.000213331782548748,0.733306669333067,0.637730021324109
9879,105,9897,123,9888,114,0.0122987701229877,0.0113988601139886,0.0104989501049895,"Gemella_morbillorum",0.0218171824436054,0.733306669333067,0.637730021324109
