"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57"
"CCIS00146684ST.4.0","CRC_MR_SBJ79H_17","CCIS94417875ST.3.0","CCMD27867141ST.11.0","CCIS07539127ST.4.0","CRC_MR_SBJ16H_17","SID31700","DRR127649","MMRS88581325ST.27.0.0","CCMD49025643ST.11.0","CRC_MR_SBJ78H_17","CRC_MR_SBJ34H_17","MMRS95277876ST.27.0.0","CCMD89967135ST.11.0","SID532915","17.1598467736778","17.2345457009606","19.1587253482323","19.3654797436934","19.7557755800171","19.9180306565659","19.9370246823993","20.1645089093313","20.9653170782319","20.9987613646829","21.4922861902102","21.5344410392144","21.6588450855926","21.8125014936504","CRC_MR_SBJ32C_17","SZAXPI017466.84","SID531128","CCIS55230578ST.4.0","CCIS41548810ST.4.0","MMRS96422329ST.27.0.0","SZAXPI017462.33","MMRS14602194ST.27.0.0","SID531469","CRC_MR_SBJ47C_17","SID530890","MMRS78791111ST.27.0.0","SID531277","CCMD86114146ST.21.0","14.9387842635169","18.025880953504","18.579112576781","18.6026099749041","19.2051050383615","20.2830844090266","21.3089528841917","21.3603815417539","21.6706911332841","21.7751522598902","22.2728818082371","23.1281031449015","23.2677449226112","23.4355493195146"
"CCIS02856720ST.4.0","CCIS11354283ST.4.0","CCIS50471204ST.4.0","SZAXPI015241.27","CCIS63910149ST.4.0","SID530331","CCIS50003399ST.4.0","SID532802","SZAXPI015255.46","CRC_MR_SBJ74H_17","CCIS88007743ST.4.0","CRC_MR_SBJ34H_17","SZAXPI015227.13","SID530258","SID31452","13.772978399758","16.3582235574955","17.2492528181339","17.2595559866759","17.529140526606","19.4183540558746","19.5329214070425","20.1856382010949","20.5784633812634","20.7435574867162","21.0218182720953","21.118133689628","21.1532332759344","21.6321053188889","SID530890","CCIS06260551ST.3.0","CRC_MR_SBJ02C_17","CCIS82146115ST.4.0","SZAXPI017456.23","CCIS41222843ST.4.0","CCIS55230578ST.4.0","SID531155","SID531416","CRC_MR_SBJ39C_17","CCMD63399960ST.21.0","MMRS96422329ST.27.0.0","CRC_MR_SBJ64C_17","SID531277","16.7106726444569","18.3682658198971","18.7318925199511","19.5215951249149","19.7108462950985","19.9127001918298","20.0064602906086","20.1268633982173","20.2236577993918","21.6564045405626","21.9282808086521","22.1301372917115","22.1344636177275","22.4741192362726"
"CCIS05314658ST.4.0","SID530055","SID31328","CCIS88007743ST.4.0","CRC_MR_SBJ74H_17","CRC_MR_SBJ16H_17","CRC_MR_SBJ84H_17","CCIS50471204ST.4.0","SID31071","CCIS50003399ST.4.0","MMRS88581325ST.27.0.0","CRC_MR_SBJ73H_17","CCIS11354283ST.4.0","SID31021","CCIS11362406ST.4.0","18.1763686413926","18.1787666765488","18.7273033588261","19.0495656258404","19.0642982856674","19.3288019998111","19.4838848136248","19.4861697293029","19.5470668481616","19.8453175764713","19.8682062782628","19.9134400871472","20.0088509725146","20.2785568960466","CRC_MR_SBJ06C_17","CCMD63399960ST.21.0","SID530890","SID531416","SID531277","MMRS93508324ST.27.0.0","SID31004","MMRS16644320ST.27.0.0","CCIS48725289ST.4.0","CCIS53043478ST.4.0","CCIS52370277ST.4.0","SZAXPI017458.25","SZAXPI015218.16","LILT_VF120_16","17.4519386174345","18.1814069482507","18.2395243086655","18.8495612763136","19.0920846378283","19.5154762988685","19.6047292630375","19.6237953647097","19.6349333582648","20.1947273426358","20.2204438991779","20.4499057295553","20.5292953668873","20.7005050273007"
"CCIS07539127ST.4.0","CCIS94417875ST.3.0","CRC_MR_SBJ16H_17","DRR127649","MMRS88581325ST.27.0.0","MMRS95277876ST.27.0.0","CRC_MR_SBJ18H_17","CRC_MR_SBJ78H_17","MMRS11932626ST.27.0.0","CCIS00146684ST.4.0","SZAXPI015271.93","MMRS61683006ST.27.0.0","SID31700","SID31328","MMRS73787048ST.27.0.0","16.18196757574","16.8099076981701","17.0736319481298","18.2523977087258","18.286475907167","18.2981592960877","19.069340274139","19.3387570696206","19.3654797436934","19.8471426172031","20.5923329752969","20.5998230545143","20.7692055953014","20.7947937655967","CRC_MR_SBJ32C_17","CCIS50148151ST.4.0","CCIS41548810ST.4.0","CCIS91228662ST.4.0","CCIS53043478ST.4.0","CCMD63399960ST.21.0","SZAXPI015218.16","CCIS62794166ST.4.0","CCIS52370277ST.4.0","CCMD50071957ST.21.0","MMRS14602194ST.27.0.0","CCIS55230578ST.4.0","SZAXPI017466.84","SZAXPI017454.20","15.9065362812807","16.2374049373507","16.3182022579296","16.7901701939587","17.1135700453675","17.3295456543269","17.8365945481305","17.9469704847086","18.3166585803716","18.339635165796","18.5230909913788","18.6206012297616","18.7773973042938","18.8461776934184"
"CCIS09568613ST.4.0","CCMD85481373ST.11.0","CCIS11362406ST.4.0","CCIS79210440ST.3.0","CCIS88007743ST.4.0","SZAXPI015260.74","SID31637","SID31700","SID530315","MMRS88581325ST.27.0.0","CCIS88317640ST.4.0","CCIS36797902ST.4.0","CCIS05314658ST.4.0","SID31328","MMRS11932626ST.27.0.0","18.7798609050387","21.5962314992964","22.6168446997896","24.0232422265043","25.4440047535603","25.8005044816356","25.961585229947","26.5825768973627","27.5842233228416","27.9194181408675","27.9678989741203","28.0111870654173","28.1654101703668","28.3456062855022","SZAXPI003426.11","CRC_MR_SBJ61C_17","CCIS61287323ST.4.0","DRR127476","CCIS06260551ST.3.0","SID31868","CCIS62794166ST.4.0","SID31446","CCMD63399960ST.21.0","CRC_MR_SBJ06C_17","SZAXPI017454.20","CCMD50071957ST.21.0","SZAXPI015218.16","CCIS53043478ST.4.0","17.1972346296519","20.146724793199","20.2535643919657","21.8595738646068","22.079860070784","23.2839300323635","23.6734085453468","24.348617906984","25.5061052287389","26.2416786666535","26.2517745970668","26.41914098387","26.5169181004486","26.6191926450672"
"CCIS10706551ST.3.0","SZAXPI015270.90","CCMD41521570ST.11.0","MMRS65862658ST.27.0.0","SZAXPI015255.46","SZAXPI015271.93","SZAXPI015257.56","CCMD76409700ST.11.0","CRC_MR_SBJ34H_17","DRR127488","CCIS79210440ST.3.0","MMRS94549160ST.27.0.0","MMRS93621581ST.27.0.0","SZAXPI015258.57","CRC_MR_SBJ84H_17","14.0742021829694","25.8842703402684","26.3712965243273","26.779761737256","27.813079650819","27.9799997198374","28.904771259773","29.3332380227226","29.4600866131211","29.9207114540062","30.4244042408327","30.5950846739603","30.7196012238538","30.875316442346","DRR127517","MMRS43939546ST.27.0.0","MMRS12272136ST.27.0.0","CCIS48725289ST.4.0","SZAXPI017586.111","CRC_MR_SBJ12C_17","CCMD63399960ST.21.0","MMRS90191266ST.27.0.0","CRC_MR_SBJ53C_17","CCMD95433940ST.21.0","MMRS14602194ST.27.0.0","SZAXPI017462.33","MMRS93508324ST.27.0.0","MMRS65205033ST.27.0.0","25.0372497121169","26.1136299607025","26.9255636102831","28.5062471709097","28.6073445613797","28.6802460256707","28.7154046137853","29.0258766599977","29.7674178837383","30.0979704378767","30.3908254548293","30.5049820625402","30.9301742386977","30.9445779742591"
"CCIS11362406ST.4.0","CCIS88007743ST.4.0","CCIS88317640ST.4.0","CCIS05314658ST.4.0","MMRS88581325ST.27.0.0","CCIS90164298ST.4.0","CCIS09568613ST.4.0","CRC_MR_SBJ84H_17","CCIS36797902ST.4.0","CCIS79210440ST.3.0","SID530055","SZAXPI015271.93","CCIS50471204ST.4.0","SID31328","CRC_MR_SBJ16H_17","18.9375158747207","19.1641456937689","20.2785568960466","20.398135315641","20.4344181528371","21.5962314992964","22.1835060864215","22.4692832092971","22.7271788374228","22.8632985783111","22.9282177538574","22.9661057213582","23.080315635892","23.1824667224413","CRC_MR_SBJ06C_17","CCIS06260551ST.3.0","SZAXPI017454.20","SID530890","CCIS53043478ST.4.0","SZAXPI015218.16","SID531416","CRC_MR_SBJ20C_17","CCMD63399960ST.21.0","SZAXPI003426.11","SID31004","MMRS93508324ST.27.0.0","CCIS48725289ST.4.0","LILT_VF120_16","19.8997548309697","20.5650465785371","20.6243750503573","20.7644268769836","20.9005280488891","21.5280535121432","21.6198139643777","21.6441546448158","22.0685729477622","22.2879073285874","22.4297754654522","22.805747183789","23.1028691196072","23.1142285132708"
"CCIS11558985ST.4.0","MMRS93621581ST.27.0.0","DRR127616","SZAXPI015247.35","CRC_MR_SBJ84H_17","CRC_MR_SBJ18H_17","DRR127634","SZAXPI015271.93","MMRS65862658ST.27.0.0","CCIS07539127ST.4.0","MMRS17603756ST.27.0.0","DRR127713","SZAXPI015270.90","MMRS88581325ST.27.0.0","CCIS05314658ST.4.0","30.5463440776699","31.2336643220132","31.5789236742024","31.6657406673174","32.1667594766554","33.0656862443546","33.1268124930758","33.1572873074925","33.259933526945","34.4064847313744","34.416618003296","34.8003951445052","34.9658988123014","35.0686481419529","CCMD63399960ST.21.0","CCMD50071957ST.21.0","CCIS91228662ST.4.0","DRR127774","LILT_VF29_16","LILT_VF120_16","MMRS90191266ST.27.0.0","DRR127517","CCIS53043478ST.4.0","DRR127580","MMRS16644320ST.27.0.0","SZAXPI015218.16","CCIS87252800ST.4.0","MMRS93508324ST.27.0.0","28.7085176466776","30.795550449578","30.9727438878686","31.7373279193665","31.823067968854","31.876147105458","31.9224159809686","32.1639064100289","32.1853909915182","32.6640649778744","32.6699659069136","32.7174290641334","32.8327595206784","33.2708097307805"
"CCIS15794887ST.4.0","CCIS90164298ST.4.0","CRC_MR_SBJ16H_17","SID31071","CRC_MR_SBJ84H_17","SID31328","DRR127628","CCIS05314658ST.4.0","CRC_MR_SBJ78H_17","CCIS07539127ST.4.0","CRC_MR_SBJ37H_17","LILT_VF263_T016","SZAXPI015271.93","MMRS88581325ST.27.0.0","CCIS11362406ST.4.0","19.2134710869353","19.8252674666346","20.6368713181117","21.1996006875365","21.9515728036854","22.0307956058219","22.2416829943847","22.6490709125319","22.7583292131342","22.8589665106102","22.8941005825649","23.1500531362932","23.1700239581987","23.5065797626984","CRC_MR_SBJ06C_17","CCIS53043478ST.4.0","CRC_MR_SBJ20C_17","SID31004","SZAXPI015218.16","CRC_MR_SBJ31C_17","SZAXPI017458.25","SID31875","CCMD50071957ST.21.0","CRC_MR_SBJ32C_17","SZAXPI017454.20","DRR162778","CCIS91228662ST.4.0","SID530890","20.0317263735106","20.0890180556318","20.9369611780411","21.3892212472474","21.7163170586589","22.0273713765238","22.1600502112518","22.9488525834735","23.1958378727111","23.2310136480073","23.3663673688466","23.5153471376248","23.5300914171514","23.5351536614975"
"CCIS20795251ST.4.0","SZAXPI015249.37","SID31333","CRC_MR_SBJ79H_17","SID530052","SID530258","CCIS64785924ST.20.0","CCIS05314658ST.4.0","CCMD89107682ST.11.0","SID530368","SID31452","CCIS88007743ST.4.0","MMRS88581325ST.27.0.0","CCIS00146684ST.4.0","SID31021","21.1123565274604","25.0175873734319","25.707391206017","26.1450031642721","26.5223672677026","27.0247463851208","27.7706761713358","28.302760438588","28.7279635049284","28.9814793519603","29.1735070284068","29.2640900889537","29.6718516938883","30.0087918148349","SID31872","CRC_MR_SBJ50C_17","SID31884","CRC_MR_SBJ06C_17","CRC_MR_SBJ20C_17","CRC_MR_SBJ47C_17","CRC_MR_SBJ64C_17","SID31871","SID530890","SID531416","SZAXPI015223.158","CRC_MR_SBJ39C_17","CCIS06260551ST.3.0","DRR127767","22.0965980517975","25.2613346039694","27.5728820598192","27.9785162101656","28.1061293925738","28.2226879041579","29.058033309295","29.4310714274506","30.32491132821","30.6711167649615","31.8635370363398","31.9437603916148","32.3784135458611","32.4272986164744"
