"Species";"Pvalue";"Ctlmean";"Ctlmedian";"CRCmean";"CRCmedian";"SamplingCountForEachGroup";"pvalue";"adj.fdr.p";"Enrichment"
"Fusobacterium_nucleatum";0,000212345253771164;0,005413;"0";0,0891166666666667;"0";"348";0,000212345253771164;0,0353429296791779;"CRC"
"Clostridium_symbiosum";0,000217133553429358;0,0118656666666667;"0";0,263252666666667;"0.04063";"228";0,000217133553429358;0,0353429296791779;"CRC"
"Parvimonas_unclassified";0,000238266941657379;0,078215;"0";0,219142;"0.01244";"518";0,000238266941657379;0,0353429296791779;"CRC"
"Clostridium_hathewayi";0,000460975835234219;0,0634736666666667;"0";0,0879293333333333;"0.02944";"208";0,000460975835234219;0,0512835616698069;"Nodiff"
"Peptostreptococcus_stomatis";0,00124543381146227;0,103757;"0";0,152117;"0.006825";"531";0,00124543381146227;0,10162212221955;"Nodiff"
"Lactobacillus_delbrueckii";0,00137018591756696;0,0277496666666667;"0";0;"0";"414";0,00137018591756696;0,10162212221955;"Nodiff"
"Gemella_morbillorum";0,00212294206184027;0,0215056666666667;"0";0,0698483333333333;"9e-05";"356";0,00212294206184027;0,12765286786918;"Nodiff"
"Bilophila_unclassified";0,0022948830178729;0,268351666666667;"0.068165";0,580618;"0.359775";"143";0,0022948830178729;0,12765286786918;"Nodiff"
"Clostridiales_bacterium_1_7_47FAA";0,00312691771295198;0,00726366666666667;"0";0,0265463333333333;"0.0041";"196";0,00312691771295198;0,137078581459651;"Nodiff"
"Lactococcus_lactis";0,00320806422665187;0,101846666666667;"3e-04";0,003354;"0";"444";0,00320806422665187;0,137078581459651;"Nodiff"
"Bacteroides_fragilis";0,00338886621615594;0,314989666666667;"0.00494";2,76371933333333;"0.351875";"96";0,00338886621615594;0,137078581459651;"Nodiff"
"Lachnospiraceae_bacterium_8_1_57FAA";0,00394938388384081;0,0994723333333333;"0";0,00290566666666667;"0";"400";0,00394938388384081;0,137078581459651;"Nodiff"
"Parvimonas_micra";0,00430486948752981;0,0104426666666667;"0";0,0427753333333333;"3e-04";"515";0,00430486948752981;0,137078581459651;"Nodiff"
"Anaerotruncus_colihominis";0,00462147573780759;0,0167646666666667;"0.00047";0,0393073333333333;"0.011325";"72";0,00462147573780759;0,137078581459651;"Nodiff"
"Coprococcus_eutactus";0,0047398409863735;0,0793773333333333;"0";8,66666666666667e-06;"0";"242";0,0047398409863735;0,137078581459651;"Nodiff"
"Clostridium_asparagiforme";0,00492866809742564;0,0177223333333333;"0";0,0540936666666667;"0.020885";"198";0,00492866809742564;0,137078581459651;"Nodiff"
"Fusobacterium_mortiferum";0,00558431205717215;0;"0";0,37838;"0";"346";0,00558431205717215;0,146177580320095;"Nodiff"
"Ruminococcus_flavefaciens";0,0067217615949062;0,000691666666666667;"0";6,56666666666667e-05;"0";"608";0,0067217615949062;0,16617688387407;"Nodiff"
"Turicibacter_sanguinis";0,00719788302197586;0,007764;"0";0,000616;"0";"703";0,00719788302197586;0,168581997093645;"Nodiff"
"Coprococcus_sp_ART55_1";0,00795566964469252;1,494123;"0";0,419124666666667;"0";"243";0,00795566964469252;0,169428559854508;"Nodiff"
"Ruminococcus_torques";0,00838315258782767;1,22632333333333;"1.03566";3,098078;"1.93363";"615";0,00838315258782767;0,169428559854508;"Nodiff"
"Clostridium_citroniae";0,00878361380314847;0,00698333333333333;"0";0,0173503333333333;"0.007115";"204";0,00878361380314847;0,169428559854508;"Nodiff"
"Eubacterium_eligens";0,00901503128059214;1,91981533333333;"1.115335";0,925082666666667;"0.170125";"326";0,00901503128059214;0,169428559854508;"Nodiff"
"Bilophila_wadsworthia";0,00942210045771413;0,0244613333333333;"0.00332";0,062561;"0.025855";"144";0,00942210045771413;0,169428559854508;"Nodiff"
"Bifidobacterium_adolescentis";0,00951845841879257;3,968571;"0.98433";1,22203166666667;"0.00246";"131";0,00951845841879257;0,169428559854508;"Nodiff"
"Actinomyces_naeslundii";0,0110350863369353;0,000873666666666667;"0";0;"0";"25";0,0110350863369353;0,184847919159408;"Nodiff"
"Peptostreptococcus_anaerobius";0,0112604994498667;0,000236666666666667;"0";0,0876003333333333;"0";"530";0,0112604994498667;0,184847919159408;"Nodiff"
"Turicibacter_unclassified";0,0119679523086025;0,010696;"0";0,00130066666666667;"0";"704";0,0119679523086025;0,184847919159408;"Nodiff"
"Clostridium_bolteae";0,0120462688890401;0,311640333333333;"0.004385";0,224787333333333;"0.07327";"201";0,0120462688890401;0,184847919159408;"Nodiff"
"Faecalibacterium_prausnitzii";0,0125196729882315;8,21900366666667;"7.65181";4,84048933333333;"3.747045";"340";0,0125196729882315;0,185708482658767;"Nodiff"
"Bacteroides_caccae";0,0133553494340525;0,855178333333333;"0.10494";1,95002033333333;"1.112185";"86";0,0133553494340525;0,186218713023759;"Nodiff"
"Bifidobacterium_bifidum";0,0133910085769894;0,644288666666667;"0";0,0468896666666667;"0";"134";0,0133910085769894;0,186218713023759;"Nodiff"
"Flavonifractor_plautii";0,0167760471534578;0,023237;"0.003465";0,0475453333333333;"0.01951";"343";0,0167760471534578;0,226222454039052;"Nodiff"
"Fusobacterium_ulcerans";0,0199601395011567;0,000140666666666667;"0";0,0636266666666667;"0";"351";0,0199601395011567;0,246201291882325;"Nodiff"
"Peptostreptococcus_unclassified";0,0201567397316825;0,000239666666666667;"0";0,00546033333333333;"0";"532";0,0201567397316825;0,246201291882325;"Nodiff"
"Escherichia_coli";0,0206454765159965;2,07802833333333;"0.11902";5,785378;"0.619555";"316";0,0206454765159965;0,246201291882325;"Nodiff"
"Anaerostipes_unclassified";0,0213310120152459;0,000154666666666667;"0";0,00768466666666667;"0";"71";0,0213310120152459;0,246201291882325;"Nodiff"
"Actinomyces_massiliensis";0,021577191872833;0,000588333333333333;"0";0;"0";"24";0,021577191872833;0,246201291882325;"Nodiff"
"Propionibacterium_propionicum";0,021577191872833;0,000327;"0";0;"0";"572";0,021577191872833;0,246201291882325;"Nodiff"
"Clostridium_clostridioforme";0,0260714446668068;0,0117363333333333;"0";0,048265;"0.00103";"205";0,0260714446668068;0,290044821918226;"Nodiff"
"Collinsella_tanakaei";0,0332096190074703;0,001298;"0";0,078689;"0";"232";0,0332096190074703;0,316222789501671;"Nodiff"
"Roseburia_intestinalis";0,0340476409571965;1,235212;"0.1336";0,134706666666667;"0.00826";"596";0,0340476409571965;0,316222789501671;"Nodiff"
"Bacteroidales_bacterium_ph8";0,0347798019064401;0,532888333333333;"0.101905";0,158147666666667;"0.01688";"84";0,0347798019064401;0,316222789501671;"Nodiff"
"Coprobacillus_unclassified";0,0361310610130804;0,132466333333333;"0";0,159454333333333;"0.020575";"238";0,0361310610130804;0,316222789501671;"Nodiff"
"Bifidobacterium_catenulatum";0,036419884052707;0,0946463333333333;"0";0,021649;"0";"136";0,036419884052707;0,316222789501671;"Nodiff"
