"Species";"Pvalue";"Ctlmean";"Ctlmedian";"CRCmean";"CRCmedian";"SamplingCountForEachGroup";"pvalue";"adj.fdr.p";"Enrichment"
"Bilophila_unclassified";3,71792818912424e-05;0,125132;"0.059935";0,733696333333333;"0.444925";"143";3,71792818912424e-05;0,0172140075156452;"CRC"
"Parvimonas_micra";0,000368333930451605;0,000397333333333333;"0";0,0174326666666667;"0";"515";0,000368333930451605;0,0852693048995466;"Nodiff"
"Fusobacterium_nucleatum";0,000643583012219007;0,000321333333333333;"0";0,0505163333333333;"0";"348";0,000643583012219007;0,0993263115524668;"Nodiff"
"Bilophila_wadsworthia";0,00132216882999083;0,023424;"0.000915";0,0676496666666667;"0.023385";"144";0,00132216882999083;0,1268792159667;"Nodiff"
"Porphyromonas_uenonis";0,00137018591756696;0;"0";0,0105673333333333;"0";"539";0,00137018591756696;0,1268792159667;"Nodiff"
"Lachnospiraceae_bacterium_7_1_58FAA";0,00167100682394629;0,0235806666666667;"0.00626";0,0609386666666667;"0.047";"399";0,00167100682394629;0,128946026581189;"Nodiff"
"Peptostreptococcus_stomatis";0,00229784515239876;0,000240666666666667;"0";0,170085666666667;"8.5e-05";"531";0,00229784515239876;0,144440924191498;"Nodiff"
"Streptococcus_infantis";0,00249573951086822;0,00506666666666667;"0.001725";0,001278;"0";"663";0,00249573951086822;0,144440924191498;"Nodiff"
"Gemella_morbillorum";0,00322341688191258;0,000314666666666667;"0";0,0154536666666667;"0";"356";0,00322341688191258;0,165826890702836;"Nodiff"
"Parvimonas_unclassified";0,00433534023586116;0,00157066666666667;"0";0,0756353333333333;"0.004105";"518";0,00433534023586116;0,200726252920372;"Nodiff"
"Leuconostoc_mesenteroides";0,00558431205717215;0,0122253333333333;"0";0;"0";"458";0,00558431205717215;0,211631287136782;"Nodiff"
"Ruminococcus_sp_5_1_39BFAA";0,0061083912216013;2,38613133333333;"1.483125";0,778122666666667;"0.316155";"613";0,0061083912216013;0,211631287136782;"Nodiff"
"Enterococcus_faecalis";0,00617050411604317;0,0605743333333333;"0";0,003352;"0";"298";0,00617050411604317;0,211631287136782;"Nodiff"
"Eubacterium_hallii";0,00639921818556144;1,96262766666667;"0.758235";0,44576;"0.078465";"327";0,00639921818556144;0,211631287136782;"Nodiff"
"Porphyromonas_asaccharolytica";0,00708985164410492;0,000114;"0";0,446991333333333;"0";"534";0,00708985164410492;0,213518384991019;"Nodiff"
"Bacteroides_dorei";0,00737860509688185;0,274477333333333;"0.009625";0,724142666666667;"0.214655";"91";0,00737860509688185;0,213518384991019;"Nodiff"
"Ruminococcus_sp_JC304";0,0110350863369353;0,0624363333333333;"0";0;"0";"614";0,0110350863369353;0,300543822000061;"Nodiff"
"Clostridium_bolteae";0,0118702981409611;0,393957;"0.0127";0,847091333333333;"0.1422";"201";0,0118702981409611;0,305330446625833;"Nodiff"
"Streptococcus_thermophilus";0,0131387286297452;0,783184333333333;"0.032835";0,052529;"0";"681";0,0131387286297452;0,320170071345896;"Nodiff"
"Rothia_mucilaginosa";0,0141656088370789;0,009352;"0.00092";0,00368433333333333;"0";"601";0,0141656088370789;0,327933844578377;"Nodiff"
"Clostridium_symbiosum";0,0186107893420949;0,0749623333333333;"0.00224";0,137730666666667;"0.02509";"228";0,0186107893420949;0,356794279897203;"Nodiff"
"Lactobacillus_delbrueckii";0,0199601395011567;0,008169;"0";5,9e-05;"0";"414";0,0199601395011567;0,356794279897203;"Nodiff"
"Ruminococcus_bromii";0,0202176341172767;7,17723466666667;"2.54598";3,02877333333333;"0.029565";"605";0,0202176341172767;0,356794279897203;"Nodiff"
"Streptococcus_australis";0,0206001748591644;0,0154393333333333;"0.002895";0,00433;"0";"655";0,0206001748591644;0,356794279897203;"Nodiff"
"Anaerococcus_obesiensis";0,021577191872833;0;"0";0,00519;"0";"62";0,021577191872833;0,356794279897203;"Nodiff"
"Anaerococcus_vaginalis";0,021577191872833;0;"0";0,0341523333333333;"0";"65";0,021577191872833;0,356794279897203;"Nodiff"
"Campylobacter_ureolyticus";0,021577191872833;0;"0";0,00194666666666667;"0";"173";0,021577191872833;0,356794279897203;"Nodiff"
"Lactococcus_raffinolactis";0,021577191872833;0,00262133333333333;"0";0;"0";"445";0,021577191872833;0,356794279897203;"Nodiff"
"Ruminococcus_gnavus";0,0232675118822806;0,869003;"0.00243";1,415524;"0.16486";"609";0,0232675118822806;0,366535686922707;"Nodiff"
"Streptococcus_sanguinis";0,0237496125435879;0,0296926666666667;"0.00628";0,00871266666666667;"0.00066";"677";0,0237496125435879;0,366535686922707;"Nodiff"
"Enterococcus_faecium";0,026375137983115;0,007087;"0";2e-05;"0";"299";0,026375137983115;0,393925447941363;"Nodiff"
"Flavonifractor_plautii";0,0349908536015237;0,0298476666666667;"0.00198";0,0545363333333333;"0.01199";"343";0,0349908536015237;0,47345891700834;"Nodiff"
"Actinomyces_odontolyticus";0,0352498799597779;0,00576333333333333;"0.00243";0,00368733333333333;"0";"26";0,0352498799597779;0,47345891700834;"Nodiff"
