"Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Species","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR"
9979,1,10001,23,9990,12,0.0022997700229977,0.0011998800119988,9.99900009999e-05,"Porphyromonas_asaccharolytica",0.000195360898692739,0.413383661633837,0.347481918474819
9987,14,9988,15,9987.5,14.5,0.0014998500149985,0.00144985501449855,0.0013998600139986,"Bacteroides_fragilis",0.00272026851368917,0.413383661633837,0.347481918474819
9986,13,9989,16,9987.5,14.5,0.0015998400159984,0.00144985501449855,0.0012998700129987,"Gemella_morbillorum",0.00253280904971833,0.413383661633837,0.347481918474819
9981,20,9982,21,9981.5,20.5,0.0020997900209979,0.00204979502049795,0.001999800019998,"Parvimonas_unclassified",0.00387562321934922,0.413383661633837,0.368450654934507
9949,40,9962,53,9955.5,46.5,0.0052994700529947,0.00464953504649535,0.003999600039996,"Parvimonas_micra",0.00773040975472345,0.762063793620638,0.668603139686031
9891,1,10001,111,9946,56,0.0110988901109889,0.0055994400559944,9.99900009999e-05,"Porphyromonas_uenonis",0.000195360898692739,0.855524447555245,0.670999566709996
9930,70,9932,72,9931,71,0.0071992800719928,0.0070992900709929,0.006999300069993,"Alistipes_onderdonkii",0.0134919483922921,0.855524447555245,0.673288289148613
9898,90,9912,104,9905,97,0.0103989601039896,0.0096990300969903,0.008999100089991,"Eggerthella_lenta",0.0173004089965335,0.855524447555245,0.673288289148613
9894,99,9903,108,9898.5,103.5,0.0107989201079892,0.0103489651034897,0.0098990100989901,"Alistipes_senegalensis",0.018979702029797,0.855524447555245,0.673288289148613
9883,102,9900,119,9891.5,110.5,0.0118988101189881,0.011048895110489,0.0101989801019898,"Fusobacterium_nucleatum",0.0195028369503475,0.855524447555245,0.673288289148613
9821,166,9836,181,9828.5,173.5,0.0180981901809819,0.0173482651734827,0.0165983401659834,"Bilophila_wadsworthia",0.0315719750776245,0.998931685778791,0.673288289148613
9814,165,9837,188,9825.5,176.5,0.0187981201879812,0.0176482351764824,0.0164983501649835,"Desulfovibrio_desulfuricans",0.0314650232589473,0.998931685778791,0.673288289148613
9796,169,9833,206,9814.5,187.5,0.0205979402059794,0.0187481251874813,0.0168983101689831,"Peptostreptococcus_stomatis",0.0320577440936645,0.998931685778791,0.673288289148613
