"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41"
"CCIS07277498ST.4.0","CRC_MR_SBJ21H_17","CRC_MR_SBJ18H_17","CCMD39157124ST.11.0","SID31360","SZAXPI015255.46","CRC_MR_SBJ65H_17","SZAXPI015274.111","SZAXPI015251.41","CRC_MR_SBJ74H_17","CCMD59540613ST.11.0","17.8163095915147","20.8380347940059","20.8568238328754","22.3291329925817","22.649593994679","22.727137156888","23.2061625245558","23.2871057089476","23.3357401303216","23.4281633530651","CRC_MR_SBJ42C_17","MMRS43939546ST.27.0.0","SID531416","CRC_MR_SBJ01C_17","SZAXPI017586.111","MMRS12272136ST.27.0.0","MMRS16644320ST.27.0.0","CCMD25963797ST.21.0","CCIS71301801ST.4.0","CCMD90311071ST.21.0","19.7516517044727","20.5065699297152","21.3017632420511","22.0969787675623","22.902719828385","22.9324499828344","23.1063936076771","23.2425136479125","23.7940564477981","24.222027774466"
"CCIS07539127ST.4.0","CCMD31009081ST.11.0","MMRS88581325ST.27.0.0","CRC_MR_SBJ18H_17","SZAXPI015251.41","MMRS11932626ST.27.0.0","CCMD59540613ST.11.0","SZAXPI015268.109","CCMD66848156ST.11.0","SID31700","MMRS73787048ST.27.0.0","18.1756040585066","18.2523977087258","18.2981592960877","18.3727763904615","19.3387570696206","19.4622120769891","19.6948656628193","19.7886184742973","20.5998230545143","20.7947937655967","CCIS91228662ST.4.0","CCIS62794166ST.4.0","LILT_VF270_T017","CCMD50071957ST.21.0","MMRS55294627ST.27.0.0","CCMD46222674ST.21.0","DRR127515","MMRS16644320ST.27.0.0","MMRS12272136ST.27.0.0","SID31878","16.7901701939587","17.9469704847086","18.2433351436764","18.339635165796","18.6603807782585","18.7572783092164","19.2822193524112","20.0169700596744","20.0298655845565","20.5371513345157"
"CCIS48174381ST.4.0","MMRS73787048ST.27.0.0","CCIS07539127ST.4.0","CRC_MR_SBJ18H_17","MMRS11932626ST.27.0.0","SZAXPI015251.41","CRC_MR_SBJ82H_17","SID31360","SID31009","MMRS88581325ST.27.0.0","SZAXPI015273.95","22.1615828806586","23.3513190879273","23.71197008676","23.9729928076534","24.1540326093201","24.5991319251168","25.2121297906266","25.3534956613896","25.5453192149423","26.4430828122233","CCIS62794166ST.4.0","CCMD50071957ST.21.0","CCIS91228662ST.4.0","CRC_MR_SBJ06C_17","CRC_MR_SBJ31C_17","MMRS81194191ST.27.0.0","CRC_MR_SBJ26C_17","MMRS55294627ST.27.0.0","MMRS16644320ST.27.0.0","SID31878","24.1325216944604","25.2730145715168","25.279035097703","25.4685112722397","25.5069229654245","25.5159770253306","25.5239173906358","25.659069444861","25.8969634583613","25.9959872167379"
"CCIS64785924ST.20.0","SID530258","SID31452","CCIS93040568ST.20.0","SZAXPI017592.142","CRC_MR_SBJ34H_17","CCIS81139242ST.4.0","CCIS20795251ST.4.0","MMRS88581325ST.27.0.0","CCIS50003399ST.4.0","SID31009","20.372371216611","21.7303423781495","24.5077829932003","25.3418830973963","26.2272909533047","26.5656829815629","27.0247463851208","27.8858054236506","28.2545364112951","29.0014885143763","CCIS17669415ST.4.0","SID31685","CRC_MR_SBJ55C_17","SZAXPI015221.142","CRC_MR_SBJ06C_17","SID531416","SZAXPI015223.158","MMRS15137911ST.27.0.0","CCMD52145360ST.11.0","SZAXPI017458.25","20.9744140097882","21.9062250013963","23.6464137236157","28.4445047345915","28.8668659478614","29.2115495894449","29.2815790102634","29.3465215960955","31.941008536607","31.9957348513517"
"CCIS81139242ST.4.0","CCIS50003399ST.4.0","SID530258","CRC_MR_SBJ34H_17","CRC_MR_SBJ74H_17","CCMD37575804ST.11.0","CCMD53508245ST.11.0","SZAXPI015255.46","CRC_MR_SBJ82H_17","MMRS88581325ST.27.0.0","SID31009","18.3011264765724","19.3959180103005","19.4433985105074","21.3331587380256","23.6583143722434","23.8807175253048","24.0745441598694","24.164334658281","24.5064754993573","24.7160396552441","SZAXPI017458.25","CRC_MR_SBJ06C_17","CCIS17669415ST.4.0","CCMD52145360ST.11.0","SZAXPI015221.142","SZAXPI015223.158","SID31685","MMRS25641480ST.27.0.0","CRC_MR_SBJ31C_17","SZAXPI017586.111","19.7198619765124","19.8724559052096","22.5222885441533","23.115928211917","23.1430259640026","23.9615850756038","25.5111544148849","25.8109891710353","25.8161656766221","26.9758870575409"
"CCIS90164298ST.4.0","CRC_MR_SBJ75H_17","MMRS88581325ST.27.0.0","LILT_VF189_T016","CCMD37575804ST.11.0","CCMD31009081ST.11.0","CCMD51228890ST.11.0","CCIS07539127ST.4.0","SID31700","CRC_MR_SBJ34H_17","MMRS67096717ST.27.0.0","17.8127382948327","18.295953971209","19.9525864970585","22.4547225899386","22.7617644740187","23.0729739698419","23.7740726414071","23.910808723295","23.9492167043476","24.2005538859878","CRC_MR_SBJ06C_17","CCMD46222674ST.21.0","SZAXPI017458.25","SZAXPI015223.158","SZAXPI017593.158","CCIS77252613ST.4.0","MMRS55294627ST.27.0.0","CRC_MR_SBJ31C_17","CCMD95676152ST.11.0","MMRS16644320ST.27.0.0","18.1984299996263","18.2789415874689","19.1194389621636","20.3262192802105","20.3475807398595","21.9057633905943","22.5410220299946","23.2162286804425","23.6741646864573","23.9430476440281"
"CCIS93040568ST.20.0","SID31009","SID530258","CCIS64785924ST.20.0","CCIS81139242ST.4.0","CRC_MR_SBJ34H_17","SID31452","CCMD53508245ST.11.0","CCIS50003399ST.4.0","MMRS88581325ST.27.0.0","SZAXPI017592.142","20.3901080180685","23.7647613233039","24.5077829932003","25.1202007458639","26.1861460833491","26.5862292415604","27.1736744966466","27.1927652499337","27.2785269628347","29.2725876083256","SID31685","SZAXPI015221.142","CCIS17669415ST.4.0","CRC_MR_SBJ55C_17","MMRS15137911ST.27.0.0","CRC_MR_SBJ06C_17","SZAXPI015223.158","CCMD52145360ST.11.0","CCIS87605453ST.4.0","SZAXPI017458.25","22.6633161699077","23.8435432168334","24.6053644893791","25.6793033107637","26.2942891004321","26.8682554437909","27.7265127180484","28.8049576763341","29.1558879986633","29.1638177310139"
"CCMD26625622ST.11.0","CCMD35801800ST.11.0","CRC_MR_SBJ18H_17","CCIS07277498ST.4.0","SZAXPI015240.26","SZAXPI015255.46","SZAXPI015251.41","CCMD59540613ST.11.0","LILT_VF279_T016","MMRS11932626ST.27.0.0","SZAXPI015272.108","22.1730394205508","29.7402322250147","31.163048501817","31.4023627977323","32.1866902059034","32.3223449665661","32.5824009700498","32.6670366673701","32.7751980349227","32.941857009985","MMRS67247116ST.27.0.0","CCMD26709089ST.21.0","SZAXPI017586.111","CRC_MR_SBJ42C_17","MMRS12272136ST.27.0.0","MMRS43939546ST.27.0.0","CCIS62794166ST.4.0","SID531416","CCIS71301801ST.4.0","CCMD50071957ST.21.0","26.1282702938158","29.8455588757389","30.1671706514864","30.6993698500051","30.8179329526527","31.7514948972312","32.7016317450368","32.7391855568827","33.0270266417036","33.0608711096108"
"CCMD28738636ST.11.0","DRR127552","SZAXPI015239.25","DRR127619","CCIS07539127ST.4.0","CCMD53508245ST.11.0","MMRS40913371ST.27.0.0","MMRS73787048ST.27.0.0","MMRS11932626ST.27.0.0","CCMD59540613ST.11.0","CCMD35801800ST.11.0","23.8781396645886","27.7414425829119","28.9948207309926","32.9524295593147","34.3951811116776","34.5168332183835","35.9549743400479","36.1840443888878","37.395618476486","37.651084288303","CRC_MR_SBJ26C_17","MMRS12272136ST.27.0.0","CCMD52117727ST.11.0","CCIS62794166ST.4.0","MMRS81194191ST.27.0.0","SZAXPI015237.23","CCIS91228662ST.4.0","SID31883","MMRS55294627ST.27.0.0","CCMD90311071ST.21.0","26.8913243446023","30.8232942000559","30.9701792013237","33.5404535767303","34.3525165092981","35.3000429289895","36.2340147962422","37.0309676188822","37.1776123704065","37.8289910962954"
"CCMD29706695ST.11.0","CCMD41202658ST.11.0","CCMD31009081ST.11.0","CCMD53522274ST.11.0","CRC_MR_SBJ46H_17","DRR127737","SZAXPI015269.94","SZAXPI015273.95","CCMD89643949ST.11.0","SZAXPI015251.41","CCIS90164298ST.4.0","20.2877297046096","22.2202342372645","23.9240849615424","23.9677389916195","24.9930635495191","25.4894310831745","25.8358619652916","26.014664268737","26.3408868212822","26.6943693181577","CCIS77252613ST.4.0","SZAXPI017593.158","MMRS18295921ST.27.0.0","SID31883","DRR127617","SID31868","CCIS91228662ST.4.0","MMRS43563715ST.27.0.0","LILT_VF29_16","SZAXPI017458.25","20.1446679842409","21.087978421449","23.3944106374685","24.7943566000209","25.538685022532","26.0029652667614","26.3218678765395","26.4544436348111","27.201934419743","27.2704236124542"
"CCMD35801800ST.11.0","MMRS11932626ST.27.0.0","CCMD26625622ST.11.0","CRC_MR_SBJ18H_17","SZAXPI015255.46","MMRS73787048ST.27.0.0","MMRS57276462ST.27.0.0","CCIS07277498ST.4.0","CCIS07539127ST.4.0","MMRS40913371ST.27.0.0","CRC_MR_SBJ21H_17","20.2927140808","22.1730394205508","22.3649943782756","22.7318921536792","23.7439169920719","23.8271181982106","24.1062582099276","24.6463840049225","24.8540189793482","25.2152515040679","MMRS12272136ST.27.0.0","CCIS62794166ST.4.0","SZAXPI017586.111","MMRS67247116ST.27.0.0","MMRS43939546ST.27.0.0","CCMD90311071ST.21.0","CCIS71301801ST.4.0","MMRS16644320ST.27.0.0","CCMD50071957ST.21.0","CRC_MR_SBJ42C_17","19.7021543040019","22.450758830171","22.6781749318414","22.820738531853","23.3241594653913","23.3529233254747","24.0041959431159","24.3706545680989","24.9822065121078","25.0887637603231"
"CCMD37575804ST.11.0","CCMD53508245ST.11.0","CRC_MR_SBJ75H_17","CRC_MR_SBJ74H_17","CRC_MR_SBJ65H_17","CCIS50003399ST.4.0","SID530258","CCIS90164298ST.4.0","MMRS88581325ST.27.0.0","CCIS81139242ST.4.0","SZAXPI015255.46","19.3507655770696","19.372816240054","20.147658303463","21.170625661397","21.5779342303984","22.1007025402497","22.4547225899386","22.7666537598238","23.6583143722434","23.6771483380453","SZAXPI017458.25","CRC_MR_SBJ06C_17","CCMD46222674ST.21.0","SID531416","MMRS55294627ST.27.0.0","MMRS25641480ST.27.0.0","SZAXPI017586.111","CRC_MR_SBJ35C_17","SZAXPI015223.158","CCMD52145360ST.11.0","19.1470281768999","19.2130625539397","21.3157971240486","21.5353861091693","21.7670475849298","22.882442495621","23.5469560624574","24.1212361470676","24.264858252409","24.489264977116"
