"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"CCIS50003399ST.4.0","CCIS05314658ST.4.0","SZAXPI015255.46","CCMD35081859ST.11.0","19.5470668481616","20.3912951249792","27.8083369714785","CCMD52145360ST.11.0","CCMD13934959ST.21.0","MMRS55294627ST.27.0.0","22.6485133183571","23.1860743710077","29.3647286213103"
"CRC_MR_SBJ18H_17","CCIS05314658ST.4.0","SZAXPI015255.46","MMRS39582183ST.27.0.0","20.6971958669115","22.8000244176229","24.0777815568773","MMRS55294627ST.27.0.0","CCMD13934959ST.21.0","CCMD52145360ST.11.0","19.4033211486951","21.6023465590685","24.0519618501485"
"CRC_MR_SBJ69H_17","CCIS05314658ST.4.0","CRC_MR_SBJ18H_17","CCIS50003399ST.4.0","26.883930623099","29.5983419104905","33.1736148549612","MMRS55294627ST.27.0.0","CCMD52145360ST.11.0","SZAXPI015214.19","27.9819027817213","31.1827459117779","31.6503349438596"
"DRR127755","CCIS05314658ST.4.0","SZAXPI015255.46","CRC_MR_SBJ18H_17","29.6193248332436","31.6214545464199","32.5400918168142","DRR127521","SID531775","CCMD13934959ST.21.0","26.795247400276","33.3262711055482","34.0560610933003"
"MMRS39582183ST.27.0.0","CRC_MR_SBJ18H_17","SZAXPI015255.46","CCIS05314658ST.4.0","24.0777815568773","24.9865714827085","26.076882098606","MMRS18295921ST.27.0.0","CCMD52145360ST.11.0","MMRS55294627ST.27.0.0","25.0454363117375","25.3012807501261","25.8969619230307"
"SID532915","CRC_MR_SBJ18H_17","SZAXPI015255.46","MMRS39582183ST.27.0.0","28.2350795662364","28.9410224575757","30.5758741749177","CCMD42428553ST.21.0","CCMD52145360ST.11.0","CCMD13934959ST.21.0","14.3781308400849","23.9931078316107","28.3648559890827"
"SZAXPI015255.46","CCIS50003399ST.4.0","CCIS05314658ST.4.0","CRC_MR_SBJ18H_17","20.3912951249792","22.3938037306238","22.8000244176229","CCMD13934959ST.21.0","CCMD52145360ST.11.0","MMRS55294627ST.27.0.0","16.3627527186748","17.4905797501912","25.394422786616"
"CCIS12370844ST.4.0","SZAXPI015255.46","CRC_MR_SBJ18H_17","SID532915","41.5052023303586","42.7280613767463","43.1502812511981","CCMD52145360ST.11.0","CCMD13934959ST.21.0","MMRS55294627ST.27.0.0","40.6799142552169","41.4739382636409","43.2781669017601"
"CCMD13934959ST.21.0","SZAXPI015255.46","CRC_MR_SBJ18H_17","CCIS50003399ST.4.0","16.3627527186748","21.6023465590685","23.1860743710077","CCMD52145360ST.11.0","MMRS55294627ST.27.0.0","SID531775","19.2605218371336","26.8168505950699","28.8218849238786"
"CCMD42428553ST.21.0","SID532915","CRC_MR_SBJ18H_17","SZAXPI015255.46","14.3781308400849","32.1195528252667","33.7981276014826","CCMD52145360ST.11.0","CCMD13934959ST.21.0","MMRS55294627ST.27.0.0","28.8294595683183","33.295398681962","37.6131284266957"
"CCMD52145360ST.11.0","SZAXPI015255.46","CCIS50003399ST.4.0","SID532915","17.4905797501912","22.6485133183571","23.9931078316107","CCMD13934959ST.21.0","MMRS55294627ST.27.0.0","CCMD42428553ST.21.0","19.2605218371336","26.092587151833","28.8294595683183"
"CRC_MR_SBJ12C_17","SZAXPI015255.46","MMRS39582183ST.27.0.0","CCIS05314658ST.4.0","32.830534486167","34.6429296664254","36.0019911658383","CCMD52145360ST.11.0","MMRS55294627ST.27.0.0","DRR127521","36.7184551724034","37.3486080549757","37.9365620183577"
"DRR127521","CCIS05314658ST.4.0","CRC_MR_SBJ18H_17","DRR127755","25.9546182391265","26.3173454696423","26.795247400276","MMRS55294627ST.27.0.0","SID531775","CCMD52145360ST.11.0","26.0845447496195","26.8535065214936","29.7955241133413"
"DRR127625","CCIS05314658ST.4.0","CRC_MR_SBJ18H_17","SZAXPI015255.46","35.7477236456211","36.059379947115","36.5422535869861","DRR127521","MMRS55294627ST.27.0.0","CCMD52145360ST.11.0","34.4372060446184","36.2045711691328","38.6289785417528"
"MMRS18295921ST.27.0.0","MMRS39582183ST.27.0.0","CRC_MR_SBJ37H_17","CCIS16326685ST.4.0","25.0454363117375","28.5192085253641","30.3060981745044","MMRS55294627ST.27.0.0","CCMD52145360ST.11.0","SID531775","33.0037586410912","36.6273747508254","36.8322674833114"
"MMRS55294627ST.27.0.0","CRC_MR_SBJ18H_17","CCIS05314658ST.4.0","CCIS16326685ST.4.0","19.4033211486951","20.7836479527416","25.0380148619993","DRR127521","CCMD52145360ST.11.0","CCMD13934959ST.21.0","26.0845447496195","26.092587151833","26.8168505950699"
"SID31870","CCIS05314658ST.4.0","LILT_VF31_16","CCIS16326685ST.4.0","31.692446230703","33.2916886208991","35.1548753375517","MMRS55294627ST.27.0.0","DRR127521","SID531775","34.5523728944641","37.3205923142037","39.3537056566837"
"SID531775","CCIS05314658ST.4.0","CRC_MR_SBJ18H_17","SZAXPI015255.46","24.9205771647669","24.9836812920914","29.2401523986282","DRR127521","MMRS55294627ST.27.0.0","CCMD13934959ST.21.0","26.8535065214936","27.555423968337","28.8218849238786"
"SZAXPI015214.19","CRC_MR_SBJ69H_17","CCIS05314658ST.4.0","CRC_MR_SBJ18H_17","31.6503349438596","42.8282291324227","45.1635122382837","MMRS55294627ST.27.0.0","DRR127521","CCMD13934959ST.21.0","42.9166173311784","45.2069270668965","46.7968873368999"
"SZAXPI017581.93","CCIS16326685ST.4.0","CCIS50003399ST.4.0","SZAXPI015255.46","32.2922930771508","33.3790185723442","33.6851069534579","CCMD52145360ST.11.0","CCMD13934959ST.21.0","MMRS55294627ST.27.0.0","33.8726576839684","34.7040863611276","36.1535878097361"
