"Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Species","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR"
9994,5,9997,8,9995.5,6.5,0.0007999200079992,0.00064993500649935,0.0004999500049995,"Gemella_morbillorum",0.0011863500118635,0.345085491450855,0.330706929307069
9989,13,9989,13,9989,13,0.0012998700129987,0.0012998700129987,0.0012998700129987,"Parvimonas_unclassified",0.00307436361626995,0.345085491450855,0.330706929307069
9978,14,9988,24,9983,19,0.0023997600239976,0.0018998100189981,0.0013998600139986,"Porphyromonas_asaccharolytica",0.00329999786906555,0.345085491450855,0.330706929307069
9981,18,9984,21,9982.5,19.5,0.0020997900209979,0.00194980501949805,0.0017998200179982,"Parvimonas_micra",0.0042289888658193,0.345085491450855,0.330706929307069
9978,22,9980,24,9979,23,0.0023997600239976,0.0022997700229977,0.0021997800219978,"Alistipes_indistinctus",0.00515192780396228,0.345085491450855,0.330706929307069
9962,34,9968,40,9965,37,0.003999600039996,0.0036996300369963,0.0033996600339966,"Fusobacterium_nucleatum",0.0079105358072607,0.395410458954105,0.381930556944306
9961,40,9962,41,9961.5,40.5,0.0040995900409959,0.00404959504049595,0.003999600039996,"Solobacterium_moorei",0.00927649170566814,0.395410458954105,0.381930556944306
9958,41,9961,44,9959.5,42.5,0.0043995600439956,0.00424957504249575,0.0040995900409959,"Peptostreptococcus_stomatis",0.00947783035201303,0.395410458954105,0.381930556944306
9896,1,10001,106,9948.5,53.5,0.0105989401059894,0.00534946505349465,9.99900009999e-05,"Porphyromonas_uenonis",0.000238055664632212,0.715504640012189,0.427362819273628
9878,31,9971,124,9924.5,77.5,0.0123987601239876,0.00774922507749225,0.0030996900309969,"Porphyromonas_somerae",0.00723596471521679,0.715504640012189,0.557169283071693
9815,1,10001,187,9908,94,0.0186981301869813,0.0093990600939906,9.99900009999e-05,"Campylobacter_ureolyticus",0.000238055664632212,0.715504640012189,0.614356746143567
9897,105,9897,105,9897,105,0.0104989501049895,0.0104989501049895,0.0104989501049895,"Ruminococcaceae_bacterium_D16",0.0241173965670526,0.715504640012189,0.629062093790621
9880,119,9883,122,9881.5,120.5,0.0121987801219878,0.012048795120488,0.0118988101189881,"Ruminococcus_torques",0.0272460015144982,0.715504640012189,0.666391053202372
9857,143,9859,145,9858,144,0.0144985501449855,0.0143985601439856,0.0142985701429857,"Oscillibacter_unclassified",0.032637053754942,0.715504640012189,0.66891571712394
9835,163,9839,167,9837,165,0.0166983301669833,0.0164983501649835,0.0162983701629837,"Oxalobacter_formigenes",0.0369669657639914,0.715504640012189,0.66891571712394
9811,186,9816,191,9813.5,188.5,0.0190980901909809,0.0188481151884812,0.0185981401859814,"Clostridium_hathewayi",0.0420505119299391,0.715504640012189,0.66891571712394
9808,190,9812,194,9810,192,0.0193980601939806,0.0191980801919808,0.018998100189981,"Anaerotruncus_unclassified",0.0428201693937189,0.715504640012189,0.66891571712394
9805,194,9808,197,9806.5,195.5,0.0196980301969803,0.0195480451954805,0.0193980601939806,"Prevotella_copri",0.0435850164983502,0.715504640012189,0.66891571712394
9798,204,9798,204,9798,204,0.0203979602039796,0.0203979602039796,0.0203979602039796,"Odoribacter_splanchnicus",0.0455469980952215,0.715504640012189,0.66891571712394
9793,201,9801,209,9797,205,0.0208979102089791,0.0204979502049795,0.0200979902009799,"Subdoligranulum_sp_4_3_54A2FAA",0.04501699362774,0.715504640012189,0.66891571712394
9794,205,9797,208,9795.5,206.5,0.0207979202079792,0.0206479352064794,0.0204979502049795,"Lachnospiraceae_bacterium_3_1_57FAA_CT1",0.0456285640785767,0.715504640012189,0.66891571712394
9731,151,9851,271,9791,211,0.0270972902709729,0.0210978902109789,0.0150984901509849,"Clostridium_hylemonae",0.034353843096703,0.847084856731718,0.66891571712394
9663,89,9913,339,9788,214,0.0338966103389661,0.0213978602139786,0.0088991100889911,"Anaerococcus_vaginalis",0.020507885108925,0.873606578736066,0.66891571712394
9512,1,10001,490,9756.5,245.5,0.048995100489951,0.0245475452454755,9.99900009999e-05,"Campylobacter_showae",0.000238055664632212,0.884594149280724,0.710971590587977
9734,261,9741,268,9737.5,264.5,0.0267973202679732,0.0264473552644736,0.0260973902609739,"Desulfovibrio_desulfuricans",0.0577354572235084,0.847084856731718,0.710971590587977
9663,315,9687,339,9675,327,0.0338966103389661,0.0326967303269673,0.0314968503149685,"Desulfovibrio_piger",0.069043400537995,0.873606578736066,0.710971590587977
9332,1,10001,670,9666.5,335.5,0.066993300669933,0.0335466453354665,9.99900009999e-05,"Prevotella_bivia",0.000238055664632212,0.909310920759776,0.710971590587977
9622,296,9706,380,9664,338,0.037996200379962,0.0337966203379662,0.0295970402959704,"Slackia_piriformis",0.0650772843204976,0.873606578736066,0.710971590587977
9322,1,10001,680,9661.5,340.5,0.067993200679932,0.034046595340466,9.99900009999e-05,"Aggregatibacter_segnis",0.000238055664632212,0.909310920759776,0.710971590587977
9643,350,9652,359,9647.5,354.5,0.0358964103589641,0.0354464553544646,0.034996500349965,"Clostridium_leptum",0.0762499507624995,0.873606578736066,0.710971590587977
9641,352,9650,361,9645.5,356.5,0.0360963903609639,0.0356464353564644,0.0351964803519648,"Clostridiaceae_bacterium_JC118",0.0764539860213374,0.873606578736066,0.710971590587977
9641,356,9646,361,9643.5,358.5,0.0360963903609639,0.0358464153584642,0.0355964403559644,"Lachnospiraceae_bacterium_3_1_46FAA",0.0770898813733085,0.873606578736066,0.710971590587977
9263,1,10001,739,9632,370,0.0738926107389261,0.036996300369963,9.99900009999e-05,"Prevotella_intermedia",0.000238055664632212,0.932083984583998,0.710971590587977
9625,373,9629,377,9627,375,0.0376962303769623,0.0374962503749625,0.0372962703729627,"Bacteroides_fragilis",0.0805285837782588,0.873606578736066,0.710971590587977
9617,377,9625,385,9621,381,0.0384961503849615,0.0380961903809619,0.0376962303769623,"Clostridium_symbiosum",0.0809062377344355,0.873606578736066,0.710971590587977
9610,384,9618,392,9614,388,0.0391960803919608,0.0387961203879612,0.0383961603839616,"Coprococcus_catus",0.0821632122502036,0.873606578736066,0.710971590587977
9546,333,9669,456,9607.5,394.5,0.0455954404559544,0.0394460553944606,0.0332966703329667,"Erysipelotrichaceae_bacterium_3_1_53",0.0727668874449941,0.884594149280724,0.710971590587977
