"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29"
"CCIS15794887ST.4.0","SZAXPI015235.21","SZAXPI015244.32","CRC_MR_SBJ18H_17","CCIS48174381ST.4.0","CCMD99440714ST.11.0","CCMD56948710ST.11.0","CCMD59540613ST.11.0","23.7324362144998","24.4254620053009","25.0881454852646","25.5847710426457","25.6844605970887","25.8957758413259","25.9505286186871","DRR162778","MMRS93508324ST.27.0.0","MMRS55294627ST.27.0.0","CCMD82866709ST.21.0","CCIS55230578ST.4.0","SZAXPI015225.18","CCMD86707194ST.21.0","23.5153471376248","24.0184065524672","25.1219576111059","25.5182936328059","25.719858606116","26.135857796116","26.2438844393946"
"CCIS20795251ST.4.0","CRC_MR_SBJ79H_17","CCIS93040568ST.20.0","CCMD89967135ST.11.0","CCIS63910149ST.4.0","CCIS94417875ST.3.0","CRC_MR_SBJ34H_17","CCIS07277498ST.4.0","25.707391206017","30.3751917599494","30.5992705040561","32.6131530899513","33.3368404410076","33.7817294334793","34.8461184109464","SID31872","CRC_MR_SBJ64C_17","MMRS55294627ST.27.0.0","CCIS55230578ST.4.0","SZAXPI015225.18","MMRS15137911ST.27.0.0","MMRS93508324ST.27.0.0","22.0965980517975","29.058033309295","33.232526625511","33.7323112868078","34.0602454692373","34.3135133086952","34.7659930544821"
"CCIS48174381ST.4.0","CRC_MR_SBJ18H_17","SZAXPI015244.32","CCIS15794887ST.4.0","CCIS94417875ST.3.0","CCMD89967135ST.11.0","CRC_MR_SBJ34H_17","CCMD59540613ST.11.0","23.71197008676","23.8234796187375","25.5847710426457","25.597599504475","26.0453358635073","26.8045951349671","26.8957985897184","DRR162778","MMRS93508324ST.27.0.0","MMRS55294627ST.27.0.0","MMRS15137911ST.27.0.0","CCIS55230578ST.4.0","CCMD82866709ST.21.0","CCIS22958137ST.20.0","23.2382637425002","24.3859867260605","25.659069444861","26.0537870552344","26.2567550813462","26.4208345360191","27.6788980671413"
"CCIS63910149ST.4.0","CRC_MR_SBJ34H_17","SZAXPI015227.13","CCIS93040568ST.20.0","CRC_MR_SBJ79H_17","CCIS82944710ST.20.0","CCIS94417875ST.3.0","CCMD76409700ST.11.0","18.380353250452","21.0550275546008","22.112254824651","23.0124587051275","23.7601068192843","23.7923597594354","24.0439778912413","CCIS55230578ST.4.0","CRC_MR_SBJ64C_17","SID31285","CCIS46047672ST.4.0","MMRS15137911ST.27.0.0","MMRS93508324ST.27.0.0","LILT_VF29_16","18.524220222425","18.5942085304565","19.535301072584","23.0196514307168","23.4709979471048","23.6624211016772","23.9857323841529"
"CCIS82944710ST.20.0","CCIS63910149ST.4.0","CRC_MR_SBJ34H_17","CCIS93040568ST.20.0","SZAXPI015227.13","CRC_MR_SBJ79H_17","SZAXPI015244.32","CCIS07277498ST.4.0","23.7601068192843","28.3470493907497","28.5790018231096","29.7061040139262","30.7555224453658","32.5126998065971","33.2224163137768","CRC_MR_SBJ64C_17","CCIS55230578ST.4.0","SZAXPI017456.23","MMRS15137911ST.27.0.0","SID31285","CCIS46047672ST.4.0","CCMD86707194ST.21.0","28.0532247535947","28.4550750437088","29.1057900047637","30.590659428708","30.7704462693101","30.7918973809231","31.7262022734805"
"CCIS93040568ST.20.0","CCIS63910149ST.4.0","CRC_MR_SBJ34H_17","CRC_MR_SBJ79H_17","CCIS82944710ST.20.0","CCIS94417875ST.3.0","CCMD89967135ST.11.0","SZAXPI015227.13","22.112254824651","26.1861460833491","26.6674812950698","28.5790018231096","28.6441160111758","29.4229393223638","30.180242635017","CRC_MR_SBJ64C_17","CCIS55230578ST.4.0","MMRS15137911ST.27.0.0","SZAXPI017456.23","CCIS46047672ST.4.0","SID31285","SZAXPI015225.18","22.6366380921284","25.3463931404924","26.2942891004321","26.6829685739143","27.3258839160127","28.1783458693338","28.9746776137751"
"CCIS94417875ST.3.0","CCMD89967135ST.11.0","CCMD27867141ST.11.0","CRC_MR_SBJ34H_17","CCMD56948710ST.11.0","LILT_VF28_T016","SZAXPI015227.13","CRC_MR_SBJ18H_17","17.3820593609273","18.144812525554","18.4959122055875","18.5541528352307","20.1096629906893","20.3725682435328","20.5574375595428","CCIS55230578ST.4.0","SID531128","CCMD12232071ST.21.0","CCMD82866709ST.21.0","SZAXPI015225.18","LILT_VF29_16","MMRS55294627ST.27.0.0","15.866661278678","16.4919788775089","17.8147265284146","19.2686428916829","19.7599022682781","20.9473698799157","21.8766799462921"
"CCMD27867141ST.11.0","CCIS94417875ST.3.0","CRC_MR_SBJ79H_17","CCMD89967135ST.11.0","CCMD73128545ST.11.0","SZAXPI015227.13","CRC_MR_SBJ34H_17","LILT_VF28_T016","18.144812525554","23.0898796213991","23.2957545063494","23.4718747617356","24.8262755547444","25.288141646853","27.0991470093396","SID531128","CCMD42428553ST.21.0","SID31881","CCIS55230578ST.4.0","MMRS78791111ST.27.0.0","CCMD82866709ST.21.0","CCMD12232071ST.21.0","14.2799082698629","17.1879148744023","19.2747704216289","21.1242062053323","22.4536549213619","25.7169871901726","25.9331507977704"
"CCMD56948710ST.11.0","CCIS94417875ST.3.0","MMRS91297590ST.27.0.0","CCMD89967135ST.11.0","CCMD59540613ST.11.0","CRC_MR_SBJ63H_17","CRC_MR_SBJ18H_17","CCMD85661207ST.11.0","18.5541528352307","21.4808042829383","22.0777053309691","22.9203559541055","23.0111025202162","23.0600314090766","23.6432632271563","MMRS55294627ST.27.0.0","CCMD82866709ST.21.0","SZAXPI015225.18","CCMD12232071ST.21.0","CCMD79349503ST.11.0","CCIS55230578ST.4.0","MMRS93508324ST.27.0.0","20.1181423403604","20.2362723050739","21.8745353757103","21.9871608924095","22.8701569593083","23.7106073835488","23.8167732696434"
"CCMD59540613ST.11.0","CRC_MR_SBJ18H_17","CCMD85661207ST.11.0","CCMD56948710ST.11.0","SZAXPI015235.21","SZAXPI015244.32","CCIS07277498ST.4.0","CCIS94417875ST.3.0","19.358907464697","20.6003920745674","22.9203559541055","22.9718774130675","23.3936651383638","23.4281633530651","23.6016596097732","MMRS55294627ST.27.0.0","MMRS93508324ST.27.0.0","DRR162778","CCMD82866709ST.21.0","SZAXPI015225.18","CCIS55230578ST.4.0","CCMD86707194ST.21.0","18.2706972711306","21.1518711230212","22.3284014807039","23.0765172382749","24.4159377043459","24.4967315280692","24.5504849589005"
