"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"CCIS15794887ST.4.0","CRC_MR_SBJ45H_17","MMRS88581325ST.27.0.0","SZAXPI015230.16","MMRS11932626ST.27.0.0","MMRS97307143ST.27.0.0","23.1409539365407","23.1700239581987","23.7320780861432","24.6120297069502","26.165170646428","MMRS86958796ST.27.0.0","DRR127517","LILT_VF300_T016","CCIS50148151ST.4.0","DRR127514","22.2190435810208","24.1755764886528","24.3920527048238","25.0036700104985","25.1677498105115"
"CCIS29210128ST.4.0","SZAXPI015273.95","MMRS88581325ST.27.0.0","MMRS11932626ST.27.0.0","SID31009","CRC_MR_SBJ45H_17","26.4531144362682","29.4026997425662","29.5725697277697","30.3030209191741","32.4556041058166","SZAXPI015215.20","DRR127514","CRC_MR_SBJ10C_17","CCIS50148151ST.4.0","CRC_MR_SBJ26C_17","27.408325303878","27.8403610717875","29.8106881173364","30.3090854173052","31.2532673467239"
"CCMD18829815ST.11.0","CCMD39157124ST.11.0","CRC_MR_SBJ45H_17","MMRS11932626ST.27.0.0","CCMD25475945ST.11.0","SZAXPI015230.16","27.5568147355278","28.5927862410626","28.6203223308054","29.0996149416569","29.4177205312648","CCMD95433940ST.21.0","MMRS14379078ST.27.0.0","MMRS86958796ST.27.0.0","CCMD52145360ST.11.0","MMRS97052561ST.27.0.0","22.2981891648425","23.6242436868337","23.6668240215306","26.7565298814289","27.4771620501245"
"CCMD25475945ST.11.0","CRC_MR_SBJ24H_17","CCMD18829815ST.11.0","CRC_MR_SBJ45H_17","CCMD39157124ST.11.0","MMRS11932626ST.27.0.0","24.9018131814794","29.0996149416569","31.1054454063593","31.6071348087722","32.1183618618369","MMRS14379078ST.27.0.0","CCMD95433940ST.21.0","MMRS86958796ST.27.0.0","DRR127517","CRC_MR_SBJ10C_17","27.5825031624797","29.0041165241729","30.3834237660176","31.4501000283529","31.5008347215752"
"CCMD39157124ST.11.0","CCMD76409700ST.11.0","CRC_MR_SBJ45H_17","CCMD18829815ST.11.0","MMRS11932626ST.27.0.0","SZAXPI015230.16","20.7711872696194","27.4761307549062","27.5568147355278","28.6394064200639","30.0690175814076","MMRS14379078ST.27.0.0","CCMD95433940ST.21.0","MMRS86958796ST.27.0.0","DRR127517","CCMD52145360ST.11.0","24.5329609213584","24.6099241132942","27.2271635774037","27.9823194654071","29.5557353286532"
"CCMD76409700ST.11.0","CCMD39157124ST.11.0","CRC_MR_SBJ45H_17","MMRS11932626ST.27.0.0","MMRS88581325ST.27.0.0","CCMD18829815ST.11.0","20.7711872696194","29.2076388768846","31.0316545032262","31.3866821156665","31.7576984688595","MMRS86958796ST.27.0.0","CCMD95433940ST.21.0","MMRS14379078ST.27.0.0","DRR127517","CCMD52145360ST.11.0","27.8354128044601","29.7342483024996","30.6999016980625","31.1621790821903","31.6512017718317"
"CRC_MR_SBJ24H_17","CCMD25475945ST.11.0","SZAXPI003417.4","CRC_MR_SBJ45H_17","MMRS88581325ST.27.0.0","CCMD76409700ST.11.0","24.9018131814794","32.0896387967954","37.5044593463191","39.428037821303","40.0693812377756","DRR127514","DRR127517","DRR127708","MMRS86958796ST.27.0.0","CCMD95433940ST.21.0","36.8561037018253","38.2228020304831","38.6160179661497","39.6556111290836","40.7915066486947"
"CRC_MR_SBJ45H_17","MMRS88581325ST.27.0.0","MMRS11932626ST.27.0.0","CCIS15794887ST.4.0","LILT_VF31_16","SZAXPI015230.16","18.3016099651697","22.2140761702237","23.1409539365407","23.6123515748241","23.8370476498852","MMRS86958796ST.27.0.0","CCMD95433940ST.21.0","DRR127517","SID31549","LILT_VF300_T016","19.0114145918814","20.5547741429236","21.3310215786493","22.6257089627508","24.0437105668031"
"CRC_MR_SBJ83H_17","MMRS54246132ST.27.0.0","DRR127597","CCIS15794887ST.4.0","SZAXPI015230.16","SZAXPI015273.95","17.1983336618377","20.0519873270482","30.5531598669336","31.4912711484595","32.8657148728382","CCIS84543192ST.4.0","SZAXPI015215.20","MMRS86958796ST.27.0.0","DRR127517","CCMD95433940ST.21.0","18.465519452864","30.6718879493356","32.0146933234835","34.2926826367594","34.5212884464746"
"DRR127597","MMRS54246132ST.27.0.0","CRC_MR_SBJ83H_17","CCIS00281083ST.3.0","CCIS15794887ST.4.0","MMRS88581325ST.27.0.0","17.1615459985981","20.0519873270482","27.5944203513844","38.4308890108452","39.0907222690065","CCIS84543192ST.4.0","SZAXPI015215.20","DRR127708","DRR127517","SID531128","14.222626756018","30.3748918009843","35.3420241937371","40.7232464393815","40.7296502779805"
