"Species";"Pvalue";"Ctlmean";"Ctlmedian";"CRCmean";"CRCmedian";"SamplingCountForEachGroup";"pvalue";"adj.fdr.p";"Enrichment"
"Gemella_morbillorum";1,38921242536095e-05;0,0001236;"0";0,053695;"0";"356";1,38921242536095e-05;0,00661310443469726;"CRC"
"Clostridium_bolteae";2,66657436882954e-05;0,0963596;"0.00081";0,5116304;"0.09554";"201";2,66657436882954e-05;0,00661310443469726;"CRC"
"Clostridiales_bacterium_1_7_47FAA";5,17907971247399e-05;0,0068446;"0";0,028842;"0.00475";"196";5,17907971247399e-05;0,00856274512462366;"CRC"
"Clostridium_hathewayi";0,00010646838874582;0,0357182;"0.000385";0,3477696;"0.02244";"208";0,00010646838874582;0,00933209845837546;"CRC"
"Parvimonas_unclassified";0,000111204116055474;0,0015148;"0";0,2349554;"0.00073";"518";0,000111204116055474;0,00933209845837546;"CRC"
"Fusobacterium_nucleatum";0,000112888287802929;0,0048708;"0";0,0652068;"0";"348";0,000112888287802929;0,00933209845837546;"CRC"
"Clostridium_symbiosum";0,00019745556180894;0,0274394;"0";0,1692002;"0.015835";"228";0,00019745556180894;0,0139911369510335;"CRC"
"Porphyromonas_asaccharolytica";0,000253376177324328;0,00038;"0";0,1359632;"0";"534";0,000253376177324328;0,0151452225182515;"CRC"
"Peptostreptococcus_stomatis";0,000274812505371499;0,0008302;"0";0,139522;"0";"531";0,000274812505371499;0,0151452225182515;"CRC"
"Clostridium_citroniae";0,000509805148509272;0,0079862;"0";0,0219506;"0.007845";"204";0,000509805148509272;0,0252863353660599;"CRC"
"Parvimonas_micra";0,000583467517587617;0,00028;"0";0,0395846;"0";"515";0,000583467517587617;0,0263090807930416;"CRC"
"Lachnospiraceae_bacterium_5_1_57FAA";0,000774362285992504;0,0037886;"0";0,043196;"0";"396";0,000774362285992504;0,0320069744876902;"CRC"
"Clostridium_asparagiforme";0,000938762482827925;0,0155044;"0";0,0499628;"0.012325";"198";0,000938762482827925;0,0358173993448193;"CRC"
"Flavonifractor_plautii";0,00187886652362029;0,0189614;"0.000765";0,1203256;"0.01009";"343";0,00187886652362029;0,0665655568368331;"Nodiff"
"Anaerotruncus_colihominis";0,00211890821091177;0,0289348;"0";0,0572864;"0.006375";"72";0,00211890821091177;0,0700652315074825;"Nodiff"
"Bilophila_unclassified";0,00242009418589838;0,2599972;"0.07635";0,4413308;"0.26386";"143";0,00242009418589838;0,0750229197628498;"Nodiff"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1";0,00260817783858582;0,0240114;"0";0,124335;"0.004015";"394";0,00260817783858582;0,0760974239963863;"Nodiff"
"Slackia_unclassified";0,00346244582563733;0;"0";0,0030278;"0";"636";0,00346244582563733;0,0922433688916875;"Nodiff"
"Clostridium_clostridioforme";0,00353351614706061;0,0694748;"0";0,4698666;"0";"205";0,00353351614706061;0,0922433688916875;"Nodiff"
"Ruminococcus_torques";0,00455671647261224;1,0875426;"0.915525";2,6852604;"1.658365";"615";0,00455671647261224;0,113006568520784;"Nodiff"
"Erysipelotrichaceae_bacterium_6_1_45";0,00525613179150872;0,0061;"0";0,0105126;"0.00104";"314";0,00525613179150872;0,124144827075635;"Nodiff"
"Oscillibacter_unclassified";0,00563954363044979;0,2801294;"0.148775";0,9123882;"0.33106";"499";0,00563954363044979;0,127146074577413;"Nodiff"
"Gemella_sanguinis";0,0076549107054381;0,0070448;"0";0,007501;"0";"357";0,0076549107054381;0,165079813473796;"Nodiff"
"Clostridium_scindens";0,00937039884302553;0,0009044;"0";0,006878;"0";"217";0,00937039884302553;0,193654909422528;"Nodiff"
"Anaerococcus_obesiensis";0,0122846943084793;0;"0";0,0052298;"0";"62";0,0122846943084793;0,225674384333546;"Nodiff"
"Prevotella_intermedia";0,0122846943084793;0;"0";0,122354;"0";"551";0,0122846943084793;0,225674384333546;"Nodiff"
"Pyramidobacter_piscolens";0,0122846943084793;0;"0";0,0056152;"0";"586";0,0122846943084793;0,225674384333546;"Nodiff"
"Parabacteroides_merdae";0,0130288222724111;0,4890836;"0.18775";1,1362354;"0.526055";"506";0,0130288222724111;0,230796280254139;"Nodiff"
"Bacteroides_caccae";0,0178124860058329;1,03357;"0.1296";2,0689894;"0.77257";"86";0,0178124860058329;0,291198219071686;"Nodiff"
"Actinomyces_naeslundii";0,0181037711644217;0,0004894;"0";0,0001948;"0";"25";0,0181037711644217;0,291198219071686;"Nodiff"
"Bifidobacterium_catenulatum";0,0181998886919804;0,3746108;"0";0,0147806;"0";"136";0,0181998886919804;0,291198219071686;"Nodiff"
"Anaerococcus_vaginalis";0,0198650134178895;1,6e-05;"0";0,006237;"0";"65";0,0198650134178895;0,298070928755352;"Nodiff"
"Clostridium_sp_ATCC_BAA_442";0,0198650134178895;0,0064642;"0";0,2474804;"0";"221";0,0198650134178895;0,298070928755352;"Nodiff"
"Lachnospiraceae_bacterium_7_1_58FAA";0,0204322814066169;0,0312492;"0.01214";0,0639934;"0.02716";"399";0,0204322814066169;0,298070928755352;"Nodiff"
"Clostridium_leptum";0,0223711702796012;0,0609952;"0.016545";0,3179574;"0.03816";"212";0,0223711702796012;0,31210673657554;"Nodiff"
"Streptococcus_infantis";0,0226529082998376;0,0089912;"0.002485";0,006241;"0";"663";0,0226529082998376;0,31210673657554;"Nodiff"
"Lachnospiraceae_bacterium_8_1_57FAA";0,0254079292862713;0,0867194;"0";0,009599;"0";"400";0,0254079292862713;0,338369900736698;"Nodiff"
"Clostridium_methylpentosum";0,0259235004596664;0,0003154;"0";0,001955;"0";"213";0,0259235004596664;0,338369900736698;"Nodiff"
"Porphyromonas_uenonis";0,027946525448851;0,0002218;"0";0,4062546;"0";"539";0,027946525448851;0,355422477503336;"Nodiff"
"Subdoligranulum_sp_4_3_54A2FAA";0,0304906895388925;0,0489604;"0";0,3720844;"0";"685";0,0304906895388925;0,376542171014245;"Nodiff"
"Solobacterium_moorei";0,0311254617169033;0,0058622;"0.000585";0,0919668;"0.003635";"638";0,0311254617169033;0,376542171014245;"Nodiff"
"Bilophila_wadsworthia";0,032506945604127;0,034788;"0.00093";0,0410604;"0.01513";"144";0,032506945604127;0,383891548086833;"Nodiff"
"Aggregatibacter_segnis";0,0433493250463275;0;"0";0,0012;"0";"42";0,0433493250463275;0,430025304459569;"Nodiff"
"Corynebacterium_casei";0,0433493250463275;0,0019258;"0";0;"0";"248";0,0433493250463275;0,430025304459569;"Nodiff"
"Eubacterium_saphenum";0,0433493250463275;0;"0";0,000508;"0";"332";0,0433493250463275;0,430025304459569;"Nodiff"
"Filifactor_alocis";0,0433493250463275;0;"0";0,0050992;"0";"341";0,0433493250463275;0,430025304459569;"Nodiff"
"Porphyromonas_somerae";0,0433493250463275;0;"0";0,124562;"0";"538";0,0433493250463275;0,430025304459569;"Nodiff"
"Prevotella_buccalis";0,0433493250463275;0;"0";0,0035314;"0";"545";0,0433493250463275;0,430025304459569;"Nodiff"
"Slackia_exigua";0,0433493250463275;0;"0";0,0004842;"0";"634";0,0433493250463275;0,430025304459569;"Nodiff"
"Synergistes_sp_3_1_syn1";0,0433493250463275;0;"0";0,0175512;"0";"691";0,0433493250463275;0,430025304459569;"Nodiff"
"Coprococcus_comes";0,0461789205518824;0,8487196;"0.47558";0,604005;"0.309555";"241";0,0461789205518824;0,43963965763657;"Nodiff"
"Fusobacterium_varium";0,0469091414679678;1,96e-05;"0";0,007105;"0";"352";0,0469091414679678;0,43963965763657;"Nodiff"
"Clostridiaceae_bacterium_JC118";0,0473681311930075;0,0038658;"0";0,0083742;"0";"195";0,0473681311930075;0,43963965763657;"Nodiff"
"Propionibacterium_freudenreichii";0,0486627848665894;0,0013224;"0";1,84e-05;"0";"570";0,0486627848665894;0,43963965763657;"Nodiff"
"Desulfovibrio_desulfuricans";0,0487503652621197;0,0180106;"0";0,014304;"0";"265";0,0487503652621197;0,43963965763657;"Nodiff"
"Clostridium_hylemonae";0,0542570596667228;0,0002538;"0";0,021598;"0";"210";0,0542570596667228;0,480562528476688;"Nodiff"
"Parabacteroides_distasonis";0,0615718863386145;0,3677302;"0.02968";0,7960402;"0.153315";"503";0,0615718863386145;0,535783431999172;"Nodiff"
"Odoribacter_splanchnicus";0,0665336293138844;0,228957;"0.07875";0,397761;"0.239085";"490";0,0665336293138844;0,554416045781936;"Nodiff"
"Dialister_invisus";0,0721025284623298;0,5993884;"0";0,8357552;"0.00083";"269";0,0721025284623298;0,554416045781936;"Nodiff"
"Streptococcus_intermedius";0,0766340508284437;0,0004368;"0";7,96e-05;"0";"664";0,0766340508284437;0,554416045781936;"Nodiff"
"Lactobacillus_casei_paracasei";0,0794249169593704;0,027428;"0";0,003028;"0";"411";0,0794249169593704;0,554416045781936;"Nodiff"
"Paraprevotella_clara";0,0809344962489289;0,0668828;"0";0,0489504;"0";"510";0,0809344962489289;0,554416045781936;"Nodiff"
"Acidaminococcus_intestini";0,0814000022675429;0,0006282;"0";0,0309272;"0";"5";0,0814000022675429;0,554416045781936;"Nodiff"
