"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"CCIS03857607ST.4.0","CCIS07648107ST.4.0","DRR127777","CCIS34604008ST.4.0","30.1288640396116","32.5046212869847","33.0654176391725","SZAXPI017458.25","LILT_VF270_T017","MMRS77487595ST.27.0.0","29.682105861933","33.0354050766613","34.7357123706841"
"CCIS07648107ST.4.0","DRR127777","MMRS57276462ST.27.0.0","MMRS51737257ST.27.0.0","25.4186441562822","27.1512804253096","29.3235939382027","LILT_VF270_T017","SZAXPI017458.25","SID531775","24.204453064428","25.7282146548065","27.0563493348234"
"CCIS34604008ST.4.0","CCMD37575804ST.11.0","CCIS03857607ST.4.0","CCIS07648107ST.4.0","29.9416863904574","33.0654176391725","34.0603937341526","SZAXPI017458.25","CCIS22958137ST.20.0","CCIS87605453ST.4.0","25.8573378126809","31.8925656408151","34.7114835068641"
"CCMD32288175ST.11.0","CCMD37575804ST.11.0","MMRS51737257ST.27.0.0","MMRS57276462ST.27.0.0","26.0970247400503","31.2705796652732","31.6875830087528","LILT_VF270_T017","SZAXPI017458.25","CCMD95676152ST.11.0","27.779991114356","30.0579886903532","30.9166420342831"
"CCMD37575804ST.11.0","DRR127777","CCMD32288175ST.11.0","MMRS57276462ST.27.0.0","24.9731984735696","26.0970247400503","27.5713437006469","SZAXPI017458.25","CCMD95676152ST.11.0","LILT_VF270_T017","19.1470281768999","29.0944839722446","29.8115131004332"
"CCMD45812507ST.11.0","CCMD37575804ST.11.0","MMRS57276462ST.27.0.0","MMRS51737257ST.27.0.0","31.1200880645525","34.167972359069","35.0114261452672","CCMD51864103ST.21.0","SZAXPI017458.25","CCMD71242853ST.11.0","22.633465739071","32.5346302313658","37.2324580052016"
"CCMD67373733ST.11.0","MMRS57276462ST.27.0.0","MMRS51737257ST.27.0.0","CCIS07648107ST.4.0","31.8809514532989","37.8061006924517","43.8710911526942","CCMD71242853ST.11.0","CCMD95676152ST.11.0","CCIS40244499ST.3.0","27.0750894823858","41.3437232157652","42.505527744284"
"DRR127672","CCMD32288175ST.11.0","CCIS07648107ST.4.0","DRR127777","34.720128776485","38.3268199596066","39.0096467248808","LILT_VF270_T017","CCIS87605453ST.4.0","SZAXPI017458.25","35.2268034701731","37.4220925666444","39.2839202631776"
"DRR127777","CCMD37575804ST.11.0","CCIS07648107ST.4.0","MMRS57276462ST.27.0.0","24.9731984735696","25.4186441562822","27.8691649572911","SZAXPI017458.25","CCMD95676152ST.11.0","SZAXPI003411.6","23.2009428366888","28.1950827808095","28.1998578980675"
"MMRS51737257ST.27.0.0","MMRS57276462ST.27.0.0","CCIS07648107ST.4.0","CCMD37575804ST.11.0","23.6105259017668","29.3235939382027","31.0448614194072","LILT_VF270_T017","CCMD71242853ST.11.0","SZAXPI017458.25","27.0261859812941","28.0042423080076","29.1099932773438"
"MMRS57276462ST.27.0.0","MMRS51737257ST.27.0.0","CCIS07648107ST.4.0","CCMD37575804ST.11.0","23.6105259017668","27.1512804253096","27.5713437006469","CCMD71242853ST.11.0","SZAXPI017458.25","LILT_VF270_T017","21.4550375017057","26.7883907048781","29.32181383168"
"MMRS85438660ST.27.0.0","CCMD32288175ST.11.0","DRR127672","CCMD37575804ST.11.0","35.8901895998614","41.1479250704419","41.1675875119638","CCIS87605453ST.4.0","LILT_VF270_T017","CCIS22958137ST.20.0","37.4220642392319","40.4486304110053","43.393346712631"
"SID530052","DRR127777","CCMD37575804ST.11.0","CCIS07648107ST.4.0","29.662965691805","33.3540504750278","37.4748368614581","SZAXPI003411.6","CCMD95676152ST.11.0","SZAXPI017458.25","23.4221980222865","35.9449400180401","37.4408938872525"
"CCIS22958137ST.20.0","CCIS07648107ST.4.0","CCMD37575804ST.11.0","DRR127777","29.603039684198","31.5167029070269","31.7872571131782","SZAXPI017458.25","LILT_VF270_T017","SID531775","30.7563571461381","30.7636213958516","31.1910572649822"
"CCIS40244499ST.3.0","CCIS07648107ST.4.0","CCIS03857607ST.4.0","DRR127777","33.9603469424784","35.5751849678494","36.6971665097675","CCIS84543192ST.4.0","LILT_VF270_T017","CCIS61287323ST.4.0","22.4701873823028","32.7367051078969","33.9322454692568"
"CCIS84543192ST.4.0","CCIS00281083ST.3.0","CCIS03857607ST.4.0","CCIS07648107ST.4.0","29.1926766761238","38.8002019475376","40.1389850288881","CCIS40244499ST.3.0","CCIS61287323ST.4.0","SZAXPI017458.25","22.4701873823028","34.9133234297352","37.3707068629308"
"CCMD51864103ST.21.0","CCMD45812507ST.11.0","CCMD37575804ST.11.0","MMRS51737257ST.27.0.0","22.633465739071","31.7266900553777","32.5340902986882","LILT_VF270_T017","SID531775","SZAXPI017458.25","33.051850402749","33.4494217638362","34.1472467989676"
"CCMD71242853ST.11.0","MMRS57276462ST.27.0.0","CCMD67373733ST.11.0","MMRS51737257ST.27.0.0","21.4550375017057","27.0750894823858","28.0042423080076","SZAXPI017458.25","CCMD95676152ST.11.0","LILT_VF270_T017","30.6911085755761","31.2490172868108","33.2747295592601"
"CCMD95676152ST.11.0","DRR127777","CCMD37575804ST.11.0","CCMD32288175ST.11.0","28.1950827808095","29.0944839722446","30.9166420342831","LILT_VF270_T017","SZAXPI003411.6","SZAXPI017458.25","27.974355959405","29.9361435694162","30.0725291982833"
"LILT_VF270_T017","CCIS07648107ST.4.0","MMRS51737257ST.27.0.0","CCMD32288175ST.11.0","24.204453064428","27.0261859812941","27.779991114356","SID531775","CCMD95676152ST.11.0","SZAXPI017458.25","27.5892929347763","27.974355959405","28.5671504092113"
"MMRS77487595ST.27.0.0","CCIS03857607ST.4.0","CCIS07648107ST.4.0","MMRS51737257ST.27.0.0","34.7357123706841","37.5014062430744","38.0453271128808","LILT_VF270_T017","CCMD95676152ST.11.0","SID531775","35.0907304961866","36.8372926483109","39.2322811432996"
"SID531775","CCIS07648107ST.4.0","DRR127777","MMRS51737257ST.27.0.0","27.0563493348234","29.9211287063222","30.1944739613162","LILT_VF270_T017","SZAXPI017458.25","CCIS61287323ST.4.0","27.5892929347763","29.52921270047","30.9217818754094"
"SZAXPI003411.6","SID530052","DRR127777","CCMD37575804ST.11.0","23.4221980222865","28.1998578980675","32.8901668187363","CCMD95676152ST.11.0","SZAXPI017458.25","LILT_VF270_T017","29.9361435694162","37.3213797703716","38.5632353786064"
