"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"CCIS63910149ST.4.0","SZAXPI015271.93","SID31300","MMRS25211151ST.27.0.0","27.4894665028389","29.3893404937521","31.803855394293","CCIS55230578ST.4.0","CCIS11015875ST.4.0","CRC_MR_SBJ06C_17","18.524220222425","22.9330954740022","23.2940476789694"
"CCMD73128545ST.11.0","SZAXPI015271.93","SID31300","MMRS25211151ST.27.0.0","26.8395960243779","28.0440537201169","31.8337439466897","CCIS55230578ST.4.0","CCIS11015875ST.4.0","CCMD90311071ST.21.0","25.1771887584933","26.2845353279985","27.1913907486175"
"DRR127546","SZAXPI015271.93","MMRS25211151ST.27.0.0","MMPU29365221ST","29.8282941977864","32.8543818804387","33.0531319099915","SZAXPI017586.111","LILT_VF300_T016","CCIS11015875ST.4.0","27.9188075852462","29.8076562511211","30.0068305713099"
"LILT_VF10_T016","CCMD73128545ST.11.0","MMRS25211151ST.27.0.0","SID31300","40.3095987653946","40.7783751743801","44.7035457269477","SID31873","CCIS55230578ST.4.0","CCIS11015875ST.4.0","25.0066455050792","41.9891934286085","42.5653836922904"
"MMPU29365221ST","SZAXPI015271.93","MMRS25211151ST.27.0.0","SZAXPI003419.6","24.1908548863243","30.8504345454161","32.1466153694584","CCMD90311071ST.21.0","LILT_VF300_T016","CRC_MR_SBJ06C_17","25.2532058885164","26.0080240326077","26.0139237726837"
"MMRS25211151ST.27.0.0","SZAXPI015271.93","MMPU29365221ST","CCIS63910149ST.4.0","25.0173166636112","30.8504345454161","31.803855394293","CCIS11015875ST.4.0","SID31877","SZAXPI017586.111","23.6591266061619","26.0333709912047","28.2144915133039"
"SID31300","CCMD73128545ST.11.0","CCIS63910149ST.4.0","SZAXPI015271.93","28.0440537201169","29.3893404937521","30.8793805784345","CCIS55230578ST.4.0","CCIS11015875ST.4.0","CRC_MR_SBJ06C_17","22.7138521835773","26.1034556651682","29.9984993134757"
"SID532826","SZAXPI015271.93","CCIS63910149ST.4.0","MMRS25211151ST.27.0.0","35.3285337645125","42.1504725053516","43.8433433341631","CCIS11015875ST.4.0","SZAXPI017586.111","CCMD93344354ST.21.0","40.4849004442681","40.5609112789666","40.804723595068"
"SZAXPI003419.6","MMPU29365221ST","SZAXPI015271.93","MMRS25211151ST.27.0.0","32.1466153694584","37.3973201691552","40.3385361863677","CCMD90311071ST.21.0","LILT_VF300_T016","CRC_MR_SBJ06C_17","31.0168545707733","32.2318419384869","38.5830631371966"
"SZAXPI015240.26","SZAXPI015271.93","MMRS25211151ST.27.0.0","MMPU29365221ST","35.0083036256515","35.0656373674456","38.6814404383342","SZAXPI017586.111","CCIS11015875ST.4.0","CCMD93344354ST.21.0","31.5255444424755","33.9107705404905","34.241085089807"
"SZAXPI015271.93","MMPU29365221ST","MMRS25211151ST.27.0.0","CCMD73128545ST.11.0","24.1908548863243","25.0173166636112","26.8395960243779","SID31877","CCIS11015875ST.4.0","SZAXPI017586.111","19.8122988585197","20.0823633749865","20.7969631029172"
"CCIS55230578ST.4.0","CCIS63910149ST.4.0","SID31300","SZAXPI015271.93","18.524220222425","22.7138521835773","24.3372318938206","CCIS11015875ST.4.0","CRC_MR_SBJ06C_17","SID31877","17.6386503663404","21.1699786270889","24.2304240918458"
"CCMD79349503ST.11.0","SZAXPI015271.93","CCIS63910149ST.4.0","MMPU29365221ST","27.7246103659222","28.826568890475","31.0877669729493","CCIS11015875ST.4.0","SID31877","CCMD90311071ST.21.0","27.9200366830203","29.5557035955042","30.6829871927458"
"SID31873","LILT_VF10_T016","CCMD73128545ST.11.0","SID31300","25.0066455050792","30.8789996471291","31.3995568865167","CCIS55230578ST.4.0","CCIS11015875ST.4.0","CRC_MR_SBJ06C_17","26.657587415252","32.9842039184031","33.8765925138081"
