"Species";"Pvalue";"Ctlmean";"Ctlmedian";"CRCmean";"CRCmedian";"SamplingCountForEachGroup";"pvalue";"adj.fdr.p";"Enrichment"
"Clostridium_hathewayi";2,26581330208031e-06;0,0167855;"0.00045";0,27344875;"0.041865";"208";2,26581330208031e-06;0,00107626131848815;"CRC"
"Gemella_morbillorum";1,94579582430544e-05;0,000108;"0";0,08501175;"0";"356";1,94579582430544e-05;0,00462126508272542;"CRC"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1";9,95667603207949e-05;0,009015;"0";0,3131355;"0.01909";"394";9,95667603207949e-05;0,0120341105146137;"CRC"
"Streptococcus_constellatus";0,0001013398780178;0;"0";0,00281925;"0";"656";0,0001013398780178;0,0120341105146137;"CRC"
"Peptostreptococcus_stomatis";0,000195897922640815;0,00053325;"0";0,0684465;"0";"531";0,000195897922640815;0,0142464732765258;"CRC"
"Fusobacterium_nucleatum";0,00019880170004875;0,00058225;"0";0,1208095;"0";"348";0,00019880170004875;0,0142464732765258;"CRC"
"Solobacterium_moorei";0,000209948027233012;0,0013995;"0";0,0735995;"0.00522";"638";0,000209948027233012;0,0142464732765258;"CRC"
"Ruminococcus_torques";0,000298837625505177;0,94620025;"0.59258";2,3627385;"1.42298";"615";0,000298837625505177;0,0168100669963319;"CRC"
"Bacteroides_fragilis";0,000318506532562078;0,189709;"0.000435";1,21110475;"0.24729";"96";0,000318506532562078;0,0168100669963319;"CRC"
"Parvimonas_unclassified";0,000637229081559839;0,00325975;"0";0,21694025;"0.0019";"518";0,000637229081559839;0,0302683813740924;"CRC"
"Parvimonas_micra";0,000757902422453923;0,0004845;"0";0,03713925;"0";"515";0,000757902422453923;0,0327276046059649;"CRC"
"Anaerotruncus_colihominis";0,00229704959488849;0,0149935;"0";0,07123575;"0.02242";"72";0,00229704959488849;0,0909248797976694;"Nodiff"
"Porphyromonas_somerae";0,00319729813901703;0;"0";0,083313;"0";"538";0,00319729813901703;0,108479758288078;"Nodiff"
"Porphyromonas_uenonis";0,00319729813901703;0;"0";0,02452775;"0";"539";0,00319729813901703;0,108479758288078;"Nodiff"
"Eubacterium_infirmum";0,00597946616473241;0,00011925;"0";0,00184075;"0";"328";0,00597946616473241;0,168651878694095;"Nodiff"
"Clostridium_sp_KLE_1755";0,00616722969113725;0;"0";0,0568905;"0";"224";0,00616722969113725;0,168651878694095;"Nodiff"
"Collinsella_tanakaei";0,00616722969113725;0;"0";0,0378985;"0";"232";0,00616722969113725;0,168651878694095;"Nodiff"
"Flavonifractor_plautii";0,0063910185610394;0,03344975;"0.005125";0,11872375;"0.025715";"343";0,0063910185610394;0,168651878694095;"Nodiff"
"Clostridium_asparagiforme";0,00919755911246469;0,0179325;"0.00158";0,0581205;"0.017725";"198";0,00919755911246469;0,229938977811617;"Nodiff"
"Clostridium_symbiosum";0,0117006363249275;0,04457575;"0";0,17305525;"0.01281";"228";0,0117006363249275;0,277890112717028;"Nodiff"
"Clostridiales_bacterium_1_7_47FAA";0,0137255074010803;0,00824025;"0";0,0297795;"0.006265";"196";0,0137255074010803;0,310457905500626;"Nodiff"
"Subdoligranulum_sp_4_3_54A2FAA";0,0161103562432032;0,0883025;"0";0,24325625;"0";"685";0,0161103562432032;0,34783723706916;"Nodiff"
"Ruminococcus_gnavus";0,017075893548923;0,6673805;"0.001965";0,47709475;"0.041665";"609";0,017075893548923;0,352654323292975;"Nodiff"
"Clostridium_bolteae";0,0205751979496246;0,12810675;"0.0209";0,88161525;"0.05378";"201";0,0205751979496246;0,407217459419654;"Nodiff"
"Anaerofustis_stercorihominis";0,0224936774541325;0;"0";0,00335375;"0";"66";0,0224936774541325;0,41094218425819;"Nodiff"
"Peptostreptococcus_anaerobius";0,0224936774541325;0;"0";0,04873725;"0";"530";0,0224936774541325;0,41094218425819;"Nodiff"
"Bacteroides_ovatus";0,025254034746538;0,7411975;"0.12988";2,052874;"0.3274";"102";0,025254034746538;0,428558159320707;"Nodiff"
