"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17"
"CCMD31009081ST.11.0","CCIS07539127ST.4.0","MMRS88581325ST.27.0.0","CRC_MR_SBJ18H_17","SID31328","18.1756040585066","19.9380359655785","21.559580080535","22.1351790679927","CCMD46222674ST.21.0","CCMD72895164ST.21.0","CCIS78318719ST.4.0","MMRS90191266ST.27.0.0","17.5455792914455","22.6704076049109","23.1146832664867","23.4616724587017"
"DRR127619","CCIS07539127ST.4.0","CCIS36699628ST.4.0","CRC_MR_SBJ18H_17","MMRS88581325ST.27.0.0","34.605810225978","39.2245670347883","39.8635517897741","40.2113143425119","SZAXPI017464.37","MMRS41266697ST.27.0.0","SID31883","CCMD86707194ST.21.0","29.3373756217133","31.4198140131224","36.6532660995347","37.4324510722782"
"MMRS67096717ST.27.0.0","MMRS88581325ST.27.0.0","CCIS36699628ST.4.0","CCIS07539127ST.4.0","CCIS94603952ST.4.0","24.3016616472866","29.4420720550389","33.8241969183704","34.0807405282808","CCMD46222674ST.21.0","MMRS90191266ST.27.0.0","CCMD86707194ST.21.0","MMRS41266697ST.27.0.0","26.2259883947488","33.8828199705943","36.3485229238576","37.9329243411644"
"SID31637","CCIS36699628ST.4.0","SZAXPI015238.24","CCIS02124300ST.4.0","CRC_MR_SBJ74H_17","24.7518280551518","32.5384299429244","32.7787692414831","33.3974506433306","SID31868","CCMD86707194ST.21.0","CCMD46222674ST.21.0","SID31883","29.3044259517824","34.6503102942196","35.2945336610331","35.5300138798523"
"SZAXPI015238.24","SZAXPI015243.31","SID31637","CCIS36699628ST.4.0","CCIS94603952ST.4.0","23.4340067903656","32.5384299429244","39.3756201859298","44.7661321319957","DRR127567","SID31868","SID31883","MMRS41266697ST.27.0.0","32.9791794189834","35.1424251703336","42.592796904337","43.4203563542701"
"CCIS78318719ST.4.0","CCMD31009081ST.11.0","CCIS07539127ST.4.0","SZAXPI015255.46","MMRS88581325ST.27.0.0","23.1146832664867","27.5439787254311","30.4241535638315","31.1988573185349","CCMD46222674ST.21.0","CCMD72895164ST.21.0","MMRS90191266ST.27.0.0","CCMD86707194ST.21.0","27.3284691787557","29.4086276889317","35.0100870103318","38.0131793005018"
"CCMD46222674ST.21.0","MMRS88581325ST.27.0.0","CCMD31009081ST.11.0","CCIS07539127ST.4.0","SID31328","15.2429723113473","17.5455792914455","18.7572783092164","20.3773881227134","MMRS90191266ST.27.0.0","CCMD72895164ST.21.0","CCMD86707194ST.21.0","CCMD76222476ST.11.0","21.3399718823713","21.4736633139108","24.9927116865958","26.3973738623959"
"CCMD72895164ST.21.0","CCIS07539127ST.4.0","CRC_MR_SBJ18H_17","SZAXPI015255.46","CCMD31009081ST.11.0","19.8535868625193","20.4145121828566","21.0149186383245","22.6704076049109","MMRS90191266ST.27.0.0","CCMD46222674ST.21.0","LILT_VF264_T017","CCMD86707194ST.21.0","20.6854009274996","21.4736633139108","25.5995655107504","26.4119817935099"
"CCMD76222476ST.11.0","SID31328","CRC_MR_SBJ74H_17","CCMD31009081ST.11.0","CCIS02124300ST.4.0","23.4572691500524","27.0292553227091","27.1245127519316","27.2491761734534","CCMD89306485ST.11.0","CCMD46222674ST.21.0","MMRS90191266ST.27.0.0","CCMD86707194ST.21.0","20.9912297044599","26.3973738623959","26.3986782713283","26.5193849766355"
"CCMD86707194ST.21.0","CRC_MR_SBJ74H_17","SID31328","SZAXPI015255.46","CCIS02124300ST.4.0","20.2552045610159","21.2154837540839","21.4410243117091","22.0140844245656","MMRS90191266ST.27.0.0","CCMD46222674ST.21.0","CCMD72895164ST.21.0","CCMD76222476ST.11.0","22.5071527884026","24.9927116865958","26.4119817935099","26.5193849766355"
"CCMD89306485ST.11.0","SID31328","CRC_MR_SBJ74H_17","CCIS94603952ST.4.0","CCIS50003399ST.4.0","33.2329276488425","33.6732802344233","35.8835767621568","36.1474406169801","CCMD76222476ST.11.0","MMRS90191266ST.27.0.0","CCMD86707194ST.21.0","CCMD46222674ST.21.0","20.9912297044599","33.1568378196338","34.8926707595506","36.5314287292093"
"CRC_MR_SBJ05C_17","CCIS07539127ST.4.0","CRC_MR_SBJ18H_17","MMRS88581325ST.27.0.0","SID31328","28.6305434451898","28.8209823042605","29.8340213746923","30.9793229182531","CCMD86707194ST.21.0","LILT_VF281_T017","MMRS90191266ST.27.0.0","CCMD46222674ST.21.0","26.7437382446508","27.9680410243317","28.5912573649376","30.9835067070643"
"CRC_MR_SBJ29C_17","SID31328","CCIS02124300ST.4.0","CCIS07539127ST.4.0","SZAXPI015255.46","22.7859298296624","26.9979550211382","27.057108901869","27.4520566462624","MMRS90191266ST.27.0.0","CCMD46222674ST.21.0","CCMD86707194ST.21.0","CCMD76222476ST.11.0","29.0942055385329","29.5308479876417","30.2056191294915","31.0704190117916"
