"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"CCIS03857607ST.4.0","MMPU29365221ST","SZAXPI015253.44","CCMD59540613ST.11.0","29.7486873129757","31.9658205742446","32.4688910697933","CRC_MR_SBJ33C_17","CCMD26925580ST.21.0","CCIS38765456ST.20.0","22.4697514459439","24.1649131429414","29.0236900448582"
"CCIS44093303ST.4.0","SZAXPI015254.45","CCMD59540613ST.11.0","SZAXPI015253.44","29.9246839579852","31.2502759140923","32.6157925806349","CCMD64503764ST.21.0","CCIS02379307ST.4.0","CCIS47284573ST.4.0","25.530757327504","29.7674349921857","30.3948892690679"
"CCMD59540613ST.11.0","SZAXPI015253.44","MMPU84450604ST","MMPU29365221ST","22.1085784023419","24.0967916090483","26.1579423901327","CCIS47284573ST.4.0","CCIS02379307ST.4.0","DRR127774","22.0921342833643","22.7615963335198","22.9413463539152"
"CCMD73128545ST.11.0","SZAXPI015253.44","MMPU84450604ST","CCMD59540613ST.11.0","21.383240429991","27.0585578621774","27.5384799478276","MMRS25641480ST.27.0.0","CCIS02379307ST.4.0","CCIS38765456ST.20.0","27.5866280410709","27.7726991692309","28.9406590321506"
"DRR127692","LILT_VF261_T016","MMPU29365221ST","CCIS03857607ST.4.0","28.2973641968894","38.7743949699992","42.174565227446","DRR127594","CCIS47284573ST.4.0","MMRS25641480ST.27.0.0","26.4687186162591","43.8683655813207","44.4684947748887"
"LILT_VF00TL_16","MMPU84450604ST","SZAXPI015253.44","MMPU29365221ST","33.9839339276253","35.0104086343847","36.5611761743601","MMRS25641480ST.27.0.0","CCMD26925580ST.21.0","DRR127774","30.9260923386548","34.0596268053028","37.7023147606351"
"MMPU29365221ST","CCMD59540613ST.11.0","SZAXPI015253.44","MMPU84450604ST","26.1579423901327","28.4311196037476","28.7954130919944","DRR127774","MMRS25641480ST.27.0.0","CRC_MR_SBJ20C_17","25.0339236926056","26.6631387687796","27.1897514288233"
"MMPU84450604ST","SZAXPI015253.44","CCMD59540613ST.11.0","CCMD73128545ST.11.0","21.442756943826","24.0967916090483","27.0585578621774","CRC_MR_SBJ20C_17","CCIS47284573ST.4.0","MMRS25641480ST.27.0.0","21.1238400237504","23.4864577812002","24.2618909387995"
"MMRS39415781ST.27.0.0","SZAXPI015253.44","CCMD59540613ST.11.0","CCIS44093303ST.4.0","36.1091351184863","36.2285480178684","36.7689812179138","CCIS02379307ST.4.0","MMRS25641480ST.27.0.0","DRR127789","28.5893560748594","31.3092479660355","31.3250460405887"
"SID31129","SZAXPI015253.44","CCMD59540613ST.11.0","MMPU84450604ST","37.7914134442958","39.2468555828413","40.7057846770419","CRC_MR_SBJ20C_17","CCIS47284573ST.4.0","MMRS25641480ST.27.0.0","36.5889220505866","38.3625400643753","38.5147749418311"
