"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37"
"CCIS05314658ST.4.0","CCIS88007743ST.4.0","CRC_MR_SBJ74H_17","SID531414","SID31071","MMRS88581325ST.27.0.0","DRR127777","SID530364","CCIS88317640ST.4.0","CCMD54057834ST.11.0","18.7273033588261","19.0495656258404","19.315862846821","19.4861697293029","19.8453175764713","20.3466717341437","20.3573558716622","21.5680577093442","21.792085189644","CCIS11015875ST.4.0","SID31004","CCIS53043478ST.4.0","CCIS52370277ST.4.0","CRC_MR_SBJ01C_17","CCMD50071957ST.21.0","SID31874","CRC_MR_SBJ32C_17","DRR127485","18.8637643027074","19.6047292630375","20.1947273426358","20.2204438991779","21.1752798020947","21.4741472984796","21.7631911716481","21.8843979252115","22.0969438797156"
"CCIS10706551ST.3.0","SZAXPI015257.56","MMRS93621581ST.27.0.0","SZAXPI015258.57","CRC_MR_SBJ74H_17","SZAXPI015272.108","CCMD39157124ST.11.0","DRR127777","CCIS05314658ST.4.0","MMRS95479054ST.27.0.0","27.9799997198374","30.5950846739603","30.7196012238538","31.1035752604118","31.2305914072548","31.357209258185","31.5827823546581","31.6578071266836","31.8613380265801","MMRS62376181ST.27.0.0","CRC_MR_SBJ12C_17","SZAXPI017594.166","DRR127485","CCMD95433940ST.21.0","MMRS85382779ST.27.0.0","CCMD72895164ST.21.0","SID31874","LILT_VF29_16","28.2784707746706","28.6802460256707","29.2741769464984","29.4270980348861","30.0979704378767","30.8080405936762","31.2795938706435","31.3156575131387","31.4038724587287"
"CCIS15794887ST.4.0","SID31071","SID531414","CCIS05314658ST.4.0","MMRS95479054ST.27.0.0","CRC_MR_SBJ37H_17","CCMD54057834ST.11.0","MMRS88581325ST.27.0.0","DRR127777","LILT_VF189_T016","20.6368713181117","21.4832542928184","22.2416829943847","22.3688302179484","22.8589665106102","23.1550628022253","23.1700239581987","23.4775456323633","24.0437885954335","CCIS53043478ST.4.0","SID31004","CCMD76222476ST.11.0","CCMD50071957ST.21.0","CRC_MR_SBJ32C_17","MMRS72802364ST.27.0.0","CRC_MR_SBJ01C_17","CCIS11015875ST.4.0","MMRS44587603ST.27.0.0","20.0890180556318","21.3892212472474","22.949295651477","23.1958378727111","23.2310136480073","23.6584440606097","23.9146821749924","23.9657233048369","24.0932697751551"
"CCIS16561622ST.4.0","MMRS20257302ST.27.0.0","MMRS11932626ST.27.0.0","MMRS32573774ST.27.0.0","CCIS94417875ST.3.0","MMRS88581325ST.27.0.0","LILT_VF84_16","CCMD54057834ST.11.0","CCMD27867141ST.11.0","CCMD49025643ST.11.0","18.2350659058447","21.4046402488409","21.9262133170048","22.5178250994806","22.8713737920178","23.8910332769305","24.9521873616463","25.4992084626347","26.2198334513341","CCIS53043478ST.4.0","CCIS41548810ST.4.0","CRC_MR_SBJ32C_17","CCIS71301801ST.4.0","CCMD72895164ST.21.0","CCIS11015875ST.4.0","CCIS55230578ST.4.0","SID31874","MMRS85382779ST.27.0.0","18.9387994639523","19.1124752394451","21.8748031134957","22.8012069536922","22.859200173954","23.0466175808317","23.3158815265197","24.19876741529","25.048542553496"
"CCIS63468405ST.4.0","CCMD23541216ST.11.0","CCMD54057834ST.11.0","MMRS38861560ST.27.0.0","CCIS74239020ST.4.0","MMRS95479054ST.27.0.0","CCMD85481373ST.11.0","SZAXPI015263.84","CCIS88007743ST.4.0","CCIS05314658ST.4.0","24.9127881229179","29.8324241803746","29.8956732125102","30.7403949659597","30.885023287953","31.1955961837677","31.5754688968208","31.8295866563234","32.2162050914583","MMRS85382779ST.27.0.0","CCMD87156761ST.21.0","CCMD23101338ST.21.0","MMRS54316675ST.27.0.0","MMRS72802364ST.27.0.0","CCIS53043478ST.4.0","CCMD50071957ST.21.0","MMRS81671217ST.27.0.0","CCIS52370277ST.4.0","23.4003139174115","24.5961441247587","25.5931314636349","29.0977451035299","29.3148817912541","30.6887513599935","31.5912679501172","32.0292734006377","32.0469473781591"
"CCIS74239020ST.4.0","DRR127777","SZAXPI015258.57","CCIS05314658ST.4.0","MMRS88581325ST.27.0.0","CCMD54057834ST.11.0","SID531414","CRC_MR_SBJ74H_17","MMRS11932626ST.27.0.0","MMRS95479054ST.27.0.0","23.4296890352582","23.4745525471477","24.2374527374949","24.7241128987007","25.2978701418123","25.3528035777841","25.8142618380751","26.0963836100598","26.1079528697598","MMRS85382779ST.27.0.0","CCIS81887263ST.4.0","CCIS53043478ST.4.0","SID31004","CCIS55230578ST.4.0","CCMD50071957ST.21.0","SZAXPI015223.158","CRC_MR_SBJ64C_17","SZAXPI017594.166","23.5810560722416","23.6146078845235","23.624247831385","24.8056684000674","25.0801373674547","25.4610976330735","25.5694492455332","25.6040071574783","25.6561851443721"
"CCIS80834637ST.4.0","CCMD38158721ST.11.0","SZAXPI015272.108","SID530394","CCIS13047523ST.4.0","CCIS05314658ST.4.0","CRC_MR_SBJ74H_17","MMRS95479054ST.27.0.0","SID530364","MMRS93621581ST.27.0.0","20.3339597277904","20.5014749878393","21.8612296369052","22.6698948508832","23.9029893519618","23.9395802723523","25.8521277432535","26.131569015857","26.184824137456","SID31874","CCMD72895164ST.21.0","CCIS11015875ST.4.0","CCMD95433940ST.21.0","CRC_MR_SBJ01C_17","CRC_MR_SBJ42C_17","CCIS52370277ST.4.0","CCMD52117727ST.11.0","CCMD13934959ST.21.0","22.1314313386256","22.3229274292889","22.3343450723477","22.7398881736388","23.7358501428451","25.3884794131886","26.0314888673967","26.106353943839","26.7248427656965"
"CCIS82944710ST.20.0","SID530331","CCIS13047523ST.4.0","SID31512","CCIS93040568ST.20.0","CCIS88007743ST.4.0","CRC_MR_SBJ74H_17","CCIS05314658ST.4.0","CCIS88317640ST.4.0","SID31766","25.5729843243862","28.320284254857","28.4929772303457","28.5790018231096","29.1716034071372","29.2305456083461","30.3161221055167","30.9260369693241","31.1258624882862","CRC_MR_SBJ55C_17","CCIS81887263ST.4.0","CCMD13934959ST.21.0","CRC_MR_SBJ64C_17","CCIS55230578ST.4.0","SZAXPI003424.12","SZAXPI017456.23","MMRS15137911ST.27.0.0","SID31285","23.334981859918","23.5144028323217","27.0046147871507","28.0532247535947","28.4550750437088","29.0501869192472","29.1057900047637","30.590659428708","30.7704462693101"
"CCIS88007743ST.4.0","CCIS05314658ST.4.0","CCMD54057834ST.11.0","CCIS88317640ST.4.0","MMRS88581325ST.27.0.0","CRC_MR_SBJ74H_17","SID530364","DRR127777","CCIS94417875ST.3.0","MMRS11932626ST.27.0.0","18.7273033588261","21.5177219099328","21.5300672014674","21.6702175973777","24.2170286042756","24.9583540425846","25.128697704718","25.1893681411285","25.275629599913","CCIS11015875ST.4.0","CCIS55230578ST.4.0","CCIS53043478ST.4.0","SID31874","DRR127485","MMRS15137911ST.27.0.0","CCIS52370277ST.4.0","CCMD13934959ST.21.0","SZAXPI015225.18","20.3881178596456","22.6684601678676","22.9338939546319","23.4314257682925","23.9610251505899","23.9727360216789","24.6602851310665","24.7250946238007","24.7910761907183"
"CCIS88317640ST.4.0","MMRS88581325ST.27.0.0","DRR127777","CCMD54057834ST.11.0","CCIS88007743ST.4.0","CCIS05314658ST.4.0","SID31512","CCIS94417875ST.3.0","CRC_MR_SBJ68H_17","MMPU84450604ST","19.0904335146062","20.8422751085096","21.4775160131497","21.5300672014674","21.5680577093442","22.3864088055365","22.4462659968022","22.5900611964709","24.9026950857191","SID31004","CCIS55230578ST.4.0","SZAXPI015223.158","CCIS53043478ST.4.0","CCIS11015875ST.4.0","DRR127485","CRC_MR_SBJ32C_17","MMRS15137911ST.27.0.0","CCMD50071957ST.21.0","19.1444291421917","21.4811598899338","21.9724731363222","22.8263902637408","23.0234747917446","23.337260754011","23.3502407369218","24.2429829925898","24.3847008947578"
"CCIS93040568ST.20.0","CRC_MR_SBJ68H_17","CCIS88007743ST.4.0","CCMD54057834ST.11.0","CCIS88317640ST.4.0","MMRS88581325ST.27.0.0","CCIS05314658ST.4.0","CCIS82944710ST.20.0","CCIS94417875ST.3.0","CCIS74239020ST.4.0","25.5010798070905","26.8388941685644","26.8480568975708","27.1865050356956","27.2785269628347","27.8344448409574","28.5790018231096","28.6441160111758","29.2521639185753","CRC_MR_SBJ64C_17","CCIS55230578ST.4.0","CRC_MR_SBJ55C_17","CCIS11015875ST.4.0","SZAXPI003424.12","MMRS15137911ST.27.0.0","SZAXPI017456.23","SZAXPI015223.158","SID31285","22.6366380921284","25.3463931404924","25.6793033107637","26.0165961137617","26.0987749532368","26.2942891004321","26.6829685739143","27.7265127180484","28.1783458693338"
"CCIS94417875ST.3.0","MMRS88581325ST.27.0.0","MMRS20257302ST.27.0.0","CCMD27867141ST.11.0","SID530295","LILT_VF28_T016","MMRS11932626ST.27.0.0","SID532796","CCMD49025643ST.11.0","CRC_MR_SBJ68H_17","17.5475622289365","17.9457019648299","18.144812525554","18.6662632843614","20.1096629906893","20.4585310157328","21.1520811187174","21.4220325702511","21.9765574284668","CCIS41548810ST.4.0","CCIS55230578ST.4.0","CCMD72895164ST.21.0","CCIS11015875ST.4.0","CRC_MR_SBJ32C_17","DRR127485","SZAXPI015225.18","CCIS53043478ST.4.0","SID31874","14.9701580539686","15.866661278678","16.7294156573833","16.8323746967236","17.2101630990005","19.4907916229921","19.7599022682781","19.9764063573457","20.9237028057823"
"CCMD15562448ST.11.0","CCMD85481373ST.11.0","SZAXPI015260.74","SID530075","CCIS88007743ST.4.0","LILT_GF06_16","SID31219","MMRS11932626ST.27.0.0","CCIS63468405ST.4.0","CCMD54057834ST.11.0","14.6440511298001","16.067685736216","26.9158247112382","29.4960135786635","31.1944059653281","31.4403649301372","32.1606448451597","32.8224425913993","32.8243244751983","CCIS44757994ST.4.0","CCIS11015875ST.4.0","CRC_MR_SBJ01C_17","CCIS52370277ST.4.0","MMRS85382779ST.27.0.0","LILT_VF270_T017","CCMD50071957ST.21.0","SZAXPI017456.23","CCIS55230578ST.4.0","25.1356033668201","30.0237130316572","30.3037073622717","30.7381752832012","30.8824974544434","31.2485906262122","31.5032580914768","31.9390260041442","31.9625861279199"
