"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"CCIS81139242ST.4.0","CRC_MR_SBJ78H_17","CRC_MR_SBJ84H_17","CCIS64773582ST.4.0","24.4252325272166","26.1109938707415","27.9591714692639","CRC_MR_SBJ10C_17","CRC_MR_SBJ25C_17","DRR127485","23.3124846087327","24.0170314565456","26.3321455652003"
"CCMD45004878ST.11.0","SID530295","SID31300","CRC_MR_SBJ78H_17","19.2940591524878","24.221824824573","27.8029387821288","DRR127485","CRC_MR_SBJ11C_17","SZAXPI003422.11","22.552638391042","29.4383337609927","29.7243266576823"
"CRC_MR_SBJ78H_17","CRC_MR_SBJ84H_17","CCIS81139242ST.4.0","SID530295","23.1197177317523","24.4252325272166","25.3710652135006","DRR127485","MMRS55294627ST.27.0.0","SZAXPI003422.11","21.4029303605955","24.1822205788654","25.5179515234864"
"CRC_MR_SBJ84H_17","SZAXPI015244.32","CRC_MR_SBJ78H_17","CCIS64773582ST.4.0","21.6044363036391","23.1197177317523","24.3098625726638","MMRS55294627ST.27.0.0","DRR127485","SZAXPI003422.11","21.8363168606888","22.5870379338328","23.0348002715348"
"DRR127583","CCIS64773582ST.4.0","CRC_MR_SBJ84H_17","CRC_MR_SBJ78H_17","19.69001340126","32.1775591666677","33.7400149638541","MMRS55294627ST.27.0.0","DRR127485","CRC_MR_SBJ11C_17","31.3296122867967","33.5264378179102","34.5528658409936"
"LILT_VF170_T016","MMRS40913371ST.27.0.0","SZAXPI015244.32","CRC_MR_SBJ78H_17","31.2123875927203","39.7643114093769","39.9585191637653","CRC_MR_SBJ10C_17","MMRS55294627ST.27.0.0","DRR127485","34.926831182963","39.1901779503908","39.1918541974209"
"MMRS40913371ST.27.0.0","CRC_MR_SBJ84H_17","SZAXPI015244.32","LILT_VF170_T016","29.0949882398825","30.3976881698675","31.2123875927203","CRC_MR_SBJ10C_17","DRR127485","MMRS55294627ST.27.0.0","28.787725165921","29.7618980978247","30.1565098367583"
"MMRS81130264ST.27.0.0","CRC_MR_SBJ84H_17","MMRS40913371ST.27.0.0","SZAXPI015244.32","31.5152655164811","32.7739700917512","33.6295994062091","DRR127485","SZAXPI003422.11","CRC_MR_SBJ11C_17","31.4017534690485","33.4128209080766","33.820741639423"
"SZAXPI015244.32","CRC_MR_SBJ84H_17","CRC_MR_SBJ78H_17","MMRS25211151ST.27.0.0","21.6044363036391","25.6139524882416","25.7686416606735","SZAXPI003426.11","MMRS55294627ST.27.0.0","DRR127485","17.4237660688268","22.4905359032194","22.6120409700673"
"SZAXPI015254.45","SZAXPI015244.32","CCIS81139242ST.4.0","CRC_MR_SBJ84H_17","31.2807159354306","31.5221952157079","33.4072061995148","MMRS55294627ST.27.0.0","CRC_MR_SBJ10C_17","DRR127485","29.1803972353719","29.303140284676","31.4016560195302"
"SZAXPI015273.95","CRC_MR_SBJ84H_17","SZAXPI015244.32","CRC_MR_SBJ78H_17","25.8544521486165","26.824262755567","28.7280989437032","SZAXPI003422.11","DRR127514","MMRS55294627ST.27.0.0","22.4771760162659","26.4234544752158","29.2174673285297"
"CCMD19497912ST.21.0","CRC_MR_SBJ84H_17","CCIS81139242ST.4.0","CRC_MR_SBJ78H_17","26.9276461175666","27.7875101165758","27.9607015108563","DRR127485","CRC_MR_SBJ10C_17","DRR127594","19.8352500924364","28.393407721075","28.9280069643849"
"CRC_MR_SBJ10C_17","CCIS81139242ST.4.0","CRC_MR_SBJ84H_17","CRC_MR_SBJ78H_17","23.3124846087327","25.6615106797729","26.4480101786883","CRC_MR_SBJ25C_17","DRR127485","MMRS55294627ST.27.0.0","22.3251967375676","24.5542232303305","27.0157179314691"
"CRC_MR_SBJ11C_17","CRC_MR_SBJ84H_17","SZAXPI015244.32","CRC_MR_SBJ78H_17","24.2855167917815","27.0187794034686","27.4628237943115","MMRS55294627ST.27.0.0","DRR127485","SZAXPI003422.11","25.1661217417086","27.4457140575592","27.5802734956817"
"CRC_MR_SBJ25C_17","CCIS81139242ST.4.0","SID31300","SID530295","24.0170314565456","26.3438534178658","26.7157042665695","CRC_MR_SBJ10C_17","DRR127485","CCMD19497912ST.21.0","22.3251967375676","28.2355955759357","31.7215406558272"
"DRR127485","CRC_MR_SBJ78H_17","CCMD45004878ST.11.0","CRC_MR_SBJ84H_17","21.4029303605955","22.552638391042","22.5870379338328","CCMD19497912ST.21.0","MMRS55294627ST.27.0.0","CRC_MR_SBJ10C_17","19.8352500924364","23.4073970339335","24.5542232303305"
"MMRS55294627ST.27.0.0","CRC_MR_SBJ84H_17","SZAXPI015244.32","CCIS64773582ST.4.0","21.8363168606888","22.4905359032194","23.1291386376536","DRR127485","DRR127514","SZAXPI003422.11","23.4073970339335","24.4070248795116","25.0745229255334"
"SID31237","CRC_MR_SBJ84H_17","SZAXPI015244.32","CRC_MR_SBJ78H_17","29.5037391322541","32.8137488345221","34.7895281834003","CRC_MR_SBJ11C_17","DRR127514","MMRS55294627ST.27.0.0","33.1834582165844","34.8315429516494","36.2451855177609"
"SZAXPI003422.11","SZAXPI015273.95","CRC_MR_SBJ84H_17","SZAXPI015244.32","22.4771760162659","23.0348002715348","23.6597535523407","DRR127514","DRR127485","MMRS55294627ST.27.0.0","24.5088638263466","24.5732657103792","25.0745229255334"
"SZAXPI003426.11","SZAXPI015244.32","CRC_MR_SBJ84H_17","MMRS25211151ST.27.0.0","17.4237660688268","27.7797733233337","30.0226745714635","DRR127514","SZAXPI003422.11","MMRS55294627ST.27.0.0","24.0281214536322","27.6816926424325","27.9257488586072"
"SZAXPI003431.1","SZAXPI015273.95","SZAXPI015244.32","CRC_MR_SBJ84H_17","34.0295817402403","35.2259144653875","35.8366499697586","SZAXPI003422.11","DRR127514","MMRS55294627ST.27.0.0","30.0148573993997","33.8225843201891","35.0656603729004"
