"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41"
"CCIS00146684ST.4.0","CCIS94417875ST.3.0","CCMD66848156ST.11.0","CCMD45004878ST.11.0","CCMD31009081ST.11.0","CCMD49025643ST.11.0","CRC_MR_SBJ34H_17","SID532915","SZAXPI015253.44","CRC_MR_SBJ18H_17","CCIS32452666ST.4.0","17.2345457009606","18.9950840623594","19.5958964250962","19.7849839860688","20.9653170782319","21.4922861902102","21.8125014936504","22.2558226626112","22.8499620287912","23.8302432952561","SZAXPI017466.84","CCIS41548810ST.4.0","CRC_MR_SBJ47C_17","CCMD46222674ST.21.0","CCIS71301801ST.4.0","SID31874","CCMD72895164ST.21.0","CCIS50148151ST.4.0","SID31875","CRC_MR_SBJ06C_17","18.025880953504","19.2051050383615","21.7751522598902","22.3519556837383","22.6477635850298","23.1939560672689","23.2937535149533","23.6723694475416","23.7055384012513","23.9108941270543"
"CCIS00281083ST.3.0","SZAXPI015231.17","LILT_VF82_T016","MMRS64281551ST.27.0.0","CCMD30626189ST.11.0","CRC_MR_SBJ46H_17","SZAXPI015269.94","CRC_MR_SBJ03H_17","CCMD29706695ST.11.0","MMRS57569834ST.27.0.0","SZAXPI015264.87","11.5231106803979","15.7708262910635","25.5324437440641","35.7625912902505","41.8336818466568","43.3621341810778","44.0086732611743","48.1651716168364","48.9327844036674","50.015288086942","SZAXPI003430.5","CRC_MR_SBJ49C_17","MMRS18295921ST.27.0.0","SZAXPI003420.4","SID31883","SZAXPI015215.20","CRC_MR_SBJ27C_17","SZAXPI015210.17","CRC_MR_SBJ07C_17","DRR127708","29.822964026644","31.8871844891925","32.7481945174448","41.9306526870844","44.9621564057897","48.8869195168585","51.850793301183","52.8118208966269","53.3821116900109","55.9235228680758"
"CCIS09568613ST.4.0","CCMD85481373ST.11.0","CCMD15562448ST.11.0","CCIS79210440ST.3.0","CCIS88007743ST.4.0","SZAXPI015251.41","SZAXPI015253.44","CCIS45793747ST.4.0","MMRS11932626ST.27.0.0","CRC_MR_SBJ84H_17","CCIS94417875ST.3.0","18.7798609050387","20.8149270719693","22.6168446997896","24.0232422265043","24.4481792313334","25.3162316549541","28.2740066385293","28.3456062855022","28.6250666127033","28.9891509362865","CRC_MR_SBJ06C_17","MMRS85382779ST.27.0.0","SID31874","CCIS52370277ST.4.0","CCIS62605362ST.3.0","SID31883","CCMD82866709ST.21.0","CCMD46222674ST.21.0","DRR127708","SZAXPI017456.23","26.2416786666535","27.1025034100302","27.3047845235245","27.3776603217989","27.9852171742797","28.0791517694427","28.3200682772376","28.7502284701096","29.4901925802003","29.7215207147245"
"CCIS13047523ST.4.0","CRC_MR_SBJ65H_17","CCIS11354283ST.4.0","CRC_MR_SBJ73H_17","CCIS41692898ST.4.0","CCIS80834637ST.4.0","SZAXPI015272.108","CCIS45793747ST.4.0","CCIS32452666ST.4.0","DRR127488","MMRS29805707ST.27.0.0","19.6156192394581","20.4075794188556","20.9067571654597","21.8469813816806","22.6698948508832","22.7852565909735","23.4818718413439","25.2365972658063","25.7089675748522","25.7262818965159","CRC_MR_SBJ22C_17","CRC_MR_SBJ02C_17","SID531416","MMRS43939546ST.27.0.0","SZAXPI017586.111","CCMD95433940ST.21.0","MMRS25641480ST.27.0.0","MMRS77321055ST.27.0.0","CCMD25963797ST.21.0","CRC_MR_SBJ10C_17","18.3409462831992","19.5938788452542","21.8759637246499","22.7592339223731","23.1308259362717","26.3072520487317","27.0524532128419","27.2367924036293","27.4034526293422","27.7815770025911"
"CCIS16561622ST.4.0","CCIS79210440ST.3.0","CRC_MR_SBJ77H_17","MMRS11932626ST.27.0.0","MMRS17963147ST.27.0.0","CCIS94417875ST.3.0","SZAXPI015251.41","CCMD31009081ST.11.0","CRC_MR_SBJ18H_17","CRC_MR_SBJ34H_17","MMRS21365932ST.27.0.0","18.8371171229198","20.0677610179661","21.4046402488409","21.8396700254056","22.5178250994806","23.8458910390574","24.4138354934308","25.4564063027816","25.5817327151036","25.5943146941132","CRC_MR_SBJ51C_17","CCIS41548810ST.4.0","CCMD82866709ST.21.0","CCIS62605362ST.3.0","CCIS71301801ST.4.0","CCMD72895164ST.21.0","DRR127708","CCMD64503764ST.21.0","SID31874","SZAXPI017466.84","17.2065356484883","19.1124752394451","21.9476888510704","22.6113356127541","22.8012069536922","22.859200173954","23.454461704518","24.1441062825734","24.19876741529","24.7691417666055"
"CCIS32452666ST.4.0","CCIS45793747ST.4.0","CCIS11354283ST.4.0","CRC_MR_SBJ34H_17","CCIS45571137ST.3.0","MMRS94549160ST.27.0.0","CRC_MR_SBJ65H_17","SZAXPI015253.44","CCIS94603952ST.4.0","CCIS94417875ST.3.0","CCIS41692898ST.4.0","17.3591556866802","17.6176063462322","18.3845600662241","18.8871831703036","19.5920716187926","20.735802689409","20.806106500446","21.1778141690921","21.4303754457312","21.4761826945246","MMRS85382779ST.27.0.0","CRC_MR_SBJ02C_17","CRC_MR_SBJ40C_17","CCMD95433940ST.21.0","SID531416","SZAXPI017586.111","CRC_MR_SBJ10C_17","CCMD46222674ST.21.0","CCIS62605362ST.3.0","MMRS43939546ST.27.0.0","15.4180108760923","19.6622385719989","20.1031442243297","20.9027864077256","21.4048313584831","21.8264717388221","21.9919610952593","22.0178727147038","22.1278328830141","22.4203280494644"
"CCIS41692898ST.4.0","CCIS11354283ST.4.0","CRC_MR_SBJ65H_17","CCIS45793747ST.4.0","CCIS94603952ST.4.0","CCIS88007743ST.4.0","CCIS32452666ST.4.0","CCIS13047523ST.4.0","CRC_MR_SBJ73H_17","CCMD37575804ST.11.0","SID530050","17.184656062354","17.3791273235827","18.7124573609775","20.1663358152293","20.3770949584797","21.4761826945246","21.8469813816806","21.9361513425487","22.2787575247387","22.671964187518","SID531416","CRC_MR_SBJ02C_17","CRC_MR_SBJ06C_17","CCMD95433940ST.21.0","CCIS53355328ST.4.0","SZAXPI017586.111","CRC_MR_SBJ10C_17","CCIS52370277ST.4.0","SID31874","MMRS77321055ST.27.0.0","18.3756382579409","20.0784016191031","20.911743473539","22.0905285018444","22.151993024868","22.5653284994125","22.6175078113571","22.8542943196066","23.3556498782308","23.6753570159417"
"CCIS45571137ST.3.0","CCIS94603952ST.4.0","CCIS32452666ST.4.0","CCIS94417875ST.3.0","SZAXPI015264.87","CCIS45793747ST.4.0","CRC_MR_SBJ34H_17","CCIS79210440ST.3.0","CCMD85661207ST.11.0","CRC_MR_SBJ18H_17","CRC_MR_SBJ84H_17","17.6741686812025","18.8871831703036","21.7728858674178","22.1030233822638","22.4429366533928","22.9137485166264","23.1963554672367","23.5203174810694","23.6689383626833","23.8504643882189","CCMD82866709ST.21.0","CCIS62605362ST.3.0","CRC_MR_SBJ12C_17","CCMD72895164ST.21.0","SID31875","MMRS85382779ST.27.0.0","CCMD46222674ST.21.0","SID31874","SZAXPI017586.111","CCIS41548810ST.4.0","19.3019350588898","21.4116048081175","21.4711964645126","21.731537010375","22.2698882318861","23.4592121419263","24.0120730753906","24.6955417372063","24.9356308945773","25.0131193836555"
"CCIS64785924ST.20.0","CRC_MR_SBJ57H_17","SZAXPI015262.79","CCIS11354283ST.4.0","SZAXPI015250.39","CRC_MR_SBJ34H_17","CCIS41692898ST.4.0","CCIS23164343ST.4.0","CCIS45793747ST.4.0","SID530177","CCIS94603952ST.4.0","24.0414077601791","24.5263560755955","25.1191529690772","26.0629356063952","26.2272909533047","26.630256149367","26.9947764594153","27.4351566090026","28.068420158103","29.1491257939016","CCIS53355328ST.4.0","CRC_MR_SBJ10C_17","SZAXPI017581.93","SZAXPI017456.23","SZAXPI003435.11","CRC_MR_SBJ06C_17","SID531416","SZAXPI015223.158","SID31871","CCIS62605362ST.3.0","21.1644273448185","26.0654212350175","26.6065951281651","28.0767274090215","28.6358316328459","28.8668659478614","29.2115495894449","29.2815790102634","29.3657826299147","30.6206755934793"
"CCIS79210440ST.3.0","CCIS16561622ST.4.0","CCIS94417875ST.3.0","MMRS11932626ST.27.0.0","SZAXPI015253.44","CCMD31009081ST.11.0","SZAXPI015264.87","CCIS09568613ST.4.0","SZAXPI015251.41","CCMD85481373ST.11.0","CCIS45571137ST.3.0","18.8371171229198","20.8706981932948","21.2548860633902","21.6176797304267","22.2547192853493","22.2849529191672","22.6168446997896","22.6525388239817","22.9517837294272","23.1963554672367","DRR127708","CCIS41548810ST.4.0","CRC_MR_SBJ51C_17","CCIS62605362ST.3.0","MMRS85382779ST.27.0.0","CCMD82866709ST.21.0","CCMD72895164ST.21.0","CCIS52370277ST.4.0","CCIS71301801ST.4.0","SID31874","19.9444374742709","20.1767914904427","21.0327027569616","21.9072093265025","21.9273479603234","22.142908153244","22.4696694479492","22.7363164405539","22.8815120558913","23.1597127773705"
"CCIS80834637ST.4.0","CCMD38158721ST.11.0","SZAXPI015272.108","CCMD93755960ST.11.0","CRC_MR_SBJ73H_17","CRC_MR_SBJ84H_17","CCIS13047523ST.4.0","CCMD37575804ST.11.0","CRC_MR_SBJ18H_17","SZAXPI015253.44","SZAXPI015251.41","20.3339597277904","20.5014749878393","21.0806854221797","22.6302475506699","22.6592572307192","22.6698948508832","23.6976067791307","24.1188721521696","24.2881617544206","24.778644527742","MMRS25641480ST.27.0.0","SID31874","CCMD72895164ST.21.0","MMRS43939546ST.27.0.0","CCMD95433940ST.21.0","CCIS02379307ST.4.0","SZAXPI017586.111","LILT_VF264_T017","CCIS52370277ST.4.0","CRC_MR_SBJ22C_17","18.1668238754302","22.1314313386256","22.3229274292889","22.3705434508552","22.7398881736388","23.3630499959894","23.563249330659","25.7407886391754","26.0314888673967","26.4189110400013"
