"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33"
"CCIS07539127ST.4.0","DRR127649","CCIS07648107ST.4.0","MMRS61683006ST.27.0.0","SID31700","SID31328","CCIS79210440ST.3.0","LILT_VF262_T016","CRC_MR_SBJ84H_17","17.0736319481298","20.0771867486458","20.5923329752969","20.5998230545143","20.7692055953014","20.8942722342775","21.2268215919953","21.2555218953711","CCIS50148151ST.4.0","CCMD46222674ST.21.0","CCIS33816588ST.4.0","CCMD72895164ST.21.0","CCIS14449628ST.4.0","DRR127774","CCIS02379307ST.4.0","DRR127536","16.2374049373507","18.7572783092164","19.7031304153376","19.8535868625193","20.5294906926499","20.8515346598566","21.1389255859422","21.3644431186797"
"CCIS07648107ST.4.0","CCIS07539127ST.4.0","CRC_MR_SBJ84H_17","SID531414","SID31328","MMRS61683006ST.27.0.0","SZAXPI003433.7","DRR127649","CCIS36797902ST.4.0","20.0771867486458","22.1262225403253","23.0880104962619","24.1974082279962","24.3298454618499","25.3407349635582","25.7945855276645","26.1368244803094","CCIS48725289ST.4.0","CCIS87252800ST.4.0","DRR127536","CCIS50148151ST.4.0","SID530890","MMRS65205033ST.27.0.0","CCMD90311071ST.21.0","LILT_VF300_T016","23.389950775814","23.4232172314501","23.529474561084","23.638221576669","23.6560095587591","24.3709275513921","24.633573936654","24.8656642173922"
"CCIS10706551ST.3.0","SZAXPI015270.90","CCIS79210440ST.3.0","MMRS94549160ST.27.0.0","SZAXPI015258.57","CRC_MR_SBJ84H_17","CCIS07648107ST.4.0","DRR127649","CCMD73128545ST.11.0","14.0742021829694","29.9207114540062","30.4244042408327","30.7196012238538","30.875316442346","31.1897660678563","31.3240838570612","31.7188479566582","CCIS48725289ST.4.0","MMRS90191266ST.27.0.0","MMRS65205033ST.27.0.0","CCMD72895164ST.21.0","CCMD90311071ST.21.0","SZAXPI017593.158","CCMD25963797ST.21.0","MMRS25641480ST.27.0.0","28.5062471709097","29.0258766599977","30.9445779742591","31.2795938706435","32.5112923226408","32.5166687483143","32.7901115375169","33.5815409696041"
"CCIS11558985ST.4.0","CRC_MR_SBJ84H_17","CCIS07648107ST.4.0","CCIS07539127ST.4.0","MMRS95674036ST.27.0.0","SZAXPI003433.7","SZAXPI015270.90","SID31328","MMRS61683006ST.27.0.0","31.6657406673174","33.0578420983857","33.259933526945","34.429754449775","34.4648416891402","34.8003951445052","35.3136578557688","35.5967009517497","DRR127774","MMRS90191266ST.27.0.0","CCIS87252800ST.4.0","LILT_VF300_T016","SZAXPI017580.90","CCIS02379307ST.4.0","CCIS50148151ST.4.0","MMRS65205033ST.27.0.0","31.7373279193665","31.9224159809686","32.8327595206784","33.5076075841786","33.5198668271281","33.9725561425601","34.7514348636413","35.4045640931815"
"CCIS16326685ST.4.0","CCIS36797902ST.4.0","CRC_MR_SBJ75H_17","MMRS25211151ST.27.0.0","CCIS07539127ST.4.0","CCMD56948710ST.11.0","DRR127649","CRC_MR_SBJ84H_17","SID31519","20.74227659454","24.1895472680908","24.8489159154217","25.4257142625001","25.4766245832979","25.9474014041349","26.4784725346176","27.675579378611","CRC_MR_SBJ07C_17","SZAXPI017593.158","CCMD46222674ST.21.0","MMRS65205033ST.27.0.0","SID31868","CCIS02379307ST.4.0","SID31883","MMRS44587603ST.27.0.0","22.5908691251156","23.8369907850362","24.4248197193244","24.6226772890054","27.458337673643","27.771525071499","27.8249678694837","27.8646034441817"
"CCIS16383318ST.4.0","CRC_MR_SBJ46H_17","CCIS07539127ST.4.0","CCIS79210440ST.3.0","SID31328","SZAXPI015258.57","CRC_MR_SBJ84H_17","SZAXPI003433.7","CCIS36797902ST.4.0","21.6177524319759","24.0731791404978","24.8399625014331","25.6317883987637","25.8888710123385","25.9402841120042","27.5259047439898","27.5544559569446","SZAXPI017593.158","CRC_MR_SBJ07C_17","DRR127685","MMRS65205033ST.27.0.0","SID31883","SID31868","CCIS33816588ST.4.0","CCIS50148151ST.4.0","24.0496294048474","24.1563705346623","25.101268861934","25.4646336331725","25.714756906473","26.1425896130165","26.171084198361","26.3782282158829"
"CCIS34604008ST.4.0","SZAXPI015241.27","SID31452","SID31267","CCIS95097901ST.4.0","SID31537","SID31328","CCIS82944710ST.20.0","SID31512","14.3294843447383","20.8439003144877","22.1281208326509","23.5746491976296","25.961123755716","26.0003488201639","27.0182146095888","28.2619006701602","CCIS17669415ST.4.0","SID530890","CRC_MR_SBJ10C_17","SZAXPI003424.12","CCIS46047672ST.4.0","CCMD52145360ST.11.0","CCIS41222843ST.4.0","MMRS90191266ST.27.0.0","19.6898307956239","22.736253624056","24.5173163757088","25.8023815763507","26.222680974334","26.6475083036388","27.1783252969733","30.6217514402965"
"CCIS36797902ST.4.0","CCIS16326685ST.4.0","CCIS07539127ST.4.0","CRC_MR_SBJ75H_17","CCMD56948710ST.11.0","CCIS07648107ST.4.0","CRC_MR_SBJ84H_17","DRR127649","MMRS25211151ST.27.0.0","20.74227659454","25.1400872447631","25.4934339275744","25.7926234793419","26.1368244803094","26.3291735154657","26.7066764760443","26.7216511436083","CRC_MR_SBJ07C_17","CCMD46222674ST.21.0","CCIS33816588ST.4.0","CCIS50148151ST.4.0","SID530890","MMRS65205033ST.27.0.0","CCMD25963797ST.21.0","MMRS90191266ST.27.0.0","23.1282221481397","24.7108349457986","25.8776940233727","26.1546130675718","26.2716080297381","26.5643404802058","26.6375841311726","26.8215049711365"
"CCIS79210440ST.3.0","DRR127649","CCIS07539127ST.4.0","SID31700","SID31328","CCMD73128545ST.11.0","CCIS16383318ST.4.0","MMRS38954404ST.27.0.0","MMRS61683006ST.27.0.0","20.5796187697659","20.8942722342775","21.5278853655532","24.0291915604583","24.2241471128645","24.8399625014331","24.841004212475","25.2798374024795","SID31876","CCIS33816588ST.4.0","CCMD72895164ST.21.0","MMRS41266697ST.27.0.0","CCIS50148151ST.4.0","CCIS14449628ST.4.0","CCMD46222674ST.21.0","SID31868","18.8117007551417","22.0337884393969","22.4696694479492","23.5080653724142","23.6206673454414","24.0942913875528","24.1378354499549","24.3203976438215"
"CCIS80834637ST.4.0","CRC_MR_SBJ84H_17","MMRS91297590ST.27.0.0","CCMD56948710ST.11.0","SID31328","SID532802","MMRS25211151ST.27.0.0","DRR127649","MMRS94549160ST.27.0.0","22.6592572307192","22.9866990594822","23.5487225091745","25.3823195266823","26.8126706553282","27.6295083243857","28.1307153825476","28.1880166785622","MMRS25641480ST.27.0.0","CCIS48725289ST.4.0","CCMD72895164ST.21.0","CCIS02379307ST.4.0","SZAXPI015213.15","MMRS65205033ST.27.0.0","DRR127536","CCMD90311071ST.21.0","18.1668238754302","19.7632049489879","22.3229274292889","23.3630499959894","23.523482048162","26.1833701730106","26.7026722208621","27.0497777559724"
