"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17"
"CCIS03473770ST.4.0","CCIS45793747ST.4.0","CRC_MR_SBJ84H_17","CCIS45571137ST.3.0","SID31300","19.1391370919694","19.1882025211248","20.5600657519814","22.6696716312764","MMRS96422329ST.27.0.0","CCMD63399960ST.21.0","CCIS33816588ST.4.0","MMRS15137911ST.27.0.0","17.0929027958565","17.4954985290188","19.5576119044197","23.4076401815988"
"CCIS11362406ST.4.0","CCIS45793747ST.4.0","CRC_MR_SBJ84H_17","CCIS03473770ST.4.0","CCIS45571137ST.3.0","21.9278809170882","22.1835060864215","23.5646070529046","24.3441179158786","CCMD63399960ST.21.0","MMRS55294627ST.27.0.0","LILT_VF120_16","MMRS15137911ST.27.0.0","22.0685729477622","23.0770142976361","23.1142285132708","24.7480246986785"
"CCIS45571137ST.3.0","CCIS03473770ST.4.0","CCIS45793747ST.4.0","CRC_MR_SBJ84H_17","SZAXPI015258.57","20.5600657519814","22.4429366533928","23.8504643882189","24.3016295475982","CRC_MR_SBJ33C_17","CCMD63399960ST.21.0","CCIS33816588ST.4.0","MMRS96422329ST.27.0.0","20.2085650383297","21.6622961937118","22.8574757749385","23.8185179952532"
"CCIS45793747ST.4.0","CCIS03473770ST.4.0","SZAXPI015258.57","CRC_MR_SBJ84H_17","SZAXPI003433.7","19.1391370919694","19.4296912254493","20.9180451858509","21.2369056704219","CCMD63399960ST.21.0","MMRS96422329ST.27.0.0","MMRS55294627ST.27.0.0","MMRS15137911ST.27.0.0","18.2206421274361","19.0013907517003","22.6268406441089","22.7547070234578"
"CCMD26625622ST.11.0","CCMD38158721ST.11.0","CCIS03473770ST.4.0","SZAXPI015272.108","CCIS45793747ST.4.0","26.080442988015","32.0096078341535","32.941857009985","33.4354552420645","CCMD63399960ST.21.0","CRC_MR_SBJ61C_17","MMRS55294627ST.27.0.0","MMRS96422329ST.27.0.0","28.1887491972986","34.6869053442621","34.7329870916856","35.0157612394747"
"CCMD89643949ST.11.0","CCMD29706695ST.11.0","CCIS03473770ST.4.0","DRR127597","CRC_MR_SBJ84H_17","26.014664268737","28.4701112839149","32.4568145724638","32.9503012475364","CCMD45988061ST.21.0","MMRS96422329ST.27.0.0","CCIS33816588ST.4.0","LILT_VF120_16","31.5362788518826","31.6411870654705","32.4662736259307","32.7002947755521"
"CRC_MR_SBJ84H_17","CCIS03473770ST.4.0","CCIS45793747ST.4.0","CCIS11362406ST.4.0","SZAXPI003433.7","19.1882025211248","20.9180451858509","22.1835060864215","22.8330125550375","CCMD63399960ST.21.0","DRR127536","MMRS55294627ST.27.0.0","MMRS96422329ST.27.0.0","18.1993067067402","20.3204647171934","21.8363168606888","22.7339860941389"
"MMRS86168210ST.27.0.0","SZAXPI015246.34","CCMD89643949ST.11.0","SZAXPI015258.57","CRC_MR_SBJ84H_17","19.6983918451685","35.1308294919078","38.8068662706756","41.7093471749451","LILT_VF120_16","CCMD63399960ST.21.0","DRR127536","LILT_VF234_T017","40.3460096908864","42.0561894579965","42.4672807903591","44.0531989535766"
"SID31300","CCIS03473770ST.4.0","CCIS45793747ST.4.0","CCIS45571137ST.3.0","CRC_MR_SBJ84H_17","22.6696716312764","29.1729733129296","29.5494307109139","31.3374853959312","CCIS33816588ST.4.0","MMRS96422329ST.27.0.0","CCMD45988061ST.21.0","CCMD63399960ST.21.0","25.2431944024642","25.8846721105078","27.2969082826517","29.4231525967596"
"SID31537","CCIS45793747ST.4.0","CCIS11362406ST.4.0","SZAXPI003433.7","CCIS03473770ST.4.0","27.429848937907","31.3222108170895","31.3318473868586","31.8026891385524","CRC_MR_SBJ50C_17","MMRS15137911ST.27.0.0","MMRS96422329ST.27.0.0","CCIS33816588ST.4.0","22.1944313315187","27.2310414090134","28.9012176269651","32.6660472053583"
"SZAXPI003433.7","CCIS45793747ST.4.0","CRC_MR_SBJ84H_17","CCIS03473770ST.4.0","CCIS45571137ST.3.0","21.2369056704219","22.8330125550375","24.7118979909355","24.9206121003357","CCMD63399960ST.21.0","DRR127536","MMRS96422329ST.27.0.0","MMRS55294627ST.27.0.0","20.8659517860389","22.4664143471449","22.5857123561822","23.6180766117671"
"SZAXPI015258.57","CCIS45793747ST.4.0","CCIS45571137ST.3.0","CCIS11362406ST.4.0","CRC_MR_SBJ84H_17","19.4296912254493","24.3016295475982","24.9882538769299","25.1003482755519","CCMD63399960ST.21.0","MMRS55294627ST.27.0.0","LILT_VF120_16","DRR127536","23.0531921858644","26.2012163512345","26.3584214642683","26.8653918080772"
"CCIS33816588ST.4.0","CCIS03473770ST.4.0","CCIS45571137ST.3.0","CCIS45793747ST.4.0","CRC_MR_SBJ84H_17","19.5576119044197","22.8574757749385","23.7383207318357","25.1982901797047","MMRS96422329ST.27.0.0","MMRS15137911ST.27.0.0","CCMD63399960ST.21.0","MMRS55294627ST.27.0.0","20.7409040113419","21.4489624447734","23.881539204398","24.7395832945343"
"CCMD27463710ST.11.0","CCIS03473770ST.4.0","SID31300","CCMD89643949ST.11.0","CCIS45571137ST.3.0","30.8801185916878","31.8603348297377","35.8557979296459","39.8572519125127","CCMD45988061ST.21.0","CCIS33816588ST.4.0","MMRS96422329ST.27.0.0","MMRS77487595ST.27.0.0","13.2273022075516","31.1018846066312","35.2497832530996","39.9198059685177"
"CCMD45988061ST.21.0","CCIS03473770ST.4.0","SID31300","CCMD89643949ST.11.0","CCIS45571137ST.3.0","24.5270689505085","27.2969082826517","31.5362788518826","34.0358567810273","CCMD27463710ST.11.0","CCIS33816588ST.4.0","MMRS96422329ST.27.0.0","CCMD63399960ST.21.0","13.2273022075516","25.7653654251148","29.9425316081556","34.6977407885225"
"CCMD63399960ST.21.0","CCIS03473770ST.4.0","CRC_MR_SBJ84H_17","CCIS45793747ST.4.0","SZAXPI003433.7","17.4954985290188","18.1993067067402","18.2206421274361","20.8659517860389","MMRS55294627ST.27.0.0","LILT_VF120_16","DRR127536","MMRS96422329ST.27.0.0","19.5409639018857","20.0622822414201","21.0329093039242","21.3305945513879"
"CRC_MR_SBJ33C_17","CCIS45571137ST.3.0","CCIS03473770ST.4.0","SZAXPI015258.57","CCIS11362406ST.4.0","20.2085650383297","32.1126175665049","32.1653827524017","33.4530752123329","CCIS33816588ST.4.0","CCMD63399960ST.21.0","MMRS96422329ST.27.0.0","MMRS15137911ST.27.0.0","33.892194240251","34.8220433738588","35.8563464588377","37.5964922407397"
"CRC_MR_SBJ50C_17","SID31537","CCIS45793747ST.4.0","SZAXPI003433.7","CCIS03473770ST.4.0","22.1944313315187","31.7410950312446","34.0344807992468","36.5008781178275","MMRS96422329ST.27.0.0","MMRS15137911ST.27.0.0","CCIS33816588ST.4.0","CCMD63399960ST.21.0","33.1155397243756","34.2662298409221","35.7444399547454","36.6069087787702"
"CRC_MR_SBJ61C_17","CCIS11362406ST.4.0","CCIS45793747ST.4.0","CRC_MR_SBJ84H_17","CCIS03473770ST.4.0","27.023135979562","30.3653713835201","30.5937447190173","31.1083333668247","LILT_VF234_T017","CCMD63399960ST.21.0","DRR127536","MMRS15137911ST.27.0.0","26.904311897707","27.3202536151918","31.202846207968","31.5574109957883"
"DRR127536","CRC_MR_SBJ84H_17","SZAXPI003433.7","CCIS45793747ST.4.0","CCIS03473770ST.4.0","20.3204647171934","22.4664143471449","23.7984539828284","23.9719659181094","MMRS55294627ST.27.0.0","CCMD63399960ST.21.0","LILT_VF120_16","MMRS96422329ST.27.0.0","20.5581103881291","21.0329093039242","24.0267433121824","24.255563292012"
"LILT_VF120_16","CCIS11362406ST.4.0","CRC_MR_SBJ84H_17","CCIS03473770ST.4.0","CCIS45793747ST.4.0","23.1142285132708","23.4870023341209","24.4696023658109","25.0453812658482","MMRS55294627ST.27.0.0","CCMD63399960ST.21.0","DRR127536","MMRS96422329ST.27.0.0","15.5557304104886","20.0622822414201","24.0267433121824","25.9469089142907"
"MMRS15137911ST.27.0.0","CCIS45793747ST.4.0","CCIS03473770ST.4.0","SZAXPI003433.7","CRC_MR_SBJ84H_17","22.7547070234578","23.4076401815988","24.2092814404063","24.6453875888268","CCIS33816588ST.4.0","MMRS96422329ST.27.0.0","CCMD63399960ST.21.0","MMRS55294627ST.27.0.0","21.4489624447734","21.8949653331856","23.5391182277056","25.3578611493103"
"MMRS77487595ST.27.0.0","CCIS03473770ST.4.0","CCIS45571137ST.3.0","SID31300","CRC_MR_SBJ84H_17","31.6124466417865","33.3888756577397","34.2836191337802","36.1105720529501","CCIS33816588ST.4.0","MMRS96422329ST.27.0.0","CCMD63399960ST.21.0","MMRS15137911ST.27.0.0","32.5523710860315","33.7970289136782","34.7687308914533","35.5021494549358"
"MMRS96422329ST.27.0.0","CCIS03473770ST.4.0","CCIS45793747ST.4.0","SZAXPI003433.7","CRC_MR_SBJ84H_17","17.0929027958565","19.0013907517003","22.5857123561822","22.7339860941389","CCIS33816588ST.4.0","MMRS55294627ST.27.0.0","CCMD63399960ST.21.0","MMRS15137911ST.27.0.0","20.7409040113419","20.9933388380577","21.3305945513879","21.8949653331856"
"SID531248","DRR127597","CCMD30626189ST.11.0","MMRS35808664ST.27.0.0","CRC_MR_SBJ03H_17","18.7443403508579","27.0592251510903","27.7738265339726","34.0140606850035","LILT_VF120_16","CCMD63399960ST.21.0","MMRS96422329ST.27.0.0","MMRS55294627ST.27.0.0","47.0113524616055","48.8560287401903","49.6835166647793","49.878305652571"
