"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"CCIS02124300ST.4.0","CCIS15794887ST.4.0","CCIS11362406ST.4.0","MMRS94549160ST.27.0.0","MMRS51737257ST.27.0.0","DRR127616","22.6080488466077","23.6251314016515","25.6519469648524","26.3643482931932","26.7261342335587","CCMD49461418ST.11.0","SID531277","MMRS90191266ST.27.0.0","CCMD72895164ST.21.0","LILT_VF300_T016","19.7638949134198","20.1282238364616","23.8880680714117","24.327500866061","25.1354226042034"
"CCIS11362406ST.4.0","SID530315","CCIS15794887ST.4.0","CCIS02124300ST.4.0","SID530444","DRR127616","23.3138073625481","23.5065797626984","23.6251314016515","24.8012797138373","25.2073978800847","CCIS98512455ST.4.0","MMRS90191266ST.27.0.0","DRR127476","SID531277","CCMD49461418ST.11.0","22.2941444232179","23.1934369153625","23.5892047185487","24.4092646679412","26.023006308046"
"CCIS15794887ST.4.0","CCIS02124300ST.4.0","CCIS11362406ST.4.0","MMPU29365221ST","SID530444","DRR127616","22.6080488466077","23.5065797626984","24.2197361447808","26.4198499950605","27.9240230630366","CCMD49461418ST.11.0","MMRS90191266ST.27.0.0","LILT_VF300_T016","CCIS98512455ST.4.0","SID531277","21.8810163552222","23.6515621896145","24.3920527048238","24.8290566570218","25.4941169189031"
"CCIS34604008ST.4.0","CCIS02124300ST.4.0","SZAXPI015265.88","CCIS11362406ST.4.0","CCMD49025643ST.11.0","CCIS15794887ST.4.0","29.7553481252547","30.1243621706601","32.4337360131176","33.2356406385841","33.7623479874475","CRC_MR_SBJ64C_17","SID531352","MMRS90191266ST.27.0.0","SID531277","CCIS98512455ST.4.0","18.9957484025268","28.5527262059843","30.6217514402965","31.9768549680765","32.2703147502329"
"CCMD15562448ST.11.0","SZAXPI015260.74","CCIS11362406ST.4.0","SID530315","SZAXPI003417.4","LILT_GF06_16","16.067685736216","29.006420156362","30.6171536771921","30.9440303785577","31.1944059653281","DRR127476","CCIS98512455ST.4.0","MMRS90191266ST.27.0.0","SID531277","CCMD49461418ST.11.0","25.0961089122876","31.5617698680334","31.981071639104","32.6335065216688","33.7422083357536"
"CCMD17410933ST.11.0","CCIS02124300ST.4.0","CCMD51154251ST.11.0","MMRS51737257ST.27.0.0","DRR127616","MMRS94549160ST.27.0.0","29.9629175405116","31.005035515182","35.3907058174671","35.7313482110191","36.9747094822867","MMRS14379078ST.27.0.0","SID531277","CCMD49461418ST.11.0","MMRS90191266ST.27.0.0","CCMD72895164ST.21.0","20.623533966646","28.0125615684714","30.9380512473911","35.1061734924287","35.7229917769761"
"CCMD49025643ST.11.0","CCMD66848156ST.11.0","SID532779","LILT_VF84_16","CCIS02124300ST.4.0","CCIS11362406ST.4.0","23.7384740931784","27.3091815923473","27.9138724634598","28.6299506158917","29.1108368345347","SID531352","CCMD72895164ST.21.0","SID531277","CCIS98512455ST.4.0","MMRS97052561ST.27.0.0","21.5204687428736","25.2615647893356","25.8008395462997","26.5173364697098","28.2660900210517"
"CCMD51154251ST.11.0","CCIS02124300ST.4.0","SID532779","CCIS15794887ST.4.0","CCMD17410933ST.11.0","CCMD66848156ST.11.0","28.5094365639414","30.5847620553438","30.843929455726","31.005035515182","32.5113629037034","CCMD49461418ST.11.0","SID531277","LILT_VF73_16","MMRS90191266ST.27.0.0","MMRS14379078ST.27.0.0","19.8152196337184","24.2000969253865","26.0609239781402","30.235671667618","30.6051336496134"
"CCMD66848156ST.11.0","SID532779","LILT_VF84_16","CCMD49025643ST.11.0","CCIS02124300ST.4.0","CCIS15794887ST.4.0","19.1982539097935","20.3187651218277","23.7384740931784","28.1619856671596","29.7648187380185","CCMD72895164ST.21.0","SID531352","LILT_VF73_16","CCMD49461418ST.11.0","MMRS90191266ST.27.0.0","21.0172323265053","22.7164422425542","23.6149821231374","24.9293204840445","25.351297260951"
"DRR127535","SZAXPI015245.33","DRR127762","SZAXPI015269.94","CCIS02124300ST.4.0","MMPU29365221ST","18.7145100705602","21.7648991122817","25.1634798119219","37.4186104060239","38.005682793635","DRR127617","SZAXPI015220.136","SZAXPI003420.4","CCIS98512455ST.4.0","CCMD49461418ST.11.0","18.4568644048982","20.8699414028406","29.661058856553","39.1338813954404","40.726911416103"
