"Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Species","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR"
9960,33,9969,42,9964.5,37.5,0.0041995800419958,0.00374962503749625,0.0032996700329967,"Erysipelotrichaceae_bacterium_21_3",0.00587243255872433,1,0.63896958360701
9916,1,10001,86,9958.5,43.5,0.0085991400859914,0.00434956504349565,9.99900009999e-05,"Gemella_morbillorum",0.000178394071262849,1,0.63896958360701
9910,1,10001,92,9955.5,46.5,0.0091990800919908,0.00464953504649535,9.99900009999e-05,"Fusobacterium_nucleatum",0.000178394071262849,1,0.63896958360701
9920,67,9935,82,9927.5,74.5,0.0081991800819918,0.00744925507449255,0.0066993300669933,"Granulicatella_adiacens",0.0118933785633782,1,0.63896958360701
9894,93,9909,108,9901.5,100.5,0.0107989201079892,0.01004899510049,0.0092990700929907,"Anaerotruncus_unclassified",0.0164275955696814,1,0.63896958360701
9889,91,9911,113,9900,102,0.0112988701129887,0.0101989801019898,0.0090990900909909,"Alistipes_indistinctus",0.0161139058507942,1,0.63896958360701
9883,101,9901,119,9892,110,0.0118988101189881,0.010998900109989,0.0100989901009899,"Bacteroides_fragilis",0.0177969948103229,1,0.63896958360701
9856,125,9877,146,9866.5,135.5,0.0145985401459854,0.0135486451354865,0.0124987501249875,"Clostridium_symbiosum",0.0219721304153203,1,0.63896958360701
9843,134,9868,159,9855.5,146.5,0.0158984101589841,0.0146485351464854,0.0133986601339866,"Akkermansia_muciniphila",0.0234966747227716,1,0.63896958360701
9801,175,9827,201,9814,188,0.0200979902009799,0.0187981201879812,0.0174982501749825,"Solobacterium_moorei",0.0306112941017334,1,0.63896958360701
9794,178,9824,208,9809,193,0.0207979202079792,0.0192980701929807,0.0177982201779822,"Coprobacillus_unclassified",0.0310604861843913,1,0.63896958360701
9772,184,9818,230,9795,207,0.022997700229977,0.0206979302069793,0.0183981601839816,"Parvimonas_unclassified",0.0320297268094014,1,0.63896958360701
9466,1,10001,536,9733.5,268.5,0.0535946405359464,0.0268473152684732,9.99900009999e-05,"Megasphaera_micronuciformis",0.000178394071262849,1,0.63896958360701
9698,235,9767,304,9732.5,269.5,0.0303969603039696,0.0269473052694731,0.0234976502349765,"Clostridium_clostridioforme",0.040710386792646,1,0.63896958360701
9697,266,9736,305,9716.5,285.5,0.0304969503049695,0.0285471452854715,0.0265973402659734,"Clostridium_bolteae",0.0459699222385454,1,0.63896958360701
9681,285,9717,321,9699,303,0.0320967903209679,0.0302969703029697,0.0284971502849715,"Parabacteroides_distasonis",0.0490178254901783,1,0.63896958360701
9615,278,9724,387,9669.5,332.5,0.0386961303869613,0.0332466753324668,0.0277972202779722,"Parabacteroides_goldsteinii",0.0479285404792854,1,0.63896958360701
9625,328,9674,377,9649.5,352.5,0.0376962303769623,0.0352464753524648,0.0327967203279672,"Clostridiales_bacterium_1_7_47FAA",0.0562788589876096,1,0.63896958360701
9480,225,9777,522,9628.5,373.5,0.0521947805219478,0.0373462653734627,0.0224977502249775,"Bacteroides_salyersiae",0.0390721797385479,1,0.63896958360701
9528,370,9632,474,9580,422,0.0473952604739526,0.0421957804219578,0.036996300369963,"Bacteroides_nordii",0.0630339809620934,1,0.63896958360701
9157,1,10001,845,9579,423,0.0844915508449155,0.0422957704229577,9.99900009999e-05,"Prevotella_bivia",0.000178394071262849,1,0.63896958360701
9548,394,9608,454,9578,424,0.0453954604539546,0.0423957604239576,0.0393960603939606,"Bilophila_unclassified",0.0668060552435323,1,0.63896958360701
9149,1,10001,853,9575,427,0.0852914708529147,0.0426957304269573,9.99900009999e-05,"Fusobacterium_periodonticum",0.000178394071262849,1,0.63896958360701
9535,408,9594,467,9564.5,437.5,0.0466953304669533,0.0437456254374563,0.0407959204079592,"Clostridium_citroniae",0.0688550863223537,1,0.63896958360701
9526,401,9601,476,9563.5,438.5,0.0475952404759524,0.0438456154384562,0.0400959904009599,"Peptostreptococcaceae_noname_unclassified",0.0678329814077416,1,0.63896958360701
