"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29"
"CCIS07277498ST.4.0","CRC_MR_SBJ18H_17","CCIS45571137ST.3.0","SID532802","CRC_MR_SBJ73H_17","CCIS41692898ST.4.0","SZAXPI015227.13","CCIS50471204ST.4.0","20.8380347940059","21.9285926517982","22.0447356711075","22.1565789645762","22.3759631089949","23.1337526556696","23.2398225399313","CCMD95433940ST.21.0","MMRS90191266ST.27.0.0","MMRS86958796ST.27.0.0","MMRS14602194ST.27.0.0","CCIS53043478ST.4.0","CCMD51864103ST.21.0","SZAXPI017588.123","20.2854713376273","20.8353798250908","22.0715658830564","23.1479849967962","23.8578366009724","24.0432518581701","24.4148532667985"
"CCIS10706551ST.3.0","CCIS45571137ST.3.0","CCIS07277498ST.4.0","MMRS94549160ST.27.0.0","DRR127649","CRC_MR_SBJ73H_17","CCIS11362406ST.4.0","CCIS50471204ST.4.0","25.0699110326882","29.7324740187728","30.4244042408327","31.3240838570612","31.6475421174425","32.1742890248301","32.4002332570384","MMRS90191266ST.27.0.0","CCMD95433940ST.21.0","MMRS14602194ST.27.0.0","CCIS53043478ST.4.0","MMRS86958796ST.27.0.0","SZAXPI017458.25","SZAXPI017588.123","29.0258766599977","30.0979704378767","30.3908254548293","32.2132829742872","32.4566812445466","32.6263869241263","32.6500060303195"
"CCIS11362406ST.4.0","CCIS50471204ST.4.0","CRC_MR_SBJ75H_17","CRC_MR_SBJ18H_17","SID31021","CCIS45571137ST.3.0","CCIS41692898ST.4.0","SID530258","22.9661057213582","23.6687046276977","23.6707014973131","23.896744026279","24.3441179158786","24.6761391860518","24.9168150922605","CCIS53043478ST.4.0","SID31549","SZAXPI003426.11","SID31876","MMRS55294627ST.27.0.0","MMRS90191266ST.27.0.0","SZAXPI017588.123","20.9005280488891","22.1758022715865","22.2879073285874","22.810307755631","23.0770142976361","23.1934369153625","23.5149429182765"
"CCIS16326685ST.4.0","SID31021","CRC_MR_SBJ75H_17","CCMD41202658ST.11.0","DRR127649","CCIS11362406ST.4.0","CRC_MR_SBJ18H_17","DRR127731","23.4025792018722","24.1895472680908","24.5655068644044","25.9474014041349","26.4396243929334","28.3317946819311","29.2884468288385","DRR127720","CCIS53043478ST.4.0","MMRS86958796ST.27.0.0","MMRS55294627ST.27.0.0","SZAXPI017453.19","SZAXPI017588.123","MMRS14602194ST.27.0.0","23.5249478485288","24.2897321218617","24.802873260697","25.0380148619993","27.3170051108225","27.6002358416916","27.6633152820771"
"CCIS27304052ST.3.0","SZAXPI015241.27","CCIS50471204ST.4.0","SID530258","CCIS81139242ST.4.0","SZAXPI015227.13","SID532802","CCIS41692898ST.4.0","20.0096830439365","22.9349646016971","23.0335623848331","25.1104324850031","25.7201271859006","26.7437733955439","26.7676213367101","CRC_MR_SBJ52C_17","CCMD25511638ST.21.0","SZAXPI017453.19","SZAXPI003424.12","CRC_MR_SBJ50C_17","CCIS33816588ST.4.0","MMRS14602194ST.27.0.0","22.6193649582697","24.0814650665631","25.8777304711252","26.5127267514773","26.7732073163415","27.798439824188","28.3476262802955"
"CCIS41692898ST.4.0","CCIS50471204ST.4.0","SID31021","SID530258","SID532802","CRC_MR_SBJ73H_17","CCIS07277498ST.4.0","SZAXPI015227.13","17.3770163721279","20.3640414072183","20.7218647326465","20.818624278542","21.9361513425487","22.3759631089949","23.8485334910933","CRC_MR_SBJ52C_17","CCMD95433940ST.21.0","MMRS86958796ST.27.0.0","SZAXPI017458.25","SZAXPI017588.123","MMRS14602194ST.27.0.0","CCIS53043478ST.4.0","18.1840398263505","22.0905285018444","22.1130588884532","22.8132978185071","23.6783268236208","24.0888469153092","24.8248052636954"
"CCIS45571137ST.3.0","CCIS50471204ST.4.0","CCIS07277498ST.4.0","SZAXPI015241.27","CRC_MR_SBJ18H_17","SZAXPI015227.13","CCIS11362406ST.4.0","DRR127649","21.7686550887509","21.9285926517982","22.5209112447587","23.6689383626833","23.9494680890829","24.3441179158786","25.0189785236868","MMRS90191266ST.27.0.0","CCIS53043478ST.4.0","SID31875","MMRS14602194ST.27.0.0","CCIS33816588ST.4.0","SZAXPI017588.123","CRC_MR_SBJ52C_17","15.6931572618227","21.0421132039631","22.2698882318861","22.5693866434469","22.8574757749385","23.8599401778462","25.4281237251218"
"CCIS50471204ST.4.0","CCIS41692898ST.4.0","SZAXPI015227.13","SID532802","SID31021","CRC_MR_SBJ73H_17","CRC_MR_SBJ18H_17","CCIS45571137ST.3.0","17.3770163721279","19.2269018707279","19.3329775743495","20.0334835089382","20.3686056624453","20.4744213116977","21.7686550887509","MMRS14602194ST.27.0.0","CRC_MR_SBJ52C_17","CCIS53043478ST.4.0","CCMD95433940ST.21.0","MMRS86958796ST.27.0.0","SZAXPI017588.123","SZAXPI017458.25","18.4644971896231","18.5784941912067","19.9737043398564","20.6648926164111","21.176615290603","22.1040774005024","22.3209085452833"
"CCIS64773582ST.4.0","CCIS50471204ST.4.0","MMRS91297590ST.27.0.0","CRC_MR_SBJ18H_17","CRC_MR_SBJ73H_17","MMRS94549160ST.27.0.0","CCIS41692898ST.4.0","DRR127649","24.2968484694888","24.816383266014","25.3397101240247","25.89335720812","26.0910569092707","26.6620827993895","27.2359791644545","MMRS14602194ST.27.0.0","MMRS55294627ST.27.0.0","SZAXPI017588.123","CCMD95433940ST.21.0","MMRS86958796ST.27.0.0","CCIS53043478ST.4.0","SZAXPI017458.25","21.3334787541484","23.1291386376536","23.825006475443","24.2154576333031","24.9043655747762","25.3698748250499","26.7869690725584"
"CCIS81139242ST.4.0","SID530258","SZAXPI015241.27","CCIS50471204ST.4.0","CRC_MR_SBJ73H_17","CCIS41692898ST.4.0","SZAXPI015227.13","CCIS27304052ST.3.0","19.3959180103005","21.3162830807507","22.5194861735165","23.6934411272614","24.3009946887612","25.099342807747","25.1104324850031","CRC_MR_SBJ52C_17","SZAXPI017458.25","SID31875","MMRS86958796ST.27.0.0","SZAXPI017588.123","MMRS14602194ST.27.0.0","CCIS53043478ST.4.0","17.6678887229374","19.7198619765124","24.1884475638992","25.1305599462248","25.8739544543891","26.7096684381817","26.7543631034454"
