"Species";"Pvalue";"Ctlmean";"Ctlmedian";"CRCmean";"CRCmedian";"SamplingCountForEachGroup";"pvalue";"adj.fdr.p";"Enrichment"
"Peptostreptococcus_stomatis";0,00155850638383085;1,4e-05;"0";0,068978;"0.01573";"531";0,00155850638383085;0,437459474220587;"Nodiff"
"Fusobacterium_nucleatum";0,00362535475873415;0;"0";0,00700733333333333;"0";"348";0,00362535475873415;0,437459474220587;"Nodiff"
"Porphyromonas_asaccharolytica";0,00362535475873415;0;"0";0,925374;"0";"534";0,00362535475873415;0,437459474220587;"Nodiff"
"Bacteroides_coprophilus";0,00825761248378455;0;"0";0,184180666666667;"0";"90";0,00825761248378455;0,692526034257398;"Nodiff"
"Gemella_morbillorum";0,0142472609618797;0,00046;"0";0,0803513333333333;"0";"356";0,0142472609618797;0,692526034257398;"Nodiff"
"Bacteroides_fragilis";0,0165545475927662;0,191972;"0.04743";0,644488666666667;"0.1956";"96";0,0165545475927662;0,692526034257398;"Nodiff"
"Coprococcus_eutactus";0,0180966134767002;0,993052;"0";0;"0";"242";0,0180966134767002;0,692526034257398;"Nodiff"
"Escherichia_coli";0,019419575058404;5,47048866666667;"0.00922";8,287458;"0.73878";"316";0,019419575058404;0,692526034257398;"Nodiff"
"Parvimonas_unclassified";0,027824726487175;0,000128;"0";0,165597333333333;"0";"518";0,027824726487175;0,692526034257398;"Nodiff"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1";0,0324680212017376;0,00567866666666667;"0";0,04044;"0.00249";"394";0,0324680212017376;0,692526034257398;"Nodiff"
"Anaerotruncus_colihominis";0,0334535359650721;0,00729733333333333;"0";0,036574;"0.01435";"72";0,0334535359650721;0,692526034257398;"Nodiff"
"Roseburia_intestinalis";0,0344731975651684;2,08083466666667;"0.59458";0,490878666666667;"0.01039";"596";0,0344731975651684;0,692526034257398;"Nodiff"
"Klebsiella_unclassified";0,0384143238141604;0;"0";0,00189933333333333;"0";"386";0,0384143238141604;0,692526034257398;"Nodiff"
"Parvimonas_micra";0,0384143238141604;0;"0";0,0409633333333333;"0";"515";0,0384143238141604;0,692526034257398;"Nodiff"
"Porphyromonas_uenonis";0,0384143238141604;0;"0";0,0187313333333333;"0";"539";0,0384143238141604;0,692526034257398;"Nodiff"
"Subdoligranulum_variabile";0,0440332971692489;0,000411333333333333;"0";0,001328;"0.00066";"687";0,0440332971692489;0,692526034257398;"Nodiff"
"Bifidobacterium_pseudocatenulatum";0,057162339550787;0,0719686666666667;"0";0,0649973333333333;"0";"139";0,057162339550787;0,692526034257398;"Nodiff"
"Bacteroides_xylanisolvens";0,0603470269594061;0,0291773333333333;"0.00335";0,203944666666667;"0.02717";"125";0,0603470269594061;0,692526034257398;"Nodiff"
"Clostridium_bartlettii";0,0694185308193094;0,004304;"0";0,0473793333333333;"0.00374";"199";0,0694185308193094;0,692526034257398;"Nodiff"
"Ruminococcus_obeum";0,071153478744626;1,01006266666667;"1.00652";0,517722;"0.22042";"611";0,071153478744626;0,692526034257398;"Nodiff"
"Clostridium_nexile";0,0713835113123191;0,004436;"0";0,298824666666667;"0.00572";"214";0,0713835113123191;0,692526034257398;"Nodiff"
"Subdoligranulum_sp_4_3_54A2FAA";0,0742703839322665;0,017586;"0";0,139812666666667;"0";"685";0,0742703839322665;0,692526034257398;"Nodiff"
"Anaerococcus_vaginalis";0,0797251955374254;0;"0";0,00658266666666667;"0";"65";0,0797251955374254;0,692526034257398;"Nodiff"
"Deinococcus_unclassified";0,0797251955374254;0;"0";0,000642666666666667;"0";"263";0,0797251955374254;0,692526034257398;"Nodiff"
"Eikenella_corrodens";0,0797251955374254;0;"0";0,00374666666666667;"0";"286";0,0797251955374254;0,692526034257398;"Nodiff"
"Holdemania_sp_AP2";0,0797251955374254;0;"0";0,0245913333333333;"0";"377";0,0797251955374254;0,692526034257398;"Nodiff"
"Lactobacillus_casei_paracasei";0,0797251955374254;0,0725333333333333;"0";0;"0";"411";0,0797251955374254;0,692526034257398;"Nodiff"
"Leuconostoc_mesenteroides";0,0797251955374254;0;"0";0,006414;"0";"458";0,0797251955374254;0,692526034257398;"Nodiff"
"Porphyromonas_somerae";0,0797251955374254;0;"0";0,011402;"0";"538";0,0797251955374254;0,692526034257398;"Nodiff"
"Odoribacter_splanchnicus";0,08889078907319;0,186638;"0.0926";0,578774;"0.38912";"490";0,08889078907319;0,692526034257398;"Nodiff"
"Bifidobacterium_longum";0,101071842004218;1,45251066666667;"0.00019";0,891234666666667;"0.42405";"138";0,101071842004218;0,692526034257398;"Nodiff"
"Clostridium_innocuum";0,104141601673986;0,00123466666666667;"0";0,00221666666666667;"0";"211";0,104141601673986;0,692526034257398;"Nodiff"
"Alistipes_sp_AP11";0,115993125541252;0,0320526666666667;"0";0,0899273333333333;"0";"54";0,115993125541252;0,692526034257398;"Nodiff"
"Flavonifractor_plautii";0,117690726091575;0,0449466666666667;"0";0,025802;"0.00689";"343";0,117690726091575;0,692526034257398;"Nodiff"
"Clostridium_symbiosum";0,131742479028276;0,026788;"0";0,0661226666666667;"0.0055";"228";0,131742479028276;0,692526034257398;"Nodiff"
"Burkholderiales_bacterium_1_1_47";0,140157082304246;0,00922333333333333;"0";0,0410466666666667;"0.00068";"160";0,140157082304246;0,692526034257398;"Nodiff"
"Desulfovibrio_piger";0,142340830722055;0,089434;"0";0,133588;"0.05442";"266";0,142340830722055;0,692526034257398;"Nodiff"
"Parabacteroides_distasonis";0,157537499755867;0,497913333333333;"0.00573";0,314304666666667;"0.07331";"503";0,157537499755867;0,692526034257398;"Nodiff"
"Lactobacillus_delbrueckii";0,15990093419154;0,00795266666666667;"0";0,00101466666666667;"0";"414";0,15990093419154;0,692526034257398;"Nodiff"
"Megasphaera_unclassified";0,15990093419154;0,00811733333333333;"0";0,159978666666667;"0";"474";0,15990093419154;0,692526034257398;"Nodiff"
"Ruminococcus_lactaris";0,161499200598304;0,732227333333333;"0.5196";0,313189333333333;"0";"610";0,161499200598304;0,692526034257398;"Nodiff"
"Ruminococcaceae_bacterium_D16";0,162799326829136;0,0473166666666667;"0";0,221316666666667;"0.00107";"603";0,162799326829136;0,692526034257398;"Nodiff"
"Alistipes_senegalensis";0,16359443067128;0,01583;"4e-04";0,0829446666666667;"0.01519";"52";0,16359443067128;0,692526034257398;"Nodiff"
"Actinomyces_naeslundii";0,164394222391658;1e-04;"0";0;"0";"25";0,164394222391658;0,692526034257398;"Nodiff"
"Actinomyces_oris";0,164394222391658;8,13333333333333e-05;"0";0;"0";"27";0,164394222391658;0,692526034257398;"Nodiff"
"Actinomyces_turicensis";0,164394222391658;0;"0";0,00103533333333333;"0";"34";0,164394222391658;0,692526034257398;"Nodiff"
"Anaerococcus_obesiensis";0,164394222391658;0;"0";0,00335133333333333;"0";"62";0,164394222391658;0,692526034257398;"Nodiff"
"Anaerococcus_prevotii";0,164394222391658;0;"0";0,000407333333333333;"0";"63";0,164394222391658;0,692526034257398;"Nodiff"
"Anaerostipes_unclassified";0,164394222391658;0,00411466666666667;"0";0;"0";"71";0,164394222391658;0,692526034257398;"Nodiff"
"Campylobacter_ureolyticus";0,164394222391658;0;"0";0,00142666666666667;"0";"173";0,164394222391658;0,692526034257398;"Nodiff"
"candidate_division_TM7_single_cell_isolate_TM7b";0,164394222391658;0;"0";0,000282666666666667;"0";"174";0,164394222391658;0,692526034257398;"Nodiff"
