"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41"
"CCIS02124300ST.4.0","SID31328","CCIS71578391ST.4.0","MMPU72854103ST","CCIS11354283ST.4.0","CRC_MR_SBJ34H_17","MMRS65862658ST.27.0.0","CRC_MR_SBJ16H_17","MMPU99077057ST","CCIS88007743ST.4.0","CRC_MR_SBJ18H_17","17.0547103579129","18.0812397714703","18.8098819254082","19.1597941564386","21.4055226965449","21.6099185347053","21.9284543186427","22.0057042148735","22.3397623688884","22.5315230121002","CRC_MR_SBJ04C_17","SID530890","CRC_MR_SBJ02C_17","CCIS11015875ST.4.0","SID31878","MMRS16644320ST.27.0.0","CCMD86707194ST.21.0","MMRS14602194ST.27.0.0","CCIS77252613ST.4.0","SID531775","18.4085507420818","18.8294265473248","21.453417951499","21.5429726841817","21.950752425532","22.0032427052719","22.0140844245656","22.4534148810487","22.5481842179986","22.6932284362538"
"CCIS07539127ST.4.0","CRC_MR_SBJ16H_17","CRC_MR_SBJ18H_17","SZAXPI015251.41","MMRS11932626ST.27.0.0","SZAXPI015268.109","SID31749","SID31328","CRC_MR_SBJ34H_17","MMRS68630931ST.27.0.0","SZAXPI003433.7","16.8099076981701","18.2981592960877","18.3727763904615","19.3387570696206","19.6948656628193","20.1392900589221","20.7692055953014","21.077242996941","21.1091505342423","21.4673897375088","CCMD50071957ST.21.0","MMRS14602194ST.27.0.0","SID531128","SID31874","MMRS16644320ST.27.0.0","CCIS11015875ST.4.0","SID31878","CCMD88272491ST.21.0","CCIS02379307ST.4.0","MMRS65205033ST.27.0.0","18.339635165796","18.5230909913788","18.9910285836155","19.9250926091348","20.0169700596744","20.2615464973629","20.5371513345157","20.8324746240455","21.1389255859422","21.7656343765441"
"CCIS11354283ST.4.0","CCIS71578391ST.4.0","SID31328","SID530331","CRC_MR_SBJ34H_17","SZAXPI015241.27","CCIS02124300ST.4.0","SID31333","CCIS13047523ST.4.0","SID31379","MMPU72854103ST","15.1831382683061","16.0930022437083","16.9390304619627","17.5115746986329","18.659741961643","19.1597941564386","20.0041198221391","20.4075794188556","21.5236534366334","21.9639790455987","SID530890","CRC_MR_SBJ04C_17","CRC_MR_SBJ02C_17","CCIS11015875ST.4.0","CRC_MR_SBJ39C_17","CCIS06260551ST.3.0","CRC_MR_SBJ25C_17","SID31276","SZAXPI015221.142","MMRS14602194ST.27.0.0","13.8670278680473","15.4052545428597","16.9794917850152","19.1122928450069","19.627819768367","21.0349797642926","21.1511992231481","21.3325561454787","22.37666640299","22.4728032349994"
"CCIS11362406ST.4.0","CCIS88007743ST.4.0","DRR127777","CCIS90164298ST.4.0","CCIS36797902ST.4.0","SID31328","CRC_MR_SBJ16H_17","SZAXPI015251.41","CCIS02124300ST.4.0","CRC_MR_SBJ18H_17","MMRS11932626ST.27.0.0","18.9375158747207","20.4117210195025","20.4344181528371","22.4692832092971","23.080315635892","23.1824667224413","23.5814684763651","23.6251314016515","23.6707014973131","24.2469885474568","CCIS06260551ST.3.0","SID530890","SZAXPI003426.11","CCIS11015875ST.4.0","MMRS90191266ST.27.0.0","CCMD50071957ST.21.0","MMRS16644320ST.27.0.0","SZAXPI003435.11","SID31874","SID531281","20.5650465785371","20.7644268769836","22.2879073285874","22.9025142905643","23.1934369153625","23.6982846066039","23.7399780549941","24.176583645991","24.3916303934628","24.4513646958263"
"CCIS13047523ST.4.0","SID530331","SID31379","MMPU72854103ST","CCIS11354283ST.4.0","CCMD45812507ST.11.0","CCIS71578391ST.4.0","MMRS65862658ST.27.0.0","CCIS02124300ST.4.0","SID31328","MMRS29805707ST.27.0.0","17.2360052998599","17.245284550949","19.5439465234123","20.4075794188556","20.5645919099334","22.6343984964169","22.7543778349662","23.8990683048691","25.6612403149672","25.7262818965159","CRC_MR_SBJ02C_17","CRC_MR_SBJ04C_17","CRC_MR_SBJ39C_17","CRC_MR_SBJ42C_17","CCMD51864103ST.21.0","CCMD86707194ST.21.0","SID530890","DRR127491","CCIS11015875ST.4.0","MMRS14602194ST.27.0.0","19.5938788452542","21.3912741564639","23.9891885091972","24.1663385470079","24.3728020452635","25.3406291459565","25.6618980618406","26.1665145217719","27.7484568998062","28.1119608988932"
"CCIS34604008ST.4.0","SZAXPI015241.27","CCIS11354283ST.4.0","CRC_MR_SBJ34H_17","SID31766","SID31236","CCIS71578391ST.4.0","SID31537","SID31328","SID530177","SZAXPI003433.7","14.3294843447383","22.5690981518447","23.0437696313081","23.8538899292694","24.0419891087697","24.8655525590424","25.961123755716","26.0003488201639","26.3446811538667","28.4538893539987","SID31276","CRC_MR_SBJ25C_17","SZAXPI003412.1","SID530890","SID31285","SZAXPI015221.142","SZAXPI003424.12","CCIS06260551ST.3.0","CRC_MR_SBJ04C_17","CCMD26925580ST.21.0","14.740227056338","19.9646673563298","20.4623902951512","22.736253624056","23.3671446822863","25.4010910160076","25.8023815763507","26.2358328036905","27.8260165231192","28.3649894484521"
"CCIS36797902ST.4.0","CCIS11362406ST.4.0","CCIS88007743ST.4.0","CCIS90164298ST.4.0","MMRS11932626ST.27.0.0","SID532749","SZAXPI015251.41","CCIS07539127ST.4.0","DRR127777","CRC_MR_SBJ18H_17","SID530364","22.4692832092971","23.8034941676448","24.4804987209003","24.9005958636957","24.906775983507","24.9795961699304","25.1400872447631","25.7022504489899","25.9979665507728","26.0496976347807","SZAXPI003413.4","SID31878","MMRS15137911ST.27.0.0","SZAXPI017453.19","CCIS06260551ST.3.0","CCMD64776337ST.21.0","SZAXPI003410.3","CCMD50071957ST.21.0","SID530890","SID31874","20.9881180749847","22.7602194618923","22.8285782026827","23.515704305419","24.2987448235295","24.6822466788945","24.952129154982","24.9709266665617","26.2716080297381","26.2726196180301"
"CCIS63468405ST.4.0","MMRS39582183ST.27.0.0","MMRS34569532ST.27.0.0","CCMD39882286ST.11.0","MMRS38861560ST.27.0.0","CCIS11362406ST.4.0","SZAXPI015251.41","CCMD85481373ST.11.0","SZAXPI015263.84","CCIS88007743ST.4.0","CCIS90164298ST.4.0","21.8878216495406","22.8379274071269","29.1508697170428","29.8956732125102","30.5100536640056","30.947286487521","31.1955961837677","31.5754688968208","31.8295866563234","32.1574841925655","MMRS77487595ST.27.0.0","SZAXPI003426.11","CCIS06260551ST.3.0","CCIS77252613ST.4.0","CCMD50071957ST.21.0","SZAXPI015226.14","SZAXPI015210.17","LILT_VF234_T017","MMRS44587603ST.27.0.0","CCIS11015875ST.4.0","23.904809019691","27.6075620715666","29.4559128078201","30.1210936597428","31.5912679501172","31.8911869457473","31.8946540134832","32.0298362865017","32.1145733345813","32.197162258432"
"CCIS64773582ST.4.0","DRR127704","MMRS36405092ST.27.0.0","SZAXPI015251.41","SID31328","CRC_MR_SBJ63H_17","CRC_MR_SBJ77H_17","CCIS88007743ST.4.0","CCIS11354283ST.4.0","CRC_MR_SBJ18H_17","MMRS11932626ST.27.0.0","17.4584729022587","21.9702360336547","22.8375549548436","23.6576438109018","24.2232883468925","25.0574755971526","25.239484940232","25.2874191277975","25.3397101240247","25.574190045802","CCIS11015875ST.4.0","SID31874","MMRS14602194ST.27.0.0","CRC_MR_SBJ39C_17","CCIS02379307ST.4.0","MMRS65205033ST.27.0.0","CCMD52117727ST.11.0","MMRS16644320ST.27.0.0","CCIS06260551ST.3.0","CCMD50071957ST.21.0","20.7242972648821","20.8802088981648","21.3334787541484","21.897017326732","22.043579183726","24.1365205864433","25.0342572850944","25.3399875349871","25.5362911112538","25.6690692841034"
"CCIS71578391ST.4.0","SID31328","CCIS11354283ST.4.0","MMPU99077057ST","CCIS02124300ST.4.0","CRC_MR_SBJ16H_17","CRC_MR_SBJ34H_17","MMRS65862658ST.27.0.0","MMPU72854103ST","SZAXPI015241.27","MMRS11932626ST.27.0.0","14.754272968171","15.1831382683061","16.0685414695703","18.0812397714703","18.361218082257","18.97780229647","19.1106202696145","19.4606697730885","20.1232966267955","20.5634072158191","SID530890","CRC_MR_SBJ04C_17","MMRS90191266ST.27.0.0","CRC_MR_SBJ02C_17","MMRS14602194ST.27.0.0","CCIS11015875ST.4.0","CCMD86707194ST.21.0","MMRS16644320ST.27.0.0","MMRS65205033ST.27.0.0","CCMD50071957ST.21.0","14.2476194021422","17.0728657130079","17.6846485388599","18.1409708349884","18.6348045729463","19.1684686105802","19.2255619482526","19.2835009022713","21.8620095508533","22.1126176123113"
"CCIS88007743ST.4.0","CCIS11362406ST.4.0","CCIS11354283ST.4.0","CCIS02124300ST.4.0","SZAXPI015251.41","SZAXPI003433.7","SID31328","CCIS36797902ST.4.0","CCIS71578391ST.4.0","CRC_MR_SBJ18H_17","CRC_MR_SBJ34H_17","18.9375158747207","22.1197682453931","22.3397623688884","23.2355762252047","23.6679833507526","23.6947294775083","23.8034941676448","23.9452644801973","24.078827064444","24.0954473921009","CCIS06260551ST.3.0","CRC_MR_SBJ39C_17","CCIS11015875ST.4.0","SID530890","SZAXPI003426.11","SID31874","SZAXPI015221.142","MMRS14602194ST.27.0.0","SID531281","SZAXPI003435.11","17.8042522555737","20.2730829194575","20.3881178596456","20.9940477791945","21.8039972292605","23.4314257682925","23.5016237306276","23.5901481179178","23.6783527528374","23.7658808380733"
"CCMD22852639ST.11.0","LILT_VF40_16","SZAXPI015268.109","LILT_VF189_T016","SID31328","CCIS07539127ST.4.0","CRC_MR_SBJ16H_17","SZAXPI015251.41","SID31749","MMRS11932626ST.27.0.0","SID531414","21.2238292418216","21.9200408274643","22.0961512412569","22.7780055105775","23.0531655616837","23.2980641324553","24.0871610697753","24.3600918657422","24.7770791168168","25.0413439413842","LILT_VF100_T016","MMRS16644320ST.27.0.0","CCMD50071957ST.21.0","CCIS11015875ST.4.0","SID531128","MMRS14602194ST.27.0.0","SID31878","MMRS90191266ST.27.0.0","SID31874","SID530890","20.9228627606955","21.0369260019305","22.1954465300228","22.602806514807","23.0386053227469","23.2654129480158","23.6065245447016","24.4136664247548","24.4279691190488","24.4930179957452"
"CCMD26625622ST.11.0","CRC_MR_SBJ18H_17","MMRS65862658ST.27.0.0","CCIS64773582ST.4.0","MMPU72854103ST","SZAXPI015240.26","DRR127704","SZAXPI015251.41","CCIS71578391ST.4.0","CRC_MR_SBJ63H_17","LILT_VF279_T016","29.7402322250147","29.7426168288098","30.6043546002003","30.9748493799534","31.4023627977323","31.7868108577174","32.3223449665661","32.4560979166381","32.6164047628873","32.6670366673701","SID31874","MMRS14602194ST.27.0.0","CRC_MR_SBJ42C_17","CCIS02379307ST.4.0","CRC_MR_SBJ02C_17","SID530890","CCMD50071957ST.21.0","CCIS11015875ST.4.0","MMRS16644320ST.27.0.0","CCMD19168690ST.11.0","29.0562139975565","30.0290235095832","30.6993698500051","32.0155902938834","32.2691949624545","32.4445074779831","33.0608711096108","33.5726922097111","33.7716791692995","34.133971305711"
"CCMD39882286ST.11.0","MMRS34569532ST.27.0.0","MMRS39582183ST.27.0.0","CCIS63468405ST.4.0","SID31328","CCIS71578391ST.4.0","CCIS90164298ST.4.0","CRC_MR_SBJ34H_17","MMPU99077057ST","SID531414","CCIS11354283ST.4.0","24.9922604981102","26.9283243845231","29.1508697170428","30.2600948370705","31.0475493926558","31.7374070810408","32.3252895691145","32.3325989613439","32.4266506757466","32.651557495677","MMRS77487595ST.27.0.0","SID530890","CCIS77252613ST.4.0","CRC_MR_SBJ04C_17","CCIS11015875ST.4.0","SID31878","MMRS90191266ST.27.0.0","MMRS14602194ST.27.0.0","MMRS16644320ST.27.0.0","MMRS65205033ST.27.0.0","25.2517660291731","30.9315986392475","31.6971462188822","33.087456511107","33.5430832222353","34.367644125782","34.4593260253041","34.5443119687236","34.5864542955953","34.7407427857206"
"CCMD50538120ST.11.0","SZAXPI015246.34","MMRS86168210ST.27.0.0","LILT_VF00TL_16","LILT_VF189_T016","MMPU99077057ST","SID531414","SID31071","SZAXPI015248.36","SZAXPI015259.62","SID31749","16.6693567949366","19.4499956411281","21.2278488614932","31.8296949123786","32.0846996526055","32.586236016326","33.2537290371125","34.555535643377","36.8953393107029","37.4330689230899","SZAXPI015224.13","LILT_VF73_16","CCMD26925580ST.21.0","MMRS90191266ST.27.0.0","MMRS44587603ST.27.0.0","SID31878","CCMD86707194ST.21.0","CCIS35100175ST.4.0","SZAXPI015210.17","MMRS65205033ST.27.0.0","15.3848366787301","30.0397797032835","36.3728952151173","38.099658927951","38.9833700006169","39.2927057390045","39.6326403286218","40.308193902476","41.0409432955482","41.6558505084244"
"CCMD53522274ST.11.0","SZAXPI015263.84","SZAXPI015264.87","MMRS39582183ST.27.0.0","MMRS64281551ST.27.0.0","CCIS90164298ST.4.0","DRR127535","CCMD68973846ST.11.0","CCIS02124300ST.4.0","CRC_MR_SBJ16H_17","SID531414","21.2772892594076","24.1273229119643","24.8228256378217","25.1408819553014","26.3843245067502","26.97811055821","28.0922894919193","28.1168578509122","29.09703045688","29.6770533037884","SZAXPI015226.14","MMRS44587603ST.27.0.0","CCIS77252613ST.4.0","MMRS43563715ST.27.0.0","SZAXPI017468.88","DRR127617","MMRS78791111ST.27.0.0","SZAXPI015210.17","SZAXPI015220.136","MMRS90191266ST.27.0.0","20.1115990489717","20.9361600996123","20.997050135188","23.0303136261341","24.3615130321682","25.0479775508283","25.0567999532223","25.7022088038285","28.0910904538076","28.9049446154771"
"CCMD67373733ST.11.0","LILT_VF84_16","MMRS11932626ST.27.0.0","CRC_MR_SBJ77H_17","MMRS68630931ST.27.0.0","MMRS39582183ST.27.0.0","SID31328","SZAXPI015263.84","CCMD22852639ST.11.0","CCMD68973846ST.11.0","SZAXPI015264.87","35.3801465826458","36.5098359196696","37.1299117407017","38.0501594017831","38.7243511623126","39.10296650882","39.6527351380721","40.1921808762376","40.7399187516691","40.9204739376195","MMRS43563715ST.27.0.0","CCMD18872694ST.21.0","MMRS14602194ST.27.0.0","CCIS77252613ST.4.0","CCMD52117727ST.11.0","DRR127617","MMRS90191266ST.27.0.0","SID31285","SZAXPI015226.14","CCIS11015875ST.4.0","25.9423569585321","29.082204571062","38.6032261805966","39.0688492992205","39.5652119321444","39.6390488990263","40.1462920971589","40.3071059362887","40.5323054166032","40.7625192186131"
"CCMD68973846ST.11.0","SZAXPI015264.87","SZAXPI015263.84","MMRS39582183ST.27.0.0","CCMD73128545ST.11.0","CCIS07539127ST.4.0","SZAXPI015251.41","CRC_MR_SBJ18H_17","CRC_MR_SBJ16H_17","LILT_VF84_16","SID31749","18.6757534075549","23.2212433057427","23.3839534146581","23.664040038717","24.6412921598848","26.0385806263955","26.1169297844521","26.5012338958057","26.5401620919334","27.7950041218705","MMRS78791111ST.27.0.0","SID531128","MMRS14602194ST.27.0.0","CCIS87116798ST.4.0","CCIS77252613ST.4.0","SZAXPI015226.14","CCIS11015875ST.4.0","SID31874","MMRS43563715ST.27.0.0","SZAXPI017468.88","13.1946249015953","21.8705219013653","24.0392737826686","24.3529068592068","26.0355706047092","26.074294640055","26.2453347513649","28.0044749935827","28.2888191598359","28.402619387266"
"CCMD72666896ST.11.0","CRC_MR_SBJ81H_17","LILT_VF279_T016","DRR127777","SZAXPI015268.109","CCIS11362406ST.4.0","CCIS90164298ST.4.0","SID530052","CRC_MR_SBJ63H_17","CCIS36797902ST.4.0","SID532749","36.2040921601274","36.2507422222111","37.6126352919149","37.9587063284196","38.0681705882171","38.0996678179902","38.1002435237204","38.1445326340801","38.2078030227308","38.3317906568817","DRR127519","MMRS16644320ST.27.0.0","SZAXPI017582.94","SZAXPI003411.6","SZAXPI003421.5","SZAXPI015237.23","SZAXPI015221.142","CCMD50071957ST.21.0","SZAXPI003435.11","CCMD86707194ST.21.0","32.5056356593991","33.2881474372245","33.9202629315679","33.9988697150244","36.325030450608","36.8910129944896","37.4707850176227","37.5414174159634","38.0880727231505","38.1721144212814"
"CCMD73128545ST.11.0","CCIS07539127ST.4.0","CCMD68973846ST.11.0","SZAXPI015264.87","MMRS11932626ST.27.0.0","CRC_MR_SBJ16H_17","MMPU99077057ST","CRC_MR_SBJ18H_17","CCIS71578391ST.4.0","CRC_MR_SBJ34H_17","MMRS65862658ST.27.0.0","22.8941575844581","23.664040038717","23.6850368861988","24.1345889736287","24.2359609118888","24.3123910136148","24.4004120845735","25.3927619132264","25.9086741056369","26.8282256050451","MMRS14602194ST.27.0.0","SID531128","MMRS78791111ST.27.0.0","CRC_MR_SBJ02C_17","CCIS87116798ST.4.0","SID31874","CRC_MR_SBJ42C_17","CCIS11015875ST.4.0","MMRS16644320ST.27.0.0","CCMD86707194ST.21.0","20.7861232426997","21.6326976299652","21.6614922947935","24.1003660086543","24.4629414588148","24.6987740639976","24.9157289331378","26.2845353279985","26.5386119854016","26.6180157741688"
"CCMD76409700ST.11.0","MMRS65862658ST.27.0.0","CCIS71578391ST.4.0","MMPU99077057ST","SZAXPI015241.27","CRC_MR_SBJ16H_17","SZAXPI015264.87","SID31328","CCIS02124300ST.4.0","CCIS11354283ST.4.0","MMPU72854103ST","23.0225219002046","24.3327178680969","26.9523249296883","27.5831175714856","27.8973046447394","28.4948748468176","28.6866336455308","29.0590811421903","29.5154675152521","29.6408524131308","MMRS90191266ST.27.0.0","CCMD26925580ST.21.0","MMRS65205033ST.27.0.0","CRC_MR_SBJ42C_17","CRC_MR_SBJ02C_17","SID530890","CCIS11015875ST.4.0","MMRS14602194ST.27.0.0","CCMD86707194ST.21.0","CRC_MR_SBJ04C_17","20.5262633514042","22.6111569257944","27.4983520599217","29.0768793532972","29.5022919519908","29.8525336138643","29.878740222921","29.9588908483525","30.2438868741685","30.4562231498589"
