"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"CCIS29688262ST.20.0","CRC_MR_SBJ45H_17","CRC_MR_SBJ68H_17","CRC_MR_SBJ34H_17","32.730548270084","34.6252740969021","35.6370305785555","CCIS48725289ST.4.0","CCMD46222674ST.21.0","DRR162779","32.9072187621501","35.3010076711586","36.1081090574638"
"CRC_MR_SBJ34H_17","CCIS81139242ST.4.0","CCIS78100604ST.4.0","CRC_MR_SBJ45H_17","19.4433985105074","22.6689179511683","23.4464784091897","CCMD46222674ST.21.0","CCIS48725289ST.4.0","CCMD64776337ST.21.0","21.4210542636001","22.5851876652088","22.9334667364574"
"CRC_MR_SBJ45H_17","CRC_MR_SBJ34H_17","MMPU72854103ST","LILT_VF265_T016","23.4464784091897","25.4380861646842","26.3205188245787","CCMD46222674ST.21.0","CCIS48725289ST.4.0","CCMD64776337ST.21.0","16.8962706904068","19.8452074257968","28.4404476237945"
"LILT_VF265_T016","CRC_MR_SBJ34H_17","CRC_MR_SBJ45H_17","CRC_MR_SBJ68H_17","25.139188213934","26.3205188245787","31.3895078475993","CCMD46222674ST.21.0","LILT_VF251_T017","CCIS48725289ST.4.0","22.5083797152549","25.4199391310522","26.4910837059812"
"MMPU72854103ST","CRC_MR_SBJ45H_17","CRC_MR_SBJ34H_17","MMRS11288076ST.27.0.0","25.4380861646842","27.3977965832857","32.0871044023358","CCIS48725289ST.4.0","CCMD46222674ST.21.0","CCMD64776337ST.21.0","19.2582926081416","29.339868243242","29.7919905970262"
"MMRS11288076ST.27.0.0","CRC_MR_SBJ34H_17","CCIS81139242ST.4.0","CRC_MR_SBJ45H_17","26.4262307105743","28.7753940469023","30.1126934332832","CCMD46222674ST.21.0","SZAXPI017585.109","CCIS48725289ST.4.0","28.4400057088461","28.4620819673948","28.9421239430315"
"MMRS33294861ST.27.0.0","MMPU72854103ST","CRC_MR_SBJ45H_17","CRC_MR_SBJ34H_17","34.4796518645708","36.2066203809704","39.7595203027665","CCIS48725289ST.4.0","CCMD46222674ST.21.0","CCMD64776337ST.21.0","34.2298235442019","39.5067595512819","41.3707921845678"
"MMRS95674036ST.27.0.0","CRC_MR_SBJ45H_17","MMRS11288076ST.27.0.0","CRC_MR_SBJ34H_17","34.0385191699742","37.1514657298013","37.3071966551964","SZAXPI017585.109","CCIS48725289ST.4.0","CCMD46222674ST.21.0","32.0162087823012","35.5886860282731","35.743928551431"
"CCIS48725289ST.4.0","MMPU72854103ST","CRC_MR_SBJ45H_17","CRC_MR_SBJ34H_17","19.2582926081416","19.8452074257968","22.5851876652088","CCMD46222674ST.21.0","CCMD64776337ST.21.0","SZAXPI017585.109","22.7188260926219","28.3031397298586","28.4920378681536"
"CCMD46222674ST.21.0","CRC_MR_SBJ45H_17","CRC_MR_SBJ34H_17","CRC_MR_SBJ68H_17","16.8962706904068","21.4210542636001","21.8323657879763","CCIS48725289ST.4.0","CCMD64776337ST.21.0","DRR127720","22.7188260926219","28.0509809148896","28.8214774386411"
"CCMD64776337ST.21.0","CRC_MR_SBJ34H_17","SID31537","CRC_MR_SBJ45H_17","22.9334667364574","25.8185860682532","28.4404476237945","DRR127720","CCMD46222674ST.21.0","CCIS48725289ST.4.0","20.7181059310063","28.0509809148896","28.3031397298586"
"CCMD71915439ST.11.0","CRC_MR_SBJ45H_17","CRC_MR_SBJ34H_17","LILT_VF265_T016","30.2273168041839","31.2531575302384","33.1170132836054","SZAXPI017460.27","CCMD46222674ST.21.0","CCIS48725289ST.4.0","27.8139059619033","30.4587725884908","31.756079887801"
"DRR127720","CRC_MR_SBJ34H_17","CRC_MR_SBJ45H_17","LILT_VF265_T016","28.1295115197616","29.9649761332293","30.8468521575995","CCMD64776337ST.21.0","SZAXPI017585.109","CCMD46222674ST.21.0","20.7181059310063","28.1680557223781","28.8214774386411"
"LILT_VF251_T017","LILT_VF265_T016","CRC_MR_SBJ34H_17","CRC_MR_SBJ45H_17","25.4199391310522","30.8363861147898","31.8073975270125","CCMD46222674ST.21.0","CCIS48725289ST.4.0","CCMD64776337ST.21.0","31.1912382127017","32.6670261697434","35.5485436043279"
"MMRS44203591ST.27.0.0","MMRS95674036ST.27.0.0","MMRS11288076ST.27.0.0","CRC_MR_SBJ34H_17","36.9021089852355","43.142113269607","43.4440813243081","SZAXPI017585.109","DRR162779","CCIS48725289ST.4.0","33.5202999169205","38.2386629396047","43.1652814886455"
"SZAXPI017460.27","LILT_VF265_T016","CRC_MR_SBJ34H_17","MMRS11288076ST.27.0.0","28.9174737947162","29.1090327731943","30.8553208107905","CCMD71915439ST.11.0","DRR162779","CCMD46222674ST.21.0","27.8139059619033","30.1524711920151","30.2969561511879"
"SZAXPI017585.109","CRC_MR_SBJ34H_17","MMRS11288076ST.27.0.0","CRC_MR_SBJ45H_17","28.2605498436283","28.4620819673948","30.0945738215712","DRR127720","CCIS48725289ST.4.0","DRR162779","28.1680557223781","28.4920378681536","29.4719394524622"
"SZAXPI017587.113","CRC_MR_SBJ34H_17","CCIS78100604ST.4.0","CCIS81139242ST.4.0","30.8508778472412","32.0126108920532","32.1614849157062","CCIS48725289ST.4.0","SZAXPI017585.109","CCMD46222674ST.21.0","31.0560631731953","32.862711754163","33.0253886714464"
