"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29"
"CCIS05314658ST.4.0","CRC_MR_SBJ45H_17","SID530055","CCIS45793747ST.4.0","SID31021","CCIS81139242ST.4.0","CCIS90164298ST.4.0","DRR127649","15.8607408558932","18.1763686413926","18.2989779615912","20.0088509725146","20.986600389296","21.0681111921216","21.5063008383846","SID531416","MMRS93508324ST.27.0.0","MMRS16644320ST.27.0.0","CRC_MR_SBJ52C_17","SZAXPI017586.111","MMRS55294627ST.27.0.0","SID531155","18.8495612763136","19.5154762988685","19.6237953647097","19.6242346908637","20.7648603599783","20.7836479527416","21.7584522710716"
"CCIS10706551ST.3.0","SZAXPI015255.46","CCIS45793747ST.4.0","CRC_MR_SBJ45H_17","CCMD85661207ST.11.0","SZAXPI015258.57","DRR127649","CCIS05314658ST.4.0","26.779761737256","29.6240265598365","30.3190736427467","30.6310914398785","30.7196012238538","31.3240838570612","31.6578071266836","DRR127517","SZAXPI017586.111","CRC_MR_SBJ53C_17","MMRS93508324ST.27.0.0","MMRS65205033ST.27.0.0","MMRS16644320ST.27.0.0","CRC_MR_SBJ29C_17","25.0372497121169","28.6073445613797","29.7674178837383","30.9301742386977","30.9445779742591","32.4542154372571","33.0863719934024"
"CCIS36699628ST.4.0","CRC_MR_SBJ45H_17","CCIS05314658ST.4.0","CCIS90164298ST.4.0","CCIS36797902ST.4.0","SID31021","CCMD15562448ST.11.0","CCMD89967135ST.11.0","24.5857480504641","25.3230336169998","26.3318822641926","26.4425328696042","28.3309236232425","28.8882395749395","29.0946739754049","SID531416","CCIS98512455ST.4.0","SID31868","MMRS55294627ST.27.0.0","SID31870","CCMD86114146ST.21.0","MMRS93508324ST.27.0.0","26.9087068221161","26.9620482152896","26.9672056321878","27.6667979052618","27.8857821395151","28.5913531664103","29.3131480076944"
"CCIS36797902ST.4.0","SID31021","CRC_MR_SBJ45H_17","CCIS90164298ST.4.0","CCIS94417875ST.3.0","CCIS05314658ST.4.0","CCIS36699628ST.4.0","SZAXPI015254.45","21.928890907319","22.6511062853892","24.4804987209003","24.6443658997914","24.717969745685","26.4425328696042","26.6855195563774","MMRS72802364ST.27.0.0","CCMD14479708ST.21.0","MMRS55294627ST.27.0.0","CCIS98512455ST.4.0","MMRS93508324ST.27.0.0","SID531416","MMRS72980899ST.27.0.0","23.3450331488627","23.937973976402","24.1990229111115","24.6931089750542","24.8988749943065","25.2156866993247","26.4156181427541"
"CCIS45793747ST.4.0","SZAXPI015255.46","CCIS05314658ST.4.0","SZAXPI015258.57","CCIS81139242ST.4.0","SZAXPI015268.109","SID530055","CRC_MR_SBJ45H_17","16.6338792368437","18.2989779615912","19.4296912254493","19.8015735900812","20.5070242495053","21.3562931218458","21.5702769931774","MMRS16644320ST.27.0.0","DRR127517","CRC_MR_SBJ52C_17","SZAXPI017586.111","MMRS96422329ST.27.0.0","MMRS65205033ST.27.0.0","SID531416","17.219166692619","17.8776817171299","18.2211397742924","18.8105862362873","19.0013907517003","21.1019892051603","21.3075862208346"
"CCIS81139242ST.4.0","CCIS45793747ST.4.0","CCIS05314658ST.4.0","SZAXPI015262.79","SZAXPI015255.46","CCIS95097901ST.4.0","SZAXPI015258.57","SID530055","19.8015735900812","20.986600389296","22.9048539018218","24.0745441598694","24.2681543728257","25.4928754992115","26.2527262063009","CRC_MR_SBJ52C_17","CCIS17669415ST.4.0","CCIS81887263ST.4.0","MMRS96422329ST.27.0.0","SID31685","CRC_MR_SBJ31C_17","CCIS41222843ST.4.0","17.6678887229374","22.5222885441533","23.2644072220957","23.4551026806407","25.5111544148849","25.8161656766221","26.9636320938834"
"CCIS90164298ST.4.0","CRC_MR_SBJ45H_17","SID530055","CCIS05314658ST.4.0","DRR127649","CCMD31009081ST.11.0","MMRS97307143ST.27.0.0","SZAXPI015258.57","17.780987793202","19.8459682917866","21.0681111921216","21.7877915559861","22.7617644740187","23.7520542142864","24.1498849455168","CCMD86114146ST.21.0","MMRS55294627ST.27.0.0","MMRS93508324ST.27.0.0","CRC_MR_SBJ31C_17","CCMD95676152ST.11.0","DRR127517","MMRS16644320ST.27.0.0","22.1738632592451","22.5410220299946","22.9759706822127","23.2162286804425","23.6741646864573","23.8676357880415","23.9430476440281"
"CCIS94417875ST.3.0","CCMD89967135ST.11.0","CCMD66848156ST.11.0","DRR127649","CCMD31009081ST.11.0","SZAXPI015255.46","SID31021","CCIS45793747ST.4.0","17.3820593609273","17.3950596578454","18.3205966204024","18.9279075149923","20.6720431347581","21.5040192524305","21.9715890078301","MMRS96422329ST.27.0.0","CCMD86114146ST.21.0","MMRS65205033ST.27.0.0","SID31685","CCIS98512455ST.4.0","MMRS55294627ST.27.0.0","CRC_MR_SBJ52C_17","14.4091799136314","19.6480651924483","21.0579713271269","21.3960480583705","21.6822018268971","21.8766799462921","22.6917532439453"
"CCIS95097901ST.4.0","SZAXPI015262.79","CCIS81139242ST.4.0","CCIS45793747ST.4.0","SID31512","CCIS05314658ST.4.0","CCMD89967135ST.11.0","SID31021","23.3803180812473","24.2681543728257","24.5612716129581","27.2715944602786","28.078623766921","28.3225801125092","29.4933691737923","CCIS17669415ST.4.0","SID31685","CRC_MR_SBJ52C_17","CRC_MR_SBJ55C_17","SID531416","MMRS96422329ST.27.0.0","CCMD19497912ST.21.0","21.6157832221134","21.9317676849405","23.0330124945609","23.1965538912572","26.8967968044041","26.9025135093675","27.0982251618755"
"CCMD15562448ST.11.0","CCMD25475945ST.11.0","CCIS36699628ST.4.0","CCMD32288175ST.11.0","CCIS45793747ST.4.0","CCMD85661207ST.11.0","SZAXPI015255.46","CCIS05314658ST.4.0","21.4609120960457","28.8882395749395","31.060553432138","31.9038264208449","32.3361696679384","32.8209003632335","32.9242019709028","SID31868","CCIS98512455ST.4.0","MMRS16644320ST.27.0.0","MMRS65205033ST.27.0.0","DRR127517","SZAXPI017586.111","MMRS93508324ST.27.0.0","26.0310576153256","31.5617698680334","32.3351766224216","32.5140932740789","32.6737436069392","33.758696432398","33.7868602288627"
"CCMD25475945ST.11.0","CCMD15562448ST.11.0","CCIS45793747ST.4.0","SZAXPI015255.46","CCMD32288175ST.11.0","CCIS05314658ST.4.0","SID530055","CCMD85661207ST.11.0","21.4609120960457","27.5513791679146","28.2316172354809","28.4374532707854","29.7535875665574","29.7590158642251","29.8507838524602","SID531416","CRC_MR_SBJ22C_17","SID31868","SID531155","SZAXPI017586.111","CCIS41222843ST.4.0","CCMD13071240ST.21.0","26.7640703115931","26.914008114729","27.1019703421172","27.688656323157","28.2698763444802","30.2904105759084","30.4853866507955"
"CCMD32288175ST.11.0","CCIS94417875ST.3.0","DRR127649","CCIS45793747ST.4.0","MMRS39415781ST.27.0.0","SZAXPI015255.46","CCMD85661207ST.11.0","CCMD68973846ST.11.0","23.922931259227","25.511537948787","26.1338807132332","26.3038257215429","27.1195283386161","27.3289082376702","27.5342044021759","MMRS96422329ST.27.0.0","MMRS55294627ST.27.0.0","MMRS65205033ST.27.0.0","DRR127517","MMRS16644320ST.27.0.0","SZAXPI017586.111","CCIS98512455ST.4.0","22.4928422934519","25.5561790806842","25.8543513480884","26.1493426587266","27.2861274319259","27.644713242045","28.2872242335511"
"CCMD49942357ST.11.0","CCMD98702133ST.11.0","CCMD74592084ST.11.0","CCMD85661207ST.11.0","SID530055","CCMD25475945ST.11.0","SZAXPI015255.46","CCIS45793747ST.4.0","17.7583374758591","28.7871453449886","32.3750698558521","34.226478407689","35.4427541874979","37.111581109143","38.5290778269063","CRC_MR_SBJ22C_17","DRR127491","SID531155","SZAXPI017586.111","SID531416","CCMD13071240ST.21.0","MMRS16644320ST.27.0.0","21.8528185841667","32.5473601313901","33.6314347123773","33.7487273487964","34.8394770843866","35.0856267453112","36.6983719579984"
