"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41"
"CCIS02124300ST.4.0","CCIS71578391ST.4.0","SID532802","SZAXPI015227.13","CCIS45793747ST.4.0","SID31360","CCMD18579000ST.11.0","CCIS32452666ST.4.0","CCMD37575804ST.11.0","CRC_MR_SBJ45H_17","CRC_MR_SBJ34H_17","18.0812397714703","18.6651313689189","18.8978070634584","19.0209861647261","20.0960778034372","20.2896711700017","20.6912410250642","21.1244431150646","21.1797573743587","21.4055226965449","CRC_MR_SBJ04C_17","SID531155","CCIS82146115ST.4.0","SID531277","MMRS81671217ST.27.0.0","CRC_MR_SBJ06C_17","CCIS11015875ST.4.0","MMRS96422329ST.27.0.0","MMRS16644320ST.27.0.0","CCMD86707194ST.21.0","18.4085507420818","18.4421485746265","18.7952226628311","20.1282238364616","20.9351762682715","21.1050359954964","21.5429726841817","21.9222893377015","22.0032427052719","22.0140844245656"
"CCIS03857607ST.4.0","MMRS39582183ST.27.0.0","CCIS95409808ST.4.0","SZAXPI015264.87","SID31750","CCMD29706695ST.11.0","CCIS32452666ST.4.0","MMRS94549160ST.27.0.0","CCIS71578391ST.4.0","CCMD18579000ST.11.0","CCIS63468405ST.4.0","24.3000531097424","25.06008705852","27.3596031324287","27.515603564485","27.5456477966212","27.6709966114359","28.6268567734427","29.3614883578813","29.8004473922658","30.0107516616362","CRC_MR_SBJ53C_17","SZAXPI017594.166","CCMD26925580ST.21.0","LILT_VF29_16","SID31004","DRR127517","MMRS81671217ST.27.0.0","CCIS91228662ST.4.0","CRC_MR_SBJ06C_17","SZAXPI015218.16","20.4274984251058","21.755420557445","24.1649131429414","27.1732416854357","29.7984093872894","30.5385882665866","30.7479683883928","30.8358935433838","30.9294601398149","30.9767238626392"
"CCIS16326685ST.4.0","SID31021","CRC_MR_SBJ75H_17","CCMD41202658ST.11.0","CRC_MR_SBJ45H_17","MMRS11932626ST.27.0.0","CCMD29706695ST.11.0","MMRS39582183ST.27.0.0","CCMD18579000ST.11.0","MMPU68403337ST","LILT_VF06_16","23.4025792018722","24.1895472680908","24.5655068644044","24.6555824167104","25.239167116989","25.501261447301","26.5369917708922","26.6925648960099","26.8905493294615","26.9971159815359","CRC_MR_SBJ07C_17","DRR127720","LILT_VF29_16","SZAXPI015218.16","CRC_MR_SBJ06C_17","CCIS91228662ST.4.0","SZAXPI003410.3","CCIS11015875ST.4.0","MMRS96422329ST.27.0.0","SZAXPI015226.14","22.5908691251156","23.5249478485288","24.3300011895068","25.0522059346418","25.6320048646199","25.6882266329928","25.7162570735265","25.9190703371109","26.5960398423938","26.6373158136007"
"CCIS27304052ST.3.0","CCIS78100604ST.4.0","CRC_MR_SBJ34H_17","CCIS45793747ST.4.0","CCIS32452666ST.4.0","CCIS02124300ST.4.0","CCMD37575804ST.11.0","CCIS50003399ST.4.0","CRC_MR_SBJ80H_17","SID31512","SZAXPI015227.13","20.2613160048626","20.9311132090508","22.3594110757081","22.4971071422817","23.4753451505021","24.0898055290905","24.6903794542368","25.1052213006478","25.2323130007437","25.7201271859006","CRC_MR_SBJ25C_17","SZAXPI003412.1","MMRS96422329ST.27.0.0","SID31276","CCIS53355328ST.4.0","CRC_MR_SBJ39C_17","CRC_MR_SBJ10C_17","CCIS06260551ST.3.0","CCIS41222843ST.4.0","CRC_MR_SBJ04C_17","20.1897843133502","21.0797381066464","21.5554358885479","22.4027094897358","22.883422827027","23.0870870404042","23.1602949890303","23.3493427174278","23.7599793670365","24.0389596336489"
"CCIS29210128ST.4.0","SZAXPI015212.113","MMRS68630931ST.27.0.0","CCIS45793747ST.4.0","SZAXPI015235.21","MMRS11932626ST.27.0.0","CRC_MR_SBJ34H_17","CCIS32452666ST.4.0","SZAXPI015248.36","CCIS02124300ST.4.0","CCIS71578391ST.4.0","26.6349235365638","26.9754243673737","27.8612944649544","29.1040142944251","29.5725697277697","29.6750671640099","30.487300158976","31.1303993593609","31.3811649772694","31.7226937563947","SZAXPI017587.113","SZAXPI003422.11","CCIS91228662ST.4.0","SZAXPI003427.1","CCIS06260551ST.3.0","MMRS96422329ST.27.0.0","CCIS53355328ST.4.0","SZAXPI015218.16","CCIS11015875ST.4.0","CRC_MR_SBJ10C_17","21.6886640793457","23.4556553315634","26.2041314169369","26.2362347896092","26.6453814311017","27.7325231303519","28.7899415102028","28.8482692209567","29.5179886408373","29.8106881173364"
"CCIS36699628ST.4.0","SID530315","CRC_MR_SBJ45H_17","CCMD85481373ST.11.0","CRC_MR_SBJ75H_17","SID31021","SID31360","SID31071","CCMD89107682ST.11.0","SID31512","CCIS16326685ST.4.0","22.9741262046307","24.5857480504641","27.0661336789816","27.5704257532687","28.3309236232425","28.5708765649498","29.0574098305527","29.0870611273054","29.4332787510107","29.4511872245025","SID31876","CCIS06260551ST.3.0","SID31446","SZAXPI015218.16","CRC_MR_SBJ06C_17","SID31004","SID531775","CCIS11015875ST.4.0","DRR127515","CCMD86114146ST.21.0","22.8239323546952","24.4554675872268","25.0031812126657","26.1576083737906","26.9881599921595","28.0588654155705","28.066711089759","28.2809190860976","28.3879661921967","28.5913531664103"
"CCIS45793747ST.4.0","CCIS71578391ST.4.0","CRC_MR_SBJ34H_17","CCIS32452666ST.4.0","CCIS50003399ST.4.0","CCIS02124300ST.4.0","SZAXPI015227.13","MMRS11932626ST.27.0.0","SID532802","CCMD18579000ST.11.0","CCMD37575804ST.11.0","16.3407986182836","17.1751631655888","17.3591556866802","17.7002489019307","19.0209861647261","20.0705882464466","20.1118590703769","20.1202652818769","20.6874790817417","21.0527335419251","MMRS16644320ST.27.0.0","DRR127517","CCIS11015875ST.4.0","CCIS06260551ST.3.0","MMRS96422329ST.27.0.0","CRC_MR_SBJ06C_17","SID531277","CRC_MR_SBJ04C_17","CRC_MR_SBJ10C_17","SID31004","17.219166692619","17.8776817171299","17.9901812202073","18.6954785904025","19.0013907517003","19.220373626652","19.5118788281037","19.7094520321266","19.7532924186172","19.7849977994388"
"CCIS71578391ST.4.0","SID532802","SZAXPI015227.13","CCMD18579000ST.11.0","CCIS45793747ST.4.0","CCIS32452666ST.4.0","CCIS50003399ST.4.0","CCIS02124300ST.4.0","CRC_MR_SBJ34H_17","MMRS11932626ST.27.0.0","SZAXPI015230.16","12.7975769769281","14.5430459854083","15.2461661239998","16.3407986182836","16.5220490636089","16.60998934453","18.0812397714703","18.97780229647","20.5634072158191","20.7605373940705","CRC_MR_SBJ04C_17","SZAXPI017594.166","SID531155","SID531277","CCIS82146115ST.4.0","CRC_MR_SBJ06C_17","CCIS11015875ST.4.0","CCMD86707194ST.21.0","MMRS16644320ST.27.0.0","CCMD90311071ST.21.0","17.0728657130079","17.2004253884577","17.6537416305836","17.8888819935819","18.8702927521329","18.8744143317773","19.1684686105802","19.2255619482526","19.2835009022713","20.2171520848808"
"CCIS78100604ST.4.0","CCIS27304052ST.3.0","CRC_MR_SBJ34H_17","CCIS50003399ST.4.0","CCIS45793747ST.4.0","CCIS32452666ST.4.0","SID31512","CCIS71578391ST.4.0","CRC_MR_SBJ80H_17","SID31160","CCMD37575804ST.11.0","20.2613160048626","22.6689179511683","23.2869449226922","25.1188489761812","27.4523729561253","27.7914658208235","28.2130516898811","28.3192015012712","28.4389453268823","28.6062813928078","SZAXPI003412.1","SID31276","CRC_MR_SBJ25C_17","CRC_MR_SBJ10C_17","CCIS53355328ST.4.0","CCIS06260551ST.3.0","CCIS46047672ST.4.0","MMRS96422329ST.27.0.0","CCIS41222843ST.4.0","CRC_MR_SBJ39C_17","17.7901022029301","17.8705386938615","18.8970501562519","23.0438217822392","23.4028006777437","24.5299883873311","25.0037679276244","26.5609550030755","26.8959528931232","27.3383239420397"
"CCMD10032470ST.11.0","SZAXPI015230.16","SID532802","CCIS71578391ST.4.0","CCIS02124300ST.4.0","CCMD38158721ST.11.0","CCMD18579000ST.11.0","CCMD37575804ST.11.0","SZAXPI015235.21","CRC_MR_SBJ45H_17","SZAXPI015227.13","18.4041162745159","20.8223970582424","20.8232787903082","22.032059935873","23.1816517361166","24.6087533086116","24.6945307573013","24.7416022228917","25.2181489678723","25.3232848687448","CCMD93344354ST.21.0","SID531277","CCMD86707194ST.21.0","CCMD95431029ST.11.0","MMRS16644320ST.27.0.0","MMRS86178473ST.27.0.0","DRR127517","CRC_MR_SBJ04C_17","CCIS11015875ST.4.0","CRC_MR_SBJ06C_17","19.9212526625486","20.1104619289762","21.7442207167652","23.0956319420816","23.1061605055578","25.5238593276468","25.6575784478193","25.8042341423515","25.9616685070837","25.9928987338331"
