"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"CCIS02124300ST.4.0","SID31219","CCIS50003399ST.4.0","CCMD54057834ST.11.0","SID530331","CCIS13047523ST.4.0","19.4361164081331","21.7724884938723","23.3488316358785","23.7383864585822","23.8990683048691","CCMD49461418ST.11.0","SZAXPI017588.123","SZAXPI015223.158","MMRS55294627ST.27.0.0","MMRS81194191ST.27.0.0","19.7638949134198","21.2384180445225","23.9532739357087","25.4479672418132","25.5179631999891"
"CCIS13047523ST.4.0","SID530331","CCIS02124300ST.4.0","CCIS50003399ST.4.0","SID31219","CCMD54057834ST.11.0","17.2360052998599","23.8990683048691","24.1014966247617","28.9722975956637","32.7641371277987","DRR127491","CCMD49461418ST.11.0","SZAXPI017588.123","MMRS55294627ST.27.0.0","SZAXPI015223.158","26.1665145217719","27.9785423641529","29.0204705852869","32.6872160065766","33.5024397351432"
"CCIS36797902ST.4.0","CCMD54057834ST.11.0","SZAXPI015263.84","SID530167","CCIS02124300ST.4.0","SID531414","19.7738357718451","26.2604599658269","28.0954221421818","28.2210485528426","29.432200154647","MMRS55294627ST.27.0.0","MMRS72980899ST.27.0.0","MMRS81194191ST.27.0.0","SZAXPI017463.36","SZAXPI017588.123","24.1990229111115","26.4156181427541","26.9468197441795","28.3001817289554","28.6940772836765"
"CCIS50003399ST.4.0","CCIS02124300ST.4.0","SID531414","SID530331","CCIS13047523ST.4.0","CCMD99440714ST.11.0","21.7724884938723","23.3515537441152","23.3722832820031","24.1014966247617","27.7149974638859","CCMD49461418ST.11.0","SZAXPI017588.123","SZAXPI015223.158","SID31685","CCMD76222476ST.11.0","21.8600852090219","23.3029272073982","24.6988290560727","25.9212216692462","28.7601718972314"
"CCIS64785924ST.20.0","CRC_MR_SBJ79H_17","CCIS50003399ST.4.0","SID530331","SID531414","CCMD54057834ST.11.0","26.062631510262","28.2545364112951","31.8457168145011","32.2218667504647","32.5485673656799","SID31685","SZAXPI017581.93","SZAXPI015223.158","MMRS55294627ST.27.0.0","CCIS87605453ST.4.0","21.9062250013963","26.6065951281651","29.2815790102634","35.6161369535299","36.1380194673062"
"CCMD10191450ST.11.0","SID531414","CCMD99440714ST.11.0","SID532779","CCIS50003399ST.4.0","CCIS02124300ST.4.0","28.2877328628895","30.6120683175296","34.7746813146217","35.5258453132125","37.3295003337454","CCMD76222476ST.11.0","CCMD49461418ST.11.0","SZAXPI017588.123","MMRS44587603ST.27.0.0","SZAXPI015223.158","21.0009965604016","29.2905352411696","33.1477029704925","36.1934856359055","36.5356351013719"
"CCMD54057834ST.11.0","CCIS36797902ST.4.0","CCIS02124300ST.4.0","SZAXPI015263.84","SID531414","SID530444","19.7738357718451","23.3488316358785","25.423792716609","26.9482335148132","27.0794760033","MMRS81194191ST.27.0.0","MMRS55294627ST.27.0.0","SZAXPI017588.123","MMRS41266697ST.27.0.0","SID31685","20.7339493169439","21.8015539869111","23.2529656301707","25.2909486041904","26.1144089495397"
"CCMD99440714ST.11.0","SID531414","CCIS02124300ST.4.0","CCIS50003399ST.4.0","CCMD54057834ST.11.0","SID532779","20.5341431609137","25.6996080292599","27.7149974638859","28.0108540669363","28.0223951718514","SZAXPI017588.123","CCMD76222476ST.11.0","CCMD49461418ST.11.0","MMRS44587603ST.27.0.0","MMRS55294627ST.27.0.0","22.5557012851008","23.2324372942853","23.8287145309876","25.6076105934662","25.8809522778085"
"CRC_MR_SBJ79H_17","SID530295","SID530167","CCIS64785924ST.20.0","CCMD54057834ST.11.0","CCIS02124300ST.4.0","21.3987805009187","23.0997020147144","26.062631510262","27.4494860974682","27.4944341338297","SID31685","SZAXPI015223.158","SID31223","MMRS55294627ST.27.0.0","SZAXPI017588.123","16.1747904281168","22.1470518386985","27.252041868882","28.9180290947135","30.0956694079829"
"DRR127532","CCMD54057834ST.11.0","CCIS36797902ST.4.0","SID530167","CCIS02124300ST.4.0","SID530444","30.2466245932798","33.328724861907","34.6059594451057","35.0154319386867","36.4265036924751","MMRS72980899ST.27.0.0","MMRS41266697ST.27.0.0","CCIS87605453ST.4.0","MMRS55294627ST.27.0.0","SZAXPI017588.123","28.9508975234672","32.6907575047291","33.4549168108576","33.4594867628121","33.7964750182545"
"DRR127535","SZAXPI015263.84","CCIS02124300ST.4.0","LILT_VF82_T016","CCMD54057834ST.11.0","CCIS36797902ST.4.0","24.613515705817","37.4186104060239","39.2223861836694","39.7141836181458","41.1950021919104","DRR127557","MMRS44587603ST.27.0.0","SZAXPI017584.108","SZAXPI015223.158","SZAXPI017588.123","19.7566019444463","32.4223730979705","32.9823766200285","36.2296047937857","40.1793915636175"
"DRR127748","SID31112","CCIS36797902ST.4.0","CCMD54057834ST.11.0","SID530444","CCIS02124300ST.4.0","27.2768786155803","33.1947527053268","37.4605162487425","38.8926872875969","41.6386448017524","MMRS55294627ST.27.0.0","SZAXPI015223.158","SZAXPI017463.36","MMRS72980899ST.27.0.0","MMRS81194191ST.27.0.0","32.1639512372174","38.1889901706552","38.6482733872252","39.8514540163041","40.0245158423422"
"LILT_VF18_T016","CCMD99440714ST.11.0","CCMD54057834ST.11.0","MMRS39415781ST.27.0.0","SID531414","CCIS36797902ST.4.0","34.4155109373172","35.0790410154896","36.2316744592284","39.363538931134","39.6444495756607","MMRS55294627ST.27.0.0","SZAXPI017588.123","MMRS44587603ST.27.0.0","MMRS84954772ST.27.0.0","MMRS41266697ST.27.0.0","29.7199147763381","32.650030641295","34.1193662818611","35.4766882932694","37.3493949029325"
"MMRS32573774ST.27.0.0","CCMD54057834ST.11.0","MMRS84159866ST.27.0.0","CCMD99440714ST.11.0","CCIS36797902ST.4.0","CCIS02124300ST.4.0","28.0319701796021","28.0734745144505","32.3517308052614","32.9349771894228","33.4008722082059","MMRS51410669ST.27.0.0","MMRS41266697ST.27.0.0","SZAXPI017588.123","MMRS81194191ST.27.0.0","MMRS55294627ST.27.0.0","21.3482112195003","31.5743558357142","31.6854546224825","31.814951734587","32.3759357370949"
"MMRS39415781ST.27.0.0","CCMD54057834ST.11.0","LILT_VF18_T016","CCIS13047523ST.4.0","CCIS02124300ST.4.0","CCIS36797902ST.4.0","34.8431376629703","36.2316744592284","36.753823180457","37.9579663456237","38.8945603836655","MMRS55294627ST.27.0.0","CCIS87605453ST.4.0","SZAXPI017588.123","MMRS81194191ST.27.0.0","MMRS41266697ST.27.0.0","31.6222161075959","37.2217325622129","39.0966763842222","39.1075835052167","39.200491481507"
