"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29"
"CCIS00146684ST.4.0","CRC_MR_SBJ79H_17","SID530295","LILT_VF265_T016","MMRS20257302ST.27.0.0","MMRS11932626ST.27.0.0","SZAXPI015264.87","MMRS73787048ST.27.0.0","17.1598467736778","19.9600477999728","20.44720645646","22.8424503782147","24.1392050404068","24.1630867346206","24.2646865099078","SID531128","CCMD52145360ST.11.0","CCIS71301801ST.4.0","CRC_MR_SBJ04C_17","CCMD72895164ST.21.0","CRC_MR_SBJ01C_17","CCIS47284573ST.4.0","18.579112576781","22.0521147206339","22.6477635850298","23.1798919463659","23.2937535149533","23.6952488050305","23.8810136502013"
"CCIS03857607ST.4.0","MMRS95479054ST.27.0.0","SZAXPI015264.87","MMRS34569532ST.27.0.0","CCMD41521570ST.11.0","MMRS73787048ST.27.0.0","SZAXPI015273.95","CRC_MR_SBJ37H_17","25.2959604065195","27.3596031324287","30.7454875912808","31.2230916818002","31.276681583488","31.4670931225129","31.5362000325499","CRC_MR_SBJ12C_17","CCMD79349503ST.11.0","CCIS98512455ST.4.0","MMRS93508324ST.27.0.0","SZAXPI017454.20","SZAXPI017588.123","MMRS54316675ST.27.0.0","19.4968653664121","22.3735186841274","26.5114437649895","27.8816557371222","28.3411854801965","28.5735701478779","28.6809478644727"
"CCIS16326685ST.4.0","MMRS11932626ST.27.0.0","CCIS88317640ST.4.0","DRR127777","SZAXPI015264.87","MMRS95479054ST.27.0.0","CCMD41521570ST.11.0","MMRS20257302ST.27.0.0","25.239167116989","26.8998535226718","26.9712606973794","27.0825611301276","27.8926847326839","28.8350198578812","29.2685025912892","DRR127708","CCIS98832363ST.4.0","MMRS93508324ST.27.0.0","MMRS54316675ST.27.0.0","MMRS55294627ST.27.0.0","SZAXPI017454.20","CCIS47284573ST.4.0","21.0521311038788","22.1032139187585","23.1448228233897","23.2437093586781","25.0380148619993","25.0738689292897","25.9384899726835"
"CCIS27304052ST.3.0","CCIS50003399ST.4.0","SID31512","CCIS93040568ST.20.0","CRC_MR_SBJ65H_17","CRC_MR_SBJ79H_17","CRC_MR_SBJ68H_17","CCIS88317640ST.4.0","24.6903794542368","25.2323130007437","25.9642843153899","26.1992214658528","26.4988993385291","26.8756911437232","27.8577614021784","SID31489","SID31276","SZAXPI015216.169","CCIS47284573ST.4.0","CRC_MR_SBJ04C_17","CCMD52145360ST.11.0","CCIS62605362ST.3.0","20.827771527984","22.4027094897358","23.1903503382485","23.5748026699504","24.0389596336489","24.7040429752298","25.0969860211241"
"CCIS50003399ST.4.0","CRC_MR_SBJ65H_17","SID31333","CCIS27304052ST.3.0","SID31512","CCMD41521570ST.11.0","MMRS95479054ST.27.0.0","CCMD10032470ST.11.0","18.9442213783782","22.9841451705605","24.6903794542368","25.4818373209449","25.7847707790684","25.9518661465452","26.0949636987312","SZAXPI017458.25","CRC_MR_SBJ04C_17","CCMD52145360ST.11.0","SZAXPI017588.123","SZAXPI015221.142","SID31276","CCIS47284573ST.4.0","17.0815708618441","19.4586179719989","22.6485133183571","23.3029272073982","23.81386020436","23.8545562364195","24.3926417825889"
"CCIS82507866ST.3.0","MMRS34569532ST.27.0.0","MMRS38954404ST.27.0.0","MMRS38861560ST.27.0.0","MMRS93621581ST.27.0.0","MMRS20257302ST.27.0.0","MMRS11932626ST.27.0.0","MMRS95479054ST.27.0.0","15.1075557651263","17.6587632922439","26.6052247297782","28.6514058580761","32.8840072901646","33.565887216786","33.7824212395086","CCMD23101338ST.21.0","SID31188","SZAXPI017454.20","SID531382","CCMD72895164ST.21.0","CCIS71301801ST.4.0","CCIS62605362ST.3.0","18.5829258328364","22.0368687695984","32.0763414251672","32.3843619438966","32.5752306544804","32.7842242211616","32.9417263474776"
"CCIS88317640ST.4.0","DRR127777","SID31512","CRC_MR_SBJ68H_17","MMRS73787048ST.27.0.0","CRC_MR_SBJ79H_17","CCIS00146684ST.4.0","MMRS11932626ST.27.0.0","20.8422751085096","22.3864088055365","22.5900611964709","23.7033355083921","24.4400178938028","25.027983083283","25.4132404113899","CCIS47284573ST.4.0","SZAXPI017454.20","MMRS55294627ST.27.0.0","CRC_MR_SBJ04C_17","CCIS98512455ST.4.0","CCIS62605362ST.3.0","MMRS15137911ST.27.0.0","19.9890283316924","20.215598933576","23.1732821564296","23.5206535376103","23.7321889096328","24.1963429620387","24.2429829925898"
"CCIS93040568ST.20.0","CRC_MR_SBJ68H_17","CCIS27304052ST.3.0","CRC_MR_SBJ79H_17","CCIS88317640ST.4.0","CCIS50003399ST.4.0","SID31333","CRC_MR_SBJ65H_17","25.5010798070905","25.9642843153899","26.6674812950698","27.1865050356956","27.1927652499337","29.3119121388251","30.1219248308072","SZAXPI015221.142","CCIS47284573ST.4.0","SID31489","SZAXPI015216.169","SZAXPI003424.12","MMRS15137911ST.27.0.0","SID31276","23.8435432168334","24.3760805970382","24.7028943745444","26.0522549012576","26.0987749532368","26.2942891004321","26.8010035854313"
"CCMD10032470ST.11.0","SZAXPI015242.30","MMRS95479054ST.27.0.0","CCMD99929634ST.11.0","CRC_MR_SBJ65H_17","CCMD41521570ST.11.0","CCMD18829815ST.11.0","SZAXPI015235.21","17.6818649052129","21.1701137581143","21.5228607861641","24.1075442984784","24.2285358367938","24.5413634300318","24.7416022228917","SZAXPI015213.15","MMRS25641480ST.27.0.0","CRC_MR_SBJ01C_17","SZAXPI017588.123","SZAXPI017458.25","CRC_MR_SBJ04C_17","CCMD34381688ST.21.0","21.05117149695","21.5421625778588","21.6622526967626","23.2046031858552","24.0193383303974","25.8042341423515","26.265906517263"
"CCMD18829815ST.11.0","DRR127763","CRC_MR_SBJ63H_17","CCMD10032470ST.11.0","CRC_MR_SBJ65H_17","MMRS95479054ST.27.0.0","MMRS93621581ST.27.0.0","CCMD99929634ST.11.0","13.5211249485573","23.5824577473447","24.5413634300318","25.7336356357084","25.8492006525772","26.3432090103465","26.7845409164895","CCMD72895164ST.21.0","MMRS25641480ST.27.0.0","SZAXPI015213.15","CCMD52145360ST.11.0","CCIS71301801ST.4.0","CRC_MR_SBJ04C_17","CRC_MR_SBJ01C_17","21.0211676754694","22.7358722098054","23.3718283557299","26.7565298814289","27.1618255191767","27.48901988849","27.737324882773"
