"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37"
"CCIS05314658ST.4.0","CCIS88007743ST.4.0","CCIS50471204ST.4.0","DRR127777","CCIS07277498ST.4.0","CCIS81139242ST.4.0","DRR127649","CCMD41521570ST.11.0","CCMD89107682ST.11.0","CCMD18579000ST.11.0","18.7273033588261","19.4838848136248","20.3466717341437","20.4957985009733","20.986600389296","21.5063008383846","21.9791961677992","22.1912023169161","22.352221020402","MMRS86958796ST.27.0.0","CCIS11015875ST.4.0","CRC_MR_SBJ52C_17","SZAXPI015218.16","CCMD50071957ST.21.0","SID31877","CCMD90311071ST.21.0","SID31878","CRC_MR_SBJ10C_17","17.48259120336","18.8637643027074","19.6242346908637","20.5292953668873","21.4741472984796","22.5600739213328","22.5999452335111","22.7432552114665","22.9269059772792"
"CCIS07277498ST.4.0","CCMD18579000ST.11.0","CCIS05314658ST.4.0","CCMD39157124ST.11.0","CCIS50471204ST.4.0","DRR127649","CCMD76409700ST.11.0","CCMD73128545ST.11.0","MMPU99077057ST","MMRS95277876ST.27.0.0","17.7601486232689","20.4957985009733","20.8568238328754","23.2398225399313","23.3110052091153","23.5499940472774","24.2127317383314","24.455827593633","24.571202020874","CCMD13934959ST.21.0","MMRS86958796ST.27.0.0","CCIS11015875ST.4.0","CCMD72895164ST.21.0","SZAXPI017462.33","CCMD90311071ST.21.0","CCMD50071957ST.21.0","CCMD13071240ST.21.0","CRC_MR_SBJ52C_17","21.3786074699617","22.0715658830564","22.140085472396","22.3019189878719","22.5538609306766","24.222027774466","24.5676290432044","25.3381264012436","25.3615678091359"
"CCIS29688262ST.20.0","CCIS05314658ST.4.0","CRC_MR_SBJ78H_17","CCIS48174381ST.4.0","CCIS50471204ST.4.0","DRR127777","CCIS88007743ST.4.0","CRC_MR_SBJ68H_17","CCIS07277498ST.4.0","MMRS61683006ST.27.0.0","30.9512530484745","31.006180589626","31.2595742810167","31.545593949043","33.3265946071527","33.7397935708327","34.6252740969021","34.8204698971137","34.9781265920875","CRC_MR_SBJ11C_17","SZAXPI015218.16","CCIS98512455ST.4.0","DRR127514","CCMD50071957ST.21.0","MMRS86958796ST.27.0.0","CCIS11015875ST.4.0","SZAXPI015221.142","SID31878","32.2511302142034","32.7301164759278","32.8981084000646","34.3577968304503","34.5267704785417","34.5961844000014","34.6847324830278","34.9624606668553","35.0804822565797"
"CCIS48174381ST.4.0","CCIS05314658ST.4.0","CCIS50471204ST.4.0","DRR127777","MMRS61683006ST.27.0.0","CCIS88007743ST.4.0","CRC_MR_SBJ78H_17","CCMD18579000ST.11.0","CCIS74239020ST.4.0","DRR127649","22.9128627041123","24.3460933204673","24.4754251559988","24.8210044388679","25.5234878792182","26.4740068461482","27.0206901450093","27.0910055224571","27.2026357239257","CCIS98512455ST.4.0","CRC_MR_SBJ11C_17","SZAXPI015218.16","CCMD50071957ST.21.0","CCIS11015875ST.4.0","MMRS86958796ST.27.0.0","SID31878","SID31875","CCMD11006829ST.21.0","21.8110245765347","22.1380928599936","24.1910193500646","25.2730145715168","25.4772842703103","25.5575615389125","25.9959872167379","26.1934615799707","26.5196122043253"
"CCIS50471204ST.4.0","CCMD18579000ST.11.0","CCIS05314658ST.4.0","CCMD53508245ST.11.0","CCIS88007743ST.4.0","SZAXPI015241.27","MMRS57276462ST.27.0.0","DRR127649","SID31512","CCIS81139242ST.4.0","19.1423266830002","19.4838848136248","20.042792295566","21.4113962984038","21.8975411640645","22.1159882384283","22.2357663628016","22.4867718072381","22.5194861735165","CRC_MR_SBJ10C_17","CCMD13934959ST.21.0","CCIS11015875ST.4.0","CRC_MR_SBJ52C_17","CCIS53355328ST.4.0","MMRS86958796ST.27.0.0","SZAXPI015221.142","SID31285","CCMD90311071ST.21.0","16.9818384023874","17.2244962582654","17.6447593836385","18.5784941912067","21.1125987064028","21.176615290603","21.2095588663107","21.6640558901029","22.1716996196796"
"CCIS51595129ST.4.0","CCIS95409808ST.4.0","CCMD23541216ST.11.0","SID532779","CCMD18579000ST.11.0","CCIS74239020ST.4.0","DRR127649","MMRS95277876ST.27.0.0","CRC_MR_SBJ79H_17","CRC_MR_SBJ78H_17","20.9965338513598","22.9556650470227","24.8990269843683","29.3199793233266","29.6990304347314","29.7315536764411","29.7807887857172","30.2012016783339","30.5462076539527","SZAXPI017462.33","CCMD72895164ST.21.0","CCIS11015875ST.4.0","SID531382","SID31285","CCMD45988061ST.21.0","SID31881","CCMD13934959ST.21.0","SID31875","29.1116047154464","29.2243354113263","29.5923261158412","30.2563343537812","31.03919569596","31.3378601324085","31.4486643101039","31.6599892830209","31.9280253878673"
"CCIS74239020ST.4.0","CRC_MR_SBJ78H_17","DRR127777","CCIS81139242ST.4.0","CCIS05314658ST.4.0","CCIS50471204ST.4.0","CCMD41521570ST.11.0","SID31160","MMPU99077057ST","SZAXPI015241.27","22.9238486975268","23.4296890352582","24.1055295425655","24.2374527374949","24.3858004079772","26.0480632386767","26.0661159386031","26.3298954693576","26.4434690846379","CRC_MR_SBJ52C_17","SID31875","SZAXPI015221.142","CRC_MR_SBJ10C_17","CCMD50071957ST.21.0","CRC_MR_SBJ64C_17","CCIS11015875ST.4.0","MMRS86958796ST.27.0.0","SZAXPI015218.16","22.5455615882373","22.6857060151233","24.9330269405742","25.1319067747336","25.4610976330735","25.6040071574783","25.6692487148923","25.8376053150577","25.9177372044359"
"CCIS81139242ST.4.0","CCIS05314658ST.4.0","SZAXPI015241.27","SID31160","CCIS50471204ST.4.0","CCMD53508245ST.11.0","CCIS74239020ST.4.0","CRC_MR_SBJ78H_17","CCIS88007743ST.4.0","MMPU99077057ST","20.986600389296","21.3162830807507","21.8553960243872","22.5194861735165","23.8807175253048","24.1055295425655","24.4252325272166","25.6312163888041","25.7528376011499","CRC_MR_SBJ52C_17","CRC_MR_SBJ64C_17","SID31276","SZAXPI015221.142","CRC_MR_SBJ10C_17","CCIS11015875ST.4.0","SID31875","SID31877","MMRS86958796ST.27.0.0","17.6678887229374","20.5550030090949","21.9636608163621","23.1430259640026","23.3124846087327","24.0708120986871","24.1884475638992","24.9446027899343","25.1305599462248"
"CCIS88007743ST.4.0","CCIS05314658ST.4.0","CCIS50471204ST.4.0","CCMD53508245ST.11.0","CCMD25475945ST.11.0","CRC_MR_SBJ75H_17","SZAXPI015241.27","MMRS61683006ST.27.0.0","DRR127777","CRC_MR_SBJ79H_17","18.7273033588261","21.4113962984038","22.1828635185699","24.0071858407457","24.3403292958353","24.6761830898581","24.8769186201849","25.128697704718","25.2347185912485","CCIS11015875ST.4.0","MMRS86958796ST.27.0.0","CRC_MR_SBJ10C_17","SZAXPI015218.16","CCIS53355328ST.4.0","SZAXPI015221.142","CRC_MR_SBJ52C_17","SZAXPI017453.19","DRR127514","20.3881178596456","22.6598492812353","22.8494890632613","23.0146921174366","23.1920148126138","23.5016237306276","24.040962318988","24.1945036609185","24.4295634307513"
"CCIS95409808ST.4.0","CCIS51595129ST.4.0","CCMD18579000ST.11.0","CCIS50471204ST.4.0","CCMD23541216ST.11.0","CRC_MR_SBJ79H_17","SZAXPI015241.27","SID31512","SID532779","CCIS74239020ST.4.0","20.9965338513598","23.7490544453584","24.5277543769604","25.6160683258146","26.0122203902992","26.2808889110053","26.5310653462596","26.9197099572079","27.1138185391693","SID31285","CRC_MR_SBJ10C_17","SID31875","CCIS98512455ST.4.0","CCIS11015875ST.4.0","CCMD13934959ST.21.0","CCMD72895164ST.21.0","CRC_MR_SBJ52C_17","CRC_MR_SBJ64C_17","23.5351527646965","26.5550084603809","26.7686364949207","26.7746738775657","26.8349399787889","27.2709601679644","27.4508416430863","27.6657426643313","27.7714373032366"
