"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17"
"CCIS16383318ST.4.0","CCIS32452666ST.4.0","CRC_MR_SBJ16H_17","CCMD56948710ST.11.0","SID31700","27.4979949317146","27.8705359397142","28.3339072729283","28.74625601816","SZAXPI017454.20","CCIS91228662ST.4.0","MMRS16644320ST.27.0.0","SID31874","20.1682264876216","24.4051910882173","25.8938893205019","27.2919801709238"
"CCIS32452666ST.4.0","CCMD56948710ST.11.0","CRC_MR_SBJ16H_17","CCIS81139242ST.4.0","SID31160","21.4376531633875","22.4609317986387","25.106953182746","25.3894043606462","MMRS16644320ST.27.0.0","SID31874","SZAXPI017454.20","DRR127559","22.463070742127","22.7111274546884","22.7427667630744","24.5570622271028"
"CCIS81139242ST.4.0","SID31160","CCIS32452666ST.4.0","CRC_MR_SBJ16H_17","CCMD56948710ST.11.0","21.8553960243872","25.106953182746","26.2632855647099","27.715592638569","CCIS81887263ST.4.0","CCMD49461418ST.11.0","MMRS81194191ST.27.0.0","MMRS16644320ST.27.0.0","23.2644072220957","25.5933845708144","27.7400156628452","27.9743848630457"
"CCMD49942357ST.11.0","SZAXPI015272.108","CCIS32452666ST.4.0","MMRS57276462ST.27.0.0","CRC_MR_SBJ16H_17","27.1979975132031","38.2556934880261","40.6005417219906","42.7372694419461","CCMD59583015ST.11.0","CCMD49461418ST.11.0","MMRS16644320ST.27.0.0","DRR127559","20.3231843260573","36.6401241871531","36.6983719579984","37.8667925792613"
"CCMD56948710ST.11.0","CRC_MR_SBJ16H_17","CCIS32452666ST.4.0","MMRS25211151ST.27.0.0","SID31700","19.9512327622932","21.4376531633875","22.5238745092269","26.1821232446091","SID31874","SZAXPI017454.20","MMRS16644320ST.27.0.0","DRR127559","19.8152893988909","22.3242257819191","23.6940726665742","24.2346730429007"
"CRC_MR_SBJ16H_17","SID31700","CCMD56948710ST.11.0","CCIS32452666ST.4.0","SID31160","16.6500220541085","19.9512327622932","22.4609317986387","24.8652641832597","SID31874","CCMD49461418ST.11.0","MMRS16644320ST.27.0.0","SID531128","20.2868524185838","20.2984344560092","20.3143376397927","20.70300708894"
"DRR127524","SZAXPI015231.17","MMRS35808664ST.27.0.0","CCIS16383318ST.4.0","CCIS32452666ST.4.0","17.1321599291829","29.8061638858089","43.9610698557678","51.8134389368945","CCIS91228662ST.4.0","CCMD49461418ST.11.0","LILT_VF120_16","SZAXPI017454.20","47.3232485405165","48.748199114395","48.8893655997498","49.8875479353987"
"LILT_GF06_16","SID31700","SID530315","MMRS25211151ST.27.0.0","CCIS16383318ST.4.0","34.2885160325655","36.0559171844525","37.9412809262023","38.6158413342853","SZAXPI017454.20","SID531128","SID31493","CCIS81887263ST.4.0","35.5203238769229","35.933728234845","38.3327849018135","39.7092947024069"
"LILT_VF140_T016","SID31700","CRC_MR_SBJ16H_17","SID31160","CCIS32452666ST.4.0","34.818716181887","42.2545568435607","43.3569647930733","47.8937942094338","CCMD72690923ST.11.0","SID531128","MMRS16644320ST.27.0.0","SID31874","23.3646232696613","30.0740128273797","47.8489852750902","48.2993492328075"
"MMRS25211151ST.27.0.0","CCMD56948710ST.11.0","CRC_MR_SBJ16H_17","CCIS32452666ST.4.0","CCIS16383318ST.4.0","22.5238745092269","27.8847389219874","28.1802101654175","30.1767059878195","SID31874","SZAXPI017454.20","CCIS81887263ST.4.0","DRR127559","22.906020435021","23.8844105088591","24.4286405162097","25.713093580639"
"MMRS35808664ST.27.0.0","DRR127524","CCIS16383318ST.4.0","CRC_MR_SBJ16H_17","MMRS92546335ST.27.0.0","29.8061638858089","30.0789834919068","35.1004739654253","35.132941184888","CCIS91228662ST.4.0","LILT_VF120_16","SZAXPI017454.20","MMRS16644320ST.27.0.0","27.9641687731676","30.9587038027676","31.2193801859838","32.3923371568061"
"MMRS57276462ST.27.0.0","CCIS32452666ST.4.0","CRC_MR_SBJ16H_17","SZAXPI015272.108","CCMD56948710ST.11.0","26.9293902035731","27.0329930471563","27.7026643065951","28.9300796512765","DRR127559","SID31874","CCMD49461418ST.11.0","SZAXPI017454.20","25.0035267874174","25.0745349012858","25.5843130987388","26.3337005247971"
"MMRS92546335ST.27.0.0","CRC_MR_SBJ16H_17","CCMD56948710ST.11.0","SID31700","CCIS32452666ST.4.0","25.7009633696463","26.8650174650176","28.5412008069738","29.3140325991086","SZAXPI017454.20","MMRS81194191ST.27.0.0","CCIS91228662ST.4.0","CCMD49461418ST.11.0","24.4436184906531","26.000173592984","26.7335538565526","27.5339874927806"
"SID31700","CRC_MR_SBJ16H_17","SID530315","SID31160","CCIS32452666ST.4.0","16.6500220541085","23.5611039689952","24.703093779792","25.9518640035701","SID531128","CCMD49461418ST.11.0","MMRS16644320ST.27.0.0","SZAXPI017454.20","15.3929726635046","24.3232656137575","24.8476294731429","25.1971767660943"
"SID530315","SID31700","CRC_MR_SBJ16H_17","CCMD56948710ST.11.0","CCIS16383318ST.4.0","23.5611039689952","28.6278802234657","32.0948062534688","33.2831515534752","SID531128","SZAXPI017454.20","LILT_VF120_16","MMRS16644320ST.27.0.0","29.5229877855714","30.6463542002112","32.0296208458873","32.4875164656457"
"SZAXPI015240.26","CRC_MR_SBJ16H_17","MMRS25211151ST.27.0.0","CCMD56948710ST.11.0","CCIS32452666ST.4.0","34.966127451578","35.0656373674456","35.800845922855","36.3855655927059","SZAXPI017454.20","SID31874","CCIS91228662ST.4.0","MMRS81194191ST.27.0.0","31.0448031565172","31.6288944184206","32.0435815021371","34.2331180381805"
"SZAXPI015272.108","CCIS32452666ST.4.0","CCMD49942357ST.11.0","MMRS57276462ST.27.0.0","CCMD56948710ST.11.0","27.1562933944822","27.1979975132031","27.7026643065951","27.9667458839833","DRR127559","MMRS16644320ST.27.0.0","SID31874","CCMD59583015ST.11.0","20.3383924848057","22.6765716898036","23.0999432657117","25.0161419462614"
"CCIS81887263ST.4.0","CCIS81139242ST.4.0","MMRS25211151ST.27.0.0","CCIS32452666ST.4.0","CRC_MR_SBJ16H_17","23.2644072220957","24.4286405162097","25.6251860097776","26.396363808593","SZAXPI017454.20","CCIS91228662ST.4.0","MMRS16644320ST.27.0.0","MMRS81194191ST.27.0.0","23.5752330470835","26.2225832866691","26.9567268625347","27.2183899079648"
"CCMD40701343ST.21.0","CCMD56948710ST.11.0","CRC_MR_SBJ16H_17","MMRS25211151ST.27.0.0","CCIS32452666ST.4.0","29.3709462956286","30.9272965817528","31.6186460225086","32.8166967236954","SZAXPI017454.20","SID31874","MMRS81194191ST.27.0.0","MMRS16644320ST.27.0.0","29.8429558353558","31.9674842233683","32.2726408013057","32.3564249784521"
"CCMD49461418ST.11.0","CRC_MR_SBJ16H_17","SID31700","CCIS32452666ST.4.0","CCMD56948710ST.11.0","20.2984344560092","24.3232656137575","24.7283964557268","25.0652686288917","MMRS16644320ST.27.0.0","CCMD59583015ST.11.0","MMRS81194191ST.27.0.0","LILT_VF120_16","21.2879784605678","23.1786647194117","24.2240623171321","24.455857428013"
"CCMD59583015ST.11.0","CCMD49942357ST.11.0","SZAXPI015272.108","CCIS32452666ST.4.0","CRC_MR_SBJ16H_17","20.3231843260573","25.0161419462614","28.0892081652954","28.3330441687899","CCMD49461418ST.11.0","MMRS16644320ST.27.0.0","LILT_VF120_16","DRR127559","23.1786647194117","27.7883382256604","29.0969267916871","30.0566085934841"
