"Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Species","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR"
10001,1,10001,1,10001,1,9.99900009999e-05,9.99900009999e-05,9.99900009999e-05,"Clostridium_hathewayi",0.000265287124424089,0.0718928107189281,0.0718928107189281
9999,1,10001,3,10000,2,0.0002999700029997,0.0001999800019998,9.99900009999e-05,"Peptostreptococcus_stomatis",0.000265287124424089,0.0718928107189281,0.0718928107189281
9999,3,9999,3,9999,3,0.0002999700029997,0.0002999700029997,0.0002999700029997,"Porphyromonas_asaccharolytica",0.000792935412341119,0.0718928107189281,0.0718928107189281
9993,9,9993,9,9993,9,0.0008999100089991,0.0008999100089991,0.0008999100089991,"Lachnospiraceae_bacterium_5_1_57FAA",0.00237009266106356,0.143785621437856,0.143785621437856
9990,12,9990,12,9990,12,0.0011998800119988,0.0011998800119988,0.0011998800119988,"Clostridium_bolteae",0.00313714083137141,0.143785621437856,0.143785621437856
9990,12,9990,12,9990,12,0.0011998800119988,0.0011998800119988,0.0011998800119988,"Clostridium_symbiosum",0.00313714083137141,0.143785621437856,0.143785621437856
9988,14,9988,14,9988,14,0.0013998600139986,0.0013998600139986,0.0013998600139986,"Lachnospiraceae_bacterium_7_1_58FAA",0.0036467367755978,0.143785621437856,0.143785621437856
9968,1,10001,34,9984.5,17.5,0.0033996600339966,0.00174982501749825,9.99900009999e-05,"Porphyromonas_somerae",0.000265287124424089,0.228749852287499,0.157265523447655
9978,24,9978,24,9978,24,0.0023997600239976,0.0023997600239976,0.0023997600239976,"Anaerotruncus_unclassified",0.00622897999008763,0.215678432156784,0.191714161917142
9967,33,9969,35,9968,34,0.0034996500349965,0.0033996600339966,0.0032996700329967,"Fusobacterium_nucleatum",0.00853403868246269,0.228749852287499,0.227660567276606
9967,35,9967,35,9967,35,0.0034996500349965,0.0034996500349965,0.0034996500349965,"Gemella_morbillorum",0.00901881138051069,0.228749852287499,0.227660567276606
9927,1,10001,75,9964,38,0.0074992500749925,0.0037996200379962,9.99900009999e-05,"Anaerococcus_vaginalis",0.000265287124424089,0.291355075018814,0.227660567276606
9959,42,9960,43,9959.5,42.5,0.0042995700429957,0.00424957504249575,0.0041995800419958,"Parvimonas_unclassified",0.0107839216078392,0.257615905076159,0.235034188888803
9955,47,9955,47,9955,47,0.0046995300469953,0.0046995300469953,0.0046995300469953,"Clostridium_asparagiforme",0.0120247761700698,0.259920161829971,0.241354435984973
9947,53,9949,55,9948,54,0.0054994500549945,0.0053994600539946,0.0052994700529947,"Ruminococcaceae_bacterium_D16",0.0135117693904368,0.277985534779855,0.249627814996278
9944,58,9944,58,9944,58,0.0057994200579942,0.0057994200579942,0.0057994200579942,"Clostridium_citroniae",0.0146823345834431,0.277985534779855,0.249627814996278
