"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41"
"CCIS03857607ST.4.0","MMRS39582183ST.27.0.0","CCIS95409808ST.4.0","CRC_MR_SBJ21H_17","SID31750","CCMD56948710ST.11.0","MMRS95277876ST.27.0.0","SZAXPI015271.93","CCIS07648107ST.4.0","CCIS74239020ST.4.0","SID31328","24.3000531097424","25.06008705852","25.3536376768483","27.515603564485","28.4074057267467","29.1339833250965","29.8974959349341","30.1288640396116","30.357671811445","30.7297140782484","CRC_MR_SBJ12C_17","CRC_MR_SBJ53C_17","CCIS98512455ST.4.0","CCMD82866709ST.21.0","MMRS54316675ST.27.0.0","MMRS12272136ST.27.0.0","SID31004","MMRS72802364ST.27.0.0","CCIS21278152ST.4.0","CRC_MR_SBJ31C_17","19.4968653664121","20.4274984251058","26.5114437649895","27.1812556884869","28.6809478644727","28.8813224746132","29.7984093872894","29.9299133320129","30.432648514684","30.7495580794895"
"CCIS07648107ST.4.0","MMRS11932626ST.27.0.0","CRC_MR_SBJ45H_17","SZAXPI015271.93","DRR127634","SID31328","SZAXPI015268.109","DRR127628","SID530050","CCMD99440714ST.11.0","DRR127649","22.5275289342174","23.5414457913421","23.5511512824575","23.628127733405","24.1974082279962","25.0349544735895","25.187623665612","25.3341064030765","25.5979149293141","25.7945855276645","CRC_MR_SBJ26C_17","MMRS12272136ST.27.0.0","SZAXPI015218.16","MMRS14602194ST.27.0.0","SID31004","CCMD74930188ST.21.0","DRR127514","CCIS50148151ST.4.0","SID530890","CCIS98512455ST.4.0","20.4702831988861","21.6610914292609","21.7876285745604","22.379598289699","22.5473039889495","22.5658477784594","22.836264752159","23.638221576669","23.6560095587591","23.8334038399847"
"CCIS13047523ST.4.0","CRC_MR_SBJ80H_17","SID530331","CRC_MR_SBJ65H_17","CCMD45812507ST.11.0","CCMD18829815ST.11.0","CRC_MR_SBJ21H_17","SID530055","SZAXPI015274.111","SID31328","SZAXPI017591.140","15.9417187972282","17.2360052998599","19.6156192394581","20.5645919099334","23.7009324792296","23.7469812414147","23.9580239683514","24.9841847392806","25.6612403149672","26.2263992333717","CCMD13934959ST.21.0","SID531155","MMRS43939546ST.27.0.0","SID531277","CRC_MR_SBJ39C_17","CCIS41222843ST.4.0","SID530890","MMRS86958796ST.27.0.0","CCIS11015875ST.4.0","CCMD49461418ST.11.0","21.3626715239995","21.7944339318689","22.7592339223731","23.570021477888","23.9891885091972","24.4426004954792","25.6618980618406","26.7615055946615","27.7484568998062","27.9785423641529"
"CCIS44093303ST.4.0","SZAXPI015268.109","CCIS07648107ST.4.0","MMRS11932626ST.27.0.0","SID31328","DRR127628","SZAXPI015271.93","SID530050","CRC_MR_SBJ45H_17","MMRS38861560ST.27.0.0","DRR127649","29.9690593513527","30.031747038882","30.0909320754243","31.5383976811394","31.8125934295351","31.9976379997118","32.1039910435073","32.1538129622553","32.6939421681051","32.9391436902601","CCIS98512455ST.4.0","CCIS50148151ST.4.0","MMRS41266697ST.27.0.0","SZAXPI015218.16","MMRS72802364ST.27.0.0","CCIS06260551ST.3.0","DRR127521","SZAXPI017461.32","CCMD60079086ST.21.0","DRR127514","25.7168858902667","27.1638039989965","27.894044535395","28.1929304662818","28.8478044350796","28.9900617590598","29.3746943204436","29.6480689033468","29.7933608471015","30.3803498370624"
"CCIS74239020ST.4.0","SID31328","SZAXPI015271.93","SID31750","CCMD32965613ST.11.0","MMRS39582183ST.27.0.0","SID530258","SZAXPI015268.109","CRC_MR_SBJ65H_17","MMRS11932626ST.27.0.0","SID530055","21.702475525398","22.8575414755612","25.0018687907624","25.0239757939361","25.8572366043377","25.9477151877309","25.9746535635049","26.0784365236223","26.0963836100598","26.1216450649591","SID530890","CCIS47284573ST.4.0","SID31004","DRR162778","SZAXPI015221.142","CCIS06260551ST.3.0","SZAXPI015223.158","CCIS11015875ST.4.0","MMRS86958796ST.27.0.0","SID531277","20.8637653976529","24.65268623796","24.8056684000674","24.853060766815","24.9330269405742","25.5017756006146","25.5694492455332","25.6692487148923","25.8376053150577","25.9172762585558"
"CCIS95409808ST.4.0","MMRS39582183ST.27.0.0","MMRS34569532ST.27.0.0","SID31750","CCMD32965613ST.11.0","CCIS03857607ST.4.0","CCMD89967135ST.11.0","CCMD23541216ST.11.0","CCMD56948710ST.11.0","CRC_MR_SBJ79H_17","MMRS38861560ST.27.0.0","21.5975314076285","22.0488392297826","23.4790661153058","24.8048755413507","25.06008705852","25.2868227597478","25.6160683258146","26.0115434794093","26.0122203902992","26.0609919454997","MMRS77487595ST.27.0.0","SID530890","CCIS21278152ST.4.0","CCMD23101338ST.21.0","CCIS06260551ST.3.0","CCMD82866709ST.21.0","CCIS47284573ST.4.0","CCIS98512455ST.4.0","CCIS11015875ST.4.0","SID531155","22.5413237142653","24.0418895172884","24.583680049364","24.7485075909417","25.2449268264794","25.7468426523156","26.3045674698502","26.7746738775657","26.8349399787889","26.9101073285782"
"CCIS98482370ST.3.0","MMRS51737257ST.27.0.0","SID31328","SZAXPI015268.109","CRC_MR_SBJ21H_17","SZAXPI015271.93","MMRS11932626ST.27.0.0","CRC_MR_SBJ45H_17","DRR127649","SID530050","CCIS07648107ST.4.0","24.693098248622","27.0798249298329","27.2424114412473","27.3037001671751","27.7340025833434","27.9244949963379","28.5696573351974","28.8683333402173","29.3930802470667","29.6587146724416","CCMD90311071ST.21.0","SZAXPI003418.8","MMRS12272136ST.27.0.0","CCIS14449628ST.4.0","SID530890","MMRS86958796ST.27.0.0","DRR127521","CCMD49461418ST.11.0","SID31004","MMRS14602194ST.27.0.0","23.6604631689809","23.6888097176388","24.6753410992331","25.0395766311913","26.8692624168807","26.9085749692473","27.0253289410878","27.5990522171505","27.6857429165446","28.2285856907922"
"CCMD10032470ST.11.0","CRC_MR_SBJ21H_17","SID530055","SID31328","SZAXPI015271.93","CCMD38158721ST.11.0","CCMD17410933ST.11.0","CRC_MR_SBJ65H_17","CCMD18829815ST.11.0","CCMD37575804ST.11.0","SZAXPI017591.140","20.4300485513128","21.7605152907968","22.3304244307716","22.5833517038171","23.1816517361166","23.7114909199274","24.1075442984784","24.5413634300318","24.6945307573013","25.0192557737575","CCMD49461418ST.11.0","SID531277","MMRS86958796ST.27.0.0","MMRS43939546ST.27.0.0","CCMD95431029ST.11.0","MMRS14602194ST.27.0.0","MMRS12272136ST.27.0.0","CCIS11015875ST.4.0","CCMD90311071ST.21.0","CCMD34381688ST.21.0","18.8928108715141","20.1104619289762","20.7462088551957","21.9435864093361","23.0956319420816","24.4380267573673","25.7772649435447","25.9616685070837","26.0118962126428","26.265906517263"
"CCMD10191450ST.11.0","CCMD50538120ST.11.0","MMRS97307143ST.27.0.0","LILT_VF00TL_16","LILT_VF212_T016","CCMD10032470ST.11.0","MMPU68403337ST","SID530055","CCMD99440714ST.11.0","DRR127649","SID31328","17.0540506517748","17.5485742262099","21.0049760374607","25.5275656492173","29.7848060164877","30.3826562127902","30.5623951980044","30.6120683175296","31.2845507811843","32.2768987303799","CCMD89306485ST.11.0","CCMD95431029ST.11.0","CCMD49461418ST.11.0","MMRS86958796ST.27.0.0","CCMD34381688ST.21.0","CCMD95676152ST.11.0","CCMD35802077ST.21.0","SID531277","SZAXPI015223.158","CCMD71242853ST.11.0","14.7443953938776","23.9769466395306","29.2905352411696","30.2443904854801","31.513766512802","35.7250919753344","36.1922112359524","36.4010710156336","36.5356351013719","36.9047448021376"
"CCMD15562448ST.11.0","CCMD25475945ST.11.0","SID530315","SZAXPI015274.111","MMRS11932626ST.27.0.0","SZAXPI015271.93","SID31328","CRC_MR_SBJ21H_17","DRR127649","CRC_MR_SBJ45H_17","SID530050","21.4609120960457","30.6171536771921","31.2545256554503","32.1606448451597","32.7857177268197","32.8208902440412","33.133212692608","33.1789656764026","33.493910894794","33.5696529694917","MMRS41711735ST.27.0.0","CCMD74930188ST.21.0","CCIS06260551ST.3.0","CCIS87167916ST.4.0","CCIS11015875ST.4.0","MMRS14602194ST.27.0.0","MMRS41266697ST.27.0.0","DRR127514","CCIS98512455ST.4.0","SZAXPI017456.23","15.5993219970421","27.4821778157354","27.9568322079595","29.8297034375956","30.0237130316572","30.8582996724965","31.0692809891748","31.5269397523673","31.5617698680334","31.9390260041442"
"CCMD18829815ST.11.0","DRR127763","CCMD38158721ST.11.0","CCMD56948710ST.11.0","CCMD37575804ST.11.0","CCIS13047523ST.4.0","CCMD10032470ST.11.0","SZAXPI015271.93","CRC_MR_SBJ21H_17","CRC_MR_SBJ65H_17","MMRS85548821ST.27.0.0","13.5211249485573","15.9197195758499","21.8528388513301","23.1495677264911","23.7009324792296","24.5413634300318","24.588496884092","24.9036992615133","25.7336356357084","25.8974167290041","MMRS43939546ST.27.0.0","MMRS14602194ST.27.0.0","CRC_MR_SBJ39C_17","CCMD13934959ST.21.0","MMRS12272136ST.27.0.0","CCIS11015875ST.4.0","SID531277","MMRS86958796ST.27.0.0","CCMD35802077ST.21.0","SID531155","20.8147423430054","21.2144007523592","21.3221274591491","22.5141989527165","22.5959197384926","22.6768529462931","23.1956658429177","23.6668240215306","24.9098880105572","25.7731957006926"
"CCMD22852639ST.11.0","DRR127649","LILT_VF40_16","SZAXPI015268.109","SID31328","MMPU68403337ST","MMRS95277876ST.27.0.0","CCMD89967135ST.11.0","MMRS11932626ST.27.0.0","CCMD99440714ST.11.0","MMRS97307143ST.27.0.0","20.0187800218795","21.2238292418216","21.9200408274643","22.7780055105775","23.2362583621568","23.297517263245","23.8999846662273","24.7770791168168","24.9188483355592","24.971213840995","CCIS41548810ST.4.0","LILT_VF100_T016","CCIS14449628ST.4.0","CCIS11015875ST.4.0","SZAXPI015218.16","MMRS14602194ST.27.0.0","CCMD90311071ST.21.0","CCMD95676152ST.11.0","CCIS47284573ST.4.0","CCMD82866709ST.21.0","19.9696252900824","20.9228627606955","21.233053760644","22.602806514807","23.2460505382871","23.2654129480158","23.9089249333465","23.9280900970428","24.2461086461869","24.360584914355"
"CCMD23541216ST.11.0","MMRS34569532ST.27.0.0","CCMD32965613ST.11.0","CCIS95409808ST.4.0","MMRS38861560ST.27.0.0","MMRS39582183ST.27.0.0","CCIS74239020ST.4.0","CCMD56948710ST.11.0","MMRS11932626ST.27.0.0","DRR127649","CCIS03857607ST.4.0","18.5264141583902","24.8331572240563","25.6160683258146","26.2896866106502","27.2140838777112","34.5922558248606","34.6752407384059","34.9944830244569","35.2040905672878","35.5039820864055","CCIS21278152ST.4.0","MMRS77487595ST.27.0.0","CCMD23101338ST.21.0","CCMD82866709ST.21.0","CCIS41548810ST.4.0","CCIS11015875ST.4.0","MMRS14602194ST.27.0.0","CCIS50148151ST.4.0","MMRS86958796ST.27.0.0","DRR162778","14.3317137583787","16.9209916207089","17.8604737629521","35.4160263283206","36.0304846734581","36.3204783456661","36.3823907446377","37.1178639696858","37.2320704893416","37.2952403343134"
"CCMD25475945ST.11.0","SZAXPI015274.111","CCMD15562448ST.11.0","SID530331","CRC_MR_SBJ80H_17","CRC_MR_SBJ65H_17","CCIS13047523ST.4.0","CCMD18829815ST.11.0","CCMD45812507ST.11.0","CRC_MR_SBJ21H_17","SID530055","20.3675764570604","21.4609120960457","27.3116845943215","27.6108261357461","27.6488823147609","27.9930004155378","29.0996149416569","29.4833456321633","29.7261102776801","29.7590158642251","MMRS41711735ST.27.0.0","CCMD13934959ST.21.0","CCIS06260551ST.3.0","CCIS11015875ST.4.0","SID531277","SZAXPI003437.3","SID531155","SZAXPI017456.23","MMRS43939546ST.27.0.0","MMRS14602194ST.27.0.0","21.2329935882437","24.5869383880466","24.7020926381876","26.7622951711452","27.089766684429","27.6089925488146","27.688656323157","27.7752644410166","28.2836338565114","28.7132407974927"
"CCMD32965613ST.11.0","MMRS34569532ST.27.0.0","MMRS39582183ST.27.0.0","CCIS95409808ST.4.0","CCMD23541216ST.11.0","CCIS74239020ST.4.0","SID31328","SZAXPI015271.93","CCMD56948710ST.11.0","MMRS38861560ST.27.0.0","DRR127649","20.3425333611008","22.5419465370717","24.8048755413507","24.8331572240563","25.0239757939361","26.7728465923032","26.9864285257257","27.1228610491574","28.9518481341157","29.663211042844","CCMD23101338ST.21.0","CCIS21278152ST.4.0","MMRS77487595ST.27.0.0","CCIS11015875ST.4.0","CCIS47284573ST.4.0","SZAXPI015218.16","SID530890","MMRS86958796ST.27.0.0","MMRS14602194ST.27.0.0","CRC_MR_SBJ31C_17","22.1081480262685","22.2735048869413","22.4374190923332","28.6629000964923","28.8587716473588","28.8708488892291","28.9266792784585","29.4785173780704","29.756047626491","29.8258835447468"
