"Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Species","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR"
10001,1,10001,1,10001,1,9.99900009999e-05,9.99900009999e-05,9.99900009999e-05,"Fusobacterium_nucleatum",0.000323841489724901,0.0102704015312754,0.0102704015312754
10001,1,10001,1,10001,1,9.99900009999e-05,9.99900009999e-05,9.99900009999e-05,"Gemella_morbillorum",0.000323841489724901,0.0102704015312754,0.0102704015312754
10001,1,10001,1,10001,1,9.99900009999e-05,9.99900009999e-05,9.99900009999e-05,"Parvimonas_micra",0.000323841489724901,0.0102704015312754,0.0102704015312754
10001,1,10001,1,10001,1,9.99900009999e-05,9.99900009999e-05,9.99900009999e-05,"Parvimonas_unclassified",0.000323841489724901,0.0102704015312754,0.0102704015312754
10001,1,10001,1,10001,1,9.99900009999e-05,9.99900009999e-05,9.99900009999e-05,"Peptostreptococcus_stomatis",0.000323841489724901,0.0102704015312754,0.0102704015312754
10001,1,10001,1,10001,1,9.99900009999e-05,9.99900009999e-05,9.99900009999e-05,"Porphyromonas_asaccharolytica",0.000323841489724901,0.0102704015312754,0.0102704015312754
10001,1,10001,1,10001,1,9.99900009999e-05,9.99900009999e-05,9.99900009999e-05,"Solobacterium_moorei",0.000323841489724901,0.0102704015312754,0.0102704015312754
9999,1,10001,3,10000,2,0.0002999700029997,0.0001999800019998,9.99900009999e-05,"Porphyromonas_uenonis",0.000323841489724901,0.026959804019598,0.017973202679732
9996,1,10001,6,9998.5,3.5,0.0005999400059994,0.00034996500349965,9.99900009999e-05,"Porphyromonas_somerae",0.000323841489724901,0.0479285404792854,0.0279583152795832
9989,1,10001,13,9995,7,0.0012998700129987,0.0006999300069993,9.99900009999e-05,"Prevotella_intermedia",0.000323841489724901,0.0914999409149994,0.0503249675032497
9988,12,9990,14,9989,13,0.0013998600139986,0.0012998700129987,0.0011998800119988,"Peptostreptococcus_anaerobius",0.00386867142882124,0.0914999409149994,0.0849642308496423
9985,17,9985,17,9985,17,0.0016998300169983,0.0016998300169983,0.0016998300169983,"Granulicatella_adiacens",0.00545615081349008,0.101848148518481,0.101848148518481
9966,36,9966,36,9966,36,0.0035996400359964,0.0035996400359964,0.0035996400359964,"Clostridium_symbiosum",0.0114519521499178,0.199087783529339,0.199087783529339
9949,53,9949,53,9949,53,0.0052994700529947,0.0052994700529947,0.0052994700529947,"Bacteroides_fragilis",0.0167119252986982,0.272165640578799,0.23922952532333
9939,52,9950,63,9944.5,57.5,0.0062993700629937,0.00574942505749425,0.0051994800519948,"Anaerococcus_vaginalis",0.016468837697728,0.273192680731927,0.23922952532333
9908,22,9980,94,9944,58,0.0093990600939906,0.0057994200579942,0.0021997800219978,"Anaerococcus_obesiensis",0.00702951927029519,0.273192680731927,0.23922952532333
9933,69,9933,69,9933,69,0.0068993100689931,0.0068993100689931,0.0068993100689931,"Ruminococcus_torques",0.0212901456635452,0.273192680731927,0.23922952532333
9932,70,9932,70,9932,70,0.006999300069993,0.006999300069993,0.006999300069993,"Alistipes_indistinctus",0.0215063963689101,0.273192680731927,0.23922952532333
9924,77,9925,78,9924.5,77.5,0.0077992200779922,0.00774922507749225,0.0076992300769923,"Prevotella_stercorea",0.0235563677674786,0.273192680731927,0.23922952532333
