"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37"
"CCIS00146684ST.4.0","CCIS94417875ST.3.0","CCIS07539127ST.4.0","CCMD49025643ST.11.0","SID31328","MMRS20257302ST.27.0.0","CCMD73128545ST.11.0","SZAXPI015264.87","CCMD53508245ST.11.0","LILT_VF262_T016","17.2345457009606","19.3654797436934","20.9653170782319","22.5416239868138","22.8424503782147","23.7357757379867","24.1630867346206","24.1803064441438","24.399817659708","CCIS55230578ST.4.0","MMRS96422329ST.27.0.0","CRC_MR_SBJ47C_17","CCIS33816588ST.4.0","SID530890","CRC_MR_SBJ52C_17","CCMD86114146ST.21.0","SID531382","SZAXPI015218.16","18.6026099749041","20.2830844090266","21.7751522598902","21.8142926198719","22.2728818082371","22.6995006805612","23.4355493195146","23.9338888973376","23.9352632138776"
"CCIS00281083ST.3.0","SZAXPI015231.17","LILT_VF261_T016","LILT_VF82_T016","CRC_MR_SBJ60H_17","CRC_MR_SBJ03H_17","SZAXPI015252.43","SZAXPI015264.87","MMRS39582183ST.27.0.0","MMPU29365221ST","11.5231106803979","14.9923901578467","15.7708262910635","39.8233177922445","44.0086732611743","46.8932976363926","50.015288086942","51.4560603966442","56.1717443144754","SID531361","SZAXPI015220.136","DRR127617","SZAXPI017584.108","LILT_VF176_T017","DRR127603","MMRS93508324ST.27.0.0","CRC_MR_SBJ31C_17","SZAXPI017458.25","13.6229543945981","20.013992850993","32.6771112254281","48.8088315842963","49.2673259020418","53.850860140008","55.5801243712714","57.451839287632","59.5251541024834"
"CCIS05314658ST.4.0","SID31328","CCIS50471204ST.4.0","SID31071","CCIS50003399ST.4.0","DRR127777","SID530364","CRC_MR_SBJ65H_17","CCIS07277498ST.4.0","CCMD37575804ST.11.0","18.1787666765488","19.4838848136248","19.4861697293029","19.5470668481616","20.3466717341437","20.3573558716622","20.4592278509601","20.4957985009733","20.7794865742997","SID530890","MMRS93508324ST.27.0.0","MMRS16644320ST.27.0.0","CRC_MR_SBJ52C_17","SZAXPI017458.25","SZAXPI015218.16","SZAXPI017586.111","CRC_MR_SBJ20C_17","SID531155","18.2395243086655","19.5154762988685","19.6237953647097","19.6242346908637","20.4499057295553","20.5292953668873","20.7648603599783","20.8394427004731","21.7584522710716"
"CCIS07277498ST.4.0","CCIS21126322ST.4.0","CRC_MR_SBJ21H_17","SID530394","CCIS05314658ST.4.0","CCIS94603952ST.4.0","CCIS45571137ST.3.0","SZAXPI015264.87","SID31328","CRC_MR_SBJ65H_17","16.8322410430667","17.8163095915147","20.2314071629138","20.4957985009733","20.863904855422","21.9285926517982","22.5002196119949","22.5845366298514","22.727137156888","CRC_MR_SBJ42C_17","CCMD95433940ST.21.0","SID531155","CRC_MR_SBJ02C_17","CCIS82146115ST.4.0","SZAXPI017586.111","MMRS16644320ST.27.0.0","SZAXPI015213.15","SID530890","19.7516517044727","20.2854713376273","20.6299602937669","20.9711147636863","21.3749168683062","22.902719828385","23.1063936076771","23.3333350099188","23.5308745115965"
"CCIS07539127ST.4.0","CCIS94417875ST.3.0","CCIS00146684ST.4.0","MMRS61683006ST.27.0.0","SID31328","CCMD49025643ST.11.0","LILT_VF262_T016","MMRS39582183ST.27.0.0","SZAXPI015244.32","MMRS20257302ST.27.0.0","16.18196757574","19.3654797436934","20.5923329752969","20.7692055953014","21.1063962886088","21.2268215919953","22.0319458031173","22.0937842976888","22.1230774993535","SZAXPI015218.16","CCIS55230578ST.4.0","MMRS96422329ST.27.0.0","CCIS33816588ST.4.0","MMRS16644320ST.27.0.0","SID31878","MMRS93508324ST.27.0.0","CCMD88272491ST.21.0","LILT_VF300_T016","17.8365945481305","18.6206012297616","19.3343705995851","19.7031304153376","20.0169700596744","20.5371513345157","20.7109944806762","20.8324746240455","21.5869085496719"
"CCIS09568613ST.4.0","SZAXPI015244.32","CCMD15562448ST.11.0","CCIS36699628ST.4.0","CCIS36797902ST.4.0","CCIS05314658ST.4.0","SID31328","CCIS07539127ST.4.0","CCIS94417875ST.3.0","CCIS90164298ST.4.0","18.4717678634315","20.8149270719693","22.5699019923592","27.9678989741203","28.0111870654173","28.1654101703668","28.4517949848424","28.9891509362865","29.4438610274094","CRC_MR_SBJ61C_17","DRR127476","LILT_VF234_T017","SID31446","SZAXPI017595.169","SZAXPI015218.16","CCIS55230578ST.4.0","CCIS44757994ST.4.0","MMRS16644320ST.27.0.0","20.146724793199","21.8595738646068","24.2353155956509","24.348617906984","24.4874972474077","26.5169181004486","27.2465009931422","28.3002614921258","28.5000047692347"
"CCIS11558985ST.4.0","SZAXPI015265.88","SZAXPI015247.35","CCIS45571137ST.3.0","DRR127777","CCIS07539127ST.4.0","MMRS17603756ST.27.0.0","DRR127713","SZAXPI015244.32","CCIS21126322ST.4.0","29.3911444385107","31.5789236742024","32.7683726603214","33.100046070042","33.259933526945","34.4064847313744","34.416618003296","34.8619864827953","35.067191478918","DRR127559","MMRS16644320ST.27.0.0","SZAXPI015218.16","CCIS87252800ST.4.0","MMRS93508324ST.27.0.0","CCMD95433940ST.21.0","LILT_VF300_T016","SZAXPI017457.24","SZAXPI017586.111","30.1342067230963","32.6699659069136","32.7174290641334","32.8327595206784","33.2708097307805","33.3239730839481","33.5076075841786","34.4232009666199","34.5189125997952"
"CCIS21126322ST.4.0","CRC_MR_SBJ21H_17","CCIS94603952ST.4.0","CCIS45571137ST.3.0","CCIS07277498ST.4.0","SID31328","CCIS50471204ST.4.0","CRC_MR_SBJ65H_17","CCMD93755960ST.11.0","SID530394","12.4436595081752","13.9328037534374","16.5067855532142","16.8322410430667","16.948659116762","17.8957788758634","19.5365590250663","19.7723287848321","20.2754251189439","CCMD95433940ST.21.0","SID530890","CCIS82146115ST.4.0","SID531155","CRC_MR_SBJ52C_17","SZAXPI017586.111","SZAXPI017458.25","CRC_MR_SBJ02C_17","MMRS16644320ST.27.0.0","17.0881054233581","18.1551937386523","18.3809944731045","18.4263175705212","19.7210704264322","20.067955935436","20.4994491557237","20.5008498276535","20.9923783275073"
"CCIS23164343ST.4.0","SID31267","SID530258","CCIS34604008ST.4.0","SID530331","SID31236","CCIS82944710ST.20.0","CCIS50003399ST.4.0","CCIS50471204ST.4.0","CRC_MR_SBJ65H_17","19.9899735350575","24.4657592501929","24.8338196987234","25.7092728476244","25.9552232838383","26.7079433600586","27.7508623451705","28.1018326410663","29.1323043366947","SZAXPI003412.1","CRC_MR_SBJ25C_17","CRC_MR_SBJ10C_17","SID530890","SZAXPI017456.23","CRC_MR_SBJ52C_17","CCIS55230578ST.4.0","CRC_MR_SBJ02C_17","CCIS82146115ST.4.0","21.350921118467","21.6957288943515","26.5172030865191","26.9065135491557","27.2430484890715","28.4530957338178","28.6936159258641","29.5606942544065","30.376051982175"
"CCIS34604008ST.4.0","CCIS81139242ST.4.0","CCIS94603952ST.4.0","SID530258","SID31267","CCIS50003399ST.4.0","SID31236","CCIS23164343ST.4.0","CCIS45571137ST.3.0","CCIS50471204ST.4.0","20.5027847622853","21.1570359849295","21.6910566692474","22.1281208326509","23.3282311751641","24.0419891087697","24.8338196987234","25.4429669268818","25.7291668475954","CRC_MR_SBJ25C_17","SZAXPI003412.1","CRC_MR_SBJ52C_17","SID530890","CCIS55230578ST.4.0","CRC_MR_SBJ10C_17","SZAXPI017458.25","CCIS81887263ST.4.0","SZAXPI017456.23","19.9646673563298","20.4623902951512","22.3423026786833","22.736253624056","24.1676116917187","24.5173163757088","25.8573378126809","25.9544814779587","26.534583368491"
