"Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Species","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR"
10001,1,10001,1,10001,1,9.99900009999e-05,9.99900009999e-05,9.99900009999e-05,"Gemella_morbillorum",0.0002372700023727,0.0239642702396427,0.0239642702396427
10001,1,10001,1,10001,1,9.99900009999e-05,9.99900009999e-05,9.99900009999e-05,"Parvimonas_unclassified",0.0002372700023727,0.0239642702396427,0.0239642702396427
10001,1,10001,1,10001,1,9.99900009999e-05,9.99900009999e-05,9.99900009999e-05,"Peptostreptococcus_stomatis",0.0002372700023727,0.0239642702396427,0.0239642702396427
10000,2,10000,2,10000,2,0.0001999800019998,0.0001999800019998,0.0001999800019998,"Parvimonas_micra",0.000472979017887685,0.0359464053594641,0.0359464053594641
9995,1,10001,7,9998,4,0.0006999300069993,0.0003999600039996,9.99900009999e-05,"Porphyromonas_asaccharolytica",0.0002372700023727,0.0821632122502036,0.0575142485751425
9995,7,9995,7,9995,7,0.0006999300069993,0.0006999300069993,0.0006999300069993,"Solobacterium_moorei",0.00164999893453278,0.0821632122502036,0.0821632122502036
9994,8,9994,8,9994,8,0.0007999200079992,0.0007999200079992,0.0007999200079992,"Fusobacterium_nucleatum",0.0018795506070308,0.0821632122502036,0.0821632122502036
9969,33,9969,33,9969,33,0.0032996700329967,0.0032996700329967,0.0032996700329967,"Granulicatella_adiacens",0.00772789170594341,0.296557844215578,0.296557844215578
9923,1,10001,79,9962,40,0.0078992100789921,0.003999600039996,9.99900009999e-05,"Porphyromonas_uenonis",0.0002372700023727,0.497258607472586,0.319523603195236
9900,1,10001,102,9950.5,51.5,0.0101989801019898,0.00514948505149485,9.99900009999e-05,"Olsenella_uli",0.0002372700023727,0.523790478095048,0.37024797520248
9937,65,9937,65,9937,65,0.0064993500649935,0.0064993500649935,0.0064993500649935,"Clostridium_symbiosum",0.0151721840802933,0.497258607472586,0.412185448121854
9928,72,9930,74,9929,73,0.0073992600739926,0.0072992700729927,0.0071992800719928,"Clostridium_hathewayi",0.0167517228859638,0.497258607472586,0.412185448121854
9919,78,9924,83,9921.5,80.5,0.0082991700829917,0.00804919508049195,0.0077992200779922,"Desulfovibrio_desulfuricans",0.0180309943282199,0.497258607472586,0.412185448121854
9834,1,10001,168,9917.5,84.5,0.0167983201679832,0.00844915508449155,9.99900009999e-05,"Aggregatibacter_unclassified",0.0002372700023727,0.64991100889911,0.412185448121854
9905,75,9927,97,9916,86,0.0096990300969903,0.0085991400859914,0.0074992500749925,"Atopobium_rimae",0.0173934219481278,0.523790478095048,0.412185448121854
9861,80,9922,141,9891.5,110.5,0.0140985901409859,0.011048895110489,0.007999200079992,"Actinomyces_cardiffensis",0.0184340540304944,0.633555394460554,0.461312202113122
9776,1,10001,226,9888.5,113.5,0.0225977402259774,0.0113488651134887,9.99900009999e-05,"Prevotella_intermedia",0.0002372700023727,0.64991100889911,0.461312202113122
9886,115,9887,116,9886.5,115.5,0.0115988401159884,0.0115488451154885,0.0114988501149885,"Bacteroides_fragilis",0.0264142914782004,0.555971069559711,0.461312202113122
9847,151,9851,155,9849,153,0.0154984501549845,0.0152984701529847,0.0150984901509849,"Bilophila_wadsworthia",0.0342454713519184,0.64991100889911,0.524218411492184
9817,131,9871,185,9844,158,0.0184981501849815,0.0157984201579842,0.0130986901309869,"Lactobacillus_salivarius",0.0298036652030999,0.64991100889911,0.524218411492184
