"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37"
"CCIS03473770ST.4.0","CCMD18579000ST.11.0","SZAXPI015227.13","DRR127649","CCMD45004878ST.11.0","SID532802","CCMD31009081ST.11.0","CRC_MR_SBJ18H_17","CCIS32452666ST.4.0","CCMD73128545ST.11.0","12.3350485243026","15.1927710908445","15.3571953602114","16.0818738389405","17.6005966877689","18.1830336901382","18.2247051398726","18.51233634675","18.662234598571","DRR127485","SZAXPI017462.33","SID530890","SID531128","CCIS71301801ST.4.0","MMRS90191266ST.27.0.0","CRC_MR_SBJ36C_17","SZAXPI017586.111","CRC_MR_SBJ06C_17","15.5201817488359","16.5653617809814","17.4576170941397","17.5566764944223","18.9829593664081","19.238692651225","19.6631953039428","20.8789550289903","20.9694737132123"
"CCIS05314658ST.4.0","CCIS41692898ST.4.0","CRC_MR_SBJ74H_17","CCIS50003399ST.4.0","SID530364","CCIS07277498ST.4.0","CRC_MR_SBJ18H_17","CCMD37575804ST.11.0","SID530050","CCIS03473770ST.4.0","15.8937341577428","19.0495656258404","19.5470668481616","20.3573558716622","20.4957985009733","20.6971958669115","20.7794865742997","20.9890216707521","21.0402005930647","CRC_MR_SBJ06C_17","SID530890","SZAXPI017588.123","SZAXPI017586.111","DRR162777","CCIS76845094ST.20.0","MMRS12272136ST.27.0.0","MMRS90191266ST.27.0.0","DRR127485","17.4519386174345","18.2395243086655","20.6320594075822","20.7648603599783","20.8403272753789","21.1909380309344","21.4457746966273","21.8437113070582","22.0969438797156"
"CCIS07648107ST.4.0","CCMD54057834ST.11.0","CRC_MR_SBJ18H_17","CCIS05314658ST.4.0","CCIS48174381ST.4.0","MMRS68630931ST.27.0.0","SID530050","SZAXPI003433.7","DRR127649","CCIS03473770ST.4.0","21.2257652102957","21.5671324641687","22.1339319516642","22.3267668249436","23.711463439246","25.3341064030765","25.3407349635582","25.7945855276645","25.8935674166674","MMRS62376181ST.27.0.0","CRC_MR_SBJ26C_17","DRR162777","MMRS12272136ST.27.0.0","CRC_MR_SBJ11C_17","DRR127514","CCIS87252800ST.4.0","CCIS50148151ST.4.0","SID530890","20.0808222548455","20.4702831988861","21.2418173894891","21.6610914292609","22.1129064732409","22.836264752159","23.4232172314501","23.638221576669","23.6560095587591"
"CCIS16383318ST.4.0","SID530050","CCMD54057834ST.11.0","CCIS48174381ST.4.0","CCIS03473770ST.4.0","CRC_MR_SBJ18H_17","CCMD31009081ST.11.0","CCMD29706695ST.11.0","CRC_MR_SBJ67H_17","CCIS32452666ST.4.0","19.8871153205159","21.3929766068796","21.9507489057412","25.2074974857958","25.4734523514325","26.2735270762207","26.6460876124845","27.3647421280651","27.4979949317146","CCIS77252613ST.4.0","DRR162778","MMRS72802364ST.27.0.0","CRC_MR_SBJ07C_17","CCIS98512455ST.4.0","SZAXPI003422.11","DRR127485","CCIS50148151ST.4.0","SID530890","23.2934983049069","23.7527125092335","23.8427067986691","24.1563705346623","24.9191833672675","25.5930848770093","26.3237984702683","26.3782282158829","26.3873003541931"
"CCIS29688262ST.20.0","CCIS07648107ST.4.0","CCMD54057834ST.11.0","CCIS05314658ST.4.0","CCIS48174381ST.4.0","CRC_MR_SBJ18H_17","CCIS36699628ST.4.0","SID530364","SID530050","CCIS36797902ST.4.0","28.8498914817474","30.2166669679566","30.9512530484745","31.2595742810167","31.6724330538088","31.7747317701031","32.7324758862815","33.5047220732571","33.7082964203518","SID31549","DRR162777","CRC_MR_SBJ11C_17","CCIS77252613ST.4.0","SID530890","CCIS98512455ST.4.0","SID31871","CCIS50148151ST.4.0","SID531775","29.2540863677777","30.6978173084961","32.2511302142034","32.6289243309797","32.7773292669781","32.8981084000646","33.2273182463797","33.2823430831259","33.4949815039836"
"CCIS32452666ST.4.0","CCIS95409808ST.4.0","CCIS02856720ST.4.0","SZAXPI015227.13","CCIS03473770ST.4.0","SID532802","CCMD18579000ST.11.0","CRC_MR_SBJ74H_17","CCIS94603952ST.4.0","CCIS41692898ST.4.0","16.5712636685951","18.2185148497785","18.3886784653003","18.51233634675","18.8778057789908","19.012541785035","20.4748703574894","21.1778141690921","21.4761826945246","SID530890","CCIS38765456ST.20.0","DRR127485","CCIS76845094ST.20.0","SZAXPI017462.33","SZAXPI017586.111","CRC_MR_SBJ10C_17","CRC_MR_SBJ36C_17","CRC_MR_SBJ06C_17","17.398109404898","17.549827521406","18.8989853543332","21.2125082705723","21.5847141486794","21.8264717388221","21.9919610952593","22.830775830602","22.9513871106846"
"CCIS36699628ST.4.0","CCIS05314658ST.4.0","SID31749","CCMD54057834ST.11.0","CCIS36797902ST.4.0","CRC_MR_SBJ18H_17","CCIS03473770ST.4.0","CCIS48174381ST.4.0","SID530364","SID31512","25.3230336169998","25.6006550092922","26.1245718434083","26.4425328696042","27.8435786340226","27.9906796598814","28.120932771112","29.2179658027488","29.4332787510107","DRR127476","SID31549","DRR127514","CCIS98512455ST.4.0","CRC_MR_SBJ06C_17","SID530890","SID531775","CCIS50148151ST.4.0","DRR162777","24.1956931828559","24.4339673454599","26.7387391556315","26.9620482152896","26.9881599921595","27.7809167235154","28.066711089759","29.3097148550357","29.3375693631766"
"CCIS36797902ST.4.0","CCMD54057834ST.11.0","CCIS05314658ST.4.0","CCIS48174381ST.4.0","CRC_MR_SBJ18H_17","SID530364","CCIS07648107ST.4.0","CCMD18579000ST.11.0","CCIS36699628ST.4.0","DRR127649","19.7738357718451","24.717969745685","25.8731153026515","25.9979665507728","26.0496976347807","26.1368244803094","26.3668479661203","26.4425328696042","26.7066764760443","SZAXPI015225.18","CRC_MR_SBJ07C_17","MMRS72802364ST.27.0.0","DRR127708","SZAXPI003427.1","CCIS98512455ST.4.0","CCIS50148151ST.4.0","SID530890","CRC_MR_SBJ06C_17","20.604399085091","23.1282221481397","23.3450331488627","23.5421240045179","24.5231038474904","24.6931089750542","26.1546130675718","26.2716080297381","26.2914018010851"
"CCIS48174381ST.4.0","SID530050","CCMD54057834ST.11.0","CCIS16383318ST.4.0","CCIS07648107ST.4.0","CCIS05314658ST.4.0","CRC_MR_SBJ18H_17","CCIS03473770ST.4.0","CCIS36797902ST.4.0","SZAXPI003433.7","20.473134419165","20.6279233000756","21.9507489057412","22.3267668249436","22.9128627041123","23.71197008676","24.8156524454164","25.8731153026515","25.9770336291752","CCIS98512455ST.4.0","CRC_MR_SBJ11C_17","SID31549","DRR162778","MMRS72802364ST.27.0.0","DRR162777","CCIS50148151ST.4.0","CCIS76845094ST.20.0","CRC_MR_SBJ06C_17","21.8110245765347","22.1380928599936","23.1638766903599","23.2382637425002","23.4309788585454","23.5996472926228","24.1579640763062","25.1124782388238","25.4685112722397"
"CCIS94603952ST.4.0","SID31452","CRC_MR_SBJ74H_17","CCIS50003399ST.4.0","CCIS41692898ST.4.0","SID532802","CCMD18579000ST.11.0","CCIS07277498ST.4.0","CCIS05314658ST.4.0","CCIS32452666ST.4.0","16.4134951031552","19.7097423532222","20.1177049439617","20.1663358152293","20.2163255341642","20.5724827503026","20.863904855422","21.0679228424636","21.1778141690921","MMRS90191266ST.27.0.0","SID530890","DRR127485","SZAXPI017588.123","CRC_MR_SBJ06C_17","CCIS76845094ST.20.0","CRC_MR_SBJ10C_17","SZAXPI017586.111","MMRS77321055ST.27.0.0","18.5071867543368","18.9362392032684","20.1706273634139","20.5658168555543","20.7327694794087","21.9945768228602","23.0449806181129","23.2489102975215","24.3633186085866"
