"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"CCIS27304052ST.3.0","SID31512","SZAXPI015249.37","CCIS94417875ST.3.0","CCIS45571137ST.3.0","CCMD56948710ST.11.0","25.2323130007437","26.5439065010428","26.8894978284292","28.058339371971","29.1290489507742","CCIS53355328ST.4.0","SZAXPI015216.169","CRC_MR_SBJ02C_17","SZAXPI003424.12","SZAXPI015225.18","22.883422827027","23.1903503382485","25.6659574942588","26.5127267514773","26.797039929287"
"CCIS45571137ST.3.0","CCIS95409808ST.4.0","CCIS94417875ST.3.0","CCMD56948710ST.11.0","SZAXPI015258.57","MMRS20257302ST.27.0.0","18.6818736564377","21.7728858674178","22.9649181853343","24.3016295475982","25.8523272385079","CCIS98512455ST.4.0","MMRS65205033ST.27.0.0","MMRS12272136ST.27.0.0","MMRS85382779ST.27.0.0","SZAXPI015218.16","20.7016382981517","21.0843656910968","21.2935307268874","23.4592121419263","25.1418497748216"
"CCIS63468405ST.4.0","CCIS95409808ST.4.0","CCMD56948710ST.11.0","CCMD29706695ST.11.0","CCIS45571137ST.3.0","CRC_MR_SBJ24H_17","27.7447822033441","31.8721406633411","32.0559104496644","33.0401013053032","33.5846497760718","CCIS21278152ST.4.0","MMRS85382779ST.27.0.0","SID31868","CCIS98512455ST.4.0","SZAXPI015218.16","20.1458339300735","23.4003139174115","25.8400783453282","30.9344026075533","31.3214095374266"
"CCIS95409808ST.4.0","CCIS45571137ST.3.0","CCIS94417875ST.3.0","CCMD56948710ST.11.0","SID31512","MMRS20257302ST.27.0.0","18.6818736564377","24.2122411296538","26.0115434794093","26.5310653462596","26.9698333628927","MMRS85382779ST.27.0.0","CCIS21278152ST.4.0","CCIS98512455ST.4.0","CCIS53355328ST.4.0","CRC_MR_SBJ02C_17","21.7690614105753","24.583680049364","26.7746738775657","27.8102900081876","28.0868867734304"
"CCMD29706695ST.11.0","CCIS45571137ST.3.0","CCIS94417875ST.3.0","CRC_MR_SBJ78H_17","LILT_VF259_T016","SZAXPI015258.57","26.3824001608345","28.1283139987238","29.4461601922322","29.5136085668493","29.5547505270557","MMRS18295921ST.27.0.0","MMRS65205033ST.27.0.0","SID31868","CCIS98512455ST.4.0","CRC_MR_SBJ06C_17","23.3944106374685","24.3316666563493","26.0029652667614","26.1206125740171","27.5485364104175"
"CCMD41521570ST.11.0","SZAXPI015258.57","CCMD56948710ST.11.0","CRC_MR_SBJ78H_17","SID31749","CCIS94417875ST.3.0","22.9719555583477","24.4642146650225","24.703234899624","25.7697969075292","26.6912513097644","CRC_MR_SBJ06C_17","MMRS12272136ST.27.0.0","SZAXPI015218.16","MMRS85382779ST.27.0.0","MMRS65205033ST.27.0.0","21.4798684449486","22.710103609986","23.8155646575827","24.4635695694291","24.7895947378875"
"CCMD56948710ST.11.0","CCIS94417875ST.3.0","CCIS45571137ST.3.0","CCMD41521570ST.11.0","DRR127588","CRC_MR_SBJ78H_17","18.5541528352307","22.9649181853343","24.4642146650225","24.5462434100332","25.2455601263569","SZAXPI015218.16","MMRS65205033ST.27.0.0","MMRS12272136ST.27.0.0","MMRS85382779ST.27.0.0","SZAXPI015225.18","19.3369639336996","19.3932670042157","21.2281891541036","21.2455974627969","21.8745353757103"
"CRC_MR_SBJ24H_17","CCIS63468405ST.4.0","CCIS45571137ST.3.0","CCMD29706695ST.11.0","SZAXPI015258.57","SID31749","33.5846497760718","37.8224265908667","37.9222248282495","39.446861808405","40.073722301396","SID31868","CCIS44757994ST.4.0","CCIS98512455ST.4.0","CRC_MR_SBJ06C_17","MMRS85382779ST.27.0.0","22.8235153057871","31.3179567865977","35.5622984731387","36.1403428952494","37.7237328337666"
"CRC_MR_SBJ78H_17","SID31749","CCIS94417875ST.3.0","SZAXPI015258.57","CCMD41521570ST.11.0","CCMD56948710ST.11.0","19.3371951918964","20.2483441510115","23.0070933084668","24.703234899624","25.2455601263569","CRC_MR_SBJ06C_17","SZAXPI015218.16","DRR127515","MMRS85382779ST.27.0.0","CCIS98512455ST.4.0","18.8331792650338","21.3477370583465","22.6096900942229","23.7036086191048","24.615879659872"
"DRR127588","MMRS36405092ST.27.0.0","CCMD56948710ST.11.0","MMRS20257302ST.27.0.0","SID31360","CCIS94417875ST.3.0","22.2272490973152","24.5462434100332","28.3217897276426","29.257833620581","29.5713029585898","MMRS12272136ST.27.0.0","MMRS85382779ST.27.0.0","MMRS65205033ST.27.0.0","CRC_MR_SBJ02C_17","SZAXPI015218.16","28.028199355285","28.4611781902085","28.8126045795586","28.8584581671423","29.407841087006"
"DRR127596","SZAXPI015258.57","SID31360","CCMD56948710ST.11.0","CCIS45571137ST.3.0","CCIS94417875ST.3.0","29.9113415261536","38.0083620607203","38.1323232945673","38.1432503328846","38.3340776512635","MMRS65205033ST.27.0.0","CCIS98512455ST.4.0","CRC_MR_SBJ02C_17","SZAXPI015218.16","SZAXPI003422.11","33.5610517410107","36.5784600519213","36.6294962963306","36.6994805400485","36.9944107651318"
"LILT_VF212_T016","CRC_MR_SBJ78H_17","SZAXPI015258.57","CCMD41521570ST.11.0","SID31749","CCMD56948710ST.11.0","28.0249292442479","29.905153953685","30.8870697590642","31.3921223171993","32.7714746503114","LILT_VF100_T016","CRC_MR_SBJ06C_17","SZAXPI015225.18","SZAXPI015218.16","MMRS85382779ST.27.0.0","26.1804084205442","28.9553202396934","29.021159732857","29.0908110104514","32.74685735567"
"LILT_VF259_T016","CCIS45571137ST.3.0","CCMD29706695ST.11.0","CCMD56948710ST.11.0","CCIS94417875ST.3.0","CRC_MR_SBJ78H_17","28.4662663252349","29.5136085668493","29.5563559980742","29.5772651276483","31.005082256385","CCIS98512455ST.4.0","SZAXPI015218.16","LILT_VF100_T016","SZAXPI017580.90","SZAXPI003422.11","24.7574541351226","25.083548274379","25.8816547759064","26.1360464182114","26.389257900752"
