"Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Species","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR"
9953,1,10001,49,9977,25,0.0048995100489951,0.0024997500249975,9.99900009999e-05,"Peptostreptococcus_stomatis",0.00018293336060796,1,0.649626028388152
9961,34,9968,41,9964.5,37.5,0.0040995900409959,0.00374962503749625,0.0033996600339966,"Clostridium_citroniae",0.00620394813310547,1,0.649626028388152
9855,1,10001,147,9928,74,0.0146985301469853,0.0073992600739926,9.99900009999e-05,"Blautia_hydrogenotrophica",0.00018293336060796,1,0.649626028388152
9897,88,9914,105,9905.5,96.5,0.0104989501049895,0.00964903509649035,0.0087991200879912,"Clostridium_asparagiforme",0.0159761801597618,1,0.649626028388152
9895,86,9916,107,9905.5,96.5,0.0106989301069893,0.00964903509649035,0.0085991400859914,"Alistipes_indistinctus",0.0156526119539945,1,0.649626028388152
9893,95,9907,109,9900,102,0.0108989101089891,0.0101989801019898,0.0094990500949905,"Actinomyces_graevenitzii",0.0172035693156125,1,0.649626028388152
9869,112,9890,133,9879.5,122.5,0.0132986701329867,0.0122487751224878,0.0111988801119888,"Subdoligranulum_variabile",0.0202311427148742,1,0.649626028388152
9861,123,9879,141,9870,132,0.0140985901409859,0.0131986801319868,0.0122987701229877,"Oscillibacter_unclassified",0.0221624454095944,1,0.649626028388152
9854,129,9873,148,9863.5,138.5,0.0147985201479852,0.0138486151384862,0.0128987101289871,"Clostridium_hathewayi",0.0231854314568543,1,0.649626028388152
9632,1,10001,370,9816.5,185.5,0.036996300369963,0.0185481451854815,9.99900009999e-05,"Eubacterium_sp_3_1_31",0.00018293336060796,1,0.649626028388152
9746,234,9768,256,9757,245,0.0255974402559744,0.0244975502449755,0.0233976602339766,"Ruminococcus_sp_5_1_39BFAA",0.0418480540005701,1,0.649626028388152
9697,225,9777,305,9737,265,0.0304969503049695,0.0264973502649735,0.0224977502249775,"Parvimonas_micra",0.0403388588821916,1,0.649626028388152
9427,1,10001,575,9714,288,0.0574942505749425,0.0287971202879712,9.99900009999e-05,"Butyricimonas_synergistica",0.00018293336060796,1,0.649626028388152
9693,274,9728,309,9710.5,291.5,0.0308969103089691,0.0291470852914709,0.0273972602739726,"Pseudoflavonifractor_capillosus",0.0488799755260206,1,0.649626028388152
9690,293,9709,312,9699.5,302.5,0.0311968803119688,0.0302469753024698,0.0292970702929707,"Dorea_longicatena",0.052011342075669,1,0.649626028388152
9657,317,9685,345,9671,331,0.0344965503449655,0.0330966903309669,0.0316968303169683,"Prevotella_copri",0.0561330566450744,1,0.649626028388152
9629,338,9664,373,9646.5,355.5,0.0372962703729627,0.0355464453554645,0.0337966203379662,"Parvimonas_unclassified",0.0597045946511,1,0.649626028388152
9620,367,9635,382,9627.5,374.5,0.0381961803819618,0.0374462553744626,0.0366963303669633,"Ruminococcus_torques",0.0645101748993805,1,0.649626028388152
9574,391,9611,428,9592.5,409.5,0.0427957204279572,0.0409459054094591,0.0390960903909609,"Eubacterium_hallii",0.0683943771073014,1,0.649626028388152
9554,379,9623,448,9588.5,413.5,0.0447955204479552,0.0413458654134587,0.0378962103789621,"Clostridiales_bacterium_1_7_47FAA",0.0664570128353018,1,0.649626028388152
9574,407,9595,428,9584.5,417.5,0.0427957204279572,0.0417458254174583,0.0406959304069593,"Bilophila_unclassified",0.0708483631055781,1,0.649626028388152
9437,283,9719,565,9578,424,0.0564943505649435,0.0423957604239576,0.0282971702829717,"Acidaminococcus_unclassified",0.0503605580036056,1,0.649626028388152
9544,400,9602,458,9573,429,0.0457954204579542,0.0428957104289571,0.03999600039996,"Olsenella_unclassified",0.0697988453581826,1,0.649626028388152
9095,1,10001,907,9548,454,0.0906909309069093,0.0453954604539546,9.99900009999e-05,"Erysipelotrichaceae_bacterium_5_2_54FAA",0.00018293336060796,1,0.649626028388152
9494,447,9555,508,9524.5,477.5,0.0507949205079492,0.0477452254774523,0.0446955304469553,"Erysipelotrichaceae_bacterium_21_3",0.0776233970805818,1,0.649626028388152
9453,516,9486,549,9469.5,532.5,0.0548945105489451,0.0532446755324468,0.0515948405159484,"Coprococcus_catus",0.0887480629927438,1,0.649626028388152
9437,502,9500,565,9468.5,533.5,0.0564943505649435,0.0533446655334467,0.0501949805019498,"Lachnospiraceae_bacterium_3_1_57FAA_CT1",0.0865472205777024,1,0.649626028388152
9400,528,9474,602,9437,565,0.0601939806019398,0.0564943505649435,0.0527947205279472,"Mitsuokella_unclassified",0.0905952364190789,1,0.649626028388152
9399,532,9470,603,9434.5,567.5,0.0602939706029397,0.0567443255674433,0.0531946805319468,"Clostridium_symbiosum",0.0910642269106423,1,0.649626028388152
9221,494,9508,781,9364.5,637.5,0.0780921907809219,0.0637436256374363,0.0493950604939506,"Clostridiaceae_bacterium_JC118",0.0855784301087964,1,0.649626028388152
9069,358,9644,933,9356.5,645.5,0.0932906709329067,0.0645435456454355,0.0357964203579642,"Prevotella_stercorea",0.0630824172484712,1,0.649626028388152
9231,639,9363,771,9297,705,0.0770922907709229,0.0704929507049295,0.0638936106389361,"Bacteroides_intestinalis",0.107839216078392,1,0.649626028388152
9167,590,9412,835,9289.5,712.5,0.0834916508349165,0.0712428757124288,0.058994100589941,"Lactobacillus_salivarius",0.100513645317933,1,0.649626028388152
9023,496,9506,979,9264.5,737.5,0.0978902109789021,0.0737426257374263,0.0495950404959504,"Coriobacteriaceae_bacterium_phI",0.0857183512417989,1,0.649626028388152
8519,1,10001,1483,9260,742,0.148285171482852,0.0741925807419258,9.99900009999e-05,"Leptotrichia_unclassified",0.00018293336060796,1,0.649626028388152
8485,1,10001,1517,9243,759,0.151684831516848,0.0758924107589241,9.99900009999e-05,"Leuconostoc_pseudomesenteroides",0.00018293336060796,1,0.649626028388152
8484,1,10001,1518,9242.5,759.5,0.151784821517848,0.0759424057594241,9.99900009999e-05,"Peptostreptococcus_anaerobius",0.00018293336060796,1,0.649626028388152
8478,1,10001,1524,9239.5,762.5,0.152384761523848,0.0762423757624238,9.99900009999e-05,"Clostridium_hylemonae",0.00018293336060796,1,0.649626028388152
8475,1,10001,1527,9238,764,0.152684731526847,0.0763923607639236,9.99900009999e-05,"Ruminococcus_sp_JC304",0.00018293336060796,1,0.649626028388152
8469,1,10001,1533,9235,767,0.153284671532847,0.0766923307669233,9.99900009999e-05,"Atopobium_minutum",0.00018293336060796,1,0.649626028388152
8464,1,10001,1538,9232.5,769.5,0.153784621537846,0.0769423057694231,9.99900009999e-05,"Oscillibacter_sp_KLE_1745",0.00018293336060796,1,0.649626028388152
9193,747,9255,809,9224,778,0.0808919108089191,0.0777922207779222,0.0746925307469253,"Collinsella_aerofaciens",0.125183985097994,1,0.649626028388152
8953,541,9461,1049,9207,795,0.104889511048895,0.0794920507949205,0.0540945905409459,"Odoribacter_unclassified",0.0923848232753922,1,0.649626028388152
9150,782,9220,852,9185,817,0.0851914808519148,0.0816918308169183,0.0781921807819218,"Holdemania_filiformis",0.130744599958609,1,0.649626028388152
9118,830,9172,884,9145,857,0.0883911608839116,0.0856914308569143,0.082991700829917,"Solobacterium_moorei",0.13844787215014,1,0.649626028388152
9101,840,9162,901,9131.5,870.5,0.0900909909009099,0.087041295870413,0.083991600839916,"Ruminococcus_obeum",0.139791576397916,1,0.649626028388152
8809,633,9369,1193,9089,913,0.119288071192881,0.0912908709129087,0.0632936706329367,"Streptococcus_oligofermentans",0.107077998082545,1,0.649626028388152
9046,911,9091,956,9068.5,933.5,0.0955904409559044,0.0933406659334067,0.0910908909109089,"Desulfovibrio_desulfuricans",0.149872655755019,1,0.649626028388152
9019,909,9093,983,9056,946,0.0982901709829017,0.0945905409459054,0.0908909109089091,"Bacteroides_nordii",0.149872655755019,1,0.649626028388152
8805,730,9272,1197,9038.5,963.5,0.11968803119688,0.0963403659634037,0.072992700729927,"Lachnospiraceae_bacterium_5_1_57FAA",0.122620915478546,1,0.649626028388152
8995,922,9080,1007,9037.5,964.5,0.100689931006899,0.0964403559644036,0.0921907809219078,"Lachnospiraceae_bacterium_1_4_56FAA",0.150991279004218,1,0.649626028388152
8853,936,9066,1149,8959.5,1042.5,0.114888511148885,0.104239576042396,0.0935906409359064,"Gemella_morbillorum",0.152935615529356,1,0.649626028388152
8476,608,9394,1526,8935,1067,0.152584741525847,0.106689331066893,0.0607939206079392,"Fusobacterium_nucleatum",0.103335292948247,1,0.649626028388152
8883,1053,8949,1119,8916,1086,0.111888811118888,0.108589141085891,0.105289471052895,"Lachnospiraceae_bacterium_7_1_58FAA",0.171662425594175,1,0.649626028388152
8854,1061,8941,1148,8897.5,1104.5,0.114788521147885,0.11043895610439,0.106089391060894,"Paraprevotella_unclassified",0.172575276409011,1,0.649626028388152
8414,625,9377,1588,8895.5,1106.5,0.158784121587841,0.110638936106389,0.0624937506249375,"Succinatimonas_hippei",0.10597407240408,1,0.649626028388152
8446,664,9338,1556,8892,1110,0.155584441555844,0.110988901109889,0.0663933606639336,"Megamonas_hypermegale",0.111795846176506,1,0.649626028388152
