"Species";"Pvalue";"Ctlmean";"Ctlmedian";"CRCmean";"CRCmedian";"SamplingCountForEachGroup";"pvalue";"adj.fdr.p";"Enrichment"
"Parvimonas_unclassified";7,665284061111e-13;0,0004821;"0";0,1361646;"0.00254";"518";7,665284061111e-13;4,23890208579438e-10;"CRC"
"Peptostreptococcus_stomatis";9,86585408607983e-10;0,0004217;"0";0,0906869;"0";"531";9,86585408607983e-10;2,72790865480107e-07;"CRC"
"Parvimonas_micra";2,6646109283233e-09;8,66e-05;"0";0,0206286;"0";"515";2,6646109283233e-09;4,91176614454262e-07;"CRC"
"Fusobacterium_nucleatum";1,67109029602423e-08;0,0005666;"0";0,0190984;"0";"348";1,67109029602423e-08;2,3102823342535e-06;"CRC"
"Anaerotruncus_unclassified";7,67501753669252e-08;0,0211097;"0.002025";0,0874444;"0.03191";"73";7,67501753669252e-08;8,48856939558193e-06;"CRC"
"Clostridium_hathewayi";1,29944017168542e-07;0,0420052;"0";0,0828218;"0.01301";"208";1,29944017168542e-07;1,19765069157006e-05;"CRC"
"Solobacterium_moorei";1,78238344126325e-07;0,0022425;"0";0,0308109;"0.00376";"638";1,78238344126325e-07;1,40808291859797e-05;"CRC"
"Gemella_morbillorum";2,09169459341764e-07;0,0003522;"0";0,0349154;"0";"356";2,09169459341764e-07;1,44588388769994e-05;"CRC"
"Clostridium_symbiosum";2,35704206220313e-07;0,0614191;"0";0,1356398;"0.01117";"228";2,35704206220313e-07;1,44827140044259e-05;"CRC"
"Porphyromonas_asaccharolytica";4,28389286486709e-07;0,0004541;"0";0,6867603;"0";"534";4,28389286486709e-07;2,3689927542715e-05;"CRC"
"Porphyromonas_uenonis";1,77533611936318e-05;0;"0";0,0331751;"0";"539";1,77533611936318e-05;0,000892509885461672;"CRC"
"Escherichia_coli";3,21275122122164e-05;0,9952119;"0.058615";2,5603212;"0.370475";"316";3,21275122122164e-05;0,00148054285444631;"CRC"
"Ruminococcaceae_bacterium_D16";3,61217490238101e-05;0,0735415;"0";0,0973453;"0.003265";"603";3,61217490238101e-05;0,00153656363155131;"CRC"
