"Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Species","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR"
9933,1,10001,69,9967,35,0.0068993100689931,0.0034996500349965,9.99900009999e-05,"Clostridium_hathewayi",0.000151035316636404,1,0.61133300931367
9897,1,10001,105,9949,53,0.0104989501049895,0.0052994700529947,9.99900009999e-05,"Clostridium_asparagiforme",0.000151035316636404,1,0.61133300931367
9890,1,10001,112,9945.5,56.5,0.0111988801119888,0.00564943505649435,9.99900009999e-05,"Granulicatella_adiacens",0.000151035316636404,1,0.61133300931367
9883,49,9953,119,9918,84,0.0118988101189881,0.0083991600839916,0.0048995100489951,"Granulicatella_unclassified",0.00736976511553866,1,0.61133300931367
9876,46,9956,126,9916,86,0.0125987401259874,0.0085991400859914,0.0045995400459954,"Clostridium_nexile",0.00693305931461361,1,0.61133300931367
9666,1,10001,336,9833.5,168.5,0.0335966403359664,0.0168483151684832,9.99900009999e-05,"Gemella_morbillorum",0.000151035316636404,1,0.61133300931367
9660,1,10001,342,9830.5,171.5,0.0341965803419658,0.0171482851714829,9.99900009999e-05,"Actinomyces_graevenitzii",0.000151035316636404,1,0.61133300931367
9656,1,10001,346,9828.5,173.5,0.0345965403459654,0.0173482651734827,9.99900009999e-05,"Clostridiaceae_bacterium_JC118",0.000151035316636404,1,0.61133300931367
9768,118,9884,234,9826,176,0.0233976602339766,0.0175982401759824,0.0117988201179882,"Coprobacillus_unclassified",0.0177105462731389,1,0.61133300931367
9752,124,9878,250,9815,187,0.024997500249975,0.0186981301869813,0.0123987601239876,"Clostridium_ramosum",0.0185723094357231,1,0.61133300931367
9656,138,9864,346,9760,242,0.0345965403459654,0.0241975802419758,0.0137986201379862,"Solobacterium_moorei",0.0206262118070937,1,0.61133300931367
9678,179,9823,324,9750.5,251.5,0.0323967603239676,0.0251474852514749,0.0178982101789821,"Streptococcus_mitis_oralis_pneumoniae",0.0266987824039173,1,0.61133300931367
9474,1,10001,528,9737.5,264.5,0.0527947205279472,0.0264473552644736,9.99900009999e-05,"Fusobacterium_nucleatum",0.000151035316636404,1,0.61133300931367
9469,1,10001,533,9735,267,0.0532946705329467,0.0266973302669733,9.99900009999e-05,"Eubacterium_cylindroides",0.000151035316636404,1,0.61133300931367
9453,1,10001,549,9727,275,0.0548945105489451,0.0274972502749725,9.99900009999e-05,"Klebsiella_unclassified",0.000151035316636404,1,0.61133300931367
9669,223,9779,333,9724,278,0.0332966703329667,0.0277972202779722,0.0222977702229777,"Lachnospiraceae_bacterium_3_1_46FAA",0.0331241669221508,1,0.61133300931367
9445,1,10001,557,9723,279,0.0556944305569443,0.0278972102789721,9.99900009999e-05,"Atopobium_parvulum",0.000151035316636404,1,0.61133300931367
9431,1,10001,571,9716,286,0.0570942905709429,0.0285971402859714,9.99900009999e-05,"Clostridiales_bacterium_1_7_47FAA",0.000151035316636404,1,0.61133300931367
9423,1,10001,579,9712,290,0.0578942105789421,0.028997100289971,9.99900009999e-05,"Clostridium_clostridioforme",0.000151035316636404,1,0.61133300931367
9583,294,9708,419,9645.5,356.5,0.0418958104189581,0.0356464353564644,0.0293970602939706,"Bacteroides_fragilis",0.0435803842296183,1,0.61133300931367
9466,200,9802,536,9634,368,0.0535946405359464,0.0367963203679632,0.01999800019998,"Subdoligranulum_sp_4_3_54A2FAA",0.0297692798007984,1,0.61133300931367
9540,318,9684,462,9612,390,0.0461953804619538,0.038996100389961,0.0317968203179682,"Parvimonas_unclassified",0.0469443815372056,1,0.61133300931367
9447,311,9691,555,9569,433,0.0554944505549445,0.0432956704329567,0.0310968903109689,"Odoribacter_splanchnicus",0.0460054817563511,1,0.61133300931367
9463,354,9648,539,9555.5,446.5,0.0538946105389461,0.0446455354464554,0.0353964603539646,"Clostridium_symbiosum",0.0520451022382424,1,0.61133300931367
9103,1,10001,899,9552,450,0.0898910108989101,0.044995500449955,9.99900009999e-05,"Porphyromonas_asaccharolytica",0.000151035316636404,1,0.61133300931367
9099,1,10001,903,9550,452,0.0902909709029097,0.0451954804519548,9.99900009999e-05,"Lachnospiraceae_bacterium_9_1_43BFAA",0.000151035316636404,1,0.61133300931367
9484,393,9609,518,9546.5,455.5,0.0517948205179482,0.0455454454554545,0.0392960703929607,"Streptococcus_sanguinis",0.0576609685970178,1,0.61133300931367
9463,401,9601,539,9532,470,0.0538946105389461,0.046995300469953,0.0400959904009599,"Ruminococcus_gnavus",0.0587149024405095,1,0.61133300931367
9388,349,9653,614,9520.5,481.5,0.0613938606139386,0.0481451854814519,0.0348965103489651,"Peptostreptococcus_stomatis",0.0514151453707088,1,0.61133300931367
9374,454,9548,628,9461,541,0.0627937206279372,0.0540945905409459,0.0453954604539546,"Clostridium_bolteae",0.0663401139560841,1,0.61133300931367
9393,481,9521,609,9457,545,0.0608939106089391,0.0544945505449455,0.0480951904809519,"Ruminococcaceae_bacterium_D16",0.0701428842916925,1,0.61133300931367
9269,522,9480,733,9374.5,627.5,0.0732926707329267,0.0627437256274373,0.0521947805219478,"Erysipelotrichaceae_bacterium_6_1_45",0.0758142367581424,1,0.61133300931367
9245,587,9415,757,9330,672,0.0756924307569243,0.0671932806719328,0.0586941305869413,"Clostridium_citroniae",0.085082822362925,1,0.61133300931367
9217,634,9368,785,9292.5,709.5,0.0784921507849215,0.0709429057094291,0.0633936606339366,"Erysipelotrichaceae_bacterium_21_3",0.0915261887465872,1,0.61133300931367
8542,1,10001,1460,9271.5,730.5,0.145985401459854,0.073042695730427,9.99900009999e-05,"Lachnospiraceae_bacterium_5_1_57FAA",0.000151035316636404,1,0.61133300931367
9145,629,9373,857,9259,743,0.0856914308569143,0.0742925707429257,0.0628937106289371,"Streptococcus_anginosus",0.0909870783545388,1,0.61133300931367
9038,522,9480,964,9259,743,0.0963903609639036,0.0742925707429257,0.0521947805219478,"Streptococcus_constellatus",0.0758142367581424,1,0.61133300931367
8488,1,10001,1514,9244.5,757.5,0.151384861513849,0.0757424257574243,9.99900009999e-05,"Porphyromonas_uenonis",0.000151035316636404,1,0.61133300931367
8463,1,10001,1539,9232,770,0.153884611538846,0.076992300769923,9.99900009999e-05,"Gemella_haemolysans",0.000151035316636404,1,0.61133300931367
8451,1,10001,1551,9226,776,0.155084491550845,0.0775922407759224,9.99900009999e-05,"Clostridium_methylpentosum",0.000151035316636404,1,0.61133300931367
8449,1,10001,1553,9225,777,0.155284471552845,0.0776922307769223,9.99900009999e-05,"Streptococcus_lutetiensis",0.000151035316636404,1,0.61133300931367
8435,1,10001,1567,9218,784,0.156684331566843,0.0783921607839216,9.99900009999e-05,"Oribacterium_sinus",0.000151035316636404,1,0.61133300931367
8431,1,10001,1571,9216,786,0.157084291570843,0.0785921407859214,9.99900009999e-05,"Parvimonas_micra",0.000151035316636404,1,0.61133300931367
8417,1,10001,1585,9209,793,0.158484151584842,0.0792920707929207,9.99900009999e-05,"Clostridium_hylemonae",0.000151035316636404,1,0.61133300931367
9122,734,9268,880,9195,807,0.087991200879912,0.0806919308069193,0.0733926607339266,"Collinsella_aerofaciens",0.105327990155076,1,0.61133300931367
9089,722,9280,913,9184.5,817.5,0.0912908709129087,0.0817418258174183,0.0721927807219278,"Anaerotruncus_colihominis",0.103813218678132,1,0.61133300931367
8956,862,9140,1046,9048,954,0.104589541045895,0.0953904609539046,0.0861913808619138,"Ruminococcus_torques",0.122473523398648,1,0.61133300931367
8850,778,9224,1152,9037,965,0.115188481151885,0.0964903509649035,0.0777922207779222,"Prevotella_copri",0.111419535337303,1,0.61133300931367
8893,834,9168,1109,9030.5,971.5,0.110888911108889,0.0971402859714029,0.0833916608339166,"Holdemania_filiformis",0.118965484403941,1,0.61133300931367
8885,942,9060,1117,8972.5,1029.5,0.111688831116888,0.102939706029397,0.0941905809419058,"Escherichia_coli",0.133575991513275,1,0.61133300931367
8781,851,9151,1221,8966,1036,0.122087791220878,0.103589641035896,0.0850914908509149,"Bacteroides_massiliensis",0.121150063211501,1,0.61133300931367
8711,820,9182,1291,8946.5,1055.5,0.129087091290871,0.105539446055394,0.081991800819918,"Blautia_hydrogenotrophica",0.117201003557696,1,0.61133300931367
8827,975,9027,1175,8927,1075,0.117488251174883,0.107489251074893,0.0974902509749025,"Eubacterium_ventriosum",0.137712161986159,1,0.61133300931367
8485,647,9355,1517,8920,1082,0.151684831516848,0.108189181081892,0.0646935306469353,"Rothia_unclassified",0.0932157285273477,1,0.61133300931367
8742,964,9038,1260,8890,1112,0.125987401259874,0.111188881111889,0.0963903609639036,"Erysipelotrichaceae_bacterium_2_2_44A",0.136426514828832,1,0.61133300931367
8787,1029,8973,1215,8880,1122,0.121487851214879,0.112188781121888,0.102889711028897,"Ruminococcus_obeum",0.144770454461403,1,0.61133300931367
8692,1010,8992,1310,8842,1160,0.130986901309869,0.115988401159884,0.100989901009899,"Streptococcus_infantis",0.142375958482583,1,0.61133300931367
7344,1,10001,2658,8672.5,1329.5,0.265773422657734,0.132936706329367,9.99900009999e-05,"Fusobacterium_periodonticum",0.000151035316636404,1,0.61133300931367
7344,1,10001,2658,8672.5,1329.5,0.265773422657734,0.132936706329367,9.99900009999e-05,"Sutterella_parvirubra",0.000151035316636404,1,0.61133300931367
7338,1,10001,2664,8669.5,1332.5,0.266373362663734,0.133236676332367,9.99900009999e-05,"Prevotella_stercorea",0.000151035316636404,1,0.61133300931367
7332,1,10001,2670,8666.5,1335.5,0.266973302669733,0.133536646335366,9.99900009999e-05,"Propionibacterium_freudenreichii",0.000151035316636404,1,0.61133300931367
7331,1,10001,2671,8666,1336,0.267073292670733,0.133586641335866,9.99900009999e-05,"Eubacterium_limosum",0.000151035316636404,1,0.61133300931367
7330,1,10001,2672,8665.5,1336.5,0.267173282671733,0.133636636336366,9.99900009999e-05,"Stenotrophomonas_unclassified",0.000151035316636404,1,0.61133300931367
7328,1,10001,2674,8664.5,1337.5,0.267373262673733,0.133736626337366,9.99900009999e-05,"Lachnospiraceae_bacterium_4_1_37FAA",0.000151035316636404,1,0.61133300931367
7327,1,10001,2675,8664,1338,0.267473252674733,0.133786621337866,9.99900009999e-05,"Streptococcus_pasteurianus",0.000151035316636404,1,0.61133300931367
