"Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Species","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR"
9966,1,10001,36,9983.5,18.5,0.0035996400359964,0.00184981501849815,9.99900009999e-05,"Odoribacter_splanchnicus",0.000146720021875364,1,0.595258189412847
9967,35,9967,35,9967,35,0.0034996500349965,0.0034996500349965,0.0034996500349965,"Bacteroides_fragilis",0.0051247421082739,1,0.595258189412847
9884,1,10001,118,9942.5,59.5,0.0117988201179882,0.00594940505949405,9.99900009999e-05,"Clostridium_clostridioforme",0.000146720021875364,1,0.595258189412847
9853,1,10001,149,9927,75,0.0148985101489851,0.0074992500749925,9.99900009999e-05,"Clostridiales_bacterium_1_7_47FAA",0.000146720021875364,1,0.595258189412847
9911,91,9911,91,9911,91,0.0090990900909909,0.0090990900909909,0.0090990900909909,"Solobacterium_moorei",0.0132972475110213,1,0.595258189412847
9901,101,9901,101,9901,101,0.0100989901009899,0.0100989901009899,0.0100989901009899,"Clostridium_asparagiforme",0.0147285474292327,1,0.595258189412847
9884,118,9884,118,9884,118,0.0117988201179882,0.0117988201179882,0.0117988201179882,"Clostridium_symbiosum",0.0171727766494606,1,0.595258189412847
9857,124,9878,145,9867.5,134.5,0.0144985501449855,0.0134486551344866,0.0123987601239876,"Bacteroides_vulgatus",0.0180095121800951,1,0.595258189412847
9695,1,10001,307,9848,154,0.0306969303069693,0.0153984601539846,9.99900009999e-05,"Granulicatella_adiacens",0.000146720021875364,1,0.595258189412847
9684,1,10001,318,9842.5,159.5,0.0317968203179682,0.0159484051594841,9.99900009999e-05,"Eggerthella_lenta",0.000146720021875364,1,0.595258189412847
9723,216,9786,279,9754.5,247.5,0.0278972102789721,0.0247475252474753,0.0215978402159784,"Parabacteroides_merdae",0.03130815950663,1,0.595258189412847
9727,242,9760,275,9743.5,258.5,0.0274972502749725,0.0258474152584742,0.0241975802419758,"Bacteroides_cellulosilyticus",0.0350061573319529,1,0.595258189412847
9626,263,9739,376,9682.5,319.5,0.0375962403759624,0.0319468053194681,0.0262973702629737,"Streptococcus_vestibularis",0.0379674883917231,1,0.595258189412847
9352,1,10001,650,9676.5,325.5,0.064993500649935,0.0325467453254675,9.99900009999e-05,"Fusobacterium_nucleatum",0.000146720021875364,1,0.595258189412847
9618,278,9724,384,9671,331,0.0383961603839616,0.0330966903309669,0.0277972202779722,"Sutterella_wadsworthensis",0.0400525077752746,1,0.595258189412847
9313,1,10001,689,9657,345,0.0688931106889311,0.0344965503449655,9.99900009999e-05,"Bifidobacterium_bifidum",0.000146720021875364,1,0.595258189412847
9303,1,10001,699,9652,350,0.0698930106989301,0.034996500349965,9.99900009999e-05,"Veillonella_atypica",0.000146720021875364,1,0.595258189412847
9600,315,9687,402,9643.5,358.5,0.0401959804019598,0.0358464153584642,0.0314968503149685,"Granulicatella_unclassified",0.0452924707529247,1,0.595258189412847
9484,404,9598,518,9541,461,0.0517948205179482,0.0460953904609539,0.0403959604039596,"Bacteroides_stercoris",0.0579734441725488,1,0.595258189412847
9440,474,9528,562,9484,518,0.0561943805619438,0.0517948205179482,0.0473952604739526,"Coprococcus_comes",0.0678828531489481,1,0.595258189412847
9420,484,9518,582,9469,533,0.0581941805819418,0.0532946705329467,0.0483951604839516,"Bilophila_wadsworthia",0.0690399214046849,1,0.595258189412847
9397,480,9522,605,9459.5,542.5,0.0604939506049395,0.0542445755424458,0.047995200479952,"Clostridium_citroniae",0.0686054654971879,1,0.595258189412847
9385,509,9493,617,9439,563,0.0616938306169383,0.0562943705629437,0.0508949105089491,"Bilophila_unclassified",0.0724622587246226,1,0.595258189412847
9318,556,9446,684,9382,620,0.0683931606839316,0.061993800619938,0.0555944405559444,"Anaerostipes_hadrus",0.0788410310842683,1,0.595258189412847
8731,1,10001,1271,9366,636,0.127087291270873,0.0635936406359364,9.99900009999e-05,"Bifidobacterium_catenulatum",0.000146720021875364,1,0.595258189412847
8705,1,10001,1297,9353,649,0.12968703129687,0.0648935106489351,9.99900009999e-05,"Peptostreptococcus_anaerobius",0.000146720021875364,1,0.595258189412847
8698,1,10001,1304,9349.5,652.5,0.13038696130387,0.0652434756524348,9.99900009999e-05,"Veillonella_dispar",0.000146720021875364,1,0.595258189412847
8693,1,10001,1309,9347,655,0.130886911308869,0.0654934506549345,9.99900009999e-05,"Enterobacter_cloacae",0.000146720021875364,1,0.595258189412847
8690,1,10001,1312,9345.5,656.5,0.131186881311869,0.0656434356564344,9.99900009999e-05,"Eubacterium_infirmum",0.000146720021875364,1,0.595258189412847
8673,1,10001,1329,9337,665,0.132886711328867,0.0664933506649335,9.99900009999e-05,"Anaerococcus_vaginalis",0.000146720021875364,1,0.595258189412847
8671,1,10001,1331,9336,666,0.133086691330867,0.0665933406659334,9.99900009999e-05,"Megasphaera_unclassified",0.000146720021875364,1,0.595258189412847
8665,1,10001,1337,9333,669,0.133686631336866,0.0668933106689331,9.99900009999e-05,"Gardnerella_vaginalis",0.000146720021875364,1,0.595258189412847
9199,536,9466,803,9332.5,669.5,0.0802919708029197,0.0669433056694331,0.0535946405359464,"Parvimonas_unclassified",0.0761552303267697,1,0.595258189412847
9245,615,9387,757,9316,686,0.0756924307569243,0.0685931406859314,0.0614938506149385,"Escherichia_unclassified",0.0870355877798047,1,0.595258189412847
9236,631,9371,766,9303.5,698.5,0.0765923407659234,0.0698430156984302,0.0630936906309369,"Clostridium_hathewayi",0.0891244863725808,1,0.595258189412847
9221,638,9364,781,9292.5,709.5,0.0780921907809219,0.0709429057094291,0.0637936206379362,"Bacteroides_thetaiotaomicron",0.0899364965464238,1,0.595258189412847
9138,712,9290,864,9214,788,0.0863913608639136,0.0787921207879212,0.0711928807119288,"Lachnospiraceae_bacterium_7_1_58FAA",0.0999759399060094,1,0.595258189412847
8938,833,9169,1064,9053.5,948.5,0.106389361063894,0.0948405159484052,0.0832916708329167,"Erysipelotrichaceae_bacterium_6_1_45",0.116738228711242,1,0.595258189412847
