"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37"
"CCIS11362406ST.4.0","CCIS79210440ST.3.0","SID31328","CCMD89967135ST.11.0","CCIS16383318ST.4.0","MMRS11932626ST.27.0.0","SID31749","CCMD41521570ST.11.0","CCMD89107682ST.11.0","CCIS71578391ST.4.0","22.7271788374228","23.080315635892","24.0572745956727","24.1322509212506","24.2469885474568","24.3027531954324","24.367156909771","24.5677334624564","24.7374527441307","CCIS47284573ST.4.0","SID530890","CRC_MR_SBJ20C_17","SID31004","LILT_VF120_16","MMRS86958796ST.27.0.0","MMRS16644320ST.27.0.0","CRC_MR_SBJ32C_17","CCIS62794166ST.4.0","20.643511163167","20.7644268769836","21.6441546448158","22.4297754654522","23.1142285132708","23.7099499338527","23.7399780549941","23.948509899261","24.4932473873739"
"CCIS16383318ST.4.0","CCIS11362406ST.4.0","CCIS79210440ST.3.0","SID31328","CCMD89967135ST.11.0","SZAXPI015264.87","MMRS11932626ST.27.0.0","CRC_MR_SBJ67H_17","CRC_MR_SBJ34H_17","CRC_MR_SBJ78H_17","24.1322509212506","24.8399625014331","25.6317883987637","25.933680483703","26.4324857439042","26.5679672490482","27.3647421280651","27.4443584265729","27.9562405193796","SID31004","CRC_MR_SBJ53C_17","MMRS72802364ST.27.0.0","CRC_MR_SBJ07C_17","MMRS16644320ST.27.0.0","MMRS15137911ST.27.0.0","SID31868","CCIS62794166ST.4.0","CCIS50148151ST.4.0","21.8038420006292","22.7560888222779","23.8427067986691","24.1563705346623","25.8938893205019","26.1084771170821","26.1425896130165","26.3603550503725","26.3782282158829"
"CCIS23164343ST.4.0","SID31267","SZAXPI015262.79","SZAXPI015241.27","SID530177","CRC_MR_SBJ34H_17","SZAXPI015255.46","CCIS71578391ST.4.0","CRC_MR_SBJ68H_17","SID31328","19.9899735350575","23.4089058999454","23.7490451278278","26.6593680876685","27.9560607395409","30.8250603189677","31.0232314065315","31.2088909991175","31.2195997889675","CRC_MR_SBJ55C_17","SZAXPI003412.1","SID31685","SID530890","SZAXPI017456.23","SID31285","CCIS47284573ST.4.0","CCMD52145360ST.11.0","MMRS15137911ST.27.0.0","14.8258380473213","21.350921118467","23.2994622126649","26.9065135491557","27.2430484890715","29.2387587112278","32.252543639324","32.5473694688403","32.7784686438171"
"CCIS29688262ST.20.0","CRC_MR_SBJ78H_17","CCIS11362406ST.4.0","SID530163","CCIS16383318ST.4.0","SID31328","MMRS11932626ST.27.0.0","CRC_MR_SBJ68H_17","SID31749","CRC_MR_SBJ34H_17","31.006180589626","31.0459259830932","32.7448516087858","33.7087899935803","33.80748375596","34.5036772996879","34.6252740969021","35.1273512900304","35.6370305785555","SID31004","SID530890","CCIS47284573ST.4.0","CRC_MR_SBJ32C_17","CCIS50148151ST.4.0","MMRS15137911ST.27.0.0","CCIS62794166ST.4.0","MMRS72802364ST.27.0.0","CCIS81887263ST.4.0","31.2043567936546","32.7773292669781","32.9209760711571","33.2374065568735","33.2823430831259","33.5507667099174","33.6296718631865","33.8962963581687","34.3920442148471"
"CCIS71578391ST.4.0","SID31328","SZAXPI015255.46","CRC_MR_SBJ21H_17","CRC_MR_SBJ34H_17","MMRS65862658ST.27.0.0","SZAXPI015241.27","MMRS95479054ST.27.0.0","MMRS11932626ST.27.0.0","CRC_MR_SBJ67H_17","14.754272968171","14.9387698373862","15.2063509190042","18.97780229647","19.1106202696145","20.1232966267955","20.356757289092","20.5634072158191","20.6611924149987","SID530890","MMRS86958796ST.27.0.0","SZAXPI017458.25","CCMD52145360ST.11.0","CCMD86707194ST.21.0","SZAXPI017586.111","MMRS16644320ST.27.0.0","MMRS25641480ST.27.0.0","MMRS43939546ST.27.0.0","14.2476194021422","16.9421434665068","17.5165844779569","17.7358858396473","19.2255619482526","19.2529860144057","19.2835009022713","20.1556914660202","20.3965327090342"
"CCIS79210440ST.3.0","MMRS11932626ST.27.0.0","CCMD89967135ST.11.0","SZAXPI015255.46","SZAXPI015264.87","CCIS11362406ST.4.0","CCMD85481373ST.11.0","CRC_MR_SBJ34H_17","CRC_MR_SBJ67H_17","SID530295","21.2548860633902","21.7159095511424","22.1506700106272","22.2849529191672","22.7271788374228","22.9517837294272","23.2627051518735","23.528275257751","23.831243441451","DRR127708","CRC_MR_SBJ32C_17","CCIS62794166ST.4.0","MMRS85382779ST.27.0.0","CCMD72895164ST.21.0","LILT_VF270_T017","CCIS50148151ST.4.0","SID31868","MMRS72802364ST.27.0.0","19.9444374742709","21.0173312145953","21.3673382935615","21.9273479603234","22.4696694479492","23.2708592364786","23.6206673454414","24.3203976438215","24.5476507905971"
"CCMD15562448ST.11.0","CCMD85481373ST.11.0","CCMD25475945ST.11.0","SID31637","SID530075","CCIS79210440ST.3.0","CCIS11362406ST.4.0","MMRS11932626ST.27.0.0","CCIS71578391ST.4.0","SID31328","14.6440511298001","21.4609120960457","25.8454908867388","26.9158247112382","27.1235517210376","29.006420156362","32.1606448451597","32.6391718787334","32.8208902440412","MMRS41711735ST.27.0.0","SZAXPI017590.136","CRC_MR_SBJ61C_17","SID31868","CCIS62794166ST.4.0","MMRS85382779ST.27.0.0","LILT_VF270_T017","SZAXPI017456.23","MMRS16644320ST.27.0.0","15.5993219970421","25.040017873536","25.5174925589545","26.0310576153256","29.5441227376563","30.8824974544434","31.2485906262122","31.9390260041442","32.3351766224216"
"CCMD23541216ST.11.0","MMRS34569532ST.27.0.0","CCMD32965613ST.11.0","MMRS38861560ST.27.0.0","MMRS11932626ST.27.0.0","CCIS79210440ST.3.0","CCMD89967135ST.11.0","SID31328","MMRS95479054ST.27.0.0","CRC_MR_SBJ34H_17","18.5264141583902","24.8331572240563","26.2896866106502","34.9944830244569","36.0196099736977","36.3212029367076","36.9592438275149","37.0569527739829","37.9600975247075","CCMD23101338ST.21.0","SID31188","MMRS85382779ST.27.0.0","MMRS51410669ST.27.0.0","DRR127708","CCIS62794166ST.4.0","CCMD72895164ST.21.0","CCMD64503764ST.21.0","CRC_MR_SBJ32C_17","17.8604737629521","17.9436636551764","25.2661370699994","32.3096578775805","36.0792299556601","36.5154769041485","36.8055382808022","36.9467161226719","37.0696921308783"
"CCMD25475945ST.11.0","SID31637","CCMD15562448ST.11.0","CCMD85481373ST.11.0","CCIS79210440ST.3.0","CCIS11362406ST.4.0","MMRS65862658ST.27.0.0","SID31379","CCIS71578391ST.4.0","SZAXPI015255.46","18.3875591087044","21.4609120960457","23.3171959211008","26.9340685975885","27.5470682682749","27.745755803281","27.8001545088998","28.1288638243833","28.2316172354809","MMRS41711735ST.27.0.0","CRC_MR_SBJ42C_17","CRC_MR_SBJ61C_17","CRC_MR_SBJ22C_17","SID31868","SZAXPI017456.23","SZAXPI017586.111","MMRS43939546ST.27.0.0","SID530890","21.2329935882437","24.6056728583573","26.7241552027842","26.914008114729","27.1019703421172","27.7752644410166","28.2698763444802","28.2836338565114","29.3226180128003"
"CCMD32965613ST.11.0","MMRS34569532ST.27.0.0","MMRS95479054ST.27.0.0","CCMD23541216ST.11.0","SID31328","CCIS71578391ST.4.0","MMRS38861560ST.27.0.0","CCMD89967135ST.11.0","SZAXPI015255.46","CRC_MR_SBJ78H_17","20.3425333611008","24.5671118324011","24.8331572240563","26.7728465923032","28.5856558282944","28.9518481341157","29.7228022249417","29.9140575155077","30.0084698908692","MMRS85382779ST.27.0.0","CCMD23101338ST.21.0","SID31188","CCIS47284573ST.4.0","SID530890","MMRS16644320ST.27.0.0","LILT_VF270_T017","MMRS86958796ST.27.0.0","CCMD52145360ST.11.0","21.1488288184216","22.1081480262685","25.1954906383623","28.8587716473588","28.9266792784585","29.1882676984949","29.4461236896913","29.4785173780704","29.583113256963"
