"Species";"Pvalue";"Ctlmean";"Ctlmedian";"CRCmean";"CRCmedian";"SamplingCountForEachGroup";"pvalue";"adj.fdr.p";"Enrichment"
"Fusobacterium_nucleatum";4,0379384580191e-20;0,00139535;"0";0,0667739;"0";"348";4,0379384580191e-20;2,57620473621619e-17;"CRC"
"Parvimonas_unclassified";3,1443180895334e-18;0,01570355;"0";0,2892903;"0.002545";"518";3,1443180895334e-18;1,00303747056115e-15;"CRC"
"Gemella_morbillorum";2,87116824731396e-16;0,00371565;"0";0,0675166;"0";"356";2,87116824731396e-16;6,10601780595435e-14;"CRC"
"Peptostreptococcus_stomatis";5,82734888680099e-15;0,0165679;"0";0,1748962;"0";"531";5,82734888680099e-15;9,29462147444758e-13;"CRC"
"Parvimonas_micra";7,22003036160554e-14;0,00210535;"0";0,04349105;"0";"515";7,22003036160554e-14;9,21275874140867e-12;"CRC"
"Porphyromonas_asaccharolytica";6,78802955267048e-13;0,00750365;"0";0,4055026;"0";"534";6,78802955267048e-13;7,21793809100628e-11;"CRC"
"Clostridium_symbiosum";1,48922356717034e-11;0,02287895;"0";0,1659761;"0.009345";"228";1,48922356717034e-11;1,35732090836382e-09;"CRC"
"Solobacterium_moorei";8,28672189953615e-11;0,00594695;"0";0,0801646;"0.002985";"638";8,28672189953615e-11;6,60866071488008e-09;"CRC"
"Clostridium_hathewayi";1,26060805858143e-10;0,04523105;"0.001265";0,1658245;"0.01429";"208";1,26060805858143e-10;8,93631045972169e-09;"CRC"
"Porphyromonas_uenonis";1,57983421843125e-09;1,485e-05;"0";0,03431085;"0";"539";1,57983421843125e-09;1,00793423135914e-07;"CRC"
"Bacteroides_fragilis";4,7376599188078e-07;0,6137473;"0.001575";1,14824585;"0.13482";"96";4,7376599188078e-07;2,74784275290852e-05;"CRC"
"Porphyromonas_somerae";1,18035861536782e-06;4,775e-05;"0";0,10818985;"0";"538";1,18035861536782e-06;6,27557330503891e-05;"CRC"
"Clostridium_bolteae";1,41448697693442e-06;0,2603075;"0.007075";0,6170677;"0.03171";"201";1,41448697693442e-06;6,941866856032e-05;"CRC"
"Anaerococcus_obesiensis";3,3808218140691e-06;9e-07;"0";0,00186215;"0";"62";3,3808218140691e-06;0,000154068879812578;"CRC"
"Prevotella_intermedia";3,70463496795225e-06;0,0006254;"0";0,09181655;"0";"551";3,70463496795225e-06;0,000157570473970236;"CRC"
"Anaerococcus_vaginalis";7,15850056677423e-06;5,7e-05;"0";0,0045017;"0";"65";7,15850056677423e-06;0,000285445210100122;"CRC"
"Clostridiales_bacterium_1_7_47FAA";1,08220429160697e-05;0,0086449;"0";0,0210606;"0.00206";"196";1,08220429160697e-05;0,000406144904732498;"CRC"
"Clostridium_asparagiforme";1,17445662476562e-05;0,0308585;"0";0,0365086;"0.009115";"198";1,17445662476562e-05;0,000416279625889148;"CRC"
"Bifidobacterium_adolescentis";1,97186383797706e-05;3,79024175;"0.47687";1,6606566;"0.014085";"131";1,97186383797706e-05;0,000662131120331244;"Ctl"
"Eikenella_corrodens";3,82283560231018e-05;9,265e-05;"0";0,0116647;"0";"286";3,82283560231018e-05;0,00121948455713695;"CRC"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1";8,40841210573805e-05;0,0532987;"0";0,08169605;"0.003825";"394";8,40841210573805e-05;0,00255455567783851;"CRC"
"Ruminococcaceae_bacterium_D16";0,000105296264054729;0,054116;"7e-05";0,09448005;"0.00246";"603";0,000105296264054729;0,00305359165758714;"CRC"
"Morganella_morganii";0,00011905474415004;0,0005017;"0";0,00987845;"0";"482";0,00011905474415004;0,00330247507685763;"CRC"
"Leptotrichia_unclassified";0,00015761689761859;0,0002372;"0";0,0014061;"0";"450";0,00015761689761859;0,00418998252836085;"CRC"
"Bacteroides_caccae";0,000164247500472119;0,6805601;"0.14939";1,43289235;"0.52137";"86";0,000164247500472119;0,00419159621204848;"CRC"
"Lachnospiraceae_bacterium_7_1_58FAA";0,00026340169779814;0,03369115;"0.014085";0,06320975;"0.024425";"399";0,00026340169779814;0,00646347243058513;"CRC"
"Peptostreptococcus_anaerobius";0,000299537739497111;0,0001181;"0";0,02320725;"0";"530";0,000299537739497111;0,00673628682896827;"CRC"
"Pseudoflavonifractor_capillosus";0,000309276443859405;0,01050715;"0";0,0102565;"0.002305";"578";0,000309276443859405;0,00673628682896827;"Ctl"
"Streptococcus_salivarius";0,000311432865629965;0,8660355;"0.161415";0,538009;"0.07234";"676";0,000311432865629965;0,00673628682896827;"Ctl"
"Ruminococcus_torques";0,000316753299167787;1,52273355;"0.956735";2,39902075;"1.40056";"615";0,000316753299167787;0,00673628682896827;"CRC"
"Anaerotruncus_colihominis";0,000407509492574877;0,02733185;"0";0,036367;"0.003815";"72";0,000407509492574877;0,00838680826654102;"CRC"
"Streptococcus_constellatus";0,000498976087754805;0,0008144;"0";0,0042101;"0";"656";0,000498976087754805;0,00994833574961142;"CRC"
"Lachnospiraceae_bacterium_8_1_57FAA";0,000525293769072643;0,07122635;"0";0,01949335;"0";"400";0,000525293769072643;0,0101556795354044;"Ctl"
"Actinomyces_cardiffensis";0,000644172824057733;0,00015445;"0";0,0027044;"0";"20";0,000644172824057733;0,0120627105801348;"CRC"
"Slackia_unclassified";0,00066174744561868;0,0001367;"0";0,00767535;"0";"636";0,00066174744561868;0,0120627105801348;"CRC"
"Granulicatella_adiacens";0,00077079472245629;0,00332805;"0";0,02355445;"0";"360";0,00077079472245629;0,0129162728198673;"CRC"
"Anaerotruncus_unclassified";0,000771213179652988;0,0235936;"0.005335";0,0605701;"0.0146";"73";0,000771213179652988;0,0129162728198673;"CRC"
"Fusobacterium_necrophorum";0,000787856623254102;0;"0";0,05898;"0";"347";0,000787856623254102;0,0129162728198673;"CRC"
"Bifidobacterium_longum";0,00078955272723327;2,84890975;"1.02144";1,693184;"0.346965";"138";0,00078955272723327;0,0129162728198673;"Ctl"
"Erysipelotrichaceae_bacterium_2_2_44A";0,000868249251858474;0,03004525;"0";0,00909525;"0.00108";"310";0,000868249251858474;0,0136717196693139;"Ctl"
"Bilophila_wadsworthia";0,000878590135488826;0,02978255;"0.006495";0,04849855;"0.016925";"144";0,000878590135488826;0,0136717196693139;"CRC"
"Butyricimonas_synergistica";0,00092067331244585;0,0004288;"0";0,0008156;"0";"162";0,00092067331244585;0,0139854660319155;"CRC"
"Clostridium_hylemonae";0,00100553763355204;0,0004132;"0";0,00958785;"0";"210";0,00100553763355204;0,0146461067007711;"CRC"
"Eubacterium_hallii";0,00101049605874198;1,07790445;"0.424055";0,6473689;"0.20792";"327";0,00101049605874198;0,0146461067007711;"Ctl"
"Alistipes_indistinctus";0,00103303260428636;0,0774982;"0.00041";0,1133885;"0.010945";"49";0,00103303260428636;0,0146461067007711;"CRC"
"Slackia_exigua";0,00109293749350316;4,045e-05;"0";0,0042602;"0";"634";0,00109293749350316;0,0151585678446743;"CRC"
"Campylobacter_ureolyticus";0,00123465574669174;6,025e-05;"0";0,0010034;"0";"173";0,00123465574669174;0,0167597950295602;"CRC"
"Selenomonas_sputigena";0,00139047974292736;0;"0";0,00163665;"0";"627";0,00139047974292736;0,0184817932497428;"CRC"
"Holdemania_filiformis";0,0016976950410092;0,0351417;"0.002025";0,04750945;"0.014745";"376";0,0016976950410092;0,0221046823706912;"CRC"
"Clostridium_citroniae";0,00176417520435796;0,0102477;"0.00028";0,01973425;"0.00368";"204";0,00176417520435796;0,0225108756076076;"CRC"
"Neisseria_unclassified";0,0018715048987005;7,45e-06;"0";0,00114395;"0";"488";0,0018715048987005;0,0234121593209984;"CRC"
"Alloprevotella_tannerae";0,00196268141112828;0,00192515;"0";0,0678226;"0";"58";0,00196268141112828;0,0236683412429057;"CRC"
"Clostridium_nexile";0,00196617881798433;0,10765805;"0";0,24167975;"0";"214";0,00196617881798433;0,0236683412429057;"CRC"
"Desulfovibrio_desulfuricans";0,00211384537685224;0,0096636;"0";0,02595515;"0";"265";0,00211384537685224;0,0249746916746616;"CRC"
"Filifactor_alocis";0,00245695176005668;0;"0";0,0132165;"0";"341";0,00245695176005668;0,0285006404166575;"CRC"
"Atopobium_parvulum";0,00261419051189335;0,0019849;"0";0,00660235;"0";"78";0,00261419051189335;0,0297830990462135;"CRC"
"Escherichia_coli";0,00270035450066344;2,4677567;"0.123165";3,21569195;"0.30501";"316";0,00270035450066344;0,0302250205512855;"CRC"
"Bifidobacterium_catenulatum";0,00279590191524772;0,13020085;"0";0,0617939;"0";"136";0,00279590191524772;0,0307549210677249;"Ctl"
"Eubacterium_eligens";0,00323132297149896;1,8806576;"0.626315";1,06048835;"0.169535";"326";0,00323132297149896;0,0349421026409549;"Ctl"
"Lachnospiraceae_bacterium_5_1_63FAA";0,00347374908528218;0,2513101;"0.04662";0,10538635;"0.02195";"397";0,00347374908528218;0,0369375319401672;"Ctl"
"Campylobacter_gracilis";0,00399140365998777;0,0006126;"0";0,0059012;"0";"168";0,00399140365998777;0,041746156312659;"CRC"
"Eubacterium_rectale";0,00434346763782588;5,59591615;"2.79616";3,6261824;"0.97954";"331";0,00434346763782588;0,0440529052688526;"Ctl"
"Porphyromonas_endodontalis";0,00435005177419704;0;"0";0,1642016;"0";"536";0,00435005177419704;0,0440529052688526;"CRC"
"Bilophila_unclassified";0,00456950021750799;0,346342;"0.102755";0,44866745;"0.23918";"143";0,00456950021750799;0,0455522052932828;"CRC"
"Bacteroides_nordii";0,00468475573481881;0,01416015;"0";0,0639849;"0";"100";0,00468475573481881;0,0459826793663754;"CRC"
"Streptococcus_anginosus";0,0048870311612479;0,0234083;"0";0,0536026;"0.000105";"654";0,0048870311612479;0,0472413012253964;"CRC"
"Fusobacterium_periodonticum";0,0062673416535551;0,00018425;"0";0,0009177;"0";"349";0,0062673416535551;0,0592219990935495;"Nodiff"
"Synergistes_sp_3_1_syn1";0,00631206259931248;0,00679015;"0";0,02530235;"0";"691";0,00631206259931248;0,0592219990935495;"Nodiff"
"Lachnospiraceae_bacterium_5_1_57FAA";0,00658020416223077;0,0041991;"0";0,01191095;"0";"396";0,00658020416223077;0,0608430471812062;"Nodiff"
"Campylobacter_showae";0,00772562203139959;0;"0";0,00052445;"0";"172";0,00772562203139959;0,0704135265147563;"Nodiff"
"Flavonifractor_plautii";0,00881082166470634;0,0473518;"0.005315";0,08209355;"0.009295";"343";0,00881082166470634;0,0791732989025725;"Nodiff"
"Candidatus_Zinderia_insecticola";0,00937932143698828;8,775e-05;"0";1,035e-05;"0";"176";0,00937932143698828;0,0823191507835505;"Nodiff"
