"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33"
"CCIS00146684ST.4.0","CCIS03473770ST.4.0","CCMD27867141ST.11.0","SID530167","CCMD22852639ST.11.0","CCMD53508245ST.11.0","SID532796","SZAXPI015251.41","MMPU68403337ST","16.0193279796844","19.1587253482323","23.2133684297928","23.9133193681346","24.1803064441438","24.4563871630562","24.6481618721052","25.2265347037024","CCMD52145360ST.11.0","SID530890","DRR127515","MMRS85382779ST.27.0.0","CRC_MR_SBJ02C_17","SID31004","CCMD45988061ST.21.0","CRC_MR_SBJ64C_17","22.0521147206339","22.2728818082371","23.6206366026892","24.2581944752655","24.4753641828656","24.5804637753217","25.6649634437788","26.1427387473998"
"CCIS02124300ST.4.0","SZAXPI015271.93","MMPU72854103ST","CRC_MR_SBJ67H_17","SID530055","CCIS03473770ST.4.0","SID31360","SID530050","CCIS94603952ST.4.0","18.218751029261","18.8098819254082","19.0281948689832","19.155764737256","19.7243144274091","20.0960778034372","20.8032485068126","20.9525147099459","CCIS48725289ST.4.0","CCIS82146115ST.4.0","SID530890","CCMD49461418ST.11.0","SZAXPI017593.158","SZAXPI017588.123","CRC_MR_SBJ02C_17","MMRS77321055ST.27.0.0","16.1228066874598","18.7952226628311","18.8294265473248","19.7638949134198","20.6697184465391","21.2384180445225","21.453417951499","21.9881155595335"
"CCIS03473770ST.4.0","CCIS00146684ST.4.0","CRC_MR_SBJ67H_17","SZAXPI015251.41","CCIS02124300ST.4.0","CCMD27867141ST.11.0","SID532796","SZAXPI015271.93","MMPU99077057ST","16.0193279796844","19.1137507760329","19.3752587124818","19.7243144274091","19.997630345781","20.0306010465537","20.0329460018765","20.3365350387916","CCMD52145360ST.11.0","SID530890","CRC_MR_SBJ02C_17","CCIS48725289ST.4.0","MMRS85382779ST.27.0.0","MMRS25641480ST.27.0.0","CCMD49461418ST.11.0","SID31004","16.5784894261962","17.4576170941397","17.9455177942739","18.6912720203709","19.4453030747659","20.2643635426159","20.3692821235605","20.9001650434967"
"CCIS09568613ST.4.0","CCMD85481373ST.11.0","SZAXPI015251.41","SZAXPI015260.74","CCIS03473770ST.4.0","SZAXPI015271.93","SID530050","CCIS02124300ST.4.0","SID31360","18.7798609050387","24.4481792313334","25.4440047535603","27.6464753747743","28.9616210177694","29.0994215625277","30.1147512479698","30.5982626863209","SZAXPI017588.123","MMRS85382779ST.27.0.0","CCIS34055159ST.4.0","SID31883","SID530890","SZAXPI015225.18","DRR162778","CCIS48725289ST.4.0","25.0931077340771","27.1025034100302","27.8406163961307","28.0791517694427","28.5318786370754","28.657957164252","29.0675702434878","29.2753502280553"
"CCIS11558985ST.4.0","SZAXPI015265.88","SZAXPI015251.41","SZAXPI015247.35","CCIS03473770ST.4.0","SZAXPI015271.93","CCMD10032470ST.11.0","MMPU29365221ST","SID530050","29.3911444385107","31.333404657386","31.5789236742024","31.6508529858375","33.1268124930758","33.2645305718914","35.9402443728921","36.0375043790493","DRR127774","LILT_VF29_16","CCIS87252800ST.4.0","SZAXPI017588.123","SID31004","CCIS48725289ST.4.0","DRR162778","CCMD49461418ST.11.0","31.7373279193665","31.823067968854","32.8327595206784","34.9254562673374","35.6146092259834","35.7010861628718","35.7233647131118","35.9283097745677"
"CCIS13047523ST.4.0","MMPU72854103ST","SZAXPI015272.108","CCIS02124300ST.4.0","SID530055","DRR127488","CCMD98702133ST.11.0","CCIS94603952ST.4.0","CCMD53508245ST.11.0","19.5439465234123","22.7852565909735","23.8990683048691","23.9580239683514","25.7089675748522","25.9675357997327","25.9811114860104","26.4548319492395","CRC_MR_SBJ02C_17","CCIS82146115ST.4.0","CCMD59583015ST.11.0","SZAXPI015213.15","CCIS48725289ST.4.0","CRC_MR_SBJ42C_17","CCMD51864103ST.21.0","SID530890","19.5938788452542","21.2376275383999","22.5556520651432","23.7225740864456","24.039982078891","24.1663385470079","24.3728020452635","25.6618980618406"
"CCIS16326685ST.4.0","SZAXPI015251.41","MMPU68403337ST","CCIS03473770ST.4.0","SZAXPI015271.93","CCIS02124300ST.4.0","CRC_MR_SBJ67H_17","SID530167","CCMD41521570ST.11.0","23.8716808808597","26.8905493294615","27.2687219003348","27.3958673671833","27.4219174754301","27.9580514749955","28.7272488420837","28.8350198578812","SZAXPI015225.18","SZAXPI017593.158","LILT_VF29_16","CCMD35633353ST.11.0","SZAXPI017588.123","SID31883","LILT_VF176_T017","SID31877","19.1921925292735","23.8369907850362","24.3300011895068","25.3999393038586","27.6002358416916","27.8249678694837","27.9338167039182","27.994571939042"
"CCIS74239020ST.4.0","SZAXPI015271.93","CCIS81139242ST.4.0","SZAXPI015230.16","CCIS02124300ST.4.0","SID31360","SZAXPI015251.41","SID530258","CCMD41521570ST.11.0","22.8575414755612","24.1055295425655","24.6776093083953","25.0336170852556","25.5207575864785","25.678476185251","25.9477151877309","26.0480632386767","SID530890","MMRS85382779ST.27.0.0","SID31004","DRR162778","SZAXPI017588.123","CRC_MR_SBJ64C_17","CCMD49461418ST.11.0","CCMD52145360ST.11.0","20.8637653976529","23.5810560722416","24.8056684000674","24.853060766815","25.5746400259808","25.6040071574783","25.9299126149993","26.2463117624896"
"CCIS81139242ST.4.0","SID530258","SZAXPI015262.79","CCMD37575804ST.11.0","CCMD53508245ST.11.0","CCIS74239020ST.4.0","CCIS94603952ST.4.0","SID31009","CCIS02124300ST.4.0","19.3959180103005","22.9048539018218","23.6583143722434","23.8807175253048","24.1055295425655","24.2105158855899","24.7160396552441","25.0446719590994","SID530890","CRC_MR_SBJ64C_17","SID31276","CCMD52145360ST.11.0","SID31004","SID31877","CCMD49461418ST.11.0","CCIS48725289ST.4.0","19.7830383791368","20.5550030090949","21.9636608163621","23.115928211917","24.7517457794193","24.9446027899343","25.5933845708144","25.7973701479259"
"CCIS94603952ST.4.0","SID530055","CCIS02124300ST.4.0","MMPU99077057ST","CCIS03473770ST.4.0","CCMD37575804ST.11.0","SID530258","MMPU72854103ST","CCMD53508245ST.11.0","19.3883969490466","20.9525147099459","21.3572475980169","22.6175793600155","22.6855409023788","22.8747368525389","23.7096503659354","23.9852074187696","SID530890","SZAXPI017588.123","CCIS48725289ST.4.0","CCMD49461418ST.11.0","CRC_MR_SBJ02C_17","CCMD52145360ST.11.0","LILT_VF29_16","CCIS82146115ST.4.0","18.9362392032684","20.5658168555543","22.7298000500774","22.9893087543971","23.1100467331332","23.6291640395402","23.6872510583014","23.8759805943567"
