"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33"
"CCIS02124300ST.4.0","CCIS21126322ST.4.0","CCIS71578391ST.4.0","CCIS50471204ST.4.0","CCIS32452666ST.4.0","CRC_MR_SBJ84H_17","SID532796","CCIS88007743ST.4.0","CCIS90164298ST.4.0","17.2099926238131","18.0812397714703","18.8578999503577","20.6912410250642","21.0888538269106","21.9514296512892","22.3397623688884","22.5946093288355","CCIS48725289ST.4.0","CCMD19497912ST.21.0","CCIS82146115ST.4.0","CCMD63399960ST.21.0","CCIS55230578ST.4.0","CCIS11015875ST.4.0","SZAXPI017462.33","CCMD46222674ST.21.0","16.1228066874598","18.5121696124874","18.7952226628311","20.1535112622739","21.526564303841","21.5429726841817","22.9963020823371","23.0219165892981"
"CCIS07648107ST.4.0","CRC_MR_SBJ84H_17","CCIS48174381ST.4.0","MMRS93621581ST.27.0.0","CCIS50471204ST.4.0","CCIS21126322ST.4.0","SZAXPI015244.32","CCIS71578391ST.4.0","CCIS81139242ST.4.0","22.1262225403253","22.3267668249436","22.547833711552","23.9307301519009","25.1227663866442","25.5536741549665","26.1106680788102","26.1249962158332","CCMD63399960ST.21.0","DRR162777","CCIS91228662ST.4.0","SZAXPI015218.16","CCIS48725289ST.4.0","DRR127536","CCIS50148151ST.4.0","CCMD90311071ST.21.0","17.3221172976458","21.2418173894891","21.6247327281033","21.7876285745604","23.389950775814","23.529474561084","23.638221576669","24.633573936654"
"CCIS16326685ST.4.0","CCIS90164298ST.4.0","CRC_MR_SBJ84H_17","MMRS39582183ST.27.0.0","CCIS88007743ST.4.0","MMPU84450604ST","CCIS02124300ST.4.0","SZAXPI015244.32","SID532749","21.7349841883172","26.4784725346176","26.5369917708922","27.0549661825828","27.1181089652118","27.4219174754301","27.4975143937502","27.6678095835034","CRC_MR_SBJ27C_17","DRR127708","CRC_MR_SBJ07C_17","CCMD46222674ST.21.0","SZAXPI015218.16","CCIS91228662ST.4.0","SZAXPI003410.3","CCIS11015875ST.4.0","20.2313755667997","21.0521311038788","22.5908691251156","24.4248197193244","25.0522059346418","25.6882266329928","25.7162570735265","25.9190703371109"
"CCIS16561622ST.4.0","CCIS50471204ST.4.0","LILT_VF170_T016","LILT_VF84_16","LILT_VF265_T016","CCMD27867141ST.11.0","MMRS40913371ST.27.0.0","CCIS45571137ST.3.0","CCMD49025643ST.11.0","22.6504796432393","23.2608547485083","23.8910332769305","25.4903927546399","25.4992084626347","25.8728145526999","26.2192917716784","26.2198334513341","CCIS11015875ST.4.0","CCIS55230578ST.4.0","DRR127708","SZAXPI015218.16","SZAXPI017466.84","SID31285","CCIS50148151ST.4.0","SZAXPI017462.33","23.0466175808317","23.3158815265197","23.454461704518","24.498467332021","24.7691417666055","25.0918605468247","25.2458139160654","25.2841021563946"
"CCIS20795251ST.4.0","CRC_MR_SBJ57H_17","SID530258","CCIS64785924ST.20.0","CCIS88007743ST.4.0","SID31071","CCIS63910149ST.4.0","MMPU84450604ST","CCIS90164298ST.4.0","23.4288669842846","26.5223672677026","27.0247463851208","29.1735070284068","32.5311606462143","32.6131530899513","32.805746463254","32.8328299943426","CCIS53355328ST.4.0","CCIS11015875ST.4.0","CCMD98531134ST.11.0","CCMD46222674ST.21.0","SID31489","SZAXPI015218.16","CCMD63399960ST.21.0","CCIS55230578ST.4.0","29.5211636500359","29.7546308722407","30.9020282357437","32.1234607279866","32.9520906729543","33.3357430072392","33.7090798974149","33.7323112868078"
"CCIS21126322ST.4.0","CCIS71578391ST.4.0","CCIS45571137ST.3.0","CCIS02124300ST.4.0","CCIS32452666ST.4.0","CCIS50471204ST.4.0","CCIS63910149ST.4.0","CCMD76409700ST.11.0","SID530394","11.6127638027345","16.5067855532142","17.2099926238131","17.7703161322245","17.8957788758634","18.6454295383989","19.0969087402307","20.2754251189439","CCIS48725289ST.4.0","MMRS90191266ST.27.0.0","CCIS82146115ST.4.0","CCMD63399960ST.21.0","SID31875","SZAXPI017462.33","CCIS11015875ST.4.0","CCIS55230578ST.4.0","15.1695802462857","16.0497641499525","18.3809944731045","19.1834728803442","20.4447992098064","20.7075285146924","20.8815465808714","21.7632855438305"
"CCIS23164343ST.4.0","CCIS63910149ST.4.0","CCIS78100604ST.4.0","SZAXPI015262.79","SZAXPI015241.27","SID530258","CRC_MR_SBJ57H_17","CRC_MR_SBJ80H_17","CCIS64785924ST.20.0","22.8969226665965","22.9717254557837","23.4089058999454","23.7490451278278","24.4657592501929","24.7109712241547","25.3418635710261","26.9947764594153","CRC_MR_SBJ55C_17","SID31489","CCMD98531134ST.11.0","CCIS53355328ST.4.0","CCIS41222843ST.4.0","CCIS55230578ST.4.0","SID31285","CCIS82146115ST.4.0","14.8258380473213","17.4900418341895","24.656208951029","27.0191504925691","27.4676227939187","28.6936159258641","29.2387587112278","30.376051982175"
"CCIS45571137ST.3.0","CCIS21126322ST.4.0","CCIS63910149ST.4.0","CCMD76409700ST.11.0","CCIS32452666ST.4.0","CCIS71578391ST.4.0","CCIS50471204ST.4.0","SZAXPI015241.27","MMRS93621581ST.27.0.0","16.5067855532142","17.4679543927559","18.344895751181","18.8871831703036","19.5964179750867","21.7686550887509","22.5209112447587","22.6286255443608","MMRS90191266ST.27.0.0","CCIS55230578ST.4.0","CCMD63399960ST.21.0","CRC_MR_SBJ53C_17","SID31875","CCIS11015875ST.4.0","CCMD46222674ST.21.0","SZAXPI017462.33","15.6931572618227","21.4225900213093","21.6622961937118","21.9182023453339","22.2698882318861","22.7538763304563","24.0120730753906","24.198919048474"
"CCIS48174381ST.4.0","CRC_MR_SBJ84H_17","CCIS07648107ST.4.0","SZAXPI015244.32","CCIS50471204ST.4.0","CCIS88007743ST.4.0","SID532749","CCIS02124300ST.4.0","DRR127756","20.6827682702437","22.3267668249436","23.8234796187375","24.3460933204673","25.5234878792182","25.9729622774011","26.5486740797615","26.7882159080518","DRR162777","CCMD63399960ST.21.0","CCIS50148151ST.4.0","SZAXPI015218.16","CCIS91228662ST.4.0","CCIS48725289ST.4.0","CCIS11015875ST.4.0","DRR127521","23.5996472926228","23.945031439687","24.1579640763062","24.1910193500646","25.279035097703","25.3578918501677","25.4772842703103","25.5210727089106"
"CCIS50471204ST.4.0","CCIS71578391ST.4.0","CCIS63910149ST.4.0","CCIS32452666ST.4.0","CCIS21126322ST.4.0","CCIS02124300ST.4.0","CRC_MR_SBJ84H_17","CCIS88007743ST.4.0","CCIS45571137ST.3.0","17.0377500940793","17.2266091037848","17.2630257895886","17.8957788758634","18.8578999503577","20.3291613459459","21.4113962984038","21.7686550887509","CCIS55230578ST.4.0","CCIS82146115ST.4.0","CCIS11015875ST.4.0","CCIS48725289ST.4.0","CCMD63399960ST.21.0","CCIS41222843ST.4.0","CCIS53355328ST.4.0","SID31285","17.2370772638838","17.4956805314026","17.6447593836385","18.2985818800064","18.3215897276383","20.0434308078607","21.1125987064028","21.6640558901029"
